LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,NUMBER_OF_GRADUATES,HOPE_ELIGIBLE,HOPE_ELIGIBLE_PCT
2012-13,647,Dougherty County,2052,Dougherty Comprehensive High School,121,16,13.22
2012-13,647,Dougherty County,4062,Westover High School,220,77,35
2012-13,647,Dougherty County,ALL,All Schools,681,150,22.03
2012-13,648,Douglas County,100,Chapel Hill High School,244,82,33.61
2012-13,648,Douglas County,175,Lithia Springs Comprehensive High School,275,101,36.73
2012-13,648,Douglas County,187,Alexander High School,385,193,50.13
2012-13,648,Douglas County,212,New Manchester High School,209,46,22.01
2012-13,648,Douglas County,4050,Douglas County High School,313,115,36.74
2012-13,648,Douglas County,ALL,All Schools,1426,537,37.66
2012-13,649,Early County,2050,Early County High School,140,67,47.86
2012-13,649,Early County,ALL,All Schools,140,67,47.86
2012-13,650,Echols County,1050,Echols County High School,39,31,79.49
2012-13,650,Echols County,ALL,All Schools,39,31,79.49
2012-13,651,Effingham County,197,South Effingham High School,308,167,54.22
2012-13,651,Effingham County,390,Effingham County High School,356,202,56.74
2012-13,651,Effingham County,ALL,All Schools,664,369,55.57
2012-13,652,Elbert County,112,Elberton Education Center,,,
2012-13,652,Elbert County,176,Elbert County High School,151,62,41.06
2012-13,652,Elbert County,ALL,All Schools,152,62,40.79
2012-13,653,Emanuel County,189,Swainsboro High School,130,41,31.54
2012-13,653,Emanuel County,2050,Emanuel County Institute,67,28,41.79
2012-13,653,Emanuel County,ALL,All Schools,197,69,35.03
2012-13,654,Evans County,2050,Claxton High School,68,33,48.53
2012-13,654,Evans County,ALL,All Schools,68,33,48.53
2012-13,655,Fannin County,176,Fannin County High School,172,78,45.35
2012-13,655,Fannin County,ALL,All Schools,172,78,45.35
2012-13,656,Fayette County,105,Whitewater High School,369,238,64.5
2012-13,656,Fayette County,182,McIntosh High School,361,241,66.76
2012-13,656,Fayette County,192,Sandy Creek High School,263,115,43.73
2012-13,656,Fayette County,198,Starrs Mill High School,355,249,70.14
2012-13,656,Fayette County,398,Fayette County High School,279,109,39.07
2012-13,656,Fayette County,ALL,All Schools,1627,952,58.51
2012-13,657,Floyd County,107,Pepperell High School,159,70,44.03
2012-13,657,Floyd County,111,Model High,147,74,50.34
2012-13,657,Floyd County,401,Armuchee High School,134,73,54.48
2012-13,657,Floyd County,5050,Coosa High School,128,80,62.5
2012-13,657,Floyd County,ALL,All Schools,568,297,52.29
2012-13,658,Forsyth County,107,West Forsyth High School,454,270,59.47
2012-13,658,Forsyth County,190,South Forsyth High School,367,234,63.76
2012-13,658,Forsyth County,195,North Forsyth High School,424,234,55.19
2012-13,658,Forsyth County,214,Lambert High School,478,360,75.31
2012-13,658,Forsyth County,218,Forsyth Academy,63,12,19.05
2012-13,658,Forsyth County,219,Forsyth Virtual Academy,18,TFS,33.33
2012-13,658,Forsyth County,5050,Forsyth Central High School,290,152,52.41
2012-13,658,Forsyth County,ALL,All Schools,2094,1268,60.55
2012-13,659,Franklin County,3050,Franklin County High School,222,124,55.86
2012-13,659,Franklin County,ALL,All Schools,222,124,55.86
2012-13,660,Fulton County,106,Milton High School,575,364,63.3
2012-13,660,Fulton County,118,Hapeville Charter Career Academy,137,45,32.85
2012-13,660,Fulton County,119,Cambridge High School,110,55,50
2012-13,660,Fulton County,176,Banneker High School,143,25,17.48
2012-13,660,Fulton County,191,Roswell High School,489,279,57.06
2012-13,660,Fulton County,198,Centennial High School,381,188,49.34
2012-13,660,Fulton County,203,Northview High School,384,293,76.3
2012-13,660,Fulton County,205,Alpharetta High School,457,266,58.21
2012-13,660,Fulton County,291,Creekside High School,213,58,27.23
2012-13,660,Fulton County,383,McClarin High School,126,TFS,1.59
2012-13,660,Fulton County,386,Independence High School,150,10,6.67
2012-13,660,Fulton County,392,Chattahoochee High School,407,251,61.67
2012-13,660,Fulton County,506,Fulton Science Academy High School,37,22,59.46
2012-13,660,Fulton County,691,Tri-Cities High School,339,105,30.97
2012-13,660,Fulton County,910,Johns Creek High School,450,294,65.33
2012-13,660,Fulton County,1110,Langston Hughes High School,321,75,23.36
2012-13,660,Fulton County,3066,Riverwood International Charter School,322,154,47.83
2012-13,660,Fulton County,4062,North Springs High School,285,145,50.88
2012-13,660,Fulton County,5069,Westlake High School,330,119,36.06
2012-13,660,Fulton County,ALL,All Schools,5656,2750,48.62
2012-13,661,Gilmer County,196,Gilmer High School,219,115,52.51
2012-13,661,Gilmer County,ALL,All Schools,219,115,52.51
2012-13,662,Glascock County,196,Glascock County Consolidated School,26,11,42.31
2012-13,662,Glascock County,ALL,All Schools,26,11,42.31
2012-13,663,Glynn County,3552,Brunswick High School,329,116,35.26
2012-13,663,Glynn County,4752,Glynn Academy,343,189,55.1
2012-13,663,Glynn County,ALL,All Schools,672,305,45.39
2012-13,664,Gordon County,106,Sonoraville High School,248,122,49.19
2012-13,664,Gordon County,286,Gordon Central High School,178,82,46.07
2012-13,664,Gordon County,ALL,All Schools,426,204,47.89
2012-13,665,Grady County,1050,Cairo High School,184,86,46.74
2012-13,665,Grady County,ALL,All Schools,184,86,46.74
2012-13,666,Greene County,401,Greene County High School,78,21,26.92
2012-13,666,Greene County,ALL,All Schools,78,21,26.92
2012-13,667,Gwinnett County,101,Grayson High School,546,245,44.87
2012-13,667,Gwinnett County,103,Norcross High School,522,211,40.42
2012-13,667,Gwinnett County,105,Mill Creek High School,747,382,51.14
2012-13,667,Gwinnett County,176,Parkview High School,592,351,59.29
2012-13,667,Gwinnett County,182,Brookwood High School,757,399,52.71
2012-13,667,Gwinnett County,185,Shiloh High School,369,110,29.81
2012-13,667,Gwinnett County,187,Meadowcreek High School,394,121,30.71
2012-13,667,Gwinnett County,189,Phoenix High School,190,TFS,4.21
2012-13,667,Gwinnett County,195,Collins Hill High School,689,383,55.59
2012-13,667,Gwinnett County,805,Peachtree Ridge High School,708,367,51.84
2012-13,667,Gwinnett County,1018,Lanier High School,176,49,27.84
2012-13,667,Gwinnett County,1019,"Gwinnett School of Mathematics, Science and Technology",122,96,78.69
2012-13,667,Gwinnett County,1050,Berkmar High School,503,188,37.38
2012-13,667,Gwinnett County,1212,Gwinnett Online Campus,31,TFS,16.13
2012-13,667,Gwinnett County,1410,Mountain View High School,401,189,47.13
2012-13,667,Gwinnett County,1710,Archer High School,401,194,48.38
2012-13,667,Gwinnett County,2558,South Gwinnett High School,410,98,23.9
2012-13,667,Gwinnett County,3750,Central Gwinnett High School,453,129,28.48
2012-13,667,Gwinnett County,4052,Dacula High School,319,117,36.68
2012-13,667,Gwinnett County,4556,North Gwinnett High School,536,293,54.66
2012-13,667,Gwinnett County,5550,Duluth High School,486,214,44.03
2012-13,667,Gwinnett County,ALL,All Schools,9352,4149,44.36
2012-13,668,Habersham County,2052,Habersham Central High School,339,187,55.16
2012-13,668,Habersham County,ALL,All Schools,339,187,55.16
2012-13,669,Hall County,102,Chestatee High School,219,106,48.4
2012-13,669,Hall County,105,Lanier Career Academy,75,TFS,6.67
2012-13,669,Hall County,189,West Hall High School,195,88,45.13
2012-13,669,Hall County,202,Flowery Branch High,339,183,53.98
2012-13,669,Hall County,1552,East Hall High School,155,46,29.68
2012-13,669,Hall County,1556,North Hall High School,212,113,53.3
2012-13,669,Hall County,4752,Johnson High School,224,106,47.32
2012-13,669,Hall County,ALL,All Schools,1419,647,45.6
2012-13,670,Hancock County,288,Hancock Central High School,120,55,45.83
2012-13,670,Hancock County,ALL,All Schools,120,55,45.83
2012-13,671,Haralson County,3050,Haralson County High School,169,61,36.09
2012-13,671,Haralson County,ALL,All Schools,169,61,36.09
2012-13,672,Harris County,299,Harris County High School,349,142,40.69
2012-13,672,Harris County,ALL,All Schools,349,142,40.69
2012-13,673,Hart County,3050,Hart County High School,197,101,51.27
2012-13,673,Hart County,ALL,All Schools,197,101,51.27
2012-13,674,Heard County,110,Heard County High School,111,57,51.35
2012-13,674,Heard County,ALL,All Schools,111,57,51.35
2012-13,675,Henry County,101,Union Grove High,348,161,46.26
2012-13,675,Henry County,104,Luella High School,433,151,34.87
2012-13,675,Henry County,105,Dutchtown High,240,69,28.75
2012-13,675,Henry County,195,Patrick Henry High School,57,TFS,3.51
2012-13,675,Henry County,214,Locust Grove High,195,62,31.79
2012-13,675,Henry County,295,Stockbridge High School,236,39,16.53
2012-13,675,Henry County,307,Ola High School,312,107,34.29
2012-13,675,Henry County,391,Eagle's Landing High School,207,54,26.09
2012-13,675,Henry County,408,Woodland High School,317,90,28.39
2012-13,675,Henry County,3050,Henry County High School,205,56,27.32
2012-13,675,Henry County,ALL,All Schools,2550,791,31.02
2012-13,676,Houston County,111,Veterans High School,279,150,53.76
2012-13,676,Houston County,192,Houston County High School,393,256,65.14
2012-13,676,Houston County,300,Houston County Career Academy,43,TFS,9.3
2012-13,676,Houston County,1054,Perry High School,251,129,51.39
2012-13,676,Houston County,2052,Northside High School,339,134,39.53
2012-13,676,Houston County,4056,Warner Robins High School,315,147,46.67
2012-13,676,Houston County,ALL,All Schools,1620,820,50.62
2012-13,677,Irwin County,2050,Irwin County High School,81,39,48.15
2012-13,677,Irwin County,ALL,All Schools,81,39,48.15
2012-13,678,Jackson County,107,East Jackson Comprehensive High School,213,105,49.3
2012-13,678,Jackson County,191,Jackson County High School,198,79,39.9
2012-13,678,Jackson County,ALL,All Schools,411,184,44.77
2012-13,679,Jasper County,108,Jasper County High School,93,34,36.56
2012-13,679,Jasper County,ALL,All Schools,93,34,36.56
2012-13,680,Jeff Davis County,199,Jeff Davis High School,133,64,48.12
2012-13,680,Jeff Davis County,ALL,All Schools,133,64,48.12
2012-13,681,Jefferson County,196,Jefferson County High School,152,63,41.45
2012-13,681,Jefferson County,ALL,All Schools,152,63,41.45
2012-13,682,Jenkins County,201,Jenkins County High School,70,26,37.14
2012-13,682,Jenkins County,ALL,All Schools,70,26,37.14
2012-13,683,Johnson County,201,Johnson County High School,53,24,45.28
2012-13,683,Johnson County,ALL,All Schools,53,24,45.28
2012-13,684,Jones County,192,Jones County High School,275,83,30.18
2012-13,684,Jones County,ALL,All Schools,275,83,30.18
2012-13,685,Lamar County,175,Lamar County High School,144,46,31.94
2012-13,685,Lamar County,ALL,All Schools,144,46,31.94
2012-13,686,Lanier County,201,Lanier County High School,68,25,36.76
2012-13,686,Lanier County,ALL,All Schools,68,25,36.76
2012-13,687,Laurens County,110,West Laurens High School,246,105,42.68
2012-13,687,Laurens County,197,East Laurens High School,113,44,38.94
2012-13,687,Laurens County,ALL,All Schools,359,149,41.5
2012-13,688,Lee County,193,Lee County High School,356,163,45.79
2012-13,688,Lee County,ALL,All Schools,356,163,45.79
2012-13,689,Liberty County,105,Bradwell Institute,337,103,30.56
2012-13,689,Liberty County,192,Liberty County High School,225,63,28
2012-13,689,Liberty County,ALL,All Schools,562,166,29.54
2012-13,690,Lincoln County,110,Lincoln County High School,77,34,44.16
2012-13,690,Lincoln County,ALL,All Schools,77,34,44.16
2012-13,691,Long County,205,Long County High School,116,49,42.24
2012-13,691,Long County,ALL,All Schools,116,49,42.24
2012-13,692,Lowndes County,5050,Lowndes High School,617,313,50.73
2012-13,692,Lowndes County,ALL,All Schools,617,313,50.73
2012-13,693,Lumpkin County,101,Lumpkin County High School,200,92,46
2012-13,693,Lumpkin County,ALL,All Schools,200,92,46
2012-13,694,Macon County,2060,Macon County High School,94,31,32.98
2012-13,694,Macon County,ALL,All Schools,94,31,32.98
2012-13,695,Madison County,5050,Madison County High School,264,115,43.56
2012-13,695,Madison County,ALL,All Schools,264,115,43.56
2012-13,696,Marion County,275,Marion County Middle/High School,67,21,31.34
2012-13,696,Marion County,ALL,All Schools,67,21,31.34
2012-13,697,McDuffie County,192,Thomson High School,208,94,45.19
2012-13,697,McDuffie County,ALL,All Schools,208,94,45.19
2012-13,698,McIntosh County,104,McIntosh Academy,85,47,55.29
2012-13,698,McIntosh County,ALL,All Schools,85,47,55.29
2012-13,699,Meriwether County,207,Good Sheperd Therapeutic Center,,,
2012-13,699,Meriwether County,300,Greenville High School,55,21,38.18
2012-13,699,Meriwether County,4050,Manchester High School,102,49,48.04
2012-13,699,Meriwether County,ALL,All Schools,158,70,44.3
2012-13,700,Miller County,210,Miller County High School,46,33,71.74
2012-13,700,Miller County,ALL,All Schools,46,33,71.74
2012-13,701,Mitchell County,105,Baconton Community Charter School,52,36,69.23
2012-13,701,Mitchell County,282,Mitchell County High School,53,10,18.87
2012-13,701,Mitchell County,ALL,All Schools,105,46,43.81
2012-13,702,Monroe County,184,Mary Persons High School,255,106,41.57
2012-13,702,Monroe County,ALL,All Schools,255,106,41.57
2012-13,703,Montgomery County,201,Montgomery County High School,48,17,35.42
2012-13,703,Montgomery County,ALL,All Schools,48,17,35.42
2012-13,704,Morgan County,1050,Morgan County High School,207,98,47.34
2012-13,704,Morgan County,ALL,All Schools,207,98,47.34
2012-13,705,Murray County,108,Pleasant Valley Innovative School,14,,
2012-13,705,Murray County,112,North Murray High School,217,99,45.62
2012-13,705,Murray County,190,Murray County High School,170,65,38.24
2012-13,705,Murray County,ALL,All Schools,401,164,40.9
2012-13,706,Muscogee County,112,Early College Academy of Columbus at Waverly Terrace,22,TFS,27.27
2012-13,706,Muscogee County,203,Northside High School,382,200,52.36
2012-13,706,Muscogee County,278,Shaw High School,219,85,38.81
2012-13,706,Muscogee County,378,Spencer High School,110,27,24.55
2012-13,706,Muscogee County,1064,Kendrick High School,123,17,13.82
2012-13,706,Muscogee County,2062,Hardaway High School,360,134,37.22
2012-13,706,Muscogee County,3054,Columbus High School,292,255,87.33
2012-13,706,Muscogee County,5052,Carver High School,166,38,22.89
2012-13,706,Muscogee County,5062,Jordan Vocational High School,134,37,27.61
2012-13,706,Muscogee County,ALL,All Schools,1808,799,44.19
2012-13,707,Newton County,113,Challenge Charter Academy,,,
2012-13,707,Newton County,173,Newton High School,345,121,35.07
2012-13,707,Newton County,206,Alcovy High School,350,140,40
2012-13,707,Newton County,295,Eastside High School,280,137,48.93
2012-13,707,Newton County,ALL,All Schools,977,399,40.84
2012-13,708,Oconee County,105,North Oconee High School,261,175,67.05
2012-13,708,Oconee County,293,Oconee County High School,236,155,65.68
2012-13,708,Oconee County,ALL,All Schools,497,330,66.4
2012-13,709,Oglethorpe County,2050,Oglethorpe County High School,130,74,56.92
2012-13,709,Oglethorpe County,ALL,All Schools,130,74,56.92
2012-13,710,Paulding County,101,Hiram High School,293,96,32.76
2012-13,710,Paulding County,106,South Paulding High School,401,223,55.61
2012-13,710,Paulding County,109,North Paulding High School,366,175,47.81
2012-13,710,Paulding County,292,East Paulding High School,333,123,36.94
2012-13,710,Paulding County,2552,Paulding County High School,268,107,39.93
2012-13,710,Paulding County,ALL,All Schools,1661,724,43.59
2012-13,711,Peach County,2052,Peach County High School,176,78,44.32
2012-13,711,Peach County,ALL,All Schools,176,78,44.32
2012-13,712,Pickens County,198,Pickens County High School,226,139,61.5
2012-13,712,Pickens County,ALL,All Schools,226,139,61.5
2012-13,713,Pierce County,182,Pierce County High School,203,115,56.65
2012-13,713,Pierce County,ALL,All Schools,203,115,56.65
2012-13,714,Pike County,194,Pike County High School,188,76,40.43
2012-13,714,Pike County,ALL,All Schools,188,76,40.43
2012-13,715,Polk County,102,Rockmart High School,149,60,40.27
2012-13,715,Polk County,5050,Cedartown High School,176,76,43.18
2012-13,715,Polk County,ALL,All Schools,325,136,41.85
2012-13,716,Pulaski County,2050,Hawkinsville High School,70,28,40
2012-13,716,Pulaski County,ALL,All Schools,70,28,40
2012-13,717,Putnam County,114,Putnam County High School,135,28,20.74
2012-13,717,Putnam County,ALL,All Schools,135,28,20.74
