"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","CATEGORY","SALARIES","BENEFITS","SALARIES_AND_BENEFITS","% Rev- GF/Title/Lottery","% Rev- Total K-12","% Exp- GF/Title/Lottery","% Exp-Total K-12"
"2014-15","641","Dade County","ALL","All Column Values","Teachers and Paraprofessionals",7696297.35,3268266.57,10964563.92,60.27,50.38,60.27,51.06
"2014-15","642","Dawson County","ALL","All Column Values","General Administration",286376.81,154476.96,440853.77,1.23,0.72,1.28,0.95
"2014-15","642","Dawson County","ALL","All Column Values","School Administration",1553524.1,619205.95,2172730.05,6.04,3.54,6.31,4.67
"2014-15","642","Dawson County","ALL","All Column Values","Teachers and Paraprofessionals",13147318.35,6075709.66,19223028.01,53.48,31.32,55.86,41.36
"2014-15","643","Decatur County","ALL","All Column Values","General Administration",392376,98519.14,490895.14,1.09,0.69,1.12,0.87
"2014-15","643","Decatur County","ALL","All Column Values","School Administration",1877340.35,660421.86,2537762.21,5.64,3.59,5.77,4.49
"2014-15","643","Decatur County","ALL","All Column Values","Teachers and Paraprofessionals",17952040.37,6898223.99,24850264.36,55.27,35.11,56.5,43.95
"2014-15","644","DeKalb County","ALL","All Column Values","General Administration",3647656.5,2053486.06,5701142.56,0.58,0.49,0.63,0.54
"2014-15","644","DeKalb County","ALL","All Column Values","School Administration",30031363.22,12547195.02,42578558.24,4.36,3.68,4.73,4.06
"2014-15","644","DeKalb County","ALL","All Column Values","Teachers and Paraprofessionals",341402409.44,131925611.01,473328020.45,48.48,40.93,52.55,45.12
"2014-15","645","Dodge County","ALL","All Column Values","General Administration",248328.27,82308.6,330636.87,1.23,1.07,1.24,1.07
"2014-15","645","Dodge County","ALL","All Column Values","School Administration",777287.59,349887.47,1127175.06,4.2,3.66,4.22,3.66
"2014-15","645","Dodge County","ALL","All Column Values","Teachers and Paraprofessionals",11825738.88,4748581.14,16574320.02,61.76,53.76,62.1,53.78
"2014-15","646","Dooly County","ALL","All Column Values","General Administration",191845.47,87297.91,279143.38,2.43,1.99,2.11,1.74
"2014-15","646","Dooly County","ALL","All Column Values","School Administration",617084.83,308395.7,925480.53,8.07,6.6,7,5.76
"2014-15","646","Dooly County","ALL","All Column Values","Teachers and Paraprofessionals",4724029.18,1994536.47,6718565.65,58.59,47.93,50.82,41.81
