sys_sch,SystemId,systemname,schoolname,SchoolId,grade,SingleScore
6332056,633,Cobb County,North Cobb High School,2056,B,89
6332062,633,Cobb County,King Springs Elementary School,2062,B,88
6332066,633,Cobb County,Osborne High School,2066,D,67.5
633207,633,Cobb County,Austell Elementary School,207,F,56.2
633209,633,Cobb County,Allatoona High School,209,A,93.7
633214,633,Cobb County,Smyrna Elementary School,214,F,59.90000000000001
6332560,633,Cobb County,Griffin Middle School,2560,C,71.90000000000001
633273,633,Cobb County,Kincaid Elementary School,273,A,90.80000000000001
633275,633,Cobb County,Dodgen Middle School,275,A,99.60000000000001
633278,633,Cobb County,Mount Bethel Elementary School,278,A,95
633280,633,Cobb County,Pine Mountain Middle School,280,C,74.40000000000001
633281,633,Cobb County,Dickerson Middle School,281,A,98.7
633287,633,Cobb County,Lewis Elementary School,287,B,84
633288,633,Cobb County,Mountain View Elementary School,288,A,91.90000000000001
633289,633,Cobb County,Addison Elementary School,289,B,88
633290,633,Cobb County,Campbell Middle School,290,C,76.5
633291,633,Cobb County,Shallowford Falls Elementary School,291,B,89
633292,633,Cobb County,Ford Elementary School,292,B,87.40000000000001
633294,633,Cobb County,Smitha Middle School,294,C,71.5
633297,633,Cobb County,Frey Elementary School,297,C,74.7
633298,633,Cobb County,Cheatham Hill Elementary School,298,B,80.5
633299,633,Cobb County,Durham Middle School,299,B,89.10000000000001
633302,633,Cobb County,Acworth Intermediate School,302,C,72.40000000000001
633304,633,Cobb County,Kennesaw Charter School,304,C,70.10000000000001
6333054,633,Cobb County,Clay Elementary School,3054,D,65.90000000000001
6333056,633,Cobb County,South Cobb High School,3056,C,73.2
6333058,633,Cobb County,Fair Oaks Elementary School,3058,F,59.2
6333060,633,Cobb County,Harmony-Leland Elementary School,3060,C,75.90000000000001
6333062,633,Cobb County,LaBelle Elementary School,3062,D,65.2
6333064,633,Cobb County,Milford Elementary School,3064,F,59.40000000000001
6333067,633,Cobb County,Russell Elementary School,3067,D,63.1
633307,633,Cobb County,Riverside Primary School,307,,
633309,633,Cobb County,Lindley 6th Grade Academy,309,C,74
6333556,633,Cobb County,Compton Elementary School,3556,D,60.40000000000001
633373,633,Cobb County,Sprayberry High School,373,B,88.7
633375,633,Cobb County,Murdock Elementary School,375,A,94.10000000000001
633378,633,Cobb County,Rocky Mount Elementary School,378,A,92.40000000000001
633381,633,Cobb County,Lassiter High School,381,A,100.6
633388,633,Cobb County,Davis Elementary School,388,B,85.10000000000001
633389,633,Cobb County,Simpson Middle School,389,B,86.7
633391,633,Cobb County,Nicholson Elementary School,391,C,77.30000000000001
633394,633,Cobb County,Hightower Trail Middle School,394,A,97.60000000000001
633397,633,Cobb County,Green Acres Elementary School,397,F,49.7
633398,633,Cobb County,Sanders Elementary School,398,F,56.6
633399,633,Cobb County,Blackwell Elementary School,399,C,79.40000000000001
633402,633,Cobb County,Hendricks Elementary School,402,C,72.8
633404,633,Cobb County,Kennesaw Elementary School,404,,
6334050,633,Cobb County,Awtrey Middle School,4050,C,74.2
6334056,633,Cobb County,Daniell Middle School,4056,B,80
6334066,633,Cobb County,Pebblebrook High School,4066,D,63
6334068,633,Cobb County,Teasley Elementary School,4068,B,83.7
633407,633,Cobb County,Barber Middle School,407,C,70.3
6334560,633,Cobb County,Hollydale Elementary School,4560,D,62
633475,633,Cobb County,Tapp Middle School,475,C,78.2
633478,633,Cobb County,Sope Creek Elementary School,478,A,94.2
633489,633,Cobb County,Powder Springs Elementary School,489,D,64.90000000000001
633491,633,Cobb County,Timber Ridge Elementary School,491,A,94.7
633499,633,Cobb County,Lost Mountain Middle School,499,B,87.2
633502,633,Cobb County,Cooper Middle School,502,C,71.3
633504,633,Cobb County,Big Shanty Elementary School,504,C,77.30000000000001
6335050,633,Cobb County,Bells Ferry Elementary School,5050,B,81.80000000000001
6335052,633,Cobb County,Brumby Elementary School,5052,D,60.7
6335056,633,Cobb County,Due West Elementary School,5056,B,83.5
6335058,633,Cobb County,Floyd Middle School,5058,D,66
6335067,633,Cobb County,Sedalia Park Elementary School,5067,D,69
6335068,633,Cobb County,Eastvalley Elementary School,5068,B,87.7
633507,633,Cobb County,McClure Middle School,507,A,90.7
633592,633,Cobb County,Bryant Elementary School,592,D,68.90000000000001
633602,633,Cobb County,Palmer Middle School,602,B,81.30000000000001
633607,633,Cobb County,Lovinggood Middle School,607,B,83.80000000000001
633707,633,Cobb County,Hillgrove High School,707,A,96.2
634100,634,Coffee County,Indian Creek Elementary,100,B,85
634102,634,Coffee County,Ambrose Elementary School ,102,B,80.80000000000001
634108,634,Coffee County,Coffee Middle School,108,C,75.3
634114,634,Coffee County,Coffee County Career Academy,114,F,56.7
634182,634,Coffee County,Satilla Elementary School,182,C,74.90000000000001
634191,634,Coffee County,Broxton-Mary Hayes Elementary,191,B,87.30000000000001
634195,634,Coffee County,Coffee County High School,195,D,67.8
634282,634,Coffee County,Eastside Elementary School,282,B,84.7
634291,634,Coffee County,Nicholls Elementary School,291,C,78.60000000000001
6343052,634,Coffee County,West Green Elementary School,3052,C,75.2
634308,634,Coffee County,George Washington Carver Freshman Campus,308,C,74.3
6345050,634,Coffee County,Westside Elementary School,5050,B,84.60000000000001
635111,635,Colquitt County,Willie J. Williams Middle School,111,D,64.10000000000001
6351554,635,Colquitt County,Colquitt County High School,1554,C,76.3
635178,635,Colquitt County,Doerun Elementary School,178,F,54
635187,635,Colquitt County,Odom Elementary School,187,D,62.1
6352052,635,Colquitt County,Funston Elementary School,2052,D,66.90000000000001
6352056,635,Colquitt County,Wright Elementary School,2056,C,74.60000000000001
635278,635,Colquitt County,Norman Park Elementary School,278,D,65.5
6353050,635,Colquitt County,Stringfellow Elementary School,3050,D,63.8
6353052,635,Colquitt County,CA Gray Junior High School,3052,C,73.40000000000001
6353054,635,Colquitt County,Okapilco Elementary School,3054,C,72.7
6354050,635,Colquitt County,Cox Elementary School,4050,F,54.7
6354052,635,Colquitt County,Hamilton Elementary School,4052,D,69.3
6355054,635,Colquitt County,Sunset Elementary School,5054,D,65.60000000000001
636101,636,Columbia County,Greenbrier Middle School,101,A,90.90000000000001
636102,636,Columbia County,Lewiston Elementary School,102,B,81.60000000000001
636103,636,Columbia County,Grovetown Middle School,103,C,72.40000000000001
636106,636,Columbia County,River Ridge Elementary,106,A,96.60000000000001
636107,636,Columbia County,Evans Middle School,107,C,74
636108,636,Columbia County,Stallings Island Middle School,108,A,94.5
636112,636,Columbia County,Grovetown High School,112,B,86.80000000000001
636173,636,Columbia County,Westmont Elementary School,173,B,81
636183,636,Columbia County,Harlem High School,183,B,85.5
636186,636,Columbia County,Evans Elementary School,186,B,82.60000000000001
636188,636,Columbia County,Blue Ridge Elementary School,188,B,88.60000000000001
636189,636,Columbia County,Lakeside High School,189,A,92
636190,636,Columbia County,Brookwood Elementary School,190,D,65.3
636192,636,Columbia County,Stevens Creek Elementary School,192,A,90.60000000000001
636193,636,Columbia County,Riverside Middle School,193,B,86
636194,636,Columbia County,Riverside Elementary School,194,B,83.7
636197,636,Columbia County,Greenbrier High School,197,A,92.60000000000001
6362050,636,Columbia County,Columbia Middle School,2050,B,80.5
6362052,636,Columbia County,Martinez Elementary School,2052,A,91.10000000000001
636208,636,Columbia County,Cedar Ridge Elementary School,208,C,78.80000000000001
636212,636,Columbia County,Baker Place Elementary,212,C,79.10000000000001
636283,636,Columbia County,Harlem Middle School,283,C,76.60000000000001
636290,636,Columbia County,Lakeside Middle School,290,C,76
636297,636,Columbia County,Greenbrier Elementary School,297,B,85.90000000000001
6363052,636,Columbia County,North Columbia Elementary School,3052,B,83.2
636397,636,Columbia County,Euchee Creek Elementary School,397,D,67.60000000000001
6364050,636,Columbia County,Evans High School,4050,B,83.7
6364052,636,Columbia County,North Harlem Elementary School,4052,D,63.3
6365050,636,Columbia County,Grovetown Elementary School,5050,F,59.3
6365052,636,Columbia County,South Columbia Elementary School,5052,C,74.90000000000001
637101,637,Cook County,Cook County Middle School,101,C,73.7
637104,637,Cook County,Cook Elementary School,104,D,65.3
637111,637,Cook County,Cook High School,111,C,74.8
637196,637,Cook County,Cook Primary School,196,,
638101,638,Coweta County,Arbor Springs Elementary,101,B,83.30000000000001
638103,638,Coweta County,Willis Road Elementary,103,C,76.7
6381050,638,Coweta County,Arnco-Sargent Elementary School,1050,D,67
6381054,638,Coweta County,Ruth Hill Elementary School,1054,F,52.3
6381056,638,Coweta County,Evans Middle School,1056,D,69.3
638106,638,Coweta County,Lee Middle School,106,C,74.3
638115,638,Coweta County,Brooks Elementary,115,B,84.60000000000001
638189,638,Coweta County,White Oak Elementary School,189,C,72.90000000000001
638191,638,Coweta County,Canongate Elementary School,191,A,91.80000000000001
638192,638,Coweta County,Newnan Crossing Elementary School,192,C,75.5
638195,638,Coweta County,Jefferson Parkway Elementary School,195,D,66.40000000000001
638196,638,Coweta County,Northgate High School,196,B,84.5
638199,638,Coweta County,Poplar Road Elementary School,199,D,62.90000000000001
638201,638,Coweta County,Welch Elementary School,201,D,64.10000000000001
638203,638,Coweta County,Glanton Elementary,203,D,61.8
6382050,638,Coweta County,Atkinson Elementary School,2050,C,73.60000000000001
6382052,638,Coweta County,Eastside Elementary School,2052,D,67.8
6382056,638,Coweta County,Northside Elementary School,2056,C,77.80000000000001
638289,638,Coweta County,East Coweta Middle School,289,B,83.10000000000001
638295,638,Coweta County,Thomas Crossroads Elementary School,295,C,75.60000000000001
638299,638,Coweta County,Madras Middle School,299,B,88.30000000000001
638301,638,Coweta County,Smokey Road Middle School,301,D,66.90000000000001
6383052,638,Coweta County,Elm Street Elementary School,3052,D,67.90000000000001
6383054,638,Coweta County,Moreland Elementary School,3054,C,74
638389,638,Coweta County,East Coweta High School,389,C,77
638395,638,Coweta County,Arnall Middle School,395,C,75.5
6385054,638,Coweta County,Newnan High School,5054,C,77.5
6385056,638,Coweta County,Western Elementary School,5056,F,58.7
639192,639,Crawford County,Crawford County Elementary School,192,D,67.5
639193,639,Crawford County,Crawford County High School,193,D,62.1
639202,639,Crawford County,Crawford County Middle School,202,D,67.7
640115,640,Crisp County,Crisp County Primary School,115,,
640196,640,Crisp County,Crisp County High School,196,C,72
640197,640,Crisp County,Crisp County Middle School,197,D,63.40000000000001
6402052,640,Crisp County,Crisp County Elementary School,2052,F,57.40000000000001
641101,641,Dade County,Dade Elementary School,101,B,80.30000000000001
641195,641,Dade County,Dade County High School,195,C,70.3
641275,641,Dade County,Davis Elementary School,275,C,79
641295,641,Dade County,Dade Middle School,295,C,75.40000000000001
642103,642,Dawson County,Kilough Elementary School,103,C,75.3
642106,642,Dawson County,Dawson County Middle School,106,C,79.80000000000001
642109,642,Dawson County,Dawson County Junior High,109,C,79.80000000000001
642111,642,Dawson County,Riverview Elementary School,111,A,91.7
642189,642,Dawson County,Robinson Elementary School,189,C,73.90000000000001
642198,642,Dawson County,Dawson County High School ,198,B,83.30000000000001
642199,642,Dawson County,Black's Mill Elementary School,199,B,83
643105,643,Decatur County,West Bainbridge Elementary School,105,B,83
643116,643,Decatur County,New Beginning Learning Center,116,,
643191,643,Decatur County,Potter Street Elementary School,191,B,80.10000000000001
6432050,643,Decatur County,Bainbridge Middle School,2050,C,72.5
6432052,643,Decatur County,Hutto Middle School,2052,F,56
6433050,643,Decatur County,Bainbridge High School,3050,D,69.5
6433052,643,Decatur County,John Johnson Elementary School,3052,C,78
6434052,643,Decatur County,Jones-Wheat Elementary School,4052,B,87
644100,644,DeKalb County,Narvie Harris Elementary School,100,C,72.7
6441010,644,DeKalb County,DeKalb Academy of Technology and the Environment Charter School,1010,D,61.8
644102,644,DeKalb County,Wynbrooke Elementary School,102,C,74.40000000000001
644103,644,DeKalb County,"Martin Luther King, Jr. High School ",103,D,62.90000000000001
644105,644,DeKalb County,Miller Grove High School,105,C,71.8
6441050,644,DeKalb County,DeKalb Elementary School of the Arts,1050,B,84.10000000000001
6441052,644,DeKalb County,Brockett Elementary School,1052,B,80.2
6441053,644,DeKalb County,Chapel Hill Elementary School,1053,F,50
6441054,644,DeKalb County,Columbia Elementary School,1054,F,53
6441055,644,DeKalb County,Dresden Elementary School,1055,F,48.8
6441056,644,DeKalb County,Evansdale Elementary School,1056,C,72
6441057,644,DeKalb County,McNair Middle School,1057,F,52
6441059,644,DeKalb County,Idlewood Elementary School,1059,D,61.40000000000001
6441061,644,DeKalb County,Livsey Elementary School,1061,C,75.8
644107,644,DeKalb County,Flat Rock Elementary School,107,F,55.3
6441070,644,DeKalb County,Tucker High School,1070,C,78.40000000000001
6441071,644,DeKalb County,Woodward Elementary School,1071,D,60.3
644108,644,DeKalb County,Princeton Elementary School,108,D,61.5
6441101,644,DeKalb County,Peachcrest Elementary School,1101,F,44.1
6441103,644,DeKalb County,Barack H. Obama Elementary Magnet School,1103,F,50.5
644113,644,DeKalb County,DeKalb Preparatory Academy Charter,113,D,61.5
644172,644,DeKalb County,Cedar Grove High School,172,C,78.40000000000001
644173,644,DeKalb County,Vanderlyn Elementary School,173,A,93.40000000000001
644175,644,DeKalb County,Austin Elementary School,175,A,97.10000000000001
644176,644,DeKalb County,Redan High School,176,C,72
644181,644,DeKalb County,Eldridge L. Miller Elementary School,181,F,57.6
644188,644,DeKalb County,Panola Way Elementary School,188,F,42.5
644189,644,DeKalb County,Peachtree Middle School,189,C,78.80000000000001
644190,644,DeKalb County,Pine Ridge Elementary School,190,F,57.40000000000001
644191,644,DeKalb County,Browns Mill Elementary School,191,F,51.8
644193,644,DeKalb County,Chapel Hill Middle School,193,D,65.2
644197,644,DeKalb County,Marbut Elementary School,197,C,71.8
644200,644,DeKalb County,Cedar Grove Middle School,200,F,51.7
644201,644,DeKalb County,Freedom Middle School,201,D,61.40000000000001
644202,644,DeKalb County,Lithonia High School,202,D,61.90000000000001
644203,644,DeKalb County,Lithonia Middle School,203,F,47.1
644205,644,DeKalb County,Redan Middle School,205,D,63.90000000000001
6442050,644,DeKalb County,Allgood Elementary School,2050,D,61.2
6442054,644,DeKalb County,Columbia High School,2054,D,64.7
6442055,644,DeKalb County,Druid Hills High School,2055,B,80.60000000000001
6442056,644,DeKalb County,Fernbank Elementary School,2056,B,80.10000000000001
6442058,644,DeKalb County,Henderson Mill Elementary School,2058,C,78.60000000000001
6442059,644,DeKalb County,Indian Creek Elementary School,2059,C,70.3
6442061,644,DeKalb County,McLendon Elementary School,2061,C,73.8
6442062,644,DeKalb County,Midvale Elementary School,2062,D,63.3
6442065,644,DeKalb County,Cary Reynolds Elementary School,2065,D,66.5
6442068,644,DeKalb County,Stone Mountain Elementary School,2068,F,45.2
644214,644,DeKalb County,Dunwoody Elementary School,214,A,91.60000000000001
644215,644,DeKalb County,Museum School Avondale Estates,215,B,88.7
644272,644,DeKalb County,Rockbridge Elementary School,272,F,55.5
644275,644,DeKalb County,Cedar Grove Elementary School,275,D,60.5
644276,644,DeKalb County,Stone Mountain High School,276,D,69.40000000000001
644288,644,DeKalb County,Kittredge Magnet School,288,A,105.5
644290,644,DeKalb County,Sequoyah Middle School,290,D,64
644291,644,DeKalb County,Salem Middle School,291,F,55.3
644293,644,DeKalb County,Shadow Rock Elementary School,293,F,51.7
644297,644,DeKalb County,"Edward L. Bouie, Sr. Elementary School",297,C,75.5
644301,644,DeKalb County,Columbia Middle School,301,F,59.90000000000001
644305,644,DeKalb County,Oakview Elementary,305,F,47.7
6443050,644,DeKalb County,Ashford Park Elementary School,3050,B,87.5
6443051,644,DeKalb County,Briarlake Elementary School,3051,C,78.5
6443052,644,DeKalb County,Canby Lane Elementary School,3052,F,57.1
6443053,644,DeKalb County,Chesnut Elementary School,3053,D,61
6443055,644,DeKalb County,Dunaire Elementary School,3055,F,48.8
6443056,644,DeKalb County,Flat Shoals Elementary School,3056,F,47.5
6443057,644,DeKalb County,Hambrick Elementary School,3057,F,57.3
6443059,644,DeKalb County,Jolly Elementary School,3059,F,56.5
6443060,644,DeKalb County,Lakeside High School,3060,B,80.30000000000001
6443063,644,DeKalb County,Oak Grove Elementary School,3063,B,89.5
6443064,644,DeKalb County,Pleasantdale Elementary School,3064,D,61.3
6443065,644,DeKalb County,Rock Chapel Elementary School,3065,F,59.6
6443067,644,DeKalb County,Smoke Rise Elementary School,3067,F,59.3
6443069,644,DeKalb County,Toney Elementary School,3069,F,54.3
6443070,644,DeKalb County,McNair High School,3070,F,58.2
644309,644,DeKalb County,Wadsworth Magnet School for High Achievers,309,A,99.60000000000001
644311,644,DeKalb County,Leadership Preparatory Academy,311,D,69.10000000000001
644314,644,DeKalb County,GLOBE Academy Charter School I,314,B,84.10000000000001
644315,644,DeKalb County,Tapestry Public Charter School,315,F,57.6
644375,644,DeKalb County,Fairington Elementary School,375,F,45.90000000000001
644397,644,DeKalb County,Stephenson Middle School,397,D,63.8
644399,644,DeKalb County,Robert Shaw Theme School,399,C,78.7
644401,644,DeKalb County,Mary McLeod Bethune Middle School,401,F,54.90000000000001
6444051,644,DeKalb County,Briar Vista Elementary School,4051,C,74.8
6444052,644,DeKalb County,Murphy Candler Elementary School,4052,F,52.1
6444053,644,DeKalb County,Clarkston High School,4053,C,70.90000000000001
6444054,644,DeKalb County,Cross Keys High School,4054,B,81.90000000000001
6444058,644,DeKalb County,Hightower Elementary School,4058,D,66.90000000000001
6444059,644,DeKalb County,Kelley Lake Elementary School,4059,D,68.10000000000001
644406,644,DeKalb County,Chamblee Middle School,406,B,85.10000000000001
6444060,644,DeKalb County,Laurel Ridge Elementary School,4060,B,89
6444062,644,DeKalb County,Montclair Elementary School,4062,F,52
6444063,644,DeKalb County,Oakcliff Elementary School,4063,C,70.2
6444064,644,DeKalb County,Rainbow Elementary School,4064,D,61.2
6444065,644,DeKalb County,Rowland Elementary School,4065,F,54.90000000000001
6444067,644,DeKalb County,Snapfinger Elementary School,4067,F,50.40000000000001
6444068,644,DeKalb County,Stoneview Elementary School,4068,F,45.8
6444069,644,DeKalb County,Towers High School,4069,F,57.2
644407,644,DeKalb County,Dekalb Early College Academy,407,A,106.5
644409,644,DeKalb County,Ronald E McNair Discover Learning Academy Elementary School,409,F,53.6
644410,644,DeKalb County,DeKalb School of the Arts,410,A,100.4
644475,644,DeKalb County,Bob Mathis Elementary School,475,D,60.5
644497,644,DeKalb County,Stephenson High School,497,C,78.2
644500,644,DeKalb County,DeKalb Alternative School,500,F,42.40000000000001
6445016,644,DeKalb County,Coralwood Education Center,5016,,
644503,644,DeKalb County,East DeKalb Special Education Center,503,,
6445050,644,DeKalb County,Avondale Elementary School,5050,F,56.1
6445052,644,DeKalb County,Chamblee Charter High School,5052,B,87.5
6445055,644,DeKalb County,Dunwoody High School,5055,A,93.40000000000001
6445057,644,DeKalb County,Hawthorne Elementary School,5057,D,69.2
6445058,644,DeKalb County,Huntley Hills Elementary School,5058,C,72
6445059,644,DeKalb County,Kingsley Elementary School,5059,C,75.60000000000001
644506,644,DeKalb County,Stone Mountain Middle School,506,D,60
6445062,644,DeKalb County,Montgomery Elementary School,5062,B,87.30000000000001
6445064,644,DeKalb County,Redan Elementary School,5064,F,46.7
6445065,644,DeKalb County,Sagamore Hills Elementary School,5065,C,77.30000000000001
6445067,644,DeKalb County,Southwest DeKalb High School,5067,C,76.90000000000001
644507,644,DeKalb County,The Champion Middle Theme School,507,C,70.10000000000001
644510,644,DeKalb County,Margaret Harris Comprehensive School,510,,
644575,644,DeKalb County,Stone Mill Elementary School,575,D,65.10000000000001
644597,644,DeKalb County,Miller Grove Middle School,597,F,55.6
644605,644,DeKalb County,Tucker Middle School,605,C,71.2
644610,644,DeKalb County,"Arabia Mountain High School - Academy of Engineering, Medicine and Environm",610,A,93.2
644675,644,DeKalb County,Woodridge Elementary School,675,D,65
644705,644,DeKalb County,DeKalb PATH Academy Charter School,705,B,82.5
644797,644,DeKalb County,Henderson Middle School,797,C,74.8
644805,644,DeKalb County,International Community School,805,D,62.90000000000001
644810,644,DeKalb County,Elizabeth Andrews High School,810,F,56.5
644897,644,DeKalb County,Druid Hills Middle School,897,C,73.8
645103,645,Dodge County,Dodge County High School,103,C,76.2
645180,645,Dodge County,Dodge County Middle School,180,C,73.7
645191,645,Dodge County,South Dodge Elementary School,191,D,65.5
645291,645,Dodge County,North Dodge Elementary School,291,C,71.5
645292,645,Dodge County,DAC (Dodge County Achievement Center),292,,
646104,646,Dooly County,Dooly County Elementary School,104,F,41.1
646182,646,Dooly County,Dooly County High School,182,F,52.1
646204,646,Dooly County,Dooly County Middle School,204,F,53.40000000000001
647101,647,Dougherty County,Albany Middle School,101,D,65.3
647102,647,Dougherty County,Live Oak Elementary School,102,F,55.90000000000001
647103,647,Dougherty County,Robert A. Cross Middle Magnet,103,A,94.2
647105,647,Dougherty County,Jackson Heights Elementary School,105,F,45.8
6471058,647,Dougherty County,Monroe High School,1058,D,66.5
647106,647,Dougherty County,Radium Springs Middle School,106,D,60.2
647199,647,Dougherty County,Lamar Reese School of the Arts,199,F,54.6
647205,647,Dougherty County,Lincoln Elementary Magnet School,205,C,76.3
6472052,647,Dougherty County,Dougherty Comprehensive High School,2052,F,56.8
6472058,647,Dougherty County,Morningside Elementary School,2058,F,54.8
647299,647,Dougherty County,Alice Coachman Elementary School,299,F,54.8
6473058,647,Dougherty County,Northside Elementary School,3058,F,44.7
6473062,647,Dougherty County,Turner Elementary School,3062,F,49.5
647399,647,Dougherty County,"Martin Luther King, Jr. Elementary School",399,F,55.5
6474054,647,Dougherty County,Lake Park Elementary School,4054,B,86
6474056,647,Dougherty County,Merry Acres Middle School,4056,D,67.40000000000001
6474060,647,Dougherty County,Sherwood Acres Elementary School,4060,F,50.2
6474062,647,Dougherty County,Westover High School,4062,D,61
6475056,647,Dougherty County,International Studies Elementary Charter School,5056,B,87.80000000000001
6475058,647,Dougherty County,Radium Springs Elementary School,5058,F,57.6
6475062,647,Dougherty County,West Town Elementary School,5062,F,51.5
648100,648,Douglas County,Chapel Hill High School,100,B,83.60000000000001
648103,648,Douglas County,Yeager Middle School,103,D,67.8
648104,648,Douglas County,North Douglas Elementary School,104,D,63
6481054,648,Douglas County,Winston Elementary School,1054,A,91.60000000000001
648107,648,Douglas County,Bill Arp Elementary School,107,B,86.10000000000001
648108,648,Douglas County,Factory Shoals Middle School,108,C,70
648112,648,Douglas County,Mason Creek Elementary School,112,B,84.30000000000001
648113,648,Douglas County,Mason Creek Middle School,113,C,70.8
648175,648,Douglas County,Lithia Springs Comprehensive High School,175,C,73
648178,648,Douglas County,Arbor Station Elementary School,178,B,87.30000000000001
648180,648,Douglas County,Fairplay Middle School,180,B,81.10000000000001
648184,648,Douglas County,Dorsett Shoals Elementary School,184,B,85.80000000000001
648187,648,Douglas County,Alexander High School,187,B,84.80000000000001
648188,648,Douglas County,Chestnut Log Middle School,188,D,68.7
648193,648,Douglas County,South Douglas Elementary School,193,A,91.80000000000001
648198,648,Douglas County,Bright Star Elementary School,198,B,81.10000000000001
648200,648,Douglas County,Holly Springs Elementary,200,A,92.10000000000001
648203,648,Douglas County,New Manchester Elementary School,203,C,77.7
6482050,648,Douglas County,Beulah Elementary School,2050,D,69.40000000000001
6482054,648,Douglas County,Turner Middle School,2054,D,69.3
648208,648,Douglas County,Chapel Hill Elementary School,208,B,83.5
648212,648,Douglas County,New Manchester High School,212,C,76.80000000000001
648213,648,Douglas County,Factory Shoals Elementary School,213,D,67.60000000000001
648298,648,Douglas County,Sweetwater Elementary School,298,D,64.10000000000001
648303,648,Douglas County,Mirror Lake Elementary School,303,B,83.5
6483052,648,Douglas County,Lithia Springs Elementary School,3052,C,73.10000000000001
6483550,648,Douglas County,Chapel Hill Middle School,3550,B,84.7
648398,648,Douglas County,Burnett Elementary School,398,F,59.1
6484050,648,Douglas County,Douglas County High School,4050,C,79.60000000000001
6484052,648,Douglas County,Mount Carmel Elementary School,4052,B,81.40000000000001
648407,648,Douglas County,Brighten Academy,407,C,78.5
648498,648,Douglas County,Eastside Elementary School,498,B,80.5
6485050,648,Douglas County,Stewart Middle School,5050,D,66.90000000000001
6485052,648,Douglas County,Annette Winn Elementary School,5052,C,75.90000000000001
649194,649,Early County,Early County Elementary School,194,C,74.8
649197,649,Early County,Early County Middle School,197,C,76.90000000000001
6492050,649,Early County,Early County High School,2050,D,62.2
6501050,650,Echols County,Echols County High School,1050,B,87.60000000000001
650112,650,Echols County,Echols County Elementary/Middle School,112,C,71.40000000000001
651103,651,Effingham County,Springfield Elementary School,103,C,71.8
651105,651,Effingham County,Marlow Elementary School,105,B,81.60000000000001
651107,651,Effingham County,Blandford Elementary School,107,B,86.40000000000001
651186,651,Effingham County,South Effingham Elementary School,186,B,89.2
651190,651,Effingham County,Guyton Elementary School,190,C,74.5
651196,651,Effingham County,Sand Hill Elementary School,196,D,68.10000000000001
651197,651,Effingham County,South Effingham High School,197,B,83.10000000000001
651203,651,Effingham County,Ebenezer Middle School,203,B,81.2
651290,651,Effingham County,Effingham County Middle School,290,D,69.5
651296,651,Effingham County,Ebenezer Elementary School,296,C,79.40000000000001
651297,651,Effingham County,South Effingham Middle School,297,C,79
651390,651,Effingham County,Effingham County High School,390,C,79.5
6514050,651,Effingham County,Rincon Elementary School,4050,B,88.2
652104,652,Elbert County,Elbert County Middle School ,104,D,69.40000000000001
652176,652,Elbert County,Elbert County High School,176,D,63.8
652213,652,Elbert County,Elbert County Primary School,213,,
652313,652,Elbert County,Elbert County Elementary School,313,D,62.5
653100,653,Emanuel County,Twin City Elementary School,100,C,74.5
653189,653,Emanuel County,Swainsboro High School,189,C,74.5
653192,653,Emanuel County,Swainsboro Middle School,192,D,61.90000000000001
653196,653,Emanuel County,Swainsboro Primary School,196,,
653198,653,Emanuel County,Swainsboro Elementary School,198,F,58.3
6532050,653,Emanuel County,Emanuel County Institute,2050,D,62.40000000000001
654196,654,Evans County,Claxton Elementary School,196,D,66.60000000000001
6542050,654,Evans County,Claxton High School,2050,C,72
6543050,654,Evans County,Claxton Middle School,3050,C,74.40000000000001
6551050,655,Fannin County,Blue Ridge Elementary School,1050,B,82
655176,655,Fannin County,Fannin County High School,176,B,87.2
655193,655,Fannin County,Fannin County Middle School,193,C,78.30000000000001
655194,655,Fannin County,East Fannin Elementary School,194,B,81
655293,655,Fannin County,West Fannin Elementary School,293,B,82.5
656102,656,Fayette County,Cleveland Elementary School,102,C,70.3
656103,656,Fayette County,Sara Harp Minter Elementary School,103,B,83.5
656104,656,Fayette County,Crabapple Lane Elementary School,104,B,86.5
656105,656,Fayette County,Whitewater High School,105,B,83.90000000000001
6561052,656,Fayette County,Peachtree City Elementary School,1052,A,94.7
656108,656,Fayette County,Bennett's Mill Middle School,108,C,77.10000000000001
656111,656,Fayette County,Inman Elementary,111,B,80.2
656178,656,Fayette County,Booth Middle School,178,B,87.30000000000001
656180,656,Fayette County,Huddleston Elementary School,180,C,78.40000000000001
656181,656,Fayette County,North Fayette Elementary School,181,B,80.10000000000001
656182,656,Fayette County,McIntosh High School,182,A,98.80000000000001
656186,656,Fayette County,Oak Grove Elementary School,186,B,89.80000000000001
656191,656,Fayette County,Braelinn Elementary School,191,A,96.40000000000001
656192,656,Fayette County,Sandy Creek High School,192,B,89.60000000000001
656196,656,Fayette County,Kedron Elementary School,196,A,100.8
656198,656,Fayette County,Starrs Mill High School,198,A,96.2
656199,656,Fayette County,Peeples Elementary School,199,A,93
656291,656,Fayette County,Robert J. Burch Elementary School,291,B,82.7
656296,656,Fayette County,Spring Hill Elementary School,296,B,87.40000000000001
656298,656,Fayette County,Rising Starr Middle School,298,A,95.7
656391,656,Fayette County,Whitewater Middle School,391,A,91.90000000000001
656398,656,Fayette County,Fayette County High School,398,C,77.60000000000001
656402,656,Fayette County,Fayetteville Elementary School,402,B,84.80000000000001
656491,656,Fayette County,Flat Rock Middle School,491,B,80.60000000000001
