sys_sch,SystemId,systemname,schoolname,SchoolId,grade,SingleScore
675213,675,Henry County,Locust Grove Middle,213,D,69.5
675214,675,Henry County,Locust Grove High,214,C,73.10000000000001
675215,675,Henry County,Hampton Middle School,215,F,58.6
6752552,675,Henry County,Smith-Barnes Elementary School,2552,D,60.1
675291,675,Henry County,Oakland Elementary School,291,D,60.5
675294,675,Henry County,Austin Road Elementary School,294,C,73.10000000000001
675295,675,Henry County,Stockbridge High School,295,C,72.10000000000001
675297,675,Henry County,Hickory Flat Elementary School,297,C,71.5
675303,675,Henry County,Unity Grove Elementary School,303,D,64.5
6753050,675,Henry County,Henry County High School,3050,D,68.90000000000001
6753052,675,Henry County,Stockbridge Elementary School,3052,,
675307,675,Henry County,Ola High School,307,B,85.5
675308,675,Henry County,Woodland Middle School,308,C,75.90000000000001
675315,675,Henry County,Hampton High School,315,D,62.90000000000001
675391,675,Henry County,Eagle's Landing High School,391,C,70.40000000000001
675394,675,Henry County,Eagle's Landing Middle School,394,C,71.2
675397,675,Henry County,Austin Road Middle School,397,D,66.90000000000001
675403,675,Henry County,Red Oak Elementary School,403,C,73
6754050,675,Henry County,Henry County Middle School,4050,F,50.40000000000001
675407,675,Henry County,New Hope Elementary,407,B,82.5
675408,675,Henry County,Woodland High School,408,C,74.8
675409,675,Henry County,Tussahaw Elementary,409,D,66.10000000000001
675503,675,Henry County,Flippen Elementary School,503,D,67.3
6755050,675,Henry County,Locust Grove Elementary School,5050,D,65.5
6755052,675,Henry County,Stockbridge Middle School,5052,D,69.2
675507,675,Henry County,Ola Middle School,507,B,84.5
675509,675,Henry County,Rock Spring Elementary,509,B,86.90000000000001
675603,675,Henry County,Luella Middle School,603,D,67.8
675703,675,Henry County,Union Grove Middle,703,B,86.5
675804,675,Henry County,EXCEL Academy,804,F,38.90000000000001
676100,676,Houston County,Eagle Springs Elementary,100,C,73.60000000000001
676102,676,Houston County,C. B. Watson Primary School,102,,
676103,676,Houston County,Lake Joy Primary School,103,,
676104,676,Houston County,David A. Perdue Primary ,104,,
676105,676,Houston County,Huntington Middle School,105,C,72.5
6761050,676,Houston County,Bonaire Elementary School,1050,B,80.80000000000001
6761052,676,Houston County,Northside Middle School,1052,D,66
6761054,676,Houston County,Perry High School,1054,C,78
676108,676,Houston County,Mossy Creek Middle School,108,B,84.10000000000001
676111,676,Houston County,Veterans High School,111,B,89.10000000000001
676116,676,Houston County,Houston County Crossroads Center,116,F,47.1
676117,676,Houston County,Langston Road Elementary School,117,B,89.7
676175,676,Houston County,Pearl Stephens Elementary School,175,D,61.90000000000001
676191,676,Houston County,Northside Elementary School,191,C,78.5
676192,676,Houston County,Houston County High School,192,B,86.80000000000001
676194,676,Houston County,Perdue Elementary School,194,C,78.5
676195,676,Houston County,Quail Run Elementary School,195,B,87.40000000000001
676196,676,Houston County,Feagin Mill Middle School,196,B,89.2
676199,676,Houston County,Matthew Arthur Elementary School,199,B,81.40000000000001
676200,676,Houston County,Perry Middle School,200,C,73.5
676204,676,Houston County,Thomson Middle School,204,B,82.7
6762050,676,Houston County,Centerville Elementary School,2050,C,78.80000000000001
6762052,676,Houston County,Northside High School,2052,C,72.60000000000001
6762054,676,Houston County,Morningside Elementary School,2054,C,78.90000000000001
6762058,676,Houston County,Westside Elementary School,2058,D,69.2
676208,676,Houston County,Lake Joy Elementary School,208,B,84.7
676296,676,Houston County,Bonaire Middle School,296,B,82.40000000000001
6763052,676,Houston County,Parkwood Elementary School,3052,D,69.3
6763056,676,Houston County,Tucker Elementary School,3056,D,63.90000000000001
676309,676,Houston County,Hilltop Elementary School,309,B,84.40000000000001
6763550,676,Houston County,Kings Chapel Elementary School,3550,C,73.40000000000001
6764050,676,Houston County,Lindsey Elementary School,4050,D,65.7
6764054,676,Houston County,Russell Elementary School,4054,B,86.2
6764056,676,Houston County,Warner Robins High School,4056,C,71.40000000000001
6765050,676,Houston County,Miller Elementary School,5050,D,68.5
6765054,676,Houston County,Shirley Hills Elementary School,5054,B,83.40000000000001
6765056,676,Houston County,Warner Robins Middle School,5056,C,74.90000000000001
677173,677,Irwin County,Irwin County Middle School,173,D,64.10000000000001
677188,677,Irwin County,Irwin County Elementary School,188,D,68.60000000000001
6772050,677,Irwin County,Irwin County High School,2050,D,68
678101,678,Jackson County,West Jackson Elementary School,101,C,79
678104,678,Jackson County,East Jackson Elementary School,104,B,83.10000000000001
678107,678,Jackson County,East Jackson Comprehensive High School,107,B,85.80000000000001
678191,678,Jackson County,Jackson County High School,191,B,81.7
678197,678,Jackson County,East Jackson Middle School,197,C,73.7
678209,678,Jackson County,Gum Springs Elementary School,209,B,81.7
6782550,678,Jackson County,Maysville Elementary School,2550,C,71
678297,678,Jackson County,West Jackson Middle School,297,C,79.2
6783050,678,Jackson County,North Jackson Elementary School,3050,B,81.90000000000001
6784050,678,Jackson County,South Jackson Elementary School,4050,C,77.90000000000001
679100,679,Jasper County,Washington Park Elementary School,100,D,61.5
679108,679,Jasper County,Jasper County High School,108,D,69.90000000000001
679195,679,Jasper County,Jasper County Primary School,195,,
679201,679,Jasper County,Jasper County Middle School,201,D,62.8
680105,680,Jeff Davis County,Jeff Davis Primary School,105,,
680111,680,Jeff Davis County,Jeff Davis Middle School,111,C,70.8
680175,680,Jeff Davis County,Jeff Davis Elementary School,175,C,76
680199,680,Jeff Davis County,Jeff Davis High School,199,C,74.8
6811050,681,Jefferson County,Carver Elementary School,1050,D,60.90000000000001
6811550,681,Jefferson County,Louisville Academy,1550,D,68.3
681196,681,Jefferson County,Jefferson County High School,196,F,58.5
6813550,681,Jefferson County,Wrens Elementary School,3550,F,56.90000000000001
681397,681,Jefferson County,Jefferson County Middle School,397,D,64.3
682101,682,Jenkins County,Jenkins County Middle School,101,D,61.2
6821050,682,Jenkins County,Jenkins County Elementary School,1050,D,61.5
682201,682,Jenkins County,Jenkins County High School,201,D,65.10000000000001
683101,683,Johnson County,Johnson County Middle School,101,D,69.7
683197,683,Johnson County,Johnson County Elementary School,197,D,67
683201,683,Johnson County,Johnson County High School ,201,D,68.8
684101,684,Jones County,Clifton Ridge Middle School,101,C,77.60000000000001
684102,684,Jones County,Mattie Wells Elementary School,102,C,74.90000000000001
684106,684,Jones County,Gray Station Middle School,106,C,78.80000000000001
684114,684,Jones County,Turner Woods Elementary School,114,B,86.2
6841550,684,Jones County,Gray Elementary School,1550,C,74.7
684192,684,Jones County,Jones County High School,192,C,76.80000000000001
684199,684,Jones County,Dames Ferry Elementary School,199,B,83.80000000000001
685105,685,Lamar County,Lamar County Elementary School,105,D,60.40000000000001
685175,685,Lamar County,Lamar County High School,175,C,74.3
685199,685,Lamar County,Lamar County Middle School,199,D,63.90000000000001
685205,685,Lamar County,Lamar County Primary School,205,,
686101,686,Lanier County,Lanier County Middle School,101,C,74.10000000000001
686111,686,Lanier County,Lanier County Elementary School,111,B,83.60000000000001
686201,686,Lanier County,Lanier County High School,201,C,74.60000000000001
6863050,686,Lanier County,Lanier County Primary School,3050,,
687101,687,Laurens County,Southwest Laurens Elementary,101,C,76.10000000000001
687104,687,Laurens County,East Laurens Primary School,104,,
687105,687,Laurens County,East Laurens Elementary School,105,C,74.40000000000001
687110,687,Laurens County,West Laurens High School,110,B,82.80000000000001
687197,687,Laurens County,East Laurens High School,197,D,68.60000000000001
687201,687,Laurens County,Northwest Laurens Elementary,201,C,76.5
6872054,687,Laurens County,West Laurens Middle School,2054,C,72.40000000000001
687297,687,Laurens County,East Laurens Middle School,297,C,72.60000000000001
688101,688,Lee County,Lee County Middle School West,101,C,79.80000000000001
688103,688,Lee County,Lee County Elementary School,103,B,88.60000000000001
688114,688,Lee County,Lee County Middle School East,114,C,79
688187,688,Lee County,Lee County Primary School,187,,
688193,688,Lee County,Lee County High School,193,B,82.30000000000001
688197,688,Lee County,Kinchafoonee Primary School,197,,
688209,688,Lee County,Lee High School 9th Grade Campus,209,A,90.5
688393,688,Lee County,Twin Oaks Elementary,393,B,81.5
689100,689,Liberty County,Waldo Pafford Elementary School,100,D,67.90000000000001
689101,689,Liberty County,Midway Middle School,101,C,70.2
689102,689,Liberty County,Liberty Elementary School ,102,D,69.3
689105,689,Liberty County,Bradwell Institute,105,B,81.10000000000001
689180,689,Liberty County,Button Gwinnett Elementary School,180,D,69.7
689183,689,Liberty County,Lyman Hall Elementary School,183,C,75.40000000000001
689189,689,Liberty County,Joseph Martin Elementary School,189,C,72.7
689192,689,Liberty County,Liberty County High School,192,B,85.90000000000001
689194,689,Liberty County,Taylors Creek Elementary School,194,B,80.5
689195,689,Liberty County,Snelson-Golden Middle School,195,F,59.40000000000001
689196,689,Liberty County,Frank Long Elementary School,196,C,74.40000000000001
689197,689,Liberty County,Lewis Frasier Middle School,197,B,80.40000000000001
690101,690,Lincoln County,Lincoln County Middle School,101,D,68.2
690110,690,Lincoln County,Lincoln County High School,110,B,83
690176,690,Lincoln County,Lincoln County Elementary School,176,C,78.10000000000001
691100,691,Long County,Smiley Elementary School,100,,
691205,691,Long County,Long County High School,205,C,74.60000000000001
691288,691,Long County,Long County Middle School,288,D,69.40000000000001
691289,691,Long County,McClelland Elementary School,289,D,64.40000000000001
692100,692,Lowndes County,Dewar Elementary ,100,B,86.30000000000001
6921050,692,Lowndes County,Clyattville Elementary School,1050,B,80.7
6921052,692,Lowndes County,Lowndes Middle School,1052,C,73.5
692111,692,Lowndes County,Westside Elementary School,111,B,84.40000000000001
692112,692,Lowndes County,Pine Grove Middle School,112,B,88.2
692194,692,Lowndes County,Moulton-Branch Elementary School,194,C,73.7
692195,692,Lowndes County,Hahira Elementary School,195,B,87.30000000000001
692211,692,Lowndes County,Pine Grove Elemetary School,211,B,83.30000000000001
6923050,692,Lowndes County,Hahira Middle School,3050,B,87.5
6924050,692,Lowndes County,Lake Park Elementary School,4050,B,88.7
6925050,692,Lowndes County,Lowndes High School,5050,C,78.5
693101,693,Lumpkin County,Lumpkin County High School,101,B,84.90000000000001
693103,693,Lumpkin County,Blackburn Elementary School,103,A,92.60000000000001
6931050,693,Lumpkin County,Lumpkin County Middle School,1050,C,72.8
693191,693,Lumpkin County,Long Branch Elementary School,191,B,82.60000000000001
6932050,693,Lumpkin County,Lumpkin County Elementary School,2050,B,83.10000000000001
694198,694,Macon County,Macon County Elementary School,198,F,45.2
694199,694,Macon County,Macon County Middle School,199,F,56.8
6942060,694,Macon County,Macon County High School,2060,F,56.5
695101,695,Madison County,Hull-Sanford Elementary School,101,B,80.40000000000001
6951050,695,Madison County,Colbert Elementary School,1050,B,83.5
6951052,695,Madison County,Madison County Middle School,1052,C,74.2
695195,695,Madison County,Danielsville Elementary School,195,B,89.2
6952050,695,Madison County,Comer Elementary School,2050,B,89.90000000000001
6954050,695,Madison County,Ila Elementary School,4050,B,87.40000000000001
6955050,695,Madison County,Madison County High School,5050,B,82.7
696197,696,Marion County,L. K. Moss Elementary School,197,D,68.5
696275,696,Marion County,Marion County Middle/High School,275,C,72.7
697112,697,McDuffie County,Thomson-McDuffie Middle School,112,D,64.2
697113,697,McDuffie County,Norris Elementary School,113,F,56.5
697179,697,McDuffie County,Maxwell Elementary School,179,,
697191,697,McDuffie County,Dearing Elementary School,191,C,79
697192,697,McDuffie County,Thomson High School,192,D,62.7
6974050,697,McDuffie County,Thomson Elementary School,4050,,
698101,698,McIntosh County,McIntosh County Middle School,101,D,64.8
698104,698,McIntosh County,McIntosh Academy,104,C,72
698205,698,McIntosh County,Todd Grant Elementary School,205,F,55.90000000000001
699100,699,Meriwether County,Unity Elementary School (PK-5),100,F,49.2
699102,699,Meriwether County,George E. Washington Elementary School (PK-5),102,F,52.3
699200,699,Meriwether County,Mountain View Elementary School,200,C,74.10000000000001
699300,699,Meriwether County,Greenville High School,300,D,62.40000000000001
699401,699,Meriwether County,Greenville Middle School,401,F,54.6
6994050,699,Meriwether County,Manchester High School,4050,F,57.2
6995050,699,Meriwether County,Manchester Middle School,5050,F,52.8
700110,700,Miller County,Miller County Elementary School,110,F,52.40000000000001
700210,700,Miller County,Miller County High School,210,C,71.5
700310,700,Miller County,Miller County Middle School,310,D,68.90000000000001
701111,701,Mitchell County,Mitchell County Elementary School,111,F,54.90000000000001
701197,701,Mitchell County,Mitchell County Middle School,197,F,59.7
701198,701,Mitchell County,Mitchell County Primary School,198,,
701282,701,Mitchell County,Mitchell County High School,282,C,73.10000000000001
702105,702,Monroe County,T.G. Scott Elementary School,105,C,78.90000000000001
702111,702,Monroe County,Katherine B. Sutton Elementary School,111,B,88.10000000000001
702113,702,Monroe County,"Monroe County Middle School, Banks Stephens Campus",113,C,74.60000000000001
702184,702,Monroe County,Mary Persons High School,184,C,72.8
702205,702,Monroe County,Samuel E. Hubbard Elementary School,205,D,62.40000000000001
703101,703,Montgomery County,Montgomery County Middle School,101,D,68.10000000000001
703107,703,Montgomery County,Montgomery County Elementary School,107,F,57.90000000000001
703201,703,Montgomery County,Montgomery Co. High,201,D,64.10000000000001
7041050,704,Morgan County,Morgan County High School,1050,C,70.5
704191,704,Morgan County,Morgan County Elementary School,191,C,79.40000000000001
7043050,704,Morgan County,Morgan County Primary School,3050,,
7045050,704,Morgan County,Morgan County Middle School,5050,D,69.90000000000001
705104,705,Murray County,Woodlawn Elementary School,104,C,79.30000000000001
7051050,705,Murray County,Chatsworth Elementary School,1050,B,81.60000000000001
7051052,705,Murray County,Spring Place Elementary School,1052,C,73.40000000000001
705108,705,Murray County,Pleasant Valley Innovative School,108,F,32.5
705112,705,Murray County,North Murray High School,112,C,76.80000000000001
705190,705,Murray County,Murray County High School,190,B,82.40000000000001
705195,705,Murray County,Coker Elementary School,195,D,63.7
705198,705,Murray County,Eton Elementary School,198,C,79.30000000000001
705204,705,Murray County,Bagley Middle School,204,C,74.3
7054050,705,Murray County,Gladden Middle School,4050,B,80.80000000000001
7055050,705,Murray County,Northwest Elementary School,5050,B,81.90000000000001
706100,706,Muscogee County,Midland Middle School,100,D,61.5
706102,706,Muscogee County,Fox Elementary School,102,D,63.8
706104,706,Muscogee County,North Columbus Elementary,104,B,83.90000000000001
7061058,706,Muscogee County,Dimon Elementary ,1058,D,67.8
7061062,706,Muscogee County,Georgetown Elementary School,1062,F,59.5
7061064,706,Muscogee County,Kendrick High School,1064,D,62.7
7061066,706,Muscogee County,Reese Road Leadership Academy,1066,D,68.8
706108,706,Muscogee County,Eagle Ridge Academy,108,B,85.7
706115,706,Muscogee County,Aaron Cohn Middle School,115,B,88
706178,706,Muscogee County,Fort Middle School,178,C,70
706191,706,Muscogee County,Hannan Elementary ,191,B,80.5
706192,706,Muscogee County,Brewer Elementary School,192,F,50.7
706196,706,Muscogee County,Blackmon Road Middle School,196,B,85.40000000000001
706200,706,Muscogee County,"Martin Luther King, Jr. Elementary School",200,F,47.8
706203,706,Muscogee County,Northside High School,203,B,87.10000000000001
706204,706,Muscogee County,Veterans Memorial Middle School,204,C,74.60000000000001
7062050,706,Muscogee County,Arnold Middle School,2050,D,66
7062052,706,Muscogee County,Blanchard Elementary School,2052,D,65.3
7062054,706,Muscogee County,Clubview Elementary School,2054,B,80.2
7062058,706,Muscogee County,Double Churches Elementary School,2058,C,77.40000000000001
7062062,706,Muscogee County,Hardaway High School,2062,B,81.7
7062064,706,Muscogee County,Key Elementary School,2064,D,65.2
7062066,706,Muscogee County,Richards Middle School,2066,D,67.5
7062067,706,Muscogee County,Rothschild Leadership Academy School,2067,F,52.90000000000001
706215,706,Muscogee County,Dorothy Height Elementary School,215,F,46.8
706278,706,Muscogee County,Shaw High School,278,C,72.8
706296,706,Muscogee County,Downtown Elementary Magnet Academy,296,C,76.90000000000001
706300,706,Muscogee County,Baker Middle School,300,F,52.8
706301,706,Muscogee County,East Columbus Magnet Academy,301,F,55.5
7063054,706,Muscogee County,Columbus High School,3054,A,102.4
7063056,706,Muscogee County,Britt David Elementary Computer Magnet Academy,3056,A,105.1
7063060,706,Muscogee County,Forrest Road Elementary School,3060,F,58.6
7063066,706,Muscogee County,Rigdon Road Elementary School,3066,F,58
7063068,706,Muscogee County,St. Marys Video and Communication Technology,3068,D,64.60000000000001
7063069,706,Muscogee County,Waddell Elementary School,3069,D,64.10000000000001
706378,706,Muscogee County,Spencer High School,378,D,61.7
706401,706,Muscogee County,Double Churches Middle School,401,C,73.40000000000001
7064056,706,Muscogee County,Davis Elementary School,4056,F,52.1
7064058,706,Muscogee County,Lonnie Jackson Academy,4058,D,61.90000000000001
7064062,706,Muscogee County,Johnson Elementary School,4062,C,74.40000000000001
7064064,706,Muscogee County,Mathews Elementary School,4064,A,91.30000000000001
7064065,706,Muscogee County,Allen Elementary School,4065,C,70.5
7064066,706,Muscogee County,River Road Elementary School,4066,B,81.40000000000001
7064067,706,Muscogee County,South Columbus Elementary School,4067,F,59.7
7064070,706,Muscogee County,Wynnton Elementary School,4070,D,64.60000000000001
706501,706,Muscogee County,Midland Academy,501,B,80.7
7065052,706,Muscogee County,Carver High School,5052,D,68.3
7065056,706,Muscogee County,Dawson Elementary School,5056,D,62.90000000000001
7065058,706,Muscogee County,Eddy Middle School,5058,F,57
7065060,706,Muscogee County,Gentian Elementary School,5060,B,87
7065062,706,Muscogee County,Jordan Vocational High School,5062,C,79.7
7065069,706,Muscogee County,Wesley Heights Elementary School,5069,F,54.7
707101,707,Newton County,Veterans Memorial Middle School,101,D,66.2
707102,707,Newton County,Oak Hill Elementary School,102,B,84.5
7071050,707,Newton County,East Newton Elementary School,1050,B,82.90000000000001
707106,707,Newton County,Rocky Plains Elementary School,106,D,69.90000000000001
707111,707,Newton County,South Salem Elementary School,111,C,78.5
707114,707,Newton County,Liberty Middle School,114,D,69.3
707115,707,Newton County,Live Oak Elementary,115,C,71
707117,707,Newton County,Clements Middle School,117,C,71.3
707122,707,Newton County,Flint Hill Elementary,122,C,73.90000000000001
707123,707,Newton County,Newton County Theme School at Ficquett,123,B,85.90000000000001
707124,707,Newton County,Fairview Elementary,124,D,62.3
707173,707,Newton County,Newton High School,173,C,72.40000000000001
707196,707,Newton County,Cousins Middle School,196,D,65.5
707198,707,Newton County,Middle Ridge Elementary School,198,D,65.2
707206,707,Newton County,Alcovy High School,206,B,81.5
707295,707,Newton County,Eastside High School,295,A,90.5
707298,707,Newton County,West Newton Elementary School,298,D,61.8
7073050,707,Newton County,Livingston Elementary School,3050,D,60.1
707398,707,Newton County,Indian Creek Middle School,398,D,68.2
7074050,707,Newton County,Mansfield Elementary School,4050,D,67
7074550,707,Newton County,Heard-Mixon Elementary School,4550,D,64.8
7075050,707,Newton County,Porterdale Elementary School,5050,D,61
708103,708,Oconee County,Rocky Branch Elementary School,103,A,94.90000000000001
708105,708,Oconee County,North Oconee High School,105,A,98.30000000000001
7081050,708,Oconee County,Oconee County Elementary School,1050,A,90.2
708110,708,Oconee County,High Shoals Elementary School,110,A,92.30000000000001
708188,708,Oconee County,Oconee County Primary School,188,,
708193,708,Oconee County,Oconee County Middle School,193,B,84.10000000000001
708197,708,Oconee County,Malcom Bridge Elementary School,197,A,98.60000000000001
708198,708,Oconee County,Malcom Bridge Middle School,198,B,89.90000000000001
708293,708,Oconee County,Oconee County High School,293,A,98.7
7083050,708,Oconee County,Colham Ferry Elementary School,3050,B,89.80000000000001
709112,709,Oglethorpe County,Oglethorpe County Middle School,112,B,87.30000000000001
709198,709,Oglethorpe County,Oglethorpe County Elementary School,198,D,69.60000000000001
7092050,709,Oglethorpe County,Oglethorpe County High School,2050,C,74.3
709298,709,Oglethorpe County,Oglethorpe County Primary School,298,,
710101,710,Paulding County,Hiram High School,101,C,74
710103,710,Paulding County,Bessie L. Baggett Elementary,103,C,77.5
710104,710,Paulding County,Lillian C. Poole Elementary School,104,C,71.8
7101050,710,Paulding County,Dallas Elementary School,1050,F,59.3
710106,710,Paulding County,South Paulding High School,106,C,78.10000000000001
710108,710,Paulding County,Sammy McClure Sr. Middle School,108,B,83.5
710109,710,Paulding County,North Paulding High School,109,B,80.80000000000001
710110,710,Paulding County,Burnt Hickory Elementary School,110,B,86.60000000000001
710113,710,Paulding County,WC Abney Elementary,113,C,78.30000000000001
710188,710,Paulding County,McGarity Elementary School,188,C,76.80000000000001
710192,710,Paulding County,South Paulding Middle School,192,C,77.80000000000001
710194,710,Paulding County,Floyd L. Shelton Elementary School at Crossroad,194,C,79.60000000000001
710197,710,Paulding County,Sam D. Panter Elementary School,197,C,70
710198,710,Paulding County,Nebo Elementary School,198,D,67.10000000000001
710199,710,Paulding County,C. A. Roberts Elementary School,199,C,77.40000000000001
710201,710,Paulding County,Lena Mae Moses Middle School,201,B,83.40000000000001
710204,710,Paulding County,Roland W. Russom Elementary,204,B,86.80000000000001
7102052,710,Paulding County,New Georgia Elementary School,2052,C,71.7
710210,710,Paulding County,Sara M. Ragsdale Elementary,210,D,66.90000000000001
710213,710,Paulding County,P. B. Ritch Middle School,213,C,71.5
7102352,710,Paulding County,Herschel Jones Middle School,2352,C,73.40000000000001
7102552,710,Paulding County,Paulding County High School,2552,C,73.3
710292,710,Paulding County,East Paulding High School,292,C,77.5
710294,710,Paulding County,Northside Elementary School,294,C,78.2
710297,710,Paulding County,J. A. Dobbins Middle School,297,C,77
710299,710,Paulding County,Allgood Elementary School,299,C,70.90000000000001
710304,710,Paulding County,Connie Dugan Elementary School,304,D,62.8
710310,710,Paulding County,Hal Hutchens Elementary,310,D,66.3
710394,710,Paulding County,East Paulding Middle School,394,C,77.10000000000001
710404,710,Paulding County,Irma C. Austin Middle School,404,B,80.30000000000001
7104052,710,Paulding County,Union Elementary School,4052,B,80.10000000000001
710410,710,Paulding County,Carl Scoggins Sr. Middle school,410,D,64.2
7105050,710,Paulding County,Hiram Elementary School,5050,C,75.7
7111050,711,Peach County,Byron Elementary School,1050,C,71.60000000000001
711110,711,Peach County,Kay Road Elementary,110,D,63.1
711191,711,Peach County,Fort Valley Middle School,191,F,59.8
711197,711,Peach County,Byron Middle School,197,B,84.90000000000001
7112052,711,Peach County,Peach County High School,2052,A,92.40000000000001
711210,711,Peach County,Hunt Elementary School,210,F,45.90000000000001
712103,712,Pickens County,Hill City Elementary School,103,B,82.5
712106,712,Pickens County,Harmony Elementary School,106,C,79.10000000000001
712189,712,Pickens County,Pickens County Middle School,189,C,73
712198,712,Pickens County,Pickens County High School,198,C,76.7
712203,712,Pickens County,Jasper Middle School,203,C,76.7
712303,712,Pickens County,Tate Elementary School,303,B,83.5
713112,713,Pierce County,Midway Elementary School,112,B,89.2
713182,713,Pierce County,Pierce County High School,182,B,84.80000000000001
713197,713,Pierce County,Pierce County Middle School,197,B,87.2
713297,713,Pierce County,Blackshear Elementary School,297,B,87.7
7134050,713,Pierce County,Patterson Elementary School,4050,B,83.30000000000001
714101,714,Pike County,Pike County Elementary School,101,D,64.2
714188,714,Pike County,Pike County Primary School,188,,
714194,714,Pike County,Pike County High School,194,C,72.3
714195,714,Pike County,Pike County Middle School,195,C,72.3
715102,715,Polk County,Rockmart High School,102,D,69.10000000000001
715103,715,Polk County,Cedartown Middle School,103,D,61.5
715104,715,Polk County,Rockmart Middle School,104,C,72.10000000000001
715174,715,Polk County,Westside Elementary School,174,C,75.40000000000001
715183,715,Polk County,Cherokee Elementary School,183,C,72.8
715188,715,Polk County,Northside Elementary,188,D,65.90000000000001
715210,715,Polk County,Van Wert Elementary School,210,D,64.8
715274,715,Polk County,Eastside Elementary School,274,C,72.60000000000001
715310,715,Polk County,Youngs Grove Elementary School,310,C,74.8
7155050,715,Polk County,Cedartown High School,5050,C,72.40000000000001
716195,716,Pulaski County,Pulaski County Middle School,195,D,66.7
7162050,716,Pulaski County,Hawkinsville High School,2050,D,69.90000000000001
7163050,716,Pulaski County,Pulaski County Elementary School,3050,F,58.90000000000001
717111,717,Putnam County,Putnam County Middle School,111,C,76.10000000000001
717112,717,Putnam County,Putnam County Primary School,112,,
717113,717,Putnam County,Putnam County Elementary School,113,C,71.40000000000001
717114,717,Putnam County,Putnam County High School,114,B,84.5
718110,718,Quitman County,Quitman County High School,110,C,77.10000000000001
718199,718,Quitman County,Quitman County Elementary,199,F,57.1
719100,719,Rabun County,Rabun County Middle School,100,C,74.90000000000001
719105,719,Rabun County,Rabun County Elementary School,105,B,82.30000000000001
719114,719,Rabun County,Rabun County Primary School,114,,
719177,719,Rabun County,Rabun County High School ,177,B,80.30000000000001
720101,720,Randolph County,Randolph Clay Middle School,101,F,51.7
720201,720,Randolph County,Randolph Clay High School,201,D,60.90000000000001
7202050,720,Randolph County,Randolph County Elementary School,2050,F,55.2
721100,721,Richmond County,Cross Creek High School,100,C,71.2
721102,721,Richmond County,Hephzibah Elementary School,102,D,63.3
721103,721,Richmond County,Freedom Park Elementary,103,C,71.3
721104,721,Richmond County,Wilkinson Gardens Elementary School ,104,F,53.8
721105,721,Richmond County,Deer Chase Elementary School,105,F,57
7211052,721,Richmond County,Butler High School,1052,F,50.3
7211054,721,Richmond County,Garrett Elementary School,1054,F,41.40000000000001
7211058,721,Richmond County,Langford Middle School,1058,F,58.5
7211064,721,Richmond County,Walker Traditional Elementary School,1064,A,91.7
721114,721,Richmond County,Pine Hill Middle School,114,D,60.8
721115,721,Richmond County,W.S. Hornsby Middle School,115,F,48.1
7211156,721,Richmond County,Hephzibah Middle School,1156,F,55.5
721116,721,Richmond County,Lamar - Milledge Elementary School,116,F,55.6
721177,721,Richmond County,Meadowbrook Elementary School,177,F,50.7
721189,721,Richmond County,Jamestown Elementary School,189,F,58.8
721194,721,Richmond County,Goshen Elementary School,194,F,58.8
721197,721,Richmond County,Glenn Hills Middle School,197,F,48.40000000000001
721201,721,Richmond County,Sue Reynolds Elementary School ,201,F,57.7
721205,721,Richmond County,Diamond Lakes Elementary School,205,F,51.6
7212050,721,Richmond County,Barton Chapel Elementary School,2050,F,53.2
7212052,721,Richmond County,Copeland Elementary School,2052,F,57
7212054,721,Richmond County,Glenn Hills Elementary School,2054,F,44.8
7212056,721,Richmond County,Hephzibah High School,2056,F,54.3
7212058,721,Richmond County,Merry Elementary School,2058,D,62
7212064,721,Richmond County,Warren Road Elementary School,2064,C,73.5
721213,721,Richmond County,Richmond County Technical Career Magnet School,213,C,76.90000000000001
7212574,721,Richmond County,Westside High School,2574,C,70.90000000000001
721290,721,Richmond County,Willis Foreman Elementary School,290,F,50.90000000000001
721294,721,Richmond County,Tobacco Road Elementary School,294,F,47.90000000000001
721297,721,Richmond County,McBean Elementary School,297,B,80
721300,721,Richmond County,Lake Forest Hills Elementary School,300,B,80.2
7213050,721,Richmond County,Bayvale Elementary School,3050,F,58.6
7213054,721,Richmond County,Glenn Hills High School,3054,F,41
7213556,721,Richmond County,Johnson Magnet,3556,A,95.5
7213756,721,Richmond County,Josey High School,3756,F,47.2
721390,721,Richmond County,Spirit Creek Middle School,390,F,51.2
721392,721,Richmond County,Performance Learning Center,392,F,22.9
721393,721,Richmond County,W.S. Hornsby Elementary School,393,F,50
721397,721,Richmond County,Richmond Hill K-8 School,397,F,52.7
7214050,721,Richmond County,Blythe Elementary School,4050,C,72.40000000000001
7214054,721,Richmond County,Gracewood Elementary School,4054,C,74.7
7214058,721,Richmond County,Monte Sano Elementary School,4058,D,64
7214060,721,Richmond County,Academy of Richmond County High School,4060,F,56.3
7214064,721,Richmond County,Wheeless Road Elementary School,4064,F,49.6
7214562,721,Richmond County,Davidson Magnet School,4562,A,102
7214762,721,Richmond County,Terrace Manor Elementary School,4762,F,52.7
7215054,721,Richmond County,Dorothy Hains Elementary School,5054,F,41
7215058,721,Richmond County,Murphey Middle School,5058,F,50.6
7215564,721,Richmond County,Tutt Middle School,5564,F,50.1
7215566,721,Richmond County,Laney High School,5566,D,61.6
722102,722,Rockdale County,Peek's Chapel Elementary,102,C,77.80000000000001
722107,722,Rockdale County,General Ray Davis Middle School,107,C,79.5
