LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,LABEL_SORT_ORDER,COMPLETER_TYPE,LABEL_LVL_1_DESC,LABEL_LVL_5_CD,PROGRAM_TOTAL,PROGRAM_PERCENT
2010-11,706,Muscogee County,2062,Hardaway High School,4,Other Completers,Special Education Diplomas,White,,
2010-11,706,Muscogee County,2062,Hardaway High School,4,Other Completers,Special Education Diplomas,Hispanic,,
2010-11,706,Muscogee County,2062,Hardaway High School,4,Other Completers,Special Education Diplomas,Asian,,
2010-11,706,Muscogee County,2062,Hardaway High School,4,Other Completers,Special Education Diplomas,Multi,,
2010-11,706,Muscogee County,2062,Hardaway High School,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2010-11,706,Muscogee County,2062,Hardaway High School,5,Other Completers,Certificates Of Attendance,Male,,
2010-11,706,Muscogee County,2062,Hardaway High School,5,Other Completers,Certificates Of Attendance,Female,,
2010-11,706,Muscogee County,2062,Hardaway High School,5,Other Completers,Certificates Of Attendance,Total,,
2010-11,706,Muscogee County,2062,Hardaway High School,5,Other Completers,Certificates Of Attendance,Black,,
2010-11,706,Muscogee County,2062,Hardaway High School,5,Other Completers,Certificates Of Attendance,White,,
2010-11,706,Muscogee County,2062,Hardaway High School,5,Other Completers,Certificates Of Attendance,Hispanic,,
2010-11,706,Muscogee County,2062,Hardaway High School,5,Other Completers,Certificates Of Attendance,Asian,,
2010-11,706,Muscogee County,2062,Hardaway High School,5,Other Completers,Certificates Of Attendance,Multi,,
2010-11,706,Muscogee County,2062,Hardaway High School,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2010-11,706,Muscogee County,3054,Columbus High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,,
2010-11,706,Muscogee County,3054,Columbus High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,,
2010-11,706,Muscogee County,3054,Columbus High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,,
2010-11,706,Muscogee County,3054,Columbus High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,,
2010-11,706,Muscogee County,3054,Columbus High School,1,Graduates,Diplomas with Both College Prep. & Voc.,White,,
2010-11,706,Muscogee County,3054,Columbus High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,,
2010-11,706,Muscogee County,3054,Columbus High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,,
2010-11,706,Muscogee County,3054,Columbus High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,,
2010-11,706,Muscogee County,3054,Columbus High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,,
2010-11,706,Muscogee County,3054,Columbus High School,2,Graduates,Diplomas with College Prep Endorsements,Male,134,43.1
2010-11,706,Muscogee County,3054,Columbus High School,2,Graduates,Diplomas with College Prep Endorsements,Female,177,56.9
2010-11,706,Muscogee County,3054,Columbus High School,2,Graduates,Diplomas with College Prep Endorsements,Total,311,100
2010-11,706,Muscogee County,3054,Columbus High School,2,Graduates,Diplomas with College Prep Endorsements,Black,66,21.2
2010-11,706,Muscogee County,3054,Columbus High School,2,Graduates,Diplomas with College Prep Endorsements,White,174,55.9
2010-11,706,Muscogee County,3054,Columbus High School,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,20,6.4
2010-11,706,Muscogee County,3054,Columbus High School,2,Graduates,Diplomas with College Prep Endorsements,Asian,21,6.8
2010-11,706,Muscogee County,3054,Columbus High School,2,Graduates,Diplomas with College Prep Endorsements,Multi,30,9.6
2010-11,706,Muscogee County,3054,Columbus High School,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,TFS,0
2010-11,706,Muscogee County,3054,Columbus High School,3,Graduates,Diplomas with Vocational Endorsements,Male,,
2010-11,706,Muscogee County,3054,Columbus High School,3,Graduates,Diplomas with Vocational Endorsements,Female,,
2010-11,706,Muscogee County,3054,Columbus High School,3,Graduates,Diplomas with Vocational Endorsements,Total,,
2010-11,706,Muscogee County,3054,Columbus High School,3,Graduates,Diplomas with Vocational Endorsements,Black,,
2010-11,706,Muscogee County,3054,Columbus High School,3,Graduates,Diplomas with Vocational Endorsements,White,,
2010-11,706,Muscogee County,3054,Columbus High School,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,,
2010-11,706,Muscogee County,3054,Columbus High School,3,Graduates,Diplomas with Vocational Endorsements,Asian,,
2010-11,706,Muscogee County,3054,Columbus High School,3,Graduates,Diplomas with Vocational Endorsements,Multi,,
2010-11,706,Muscogee County,3054,Columbus High School,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,,
2010-11,706,Muscogee County,3054,Columbus High School,4,Other Completers,Special Education Diplomas,Male,TFS,85.7
2010-11,706,Muscogee County,3054,Columbus High School,4,Other Completers,Special Education Diplomas,Female,,
2010-11,706,Muscogee County,3054,Columbus High School,4,Other Completers,Special Education Diplomas,Total,TFS,100
2010-11,706,Muscogee County,3054,Columbus High School,4,Other Completers,Special Education Diplomas,Black,TFS,57.1
2010-11,706,Muscogee County,3054,Columbus High School,4,Other Completers,Special Education Diplomas,White,,
2010-11,706,Muscogee County,3054,Columbus High School,4,Other Completers,Special Education Diplomas,Hispanic,,
2010-11,706,Muscogee County,3054,Columbus High School,4,Other Completers,Special Education Diplomas,Asian,,
2010-11,706,Muscogee County,3054,Columbus High School,4,Other Completers,Special Education Diplomas,Multi,,
2010-11,706,Muscogee County,3054,Columbus High School,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2010-11,706,Muscogee County,3054,Columbus High School,5,Other Completers,Certificates Of Attendance,Male,,
2010-11,706,Muscogee County,3054,Columbus High School,5,Other Completers,Certificates Of Attendance,Female,,
2010-11,706,Muscogee County,3054,Columbus High School,5,Other Completers,Certificates Of Attendance,Total,,
2010-11,706,Muscogee County,3054,Columbus High School,5,Other Completers,Certificates Of Attendance,Black,,
2010-11,706,Muscogee County,3054,Columbus High School,5,Other Completers,Certificates Of Attendance,White,,
2010-11,706,Muscogee County,3054,Columbus High School,5,Other Completers,Certificates Of Attendance,Hispanic,,
2010-11,706,Muscogee County,3054,Columbus High School,5,Other Completers,Certificates Of Attendance,Asian,,
2010-11,706,Muscogee County,3054,Columbus High School,5,Other Completers,Certificates Of Attendance,Multi,,
2010-11,706,Muscogee County,3054,Columbus High School,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2010-11,706,Muscogee County,5052,Carver High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,43,36.1
2010-11,706,Muscogee County,5052,Carver High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,76,63.9
2010-11,706,Muscogee County,5052,Carver High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,119,100
2010-11,706,Muscogee County,5052,Carver High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,117,98.3
2010-11,706,Muscogee County,5052,Carver High School,1,Graduates,Diplomas with Both College Prep. & Voc.,White,TFS,0
2010-11,706,Muscogee County,5052,Carver High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,TFS,0
2010-11,706,Muscogee County,5052,Carver High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,TFS,0
2010-11,706,Muscogee County,5052,Carver High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,TFS,1.7
2010-11,706,Muscogee County,5052,Carver High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,TFS,0
2010-11,706,Muscogee County,5052,Carver High School,2,Graduates,Diplomas with College Prep Endorsements,Male,13,50
2010-11,706,Muscogee County,5052,Carver High School,2,Graduates,Diplomas with College Prep Endorsements,Female,13,50
2010-11,706,Muscogee County,5052,Carver High School,2,Graduates,Diplomas with College Prep Endorsements,Total,26,100
2010-11,706,Muscogee County,5052,Carver High School,2,Graduates,Diplomas with College Prep Endorsements,Black,25,96.2
2010-11,706,Muscogee County,5052,Carver High School,2,Graduates,Diplomas with College Prep Endorsements,White,TFS,0
2010-11,706,Muscogee County,5052,Carver High School,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,TFS,0
2010-11,706,Muscogee County,5052,Carver High School,2,Graduates,Diplomas with College Prep Endorsements,Asian,TFS,0
2010-11,706,Muscogee County,5052,Carver High School,2,Graduates,Diplomas with College Prep Endorsements,Multi,TFS,3.8
2010-11,706,Muscogee County,5052,Carver High School,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,TFS,0
2010-11,706,Muscogee County,5052,Carver High School,3,Graduates,Diplomas with Vocational Endorsements,Male,30,62.5
2010-11,706,Muscogee County,5052,Carver High School,3,Graduates,Diplomas with Vocational Endorsements,Female,18,37.5
2010-11,706,Muscogee County,5052,Carver High School,3,Graduates,Diplomas with Vocational Endorsements,Total,48,100
2010-11,706,Muscogee County,5052,Carver High School,3,Graduates,Diplomas with Vocational Endorsements,Black,46,95.8
2010-11,706,Muscogee County,5052,Carver High School,3,Graduates,Diplomas with Vocational Endorsements,White,TFS,2.1
2010-11,706,Muscogee County,5052,Carver High School,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,TFS,2.1
2010-11,706,Muscogee County,5052,Carver High School,3,Graduates,Diplomas with Vocational Endorsements,Asian,TFS,0
2010-11,706,Muscogee County,5052,Carver High School,3,Graduates,Diplomas with Vocational Endorsements,Multi,TFS,0
2010-11,706,Muscogee County,5052,Carver High School,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,TFS,0
2010-11,706,Muscogee County,5052,Carver High School,4,Other Completers,Special Education Diplomas,Male,,
2010-11,706,Muscogee County,5052,Carver High School,4,Other Completers,Special Education Diplomas,Female,,
2010-11,706,Muscogee County,5052,Carver High School,4,Other Completers,Special Education Diplomas,Total,,
2010-11,706,Muscogee County,5052,Carver High School,4,Other Completers,Special Education Diplomas,Black,,
2010-11,706,Muscogee County,5052,Carver High School,4,Other Completers,Special Education Diplomas,White,,
2010-11,706,Muscogee County,5052,Carver High School,4,Other Completers,Special Education Diplomas,Hispanic,,
2010-11,706,Muscogee County,5052,Carver High School,4,Other Completers,Special Education Diplomas,Asian,,
2010-11,706,Muscogee County,5052,Carver High School,4,Other Completers,Special Education Diplomas,Multi,,
2010-11,706,Muscogee County,5052,Carver High School,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2010-11,706,Muscogee County,5052,Carver High School,5,Other Completers,Certificates Of Attendance,Male,,
2010-11,706,Muscogee County,5052,Carver High School,5,Other Completers,Certificates Of Attendance,Female,,
2010-11,706,Muscogee County,5052,Carver High School,5,Other Completers,Certificates Of Attendance,Total,,
2010-11,706,Muscogee County,5052,Carver High School,5,Other Completers,Certificates Of Attendance,Black,,
2010-11,706,Muscogee County,5052,Carver High School,5,Other Completers,Certificates Of Attendance,White,,
2010-11,706,Muscogee County,5052,Carver High School,5,Other Completers,Certificates Of Attendance,Hispanic,,
2010-11,706,Muscogee County,5052,Carver High School,5,Other Completers,Certificates Of Attendance,Asian,,
2010-11,706,Muscogee County,5052,Carver High School,5,Other Completers,Certificates Of Attendance,Multi,,
2010-11,706,Muscogee County,5052,Carver High School,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,25,40.3
2010-11,706,Muscogee County,5062,Jordan Vocational High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,37,59.7
2010-11,706,Muscogee County,5062,Jordan Vocational High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,62,100
2010-11,706,Muscogee County,5062,Jordan Vocational High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,38,61.3
2010-11,706,Muscogee County,5062,Jordan Vocational High School,1,Graduates,Diplomas with Both College Prep. & Voc.,White,22,35.5
2010-11,706,Muscogee County,5062,Jordan Vocational High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,TFS,1.6
2010-11,706,Muscogee County,5062,Jordan Vocational High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,TFS,0
2010-11,706,Muscogee County,5062,Jordan Vocational High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,TFS,1.6
2010-11,706,Muscogee County,5062,Jordan Vocational High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,TFS,0
2010-11,706,Muscogee County,5062,Jordan Vocational High School,2,Graduates,Diplomas with College Prep Endorsements,Male,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,2,Graduates,Diplomas with College Prep Endorsements,Female,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,2,Graduates,Diplomas with College Prep Endorsements,Total,TFS,100
2010-11,706,Muscogee County,5062,Jordan Vocational High School,2,Graduates,Diplomas with College Prep Endorsements,Black,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,2,Graduates,Diplomas with College Prep Endorsements,White,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,2,Graduates,Diplomas with College Prep Endorsements,Asian,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,2,Graduates,Diplomas with College Prep Endorsements,Multi,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,3,Graduates,Diplomas with Vocational Endorsements,Male,46,59
2010-11,706,Muscogee County,5062,Jordan Vocational High School,3,Graduates,Diplomas with Vocational Endorsements,Female,32,41
2010-11,706,Muscogee County,5062,Jordan Vocational High School,3,Graduates,Diplomas with Vocational Endorsements,Total,78,100
2010-11,706,Muscogee County,5062,Jordan Vocational High School,3,Graduates,Diplomas with Vocational Endorsements,Black,40,51.3
2010-11,706,Muscogee County,5062,Jordan Vocational High School,3,Graduates,Diplomas with Vocational Endorsements,White,34,43.6
2010-11,706,Muscogee County,5062,Jordan Vocational High School,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,TFS,3.8
2010-11,706,Muscogee County,5062,Jordan Vocational High School,3,Graduates,Diplomas with Vocational Endorsements,Asian,TFS,0
2010-11,706,Muscogee County,5062,Jordan Vocational High School,3,Graduates,Diplomas with Vocational Endorsements,Multi,TFS,1.3
2010-11,706,Muscogee County,5062,Jordan Vocational High School,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,TFS,0
2010-11,706,Muscogee County,5062,Jordan Vocational High School,4,Other Completers,Special Education Diplomas,Male,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,4,Other Completers,Special Education Diplomas,Female,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,4,Other Completers,Special Education Diplomas,Total,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,4,Other Completers,Special Education Diplomas,Black,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,4,Other Completers,Special Education Diplomas,White,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,4,Other Completers,Special Education Diplomas,Hispanic,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,4,Other Completers,Special Education Diplomas,Asian,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,4,Other Completers,Special Education Diplomas,Multi,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,5,Other Completers,Certificates Of Attendance,Male,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,5,Other Completers,Certificates Of Attendance,Female,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,5,Other Completers,Certificates Of Attendance,Total,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,5,Other Completers,Certificates Of Attendance,Black,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,5,Other Completers,Certificates Of Attendance,White,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,5,Other Completers,Certificates Of Attendance,Hispanic,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,5,Other Completers,Certificates Of Attendance,Asian,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,5,Other Completers,Certificates Of Attendance,Multi,,
2010-11,706,Muscogee County,5062,Jordan Vocational High School,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2010-11,706,Muscogee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,385,42.2
2010-11,706,Muscogee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,527,57.8
2010-11,706,Muscogee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,912,100
2010-11,706,Muscogee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,563,61.7
2010-11,706,Muscogee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,White,277,30.4
2010-11,706,Muscogee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,32,3.5
2010-11,706,Muscogee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,TFS,1
2010-11,706,Muscogee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,28,3.1
2010-11,706,Muscogee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,TFS,0.3
2010-11,706,Muscogee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Male,262,43.7
2010-11,706,Muscogee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Female,337,56.3
2010-11,706,Muscogee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Total,599,100
2010-11,706,Muscogee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Black,227,37.9
2010-11,706,Muscogee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,White,271,45.2
2010-11,706,Muscogee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,28,4.7
2010-11,706,Muscogee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Asian,33,5.5
2010-11,706,Muscogee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Multi,40,6.7
2010-11,706,Muscogee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,TFS,0
2010-11,706,Muscogee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Male,229,56.7
2010-11,706,Muscogee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Female,175,43.3
2010-11,706,Muscogee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Total,404,100
2010-11,706,Muscogee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Black,279,69.1
2010-11,706,Muscogee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,White,101,25
2010-11,706,Muscogee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,14,3.5
2010-11,706,Muscogee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Asian,TFS,0.5
2010-11,706,Muscogee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Multi,TFS,2
2010-11,706,Muscogee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,TFS,0
2010-11,706,Muscogee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Male,44,59.5
2010-11,706,Muscogee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Female,30,40.5
2010-11,706,Muscogee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Total,74,100
2010-11,706,Muscogee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Black,57,77
2010-11,706,Muscogee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,White,12,16.2
2010-11,706,Muscogee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Hispanic,TFS,4.1
2010-11,706,Muscogee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Asian,TFS,1.4
2010-11,706,Muscogee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Multi,TFS,0
2010-11,706,Muscogee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,TFS,1.4
2010-11,706,Muscogee County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Male,,
2010-11,706,Muscogee County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Female,TFS,71.4
2010-11,706,Muscogee County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Total,TFS,100
2010-11,706,Muscogee County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Black,TFS,85.7
2010-11,706,Muscogee County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,White,,
2010-11,706,Muscogee County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Hispanic,,
2010-11,706,Muscogee County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Asian,,
2010-11,706,Muscogee County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Multi,,
2010-11,706,Muscogee County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2010-11,707,Newton County,113,Challenge Charter Academy,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,,
2010-11,707,Newton County,113,Challenge Charter Academy,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,,
2010-11,707,Newton County,113,Challenge Charter Academy,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,,
2010-11,707,Newton County,113,Challenge Charter Academy,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,,
2010-11,707,Newton County,113,Challenge Charter Academy,1,Graduates,Diplomas with Both College Prep. & Voc.,White,,
2010-11,707,Newton County,113,Challenge Charter Academy,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,,
2010-11,707,Newton County,113,Challenge Charter Academy,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,,
2010-11,707,Newton County,113,Challenge Charter Academy,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,,
2010-11,707,Newton County,113,Challenge Charter Academy,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,,
2010-11,707,Newton County,113,Challenge Charter Academy,2,Graduates,Diplomas with College Prep Endorsements,Male,,
2010-11,707,Newton County,113,Challenge Charter Academy,2,Graduates,Diplomas with College Prep Endorsements,Female,,
2010-11,707,Newton County,113,Challenge Charter Academy,2,Graduates,Diplomas with College Prep Endorsements,Total,,
2010-11,707,Newton County,113,Challenge Charter Academy,2,Graduates,Diplomas with College Prep Endorsements,Black,,
2010-11,707,Newton County,113,Challenge Charter Academy,2,Graduates,Diplomas with College Prep Endorsements,White,,
2010-11,707,Newton County,113,Challenge Charter Academy,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,,
2010-11,707,Newton County,113,Challenge Charter Academy,2,Graduates,Diplomas with College Prep Endorsements,Asian,,
2010-11,707,Newton County,113,Challenge Charter Academy,2,Graduates,Diplomas with College Prep Endorsements,Multi,,
2010-11,707,Newton County,113,Challenge Charter Academy,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,,
2010-11,707,Newton County,113,Challenge Charter Academy,3,Graduates,Diplomas with Vocational Endorsements,Male,,
2010-11,707,Newton County,113,Challenge Charter Academy,3,Graduates,Diplomas with Vocational Endorsements,Female,,
2010-11,707,Newton County,113,Challenge Charter Academy,3,Graduates,Diplomas with Vocational Endorsements,Total,,
2010-11,707,Newton County,113,Challenge Charter Academy,3,Graduates,Diplomas with Vocational Endorsements,Black,,
2010-11,707,Newton County,113,Challenge Charter Academy,3,Graduates,Diplomas with Vocational Endorsements,White,,
2010-11,707,Newton County,113,Challenge Charter Academy,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,,
2010-11,707,Newton County,113,Challenge Charter Academy,3,Graduates,Diplomas with Vocational Endorsements,Asian,,
2010-11,707,Newton County,113,Challenge Charter Academy,3,Graduates,Diplomas with Vocational Endorsements,Multi,,
2010-11,707,Newton County,113,Challenge Charter Academy,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,,
2010-11,707,Newton County,113,Challenge Charter Academy,4,Other Completers,Special Education Diplomas,Male,,
2010-11,707,Newton County,113,Challenge Charter Academy,4,Other Completers,Special Education Diplomas,Female,,
2010-11,707,Newton County,113,Challenge Charter Academy,4,Other Completers,Special Education Diplomas,Total,,
2010-11,707,Newton County,113,Challenge Charter Academy,4,Other Completers,Special Education Diplomas,Black,,
2010-11,707,Newton County,113,Challenge Charter Academy,4,Other Completers,Special Education Diplomas,White,,
2010-11,707,Newton County,113,Challenge Charter Academy,4,Other Completers,Special Education Diplomas,Hispanic,,
2010-11,707,Newton County,113,Challenge Charter Academy,4,Other Completers,Special Education Diplomas,Asian,,
2010-11,707,Newton County,113,Challenge Charter Academy,4,Other Completers,Special Education Diplomas,Multi,,
2010-11,707,Newton County,113,Challenge Charter Academy,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2010-11,707,Newton County,113,Challenge Charter Academy,5,Other Completers,Certificates Of Attendance,Male,,
2010-11,707,Newton County,113,Challenge Charter Academy,5,Other Completers,Certificates Of Attendance,Female,,
2010-11,707,Newton County,113,Challenge Charter Academy,5,Other Completers,Certificates Of Attendance,Total,,
2010-11,707,Newton County,113,Challenge Charter Academy,5,Other Completers,Certificates Of Attendance,Black,,
2010-11,707,Newton County,113,Challenge Charter Academy,5,Other Completers,Certificates Of Attendance,White,,
2010-11,707,Newton County,113,Challenge Charter Academy,5,Other Completers,Certificates Of Attendance,Hispanic,,
2010-11,707,Newton County,113,Challenge Charter Academy,5,Other Completers,Certificates Of Attendance,Asian,,
2010-11,707,Newton County,113,Challenge Charter Academy,5,Other Completers,Certificates Of Attendance,Multi,,
2010-11,707,Newton County,113,Challenge Charter Academy,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2010-11,707,Newton County,173,Newton High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,22,36.7
2010-11,707,Newton County,173,Newton High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,38,63.3
2010-11,707,Newton County,173,Newton High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,60,100
2010-11,707,Newton County,173,Newton High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,51,85
2010-11,707,Newton County,173,Newton High School,1,Graduates,Diplomas with Both College Prep. & Voc.,White,TFS,13.3
2010-11,707,Newton County,173,Newton High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,TFS,1.7
2010-11,707,Newton County,173,Newton High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,TFS,0
2010-11,707,Newton County,173,Newton High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,TFS,0
2010-11,707,Newton County,173,Newton High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,TFS,0
2010-11,707,Newton County,173,Newton High School,2,Graduates,Diplomas with College Prep Endorsements,Male,134,47.7
2010-11,707,Newton County,173,Newton High School,2,Graduates,Diplomas with College Prep Endorsements,Female,147,52.3
2010-11,707,Newton County,173,Newton High School,2,Graduates,Diplomas with College Prep Endorsements,Total,281,100
2010-11,707,Newton County,173,Newton High School,2,Graduates,Diplomas with College Prep Endorsements,Black,207,73.7
2010-11,707,Newton County,173,Newton High School,2,Graduates,Diplomas with College Prep Endorsements,White,49,17.4
