"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","OUTOFFIELD_FTE","OUTOFFIELD_FTE_PCT"
"2017-18","Harris County","Park Elementary School","Teachers","Total",39.7,3,8
"2017-18","Harris County","Pine Ridge Elementary School","Teachers","Low Poverty",36.7,2,5
"2017-18","Harris County","Pine Ridge Elementary School","Teachers","Total",36.7,2,5
"2017-18","Hart County","Hart County High School","Teachers","Total",74.8,4,5
"2017-18","Hart County","Hart County Middle School","Teachers","Total",59.2,6.2,11
"2017-18","Hart County","Hart County- All Schools","Teachers","Total",257.3,12.1,5
"2017-18","Hart County","Hartwell Elementary School","Teachers","Total",37.2,0.8,2
"2017-18","Hart County","North Hart Elementary School","Teachers","Total",47.8,0.1,0
"2017-18","Hart County","South Hart Elementary School","Teachers","Total",42.3,1,2
"2017-18","Heard County","Centralhatchee Elementary School","Teachers","Total",16.1,0,0
"2017-18","Heard County","Ephesus Elementary School","Teachers","Total",14.1,1.5,11
"2017-18","Heard County","Heard County High School","Teachers","Total",42,12.1,29
"2017-18","Heard County","Heard County Middle School","Teachers","Total",33,2,6
"2017-18","Heard County","Heard County- All Schools","Teachers","Total",150,18.8,13
"2017-18","Heard County","Heard Elementary School","Teachers","Total",48.8,3.1,6
"2017-18","Henry County","Austin Road Elementary School","Teachers","Total",30,6.9,23
"2017-18","Henry County","Austin Road Middle School","Teachers","Total",56,11.8,21
"2017-18","Henry County","Bethlehem Elementary School","Teachers","Low Poverty",40,16.1,40
"2017-18","Henry County","Bethlehem Elementary School","Teachers","Total",40,16.1,40
"2017-18","Henry County","Cotton Indian Elementary School","Teachers","Total",47.5,19.6,41
"2017-18","Henry County","Dutchtown Elementary School","Teachers","Total",50,5.8,12
"2017-18","Henry County","Dutchtown High","Teachers","Total",234.8,55.2,24
"2017-18","Henry County","Dutchtown Middle School","Teachers","Total",93.1,25.4,27
"2017-18","Henry County","EXCEL Academy","Teachers","Total",91.2,20.5,22
"2017-18","Henry County","Eagle's Landing High School","Teachers","Total",239.6,63.3,26
"2017-18","Henry County","Eagle's Landing Middle School","Teachers","Total",87.4,15.6,18
"2017-18","Henry County","East Lake Elementary","Teachers","Low Poverty",48.5,8.2,17
"2017-18","Henry County","East Lake Elementary","Teachers","Total",48.5,8.2,17
"2017-18","Henry County","Fairview Elementary School","Teachers","Total",43,8.3,19
"2017-18","Henry County","Flippen Elementary School","Teachers","Total",47,8.1,17
"2017-18","Henry County","Hampton Elementary School","Teachers","Total",29,5,17
"2017-18","Henry County","Hampton High School","Teachers","Total",234.2,53,23
"2017-18","Henry County","Hampton Middle School","Teachers","Total",81.2,20,25
"2017-18","Henry County","Henry County High School","Teachers","Total",167.6,42.6,25
"2017-18","Henry County","Henry County Middle School","Teachers","Total",70,17.4,25
"2017-18","Henry County","Henry County- All Schools","Teachers","Low Poverty",942.3,203.4,22
"2017-18","Henry County","Henry County- All Schools","Teachers","Total",2872,603,21
"2017-18","Henry County","Hickory Flat Elementary School","Teachers","Total",43,6.2,14
"2017-18","Henry County","Locust Grove Elementary School","Teachers","Total",37.5,4,11
"2017-18","Henry County","Locust Grove High","Teachers","Low Poverty",236.8,53.5,23
"2017-18","Henry County","Locust Grove High","Teachers","Total",236.8,53.5,23
"2017-18","Henry County","Locust Grove Middle","Teachers","Total",73.9,12.5,17
"2017-18","Henry County","Luella Elementary School","Teachers","Total",55,8.4,15
"2017-18","Henry County","Luella High School","Teachers","Total",226.2,49,22
"2017-18","Henry County","Luella Middle School","Teachers","Total",77.5,19.3,25
"2017-18","Henry County","Mount Carmel Elementary School","Teachers","Total",45,2.2,5
"2017-18","Henry County","New Hope Elementary","Teachers","Low Poverty",46,5.6,12
"2017-18","Henry County","New Hope Elementary","Teachers","Total",46,5.6,12
"2017-18","Henry County","Oakland Elementary School","Teachers","Total",49,5.2,11
"2017-18","Henry County","Ola Elementary School","Teachers","Low Poverty",63,22.9,36
"2017-18","Henry County","Ola Elementary School","Teachers","Total",63,22.9,36
"2017-18","Henry County","Ola High School","Teachers","Low Poverty",230.1,40.4,18
"2017-18","Henry County","Ola High School","Teachers","Total",230.1,40.4,18
"2017-18","Henry County","Ola Middle School","Teachers","Low Poverty",92.2,15.8,17
"2017-18","Henry County","Ola Middle School","Teachers","Total",92.2,15.8,17
"2017-18","Henry County","Pate's Creek Elementary School","Teachers","Total",46,9.4,21
"2017-18","Henry County","Pleasant Grove Elementary School","Teachers","Total",35.5,11.8,33
"2017-18","Henry County","Red Oak Elementary School","Teachers","Total",53,4.8,9
"2017-18","Henry County","Rock Spring Elementary","Teachers","Low Poverty",51,10.5,21
"2017-18","Henry County","Rock Spring Elementary","Teachers","Total",51,10.5,21
"2017-18","Henry County","Rocky Creek Elementary","Teachers","Total",47.5,17.4,37
"2017-18","Henry County","Smith-Barnes Elementary School","Teachers","Total",22.5,5.3,24
"2017-18","Henry County","Stockbridge Elementary School","Teachers","Total",44,7.4,17
"2017-18","Henry County","Stockbridge High School","Teachers","Total",222.6,52.5,24
"2017-18","Henry County","Stockbridge Middle School","Teachers","Total",66,13.3,20
"2017-18","Henry County","Timber Ridge Elementary School","Teachers","Low Poverty",37.5,11.2,30
"2017-18","Henry County","Timber Ridge Elementary School","Teachers","Total",37.5,11.2,30
"2017-18","Henry County","Tussahaw Elementary","Teachers","Total",59,8.4,14
"2017-18","Henry County","Union Grove High","Teachers","Low Poverty",258.4,66.4,26
"2017-18","Henry County","Union Grove High","Teachers","Total",258.4,66.4,26
"2017-18","Henry County","Union Grove Middle","Teachers","Low Poverty",84.5,18.2,22
"2017-18","Henry County","Union Grove Middle","Teachers","Total",84.5,18.2,22
"2017-18","Henry County","Unity Grove Elementary School","Teachers","Low Poverty",55,2.2,4
"2017-18","Henry County","Unity Grove Elementary School","Teachers","Total",55,2.2,4
"2017-18","Henry County","Walnut Creek Elementary","Teachers","Total",52,10.8,21
"2017-18","Henry County","Wesley Lakes Elementary School","Teachers","Total",57,13.3,23
"2017-18","Henry County","Woodland Elementary School","Teachers","Total",53,6.2,12
"2017-18","Henry County","Woodland High School","Teachers","Total",234.8,55.5,24
"2017-18","Henry County","Woodland Middle School","Teachers","Total",78.1,14.4,18
"2017-18","Houston County","Bonaire Elementary School","Teachers","Low Poverty",52,0.2,0
"2017-18","Houston County","Bonaire Elementary School","Teachers","Total",52,0.2,0
"2017-18","Houston County","Bonaire Middle School","Teachers","Low Poverty",64.8,1.7,3
"2017-18","Houston County","Bonaire Middle School","Teachers","Total",64.8,1.7,3
"2017-18","Houston County","C. B. Watson Primary School","Teachers","High Poverty",43,2,5
"2017-18","Houston County","C. B. Watson Primary School","Teachers","Total",43,2,5
"2017-18","Houston County","Centerville Elementary School","Teachers","High Poverty",48,0.4,1
"2017-18","Houston County","Centerville Elementary School","Teachers","Total",48,0.4,1
"2017-18","Houston County","David A. Perdue Primary","Teachers","Low Poverty",50.5,1.2,2
"2017-18","Houston County","David A. Perdue Primary","Teachers","Total",50.5,1.2,2
"2017-18","Houston County","Eagle Springs Elementary","Teachers","Total",55,1,2
"2017-18","Houston County","Feagin Mill Middle School","Teachers","Low Poverty",59.8,1.8,3
"2017-18","Houston County","Feagin Mill Middle School","Teachers","Total",59.8,1.8,3
"2017-18","Houston County","Hilltop Elementary School","Teachers","Total",45,1.5,3
"2017-18","Houston County","Houston County Crossroads Center","Teachers","High Poverty",57.2,5,9
"2017-18","Houston County","Houston County Crossroads Center","Teachers","Total",57.2,5,9
"2017-18","Houston County","Houston County High School","Teachers","Low Poverty",142.6,11.5,8
"2017-18","Houston County","Houston County High School","Teachers","Total",142.6,11.5,8
"2017-18","Houston County","Houston County- All Schools","Teachers","High Poverty",708.7,23.6,3
"2017-18","Houston County","Houston County- All Schools","Teachers","Low Poverty",771.1,34.2,4
"2017-18","Houston County","Houston County- All Schools","Teachers","Total",2043.3,81.8,4
"2017-18","Houston County","Huntington Middle School","Teachers","High Poverty",61.7,2.2,4
"2017-18","Houston County","Huntington Middle School","Teachers","Total",61.7,2.2,4
"2017-18","Houston County","Kings Chapel Elementary School","Teachers","Low Poverty",36,1.1,3
"2017-18","Houston County","Kings Chapel Elementary School","Teachers","Total",36,1.1,3
"2017-18","Houston County","Lake Joy Elementary School","Teachers","Low Poverty",38,1.6,4
"2017-18","Houston County","Lake Joy Elementary School","Teachers","Total",38,1.6,4
"2017-18","Houston County","Lake Joy Primary School","Teachers","Low Poverty",46,1,2
"2017-18","Houston County","Lake Joy Primary School","Teachers","Total",46,1,2
"2017-18","Houston County","Langston Road Elementary School","Teachers","Total",51,1.1,2
"2017-18","Houston County","Lindsey Elementary School","Teachers","High Poverty",34,0.6,2
"2017-18","Houston County","Lindsey Elementary School","Teachers","Total",34,0.6,2
"2017-18","Houston County","Matthew Arthur Elementary School","Teachers","Low Poverty",53,2.8,5
"2017-18","Houston County","Matthew Arthur Elementary School","Teachers","Total",53,2.8,5
"2017-18","Houston County","Miller Elementary School","Teachers","High Poverty",45.5,1.6,4
"2017-18","Houston County","Miller Elementary School","Teachers","Total",45.5,1.6,4
"2017-18","Houston County","Morningside Elementary School","Teachers","High Poverty",35.5,0.6,2
"2017-18","Houston County","Morningside Elementary School","Teachers","Total",35.5,0.6,2
"2017-18","Houston County","Mossy Creek Middle School","Teachers","Low Poverty",55.7,0.2,0
"2017-18","Houston County","Mossy Creek Middle School","Teachers","Total",55.7,0.2,0
"2017-18","Houston County","Northside Elementary School","Teachers","High Poverty",39,1,3
"2017-18","Houston County","Northside Elementary School","Teachers","Total",39,1,3
"2017-18","Houston County","Northside High School","Teachers","Total",139.6,14.6,10
"2017-18","Houston County","Northside Middle School","Teachers","High Poverty",57.7,5.8,10
"2017-18","Houston County","Northside Middle School","Teachers","Total",57.7,5.8,10
"2017-18","Houston County","Parkwood Elementary School","Teachers","High Poverty",47,2.2,5
"2017-18","Houston County","Parkwood Elementary School","Teachers","Total",47,2.2,5
"2017-18","Houston County","Pearl Stephens Elementary School","Teachers","High Poverty",37,3.4,9
"2017-18","Houston County","Pearl Stephens Elementary School","Teachers","Total",37,3.4,9
"2017-18","Houston County","Perdue Elementary School","Teachers","Low Poverty",40,2.5,6
"2017-18","Houston County","Perdue Elementary School","Teachers","Total",40,2.5,6
"2017-18","Houston County","Perry High School","Teachers","Total",112.1,13.9,12
"2017-18","Houston County","Perry Middle School","Teachers","Total",59.8,3.5,6
"2017-18","Houston County","Quail Run Elementary School","Teachers","Low Poverty",51.5,3.2,6
"2017-18","Houston County","Quail Run Elementary School","Teachers","Total",51.5,3.2,6
"2017-18","Houston County","Russell Elementary School","Teachers","High Poverty",50,0.4,1
"2017-18","Houston County","Russell Elementary School","Teachers","Total",50,0.4,1
"2017-18","Houston County","Shirley Hills Elementary School","Teachers","High Poverty",42.2,0.6,1
"2017-18","Houston County","Shirley Hills Elementary School","Teachers","Total",42.2,0.6,1
"2017-18","Houston County","Thomson Middle School","Teachers","Total",65.7,4.3,7
"2017-18","Houston County","Tucker Elementary School","Teachers","High Poverty",32,0.9,3
"2017-18","Houston County","Tucker Elementary School","Teachers","Total",32,0.9,3
"2017-18","Houston County","Veterans High School","Teachers","Low Poverty",143.3,15.9,11
"2017-18","Houston County","Veterans High School","Teachers","Total",143.3,15.9,11
"2017-18","Houston County","Warner Robins High School","Teachers","Total",128,17.9,14
"2017-18","Houston County","Warner Robins Middle School","Teachers","High Poverty",58.6,1.2,2
"2017-18","Houston County","Warner Robins Middle School","Teachers","Total",58.6,1.2,2
"2017-18","Houston County","Westside Elementary School","Teachers","High Poverty",43,3.7,9
"2017-18","Houston County","Westside Elementary School","Teachers","Total",43,3.7,9
"2017-18","Irwin County","Irwin County Elementary School","Teachers","Total",67,3,4
"2017-18","Irwin County","Irwin County High School","Teachers","Total",37.9,1.4,4
"2017-18","Irwin County","Irwin County Middle School","Teachers","Total",37.4,2.8,8
"2017-18","Irwin County","Irwin County- All Schools","Teachers","Total",136.8,5.9,4
"2017-18","Jackson County","East Jackson Comprehensive High School","Teachers","Total",84.2,8.8,10
"2017-18","Jackson County","East Jackson Elementary School","Teachers","Total",65.5,4.9,7
"2017-18","Jackson County","East Jackson Middle School","Teachers","Total",36,6.8,19
"2017-18","Jackson County","Gum Springs Elementary School","Teachers","Low Poverty",82,8,10
"2017-18","Jackson County","Gum Springs Elementary School","Teachers","Total",82,8,10
"2017-18","Jackson County","Jackson County High School","Teachers","Low Poverty",73.8,6.9,9
"2017-18","Jackson County","Jackson County High School","Teachers","Total",73.8,6.9,9
"2017-18","Jackson County","Jackson County- All Schools","Teachers","Low Poverty",283.4,26.9,10
"2017-18","Jackson County","Jackson County- All Schools","Teachers","Total",521.6,50.7,10
"2017-18","Jackson County","Maysville Elementary School","Teachers","Total",39.2,3,8
"2017-18","Jackson County","North Jackson Elementary School","Teachers","Total",49.5,2.7,5
"2017-18","Jackson County","South Jackson Elementary School","Teachers","Total",63.5,9.3,15
"2017-18","Jackson County","West Jackson Elementary School","Teachers","Low Poverty",83,2.3,3
"2017-18","Jackson County","West Jackson Elementary School","Teachers","Total",83,2.3,3
"2017-18","Jackson County","West Jackson Middle School","Teachers","Low Poverty",71.2,8.6,12
"2017-18","Jackson County","West Jackson Middle School","Teachers","Total",71.2,8.6,12
"2017-18","Jasper County","Jasper County High School","Teachers","Total",42.5,8.4,20
"2017-18","Jasper County","Jasper County Middle School","Teachers","Total",40.6,12.2,30
"2017-18","Jasper County","Jasper County Primary School","Teachers","Total",53.3,7.5,14
"2017-18","Jasper County","Jasper County- All Schools","Teachers","Total",167.6,34.6,21
"2017-18","Jasper County","Washington Park Elementary School","Teachers","Total",32.3,6.4,20
"2017-18","Jeff Davis County","Jeff Davis County- All Schools","Teachers","Total",209.7,12.2,6
"2017-18","Jeff Davis County","Jeff Davis Elementary School","Teachers","Total",45.5,2.4,5
"2017-18","Jeff Davis County","Jeff Davis High School","Teachers","Total",57.4,6.4,11
"2017-18","Jeff Davis County","Jeff Davis Middle School","Teachers","Total",47.8,4.9,10
"2017-18","Jeff Davis County","Jeff Davis Primary School","Teachers","Total",56.1,0,0
"2017-18","Jefferson City","Jefferson Academy","Teachers","Low Poverty",57.5,2.9,5
"2017-18","Jefferson City","Jefferson Academy","Teachers","Total",57.5,2.9,5
"2017-18","Jefferson City","Jefferson City- All Schools","Teachers","Low Poverty",254.3,15.3,6
"2017-18","Jefferson City","Jefferson City- All Schools","Teachers","Total",254.3,15.3,6
