"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","OUTOFFIELD_FTE","OUTOFFIELD_FTE_PCT"
"2017-18","Bibb County","Riley Elementary School","Teachers","High Poverty",48.5,11.7,24
"2017-18","Bibb County","Riley Elementary School","Teachers","Total",48.5,11.7,24
"2017-18","Bibb County","Rosa Taylor Elementary School","Teachers","High Poverty",63,10.8,17
"2017-18","Bibb County","Rosa Taylor Elementary School","Teachers","Total",63,10.8,17
"2017-18","Bibb County","Rutland High School","Teachers","High Poverty",114.5,35.1,31
"2017-18","Bibb County","Rutland High School","Teachers","Total",114.5,35.1,31
"2017-18","Bibb County","Rutland Middle School","Teachers","High Poverty",80.8,23.5,29
"2017-18","Bibb County","Rutland Middle School","Teachers","Total",80.8,23.5,29
"2017-18","Bibb County","Skyview Elementary School","Teachers","High Poverty",42,7.1,17
"2017-18","Bibb County","Skyview Elementary School","Teachers","Total",42,7.1,17
"2017-18","Bibb County","Southfield Elementary School","Teachers","High Poverty",73.3,17.2,23
"2017-18","Bibb County","Southfield Elementary School","Teachers","Total",73.3,17.2,23
"2017-18","Bibb County","Southwest High School","Teachers","High Poverty",90.1,30.6,34
"2017-18","Bibb County","Southwest High School","Teachers","Total",90.1,30.6,34
"2017-18","Bibb County","Springdale Elementary School","Teachers","High Poverty",54,7.4,14
"2017-18","Bibb County","Springdale Elementary School","Teachers","Total",54,7.4,14
"2017-18","Bibb County","Union Elementary School","Teachers","High Poverty",51,5.4,11
"2017-18","Bibb County","Union Elementary School","Teachers","Total",51,5.4,11
"2017-18","Bibb County","Veterans Elementary School","Teachers","High Poverty",75.5,12.6,17
"2017-18","Bibb County","Veterans Elementary School","Teachers","Total",75.5,12.6,17
"2017-18","Bibb County","Vineville Academy","Teachers","High Poverty",34.4,4,12
"2017-18","Bibb County","Vineville Academy","Teachers","Total",34.4,4,12
"2017-18","Bibb County","Weaver Middle School","Teachers","High Poverty",76.1,25.3,33
"2017-18","Bibb County","Weaver Middle School","Teachers","Total",76.1,25.3,33
"2017-18","Bibb County","Westside High School","Teachers","High Poverty",120.8,41.8,35
"2017-18","Bibb County","Westside High School","Teachers","Total",120.8,41.8,35
"2017-18","Bibb County","Williams Elementary School","Teachers","High Poverty",36.5,4.9,13
"2017-18","Bibb County","Williams Elementary School","Teachers","Total",36.5,4.9,13
"2017-18","Bleckley County","Bleckley County Elementary School","Teachers","Total",39,7.8,20
"2017-18","Bleckley County","Bleckley County High School","Teachers","Total",45.8,4.9,11
"2017-18","Bleckley County","Bleckley County Primary School","Teachers","Total",47.1,3.3,7
"2017-18","Bleckley County","Bleckley County- All Schools","Teachers","Total",178.5,26.3,15
"2017-18","Bleckley County","Bleckley Middle School","Teachers","Total",41.4,11,27
"2017-18","Brantley County","Atkinson Elementary School","Teachers","Total",26.7,2.3,9
"2017-18","Brantley County","Brantley County High School","Teachers","Total",61.9,17.5,28
"2017-18","Brantley County","Brantley County Middle School","Teachers","Total",42.5,9.5,22
"2017-18","Brantley County","Brantley County- All Schools","Teachers","Total",244.2,33.9,14
"2017-18","Brantley County","Hoboken Elementary School","Teachers","Total",41.3,2,5
"2017-18","Brantley County","Nahunta Elementary School","Teachers","Total",19.8,2,10
"2017-18","Brantley County","Nahunta Primary School","Teachers","Total",32.5,2.7,8
"2017-18","Brantley County","Waynesville Primary School","Teachers","Total",30.6,1.8,6
"2017-18","Bremen City","Bremen 4th & 5th Grade Academy","Teachers","Low Poverty",21.2,0,0
"2017-18","Bremen City","Bremen 4th & 5th Grade Academy","Teachers","Total",21.2,0,0
"2017-18","Bremen City","Bremen City- All Schools","Teachers","Low Poverty",159.4,1.9,1
"2017-18","Bremen City","Bremen City- All Schools","Teachers","Total",159.4,1.9,1
"2017-18","Bremen City","Bremen High School","Teachers","Low Poverty",51.5,0.6,1
"2017-18","Bremen City","Bremen High School","Teachers","Total",51.5,0.6,1
"2017-18","Bremen City","Bremen Middle School","Teachers","Low Poverty",34.1,1,3
"2017-18","Bremen City","Bremen Middle School","Teachers","Total",34.1,1,3
"2017-18","Bremen City","Jones Elementary School","Teachers","Low Poverty",52.3,0,0
"2017-18","Bremen City","Jones Elementary School","Teachers","Total",52.3,0,0
"2017-18","Brooks County","Brooks County Early Learning Center","Teachers","Total",11,0,0
"2017-18","Brooks County","Brooks County High School","Teachers","High Poverty",34.3,5.6,16
"2017-18","Brooks County","Brooks County High School","Teachers","Total",34.3,5.6,16
"2017-18","Brooks County","Brooks County Middle School","Teachers","High Poverty",33.5,12.5,37
"2017-18","Brooks County","Brooks County Middle School","Teachers","Total",33.5,12.5,37
"2017-18","Brooks County","Brooks County- All Schools","Teachers","High Poverty",144.1,29.9,21
"2017-18","Brooks County","Brooks County- All Schools","Teachers","Total",155.1,29.9,19
"2017-18","Brooks County","Delta Innovative School","Teachers","High Poverty",10.5,3.9,37
"2017-18","Brooks County","Delta Innovative School","Teachers","Total",10.5,3.9,37
"2017-18","Brooks County","North Brooks Elementary School","Teachers","High Poverty",32.7,4.8,15
"2017-18","Brooks County","North Brooks Elementary School","Teachers","Total",32.7,4.8,15
"2017-18","Brooks County","Quitman Elementary School","Teachers","High Poverty",42.3,5.1,12
"2017-18","Brooks County","Quitman Elementary School","Teachers","Total",42.3,5.1,12
"2017-18","Bryan County","Bryan County Elementary School","Teachers","Total",42.5,4.6,11
"2017-18","Bryan County","Bryan County High School","Teachers","Total",43.3,9.7,22
"2017-18","Bryan County","Bryan County Middle School","Teachers","Total",38.5,11.7,30
"2017-18","Bryan County","Bryan County- All Schools","Teachers","Low Poverty",478,24.7,5
"2017-18","Bryan County","Bryan County- All Schools","Teachers","Total",641,51,8
"2017-18","Bryan County","Dr. George Washington Carver Elementary School","Teachers","Low Poverty",55.5,4.8,9
"2017-18","Bryan County","Dr. George Washington Carver Elementary School","Teachers","Total",55.5,4.8,9
"2017-18","Bryan County","Lanier Primary School","Teachers","Total",51.5,2,4
"2017-18","Bryan County","McAllister Elementary School","Teachers","Low Poverty",73,1.6,2
"2017-18","Bryan County","McAllister Elementary School","Teachers","Total",73,1.6,2
"2017-18","Bryan County","Richmond Hill Elementary School","Teachers","Low Poverty",65.5,2.3,3
"2017-18","Bryan County","Richmond Hill Elementary School","Teachers","Total",65.5,2.3,3
"2017-18","Bryan County","Richmond Hill High School","Teachers","Low Poverty",149.5,10.2,7
"2017-18","Bryan County","Richmond Hill High School","Teachers","Total",149.5,10.2,7
"2017-18","Bryan County","Richmond Hill Middle School","Teachers","Low Poverty",101,6.8,7
"2017-18","Bryan County","Richmond Hill Middle School","Teachers","Total",101,6.8,7
"2017-18","Bryan County","Richmond Hill Primary School","Teachers","Low Poverty",61,0.7,1
"2017-18","Bryan County","Richmond Hill Primary School","Teachers","Total",61,0.7,1
"2017-18","Buford City","Buford Academy","Teachers","Low Poverty",149.4,9.4,6
"2017-18","Buford City","Buford Academy","Teachers","Total",149.4,9.4,6
"2017-18","Buford City","Buford City- All Schools","Teachers","Low Poverty",478.5,26.7,6
"2017-18","Buford City","Buford City- All Schools","Teachers","Total",478.5,26.7,6
"2017-18","Buford City","Buford Elementary School","Teachers","Low Poverty",88,1.6,2
"2017-18","Buford City","Buford Elementary School","Teachers","Total",88,1.6,2
"2017-18","Buford City","Buford High School","Teachers","Low Poverty",154.8,10.5,7
"2017-18","Buford City","Buford High School","Teachers","Total",154.8,10.5,7
"2017-18","Buford City","Buford Middle School","Teachers","Low Poverty",99.5,5.3,5
"2017-18","Buford City","Buford Middle School","Teachers","Total",99.5,5.3,5
"2017-18","Bulloch County","Brooklet Elementary School","Teachers","Low Poverty",40.5,0.8,2
"2017-18","Bulloch County","Brooklet Elementary School","Teachers","Total",40.5,0.8,2
"2017-18","Bulloch County","Bulloch County- All Schools","Teachers","Low Poverty",110,8.7,8
"2017-18","Bulloch County","Bulloch County- All Schools","Teachers","Total",711.6,68.7,10
"2017-18","Bulloch County","Julia P. Bryant Elementary School","Teachers","Total",49.5,3.5,7
"2017-18","Bulloch County","Langston Chapel Elementary School","Teachers","Total",43,1.5,3
"2017-18","Bulloch County","Langston Chapel Middle School","Teachers","Total",50.4,6,12
"2017-18","Bulloch County","Mattie Lively Elementary School","Teachers","Total",41.5,1.9,5
"2017-18","Bulloch County","Mill Creek Elementary School","Teachers","Total",47,3,6
"2017-18","Bulloch County","Nevils Elementary School","Teachers","Total",34.5,4.3,12
"2017-18","Bulloch County","Portal Elementary School","Teachers","Total",33.1,3,9
"2017-18","Bulloch County","Portal Middle/High School","Teachers","Total",39.4,5,13
"2017-18","Bulloch County","Sallie Zetterower Elementary School","Teachers","Total",53,4.1,8
"2017-18","Bulloch County","Southeast Bulloch High School","Teachers","Low Poverty",68.1,8.6,13
"2017-18","Bulloch County","Southeast Bulloch High School","Teachers","Total",68.1,8.6,13
"2017-18","Bulloch County","Southeast Bulloch Middle School","Teachers","Total",51.5,9.1,18
"2017-18","Bulloch County","Statesboro High School","Teachers","Total",120.9,23.9,20
"2017-18","Bulloch County","Stilson Elementary School","Teachers","Total",31.4,2,6
"2017-18","Bulloch County","William James Middle School","Teachers","Total",52.3,10.2,19
"2017-18","Burke County","Blakeney Elementary","Teachers","High Poverty",56,1.7,3
"2017-18","Burke County","Blakeney Elementary","Teachers","Total",56,1.7,3
"2017-18","Burke County","Burke County High School","Teachers","High Poverty",90.7,4.7,5
"2017-18","Burke County","Burke County High School","Teachers","Total",90.7,4.7,5
"2017-18","Burke County","Burke County Middle School","Teachers","High Poverty",76.4,6.9,9
"2017-18","Burke County","Burke County Middle School","Teachers","Total",76.4,6.9,9
"2017-18","Burke County","Burke County- All Schools","Teachers","High Poverty",322,14.8,5
"2017-18","Burke County","Burke County- All Schools","Teachers","Total",322,14.8,5
"2017-18","Burke County","S G A Elementary School","Teachers","High Poverty",23.5,0,0
"2017-18","Burke County","S G A Elementary School","Teachers","Total",23.5,0,0
"2017-18","Burke County","Waynesboro Primary School","Teachers","High Poverty",80,1.7,2
"2017-18","Burke County","Waynesboro Primary School","Teachers","Total",80,1.7,2
"2017-18","Butts County","Butts County- All Schools","Teachers","Total",256,26,10
"2017-18","Butts County","Hampton L. Daughtry Elementary School","Teachers","Total",42.6,2.7,6
"2017-18","Butts County","Henderson Middle School","Teachers","Total",52.7,6.3,12
"2017-18","Butts County","Jackson Elementary School","Teachers","Total",38.7,1.6,4
"2017-18","Butts County","Jackson High School","Teachers","Total",86.2,15.2,18
"2017-18","Butts County","Stark Elementary School","Teachers","Total",43.9,1.4,3
"2017-18","Calhoun City","Calhoun City- All Schools","Teachers","Low Poverty",76.9,9.7,13
"2017-18","Calhoun City","Calhoun City- All Schools","Teachers","Total",247.6,23.6,10
"2017-18","Calhoun City","Calhoun Elementary School","Teachers","Total",60.7,1.3,2
"2017-18","Calhoun City","Calhoun High School","Teachers","Low Poverty",73.1,10,14
"2017-18","Calhoun City","Calhoun High School","Teachers","Total",73.1,10,14
"2017-18","Calhoun City","Calhoun Middle School","Teachers","Total",54.4,7.2,13
"2017-18","Calhoun City","Calhoun Primary School","Teachers","Total",63.2,6.2,10
"2017-18","Calhoun County","Calhoun County Elementary School","Teachers","High Poverty",19,0,0
"2017-18","Calhoun County","Calhoun County Elementary School","Teachers","Total",19,0,0
"2017-18","Calhoun County","Calhoun County High School","Teachers","High Poverty",19.1,3.4,18
"2017-18","Calhoun County","Calhoun County High School","Teachers","Total",19.1,3.4,18
"2017-18","Calhoun County","Calhoun County Middle School","Teachers","High Poverty",14,9.6,68
"2017-18","Calhoun County","Calhoun County Middle School","Teachers","Total",14,9.6,68
"2017-18","Calhoun County","Calhoun County- All Schools","Teachers","High Poverty",51.1,11.9,23
"2017-18","Calhoun County","Calhoun County- All Schools","Teachers","Total",51.1,11.9,23
"2017-18","Camden County","Camden County High School","Teachers","Low Poverty",176.4,9.9,6
"2017-18","Camden County","Camden County High School","Teachers","Total",176.4,9.9,6
"2017-18","Camden County","Camden County- All Schools","Teachers","Low Poverty",210.2,11.3,5
"2017-18","Camden County","Camden County- All Schools","Teachers","Total",594.2,22.8,4
"2017-18","Camden County","Camden Middle School","Teachers","Total",72,5.5,8
"2017-18","Camden County","Crooked River Elementary School","Teachers","Total",36,2,5
"2017-18","Camden County","David L Rainer Elementary School","Teachers","Total",27,0.3,1
"2017-18","Camden County","Kingsland Elementary School","Teachers","Total",29,2,7
"2017-18","Camden County","Mamie Lou Gross Elementary School","Teachers","Total",39,2,5
"2017-18","Camden County","Mary Lee Clark Elementary School","Teachers","Total",33,0.3,1
"2017-18","Camden County","Matilda Harris Elementary School","Teachers","Total",38,2.1,5
"2017-18","Camden County","Saint Marys Elementary School","Teachers","Total",41,1.4,3
"2017-18","Camden County","Saint Marys Middle School","Teachers","Total",62,2.2,4
"2017-18","Camden County","Sugarmill Elementary","Teachers","Low Poverty",36,2,6
"2017-18","Camden County","Sugarmill Elementary","Teachers","Total",36,2,6
"2017-18","Camden County","Woodbine Elementary School","Teachers","Total",27,2.3,9
"2017-18","Candler County","Candler County- All Schools","Teachers","Total",142.9,10.3,7
"2017-18","Candler County","Metter Elementary School","Teachers","Total",69.2,2.8,4
"2017-18","Candler County","Metter High School","Teachers","Total",44.1,7.3,17
"2017-18","Candler County","Metter Middle School","Teachers","Total",36.2,1.9,5
"2017-18","Carroll County","Bay Springs Middle School","Teachers","Total",53.3,5.5,10
"2017-18","Carroll County","Bowdon Elementary School","Teachers","Total",42,3.1,7
"2017-18","Carroll County","Bowdon High School","Teachers","Total",63.4,14.6,23
"2017-18","Carroll County","Bowdon Middle School","Teachers","Total",24.2,3.5,15
"2017-18","Carroll County","Carroll County- All Schools","Teachers","High Poverty",10,9,90
"2017-18","Carroll County","Carroll County- All Schools","Teachers","Total",1013.2,159.4,16
"2017-18","Carroll County","Central Elementary School","Teachers","Total",73,12,16
"2017-18","Carroll County","Central High School","Teachers","Total",108.7,21.2,19
"2017-18","Carroll County","Central Middle School","Teachers","Total",61.9,10.7,17
"2017-18","Carroll County","Glanton-Hindsman Elementary","Teachers","Total",42,6.1,15
"2017-18","Carroll County","Ithica Elementary","Teachers","Total",45.8,4,9
"2017-18","Carroll County","KidsPeace","Teachers","High Poverty",10,9,90
"2017-18","Carroll County","KidsPeace","Teachers","Total",10,9,90
"2017-18","Carroll County","Mount Zion Elementary School","Teachers","Total",48,12.6,26
"2017-18","Carroll County","Mt. Zion High School","Teachers","Total",55.5,9.3,17
"2017-18","Carroll County","Mt. Zion Middle School","Teachers","Total",23.1,4.8,21
"2017-18","Carroll County","Providence Elementary School","Teachers","Total",28.1,3.3,12
"2017-18","Carroll County","Roopville Elementary School","Teachers","Total",27.1,0.7,3
"2017-18","Carroll County","Sand Hill Elementary School","Teachers","Total",49.9,4.5,9
"2017-18","Carroll County","Sharp Creek Elementary School","Teachers","Total",41,9.8,24
