"DETAIL_LVL_DESC","INSTN_NUMBER","SCHOOL_DSTRCT_CD","LONG_SCHOOL_YEAR","INSTN_NAME","SCHOOL_DSTRCT_NM","GRADES_SERVED_DESC","ENROLL_PERCENT_ASIAN","ENROLL_PERCENT_NATIVE","ENROLL_PERCENT_BLACK","ENROLL_PERCENT_HISPANIC","ENROLL_PERCENT_MULTIRACIAL","ENROLL_PERCENT_WHITE","ENROLL_PERCENT_MIGRANT","ENROLL_PERCENT_ED","ENROLL_PERCENT_SWD","ENROLL_PERCENT_LEP","ENROLL_COUNT_REMEDIAL_GR_6_8","ENROLL_PCT_REMEDIAL_GR_6_8","ENROLL_COUNT_EIP_K_5","ENROLL_PERCENT_EIP_K_5","ENROLL_COUNT_REMEDIAL_GR_9_12","ENROLL_PCT_REMEDIAL_GR_9_12","ENROLL_COUNT_SPECIAL_ED_K12","ENROLL_PCT_SPECIAL_ED_K12","ENROLL_COUNT_ESOL","ENROLL_PCT_ESOL","ENROLL_COUNT_SPECIAL_ED_PK","ENROLL_PCT_SPECIAL_ED_PK","ENROLL_COUNT_VOCATION_9_12","ENROLL_PCT_VOCATION_9_12","ENROLL_COUNT_ALT_PROGRAMS","ENROLL_PCT_ALT_PROGRAMS","ENROLL_COUNT_GIFTED","ENROLL_PCT_GIFTED"
"School","0180","660","2014-15","Dolvin Elementary School","Fulton County","KK,01,02,03,04,05",25,0,9,8,5,53,0,15,8.1,11,,,116,13.3,,,71,8.1,52,6,5,100,,,0,0,93,10.7
"School","0184","660","2014-15","Crabapple Middle School","Fulton County","06,07,08",4,0,15,7,3,71,0,16,9.8,2,68,7.2,,,,,93,9.8,0,0,0,0,,,0,0,392,41.3
"School","0186","660","2014-15","Camp Creek Middle School","Fulton County","06,07,08",0,0,96,3,1,1,0,91,18.4,0,107,14.5,,,,,136,18.4,0,0,0,0,,,23,3.1,63,8.5
"School","0187","660","2014-15","Barnwell Elementary School","Fulton County","PK,KK,01,02,03,04,05",17,0,12,6,5,61,0,7,6.4,5,,,70,9.1,,,49,6.4,26,3.4,13,39.4,,,0,0,96,12.5
"School","0189","660","2014-15","McNair Middle School","Fulton County","06,07,08",0,0,95,3,1,0,0,94,18.3,1,214,26,,,,,151,18.3,0,0,0,0,,,6,0.7,63,7.7
"School","0190","660","2014-15","Lake Windward Elementary School","Fulton County","PK,KK,01,02,03,04,05",24,0,8,9,4,55,0,8,14.4,10,,,45,6.7,,,97,14.4,32,4.7,15,100,,,0,0,64,9.5
"School","0191","660","2014-15","Roswell High School","Fulton County","09,10,11,12",4,0,14,17,4,61,0,24,11.5,5,,,,,27,1.3,238,11.5,65,3.1,0,0,830,39.9,1,0,692,33.3
"School","0192","660","2014-15","Hapeville Elementary School","Fulton County","PK,KK,01,02,03,04,05",1,0,30,61,2,6,0,95,7.1,41,,,142,22,,,46,7.1,230,35.6,9,11.8,,,0,0,16,2.5
"School","0193","660","2014-15","Crabapple Crossing Elementary School","Fulton County","PK,KK,01,02,03,04,05",20,0,4,6,5,65,0,2,6.8,7,,,66,8.5,,,53,6.8,28,3.6,9,100,,,0,0,104,13.4
"School","0195","660","2014-15","New Prospect Elementary School","Fulton County","PK,KK,01,02,03,04,05",23,0,12,12,3,50,0,16,12.2,17,,,44,8.9,,,60,12.2,40,8.1,4,100,,,0,0,76,15.4
"School","0197","660","2014-15","Northwood Elementary School","Fulton County","PK,KK,01,02,03,04,05",6,0,13,21,4,55,0,28,10.2,17,,,78,10.6,,,75,10.2,79,10.7,8,100,,,0,0,68,9.3
"School","0198","660","2014-15","Centennial High School","Fulton County","09,10,11,12",5,0,23,20,4,48,0,32,12.7,5,,,,,272,14.7,235,12.7,59,3.2,0,0,852,46.1,3,0.2,451,24.4
"School","0199","660","2014-15","Stonewall Tell Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,95,2,3,0,0,56,6.7,0,,,300,26.9,,,75,6.7,0,0,4,80,,,0,0,59,5.3
"School","0202","660","2014-15","Hillside Elementary School","Fulton County","PK,KK,01,02,03,04,05",2,0,20,43,3,32,0,61,11.3,36,,,175,26.7,,,74,11.3,149,22.7,12,33.3,,,0,0,41,6.3
"School","0203","660","2014-15","Northview High School","Fulton County","09,10,11,12",47,0,11,5,3,35,0,6,5.2,4,,,,,136,7.1,99,5.2,36,1.9,0,0,579,30.1,3,0.2,824,42.9
"School","0204","660","2014-15","KIPP South Fulton Academy School","Fulton County","05,06,07,08",0,0,93,6,1,0,0,69,4.3,3,45,18.7,48,54.5,,,14,4.3,5,1.5,0,0,,,0,0,,
"School","0205","660","2014-15","Alpharetta High School","Fulton County","09,10,11,12",18,0,19,9,3,50,0,11,10.3,3,,,,,215,10.4,212,10.3,27,1.3,0,0,713,34.6,0,0,800,38.8
"School","0206","660","2014-15","Oakley Elementary School","Fulton County","PK,KK,01,02,03,04,05",1,0,90,7,2,1,0,84,9.4,5,,,165,21,,,74,9.4,30,3.8,9,29,,,0,0,29,3.7
"School","0207","660","2014-15","Dunwoody Springs Elementary School","Fulton County","PK,KK,01,02,03,04,05",2,0,51,23,5,20,0,70,15,19,,,109,17.4,,,94,15,90,14.4,15,28.8,,,0,0,63,10.1
"School","0215","660","2014-15","Chattahoochee Hills Charter School","Fulton County","KK,01,02,03,04,05,06",1,0,72,1,2,24,0,49,5.8,0,,,0,0,,,17,5.8,0,0,0,0,,,0,0,23,7.9
"School","0273","660","2014-15","S. L. Lewis Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,95,3,0,1,0,94,9.2,1,,,150,28.2,,,49,9.2,0,0,5,10.2,,,0,0,21,4
"School","0275","660","2014-15","Nolan Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,98,1,1,0,0,93,9.2,0,,,150,21.9,,,63,9.2,0,0,15,25.9,,,0,0,15,2.2
"School","0276","660","2014-15","Gullatt Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,87,10,2,1,0,94,5.9,9,,,180,39.2,,,27,5.9,29,6.3,1,2.3,,,0,0,9,2
"School","0284","660","2014-15","Holcomb Bridge Middle School","Fulton County","06,07,08",3,0,31,34,4,28,0,55,14.7,11,103,12.3,,,,,123,14.7,47,5.6,0,0,,,4,0.5,209,25
"School","0286","660","2014-15","Ridgeview Charter School","Fulton County","06,07,08",2,0,18,49,2,28,0,57,11,15,120,10.8,,,,,122,11,120,10.8,0,0,,,1,0.1,307,27.7
"School","0289","660","2014-15","Woodland Middle School","Fulton County","06,07,08",0,0,85,13,1,0,0,91,14.6,4,315,30.5,,,,,151,14.6,26,2.5,0,0,,,26,2.5,103,10
"School","0290","660","2014-15","Tubman Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,92,7,0,1,0,95,10.4,5,,,122,23,,,55,10.4,25,4.7,2,4.4,,,3,0.6,20,3.8
"School","0291","660","2014-15","Creekside High School","Fulton County","09,10,11,12",0,0,86,10,1,2,0,77,12.8,2,,,,,203,12.4,210,12.8,29,1.8,0,0,1208,73.9,27,1.7,60,3.7
"School","0292","660","2014-15","Palmetto Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,65,21,4,9,0,88,10.6,8,,,108,21.6,,,53,10.6,30,6,13,23.6,,,0,0,12,2.4
"School","0295","660","2014-15","Findley Oaks Elementary School","Fulton County","PK,KK,01,02,03,04,05",30,0,10,7,2,50,0,6,9.3,9,,,45,6.9,,,61,9.3,27,4.1,12,48,,,0,0,64,9.8
"School","0297","660","2014-15","State Bridge Crossing Elementary School","Fulton County","PK,KK,01,02,03,04,05",25,0,10,9,5,52,0,15,8.8,7,,,88,11.4,,,68,8.8,35,4.5,9,18,,,0,0,98,12.6
"School","0298","660","2014-15","Sweet Apple Elementary School","Fulton County","PK,KK,01,02,03,04,05",4,0,7,5,4,79,0,6,10.6,4,,,63,9,,,74,10.6,18,2.6,6,100,,,0,0,88,12.6
"School","0299","660","2014-15","Manning Oaks Elementary School","Fulton County","PK,KK,01,02,03,04,05",21,0,25,22,5,28,0,31,8.3,24,,,101,12.8,,,65,8.3,140,17.8,4,14.8,,,0,0,29,3.7
"School","0301","660","2014-15","Heritage Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,95,3,1,1,0,100,11.4,6,,,173,23.8,,,83,11.4,22,3,0,0,,,0,0,13,1.8
"School","0302","660","2014-15","Elkins Pointe Middle School","Fulton County","06,07,08",6,0,11,37,3,43,0,43,13.9,17,97,8.6,,,,,156,13.9,82,7.3,0,0,,,3,0.3,393,34.9
"School","0303","660","2014-15","Cogburn Woods Elementary School","Fulton County","PK,KK,01,02,03,04,05",17,0,14,10,4,54,0,12,7.6,4,,,79,8.8,,,68,7.6,16,1.8,16,100,,,0,0,62,6.9
"School","0305","660","2014-15","Autrey Mill Middle School","Fulton County","06,07,08",25,0,9,7,3,56,0,9,8.7,4,0,0,,,,,121,8.7,24,1.7,0,0,,,1,0.1,654,47.2
"School","0307","660","2014-15","Georgia Baptist Chidlren's Home and Family Ministries","Fulton County","05,06,07,08,09,10",5,0,35,15,5,40,0,100,50,0,0,0,1,20,4,44.4,10,50,0,0,0,0,0,0,0,0,1,5
"School","0373","660","2014-15","Mountain Park Elementary School","Fulton County","PK,KK,01,02,03,04,05",4,0,6,5,4,81,0,7,14,2,,,114,13.5,,,118,14,10,1.2,9,90,,,0,0,178,21.1
"School","0383","660","2014-15","McClarin Alternative School","Fulton County","10,11,12",0,0,95,3,0,1,0,100,6.1,0,,,,,76,35.8,13,6.1,0,0,0,0,87,41,212,100,,
"School","0384","660","2014-15","Haynes Bridge Middle School","Fulton County","06,07,08",5,0,21,17,4,52,0,26,15.2,3,55,7.4,,,,,113,15.2,0,0,0,0,,,0,0,269,36.3
"School","0386","660","2014-15","Independence Alternative School","Fulton County","10,11,12",1,0,34,38,5,22,0,55,7.4,3,,,,,104,59.1,13,7.4,0,0,0,0,32,18.2,176,100,,
"School","0390","660","2014-15","Randolph Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,98,1,1,0,0,73,7.6,0,,,161,27.1,,,45,7.6,0,0,5,10.4,,,0,0,29,4.9
"School","0391","660","2014-15","Bear Creek Middle School","Fulton County","06,07,08",0,0,83,12,2,2,0,87,14.2,3,404,42,,,,,137,14.2,14,1.5,0,0,,,12,1.2,89,9.3
"School","0392","660","2014-15","Chattahoochee High School","Fulton County","09,10,11,12",23,0,13,8,4,51,0,11,8.9,2,,,,,100,5.3,168,8.9,22,1.2,0,0,916,48.7,10,0.5,802,42.7
"School","0397","660","2014-15","River Eves Elementary School","Fulton County","PK,KK,01,02,03,04,05",5,0,25,24,5,41,0,43,11.4,17,,,64,8.1,,,91,11.4,82,10.3,16,100,,,0,0,84,10.6
"School","0398","660","2014-15","Shakerag Elementary School","Fulton County","PK,KK,01,02,03,04,05",63,0,6,4,4,23,0,5,7.2,12,,,18,2.3,,,57,7.2,63,8,5,10.6,,,0,0,273,34.7
"School","0402","660","2014-15","River Trail Middle School","Fulton County","06,07,08",47,0,11,4,4,34,0,6,6.7,4,7,0.5,,,,,94,6.7,29,2.1,0,0,,,0,0,694,49.4
"School","0405","660","2014-15","Wilson Creek Elementary School","Fulton County","PK,KK,01,02,03,04,05",50,0,12,6,4,28,0,11,5,17,,,57,7.3,,,39,5,52,6.6,8,100,,,0,0,107,13.6
"School","0406","660","2014-15","Amana Academy School","Fulton County","KK,01,02,03,04,05,06,07,08",16,0,38,8,6,32,0,40,4.2,11,9,4.2,0,0,,,29,4.2,50,7.2,0,0,,,0,0,83,11.9
"School","0491","660","2014-15","Medlock Bridge Elementary School","Fulton County","PK,KK,01,02,03,04,05",36,0,11,8,4,41,0,10,7.4,16,,,52,8.4,,,46,7.4,65,10.5,12,25,,,0,0,63,10.1
"School","0497","660","2014-15","Webb Bridge Middle School","Fulton County","06,07,08",24,0,12,8,4,52,0,10,8,5,56,4,,,,,111,8,30,2.2,0,0,,,0,0,594,42.7
"School","0501","660","2014-15","Hamilton E. Holmes Elementary","Fulton County","PK,KK,01,02,03,04,05",0,0,78,19,1,2,0,98,7,16,,,265,34.6,,,54,7,95,12.4,17,33.3,,,0,0,22,2.9
"School","0503","660","2014-15","Liberty Point Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,89,7,3,1,0,85,13.6,0,,,148,20.4,,,99,13.6,0,0,12,24.5,,,0,0,29,4
"School","0505","660","2014-15","Sandtown Middle School","Fulton County","06,07,08",0,0,97,1,1,0,0,65,14,0,162,13.9,,,,,163,14,0,0,0,0,,,6,0.5,183,15.7
"School","0506","660","2014-15","Fulton Science Academy High School","Fulton County","09,10,11,12",21,0,31,8,5,35,0,22,4.9,4,,,,,10,3.8,13,4.9,4,1.5,0,0,171,64.5,1,0.4,54,20.4
"School","0591","660","2014-15","Taylor Road Middle School","Fulton County","06,07,08",23,0,15,11,4,48,0,15,10.4,3,17,1.6,,,,,108,10.4,15,1.4,0,0,,,0,0,401,38.4
"School","0597","660","2014-15","Northwestern Middle School","Fulton County","06,07,08",10,0,9,7,4,70,0,9,8.6,2,24,1.8,,,,,115,8.6,13,1,0,0,,,0,0,593,44.5
"School","0603","660","2014-15","Sandy Springs Middle School","Fulton County","06,07,08",2,0,50,25,4,19,0,66,12,9,82,8.9,,,,,110,12,33,3.6,0,0,,,3,0.3,175,19
"School","0605","660","2014-15","Hapeville Charter Middle School","Fulton County","06,07,08,09,10",1,0,85,13,1,1,0,82,6.4,3,149,27.1,,,,,35,6.4,10,1.8,0,0,,,0,0,103,18.7
"School","0691","660","2014-15","Tri-Cities High School","Fulton County","09,10,11,12",1,0,78,19,1,2,0,80,12.5,5,,,,,553,32.5,213,12.5,61,3.6,0,0,1240,72.9,22,1.3,131,7.7
"School","0701","660","2014-15","Ocee Elementary School","Fulton County","PK,KK,01,02,03,04,05",26,0,10,14,5,44,0,17,9.2,9,,,72,9.2,,,72,9.2,36,4.6,12,100,,,0,0,72,9.2
"School","0702","660","2014-15","Woodland Elementary School","Fulton County","PK,KK,01,02,03,04,05",12,0,43,23,3,18,0,56,8.9,20,,,112,13.2,,,76,8.9,139,16.3,21,37.5,,,0,0,69,8.1
"School","0803","660","2014-15","Paul D. West Middle School","Fulton County","06,07,08",1,0,64,31,2,2,0,94,15.1,10,238,32.5,,,,,111,15.1,44,6,0,0,,,20,2.7,45,6.1
"School","0909","660","2014-15","Lake Forest Elementary","Fulton County","PK,KK,01,02,03,04,05",1,0,5,92,0,1,0,98,10.1,82,,,114,12.7,,,91,10.1,592,65.8,16,19.8,,,0,0,28,3.1
"School","0910","660","2014-15","Johns Creek High School","Fulton County","09,10,11,12",23,0,9,6,3,60,0,7,5.4,3,,,,,15,0.7,109,5.4,25,1.2,0,0,731,36.4,0,0,924,45.9
"School","1010","660","2014-15","Cliftondale Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,98,1,0,0,0,65,7.6,0,,,205,24.5,,,64,7.6,0,0,24,51.1,,,0,0,29,3.5
"School","1050","660","2014-15","Alpharetta Elementary School","Fulton County","PK,KK,01,02,03,04,05",9,0,17,10,3,61,0,22,20.3,10,,,66,12,,,112,20.3,29,5.3,2,8.3,,,0,0,79,14.3
"School","1064","660","2014-15","Oak Knoll Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,61,37,1,1,0,93,7.9,34,,,160,38.2,,,33,7.9,96,22.9,1,2.3,,,0,0,17,4.1
"School","1067","660","2014-15","Roswell North Elementary School","Fulton County","PK,KK,01,02,03,04,05",2,0,14,14,5,65,0,23,9.3,7,,,156,15.8,,,92,9.3,48,4.9,10,31.3,,,0,0,95,9.6
"School","1110","660","2014-15","Langston Hughes High School","Fulton County","09,10,11,12",0,0,93,5,1,1,0,75,11.5,0,,,,,475,25.1,217,11.5,0,0,0,0,1192,63,24,1.3,145,7.7
"School","1210","660","2014-15","Birmingham Falls Elementary School","Fulton County","PK,KK,01,02,03,04,05",5,0,4,3,3,85,0,2,10.8,1,,,55,7.6,,,78,10.8,0,0,6,85.7,,,0,0,69,9.5
"School","1310","660","2014-15","Ison Springs Elementary School","Fulton County","PK,KK,01,02,03,04,05",2,0,46,37,4,10,0,81,11.3,25,,,66,8.9,,,84,11.3,122,16.4,2,4.7,,,0,0,24,3.2
"School","2058","660","2014-15","Bethune Elementary School","Fulton County","PK,KK,01,02,03,04,05",1,1,94,4,0,0,0,92,9.2,2,,,173,24.6,,,65,9.2,0,0,4,9.1,,,0,0,44,6.3
"School","2070","660","2014-15","Campbell Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,69,27,2,2,0,91,10.2,20,,,268,31.4,,,87,10.2,120,14.1,5,17.9,,,0,0,26,3
"School","2550","660","2014-15","Brookview Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,97,2,0,0,0,96,8,0,,,184,37.6,,,39,8,0,0,3,4.4,,,0,0,17,3.5
"School","3056","660","2014-15","Heards Ferry Elementary School","Fulton County","PK,KK,01,02,03,04,05",4,0,6,5,2,83,0,5,6.7,2,,,43,6.4,,,45,6.7,0,0,7,25,,,0,0,97,14.5
"School","3058","660","2014-15","Lee Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,94,3,0,2,0,85,10.4,0,,,210,46.3,,,47,10.4,0,0,0,0,,,0,0,34,7.5
"School","3064","660","2014-15","Parklane Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,72,23,2,3,0,100,12.2,20,,,118,28.2,,,51,12.2,56,13.4,0,0,,,0,0,7,1.7
"School","3066","660","2014-15","Riverwood International Charter School","Fulton County","09,10,11,12",3,0,29,32,3,34,0,41,8.4,7,,,,,283,18.2,131,8.4,62,4,0,0,779,50.2,1,0.1,422,27.2
"School","4056","660","2014-15","High Point Elementary School","Fulton County","PK,KK,01,02,03,04,05",5,0,18,42,3,32,0,55,10.2,31,,,147,20.3,,,74,10.2,163,22.5,5,7,,,0,0,31,4.3
"School","4060","660","2014-15","Mimosa Elementary School","Fulton County","PK,KK,01,02,03,04,05",2,0,15,76,1,6,0,93,11.2,68,,,243,22.5,,,121,11.2,579,53.6,3,12,,,0,0,21,1.9
"School","4062","660","2014-15","North Springs High School","Fulton County","09,10,11,12",3,0,55,13,3,26,0,46,7.1,4,,,,,217,13.1,118,7.1,45,2.7,0,0,836,50.6,7,0.4,290,17.5
"School","4069","660","2014-15","E. C. West Elementary School","Fulton County","PK,KK,01,02,03,04,05",1,0,82,13,2,2,0,76,8.5,6,,,136,18.1,,,64,8.5,33,4.4,3,4.5,,,0,0,21,2.8
"School","5052","660","2014-15","Conley Hills Elementary School","Fulton County","PK,KK,01,02,03,04,05",0,0,63,31,2,3,0,97,13.8,26,,,163,38.2,,,59,13.8,93,21.8,1,2,,,0,0,17,4
"School","5060","660","2014-15","Mount Olive Elementary School","Fulton County","PK,KK,01,02,03,04,05",1,0,87,10,2,0,0,95,11.6,10,,,191,29.2,,,76,11.6,47,7.2,11,20.4,,,0,0,9,1.4
"School","5069","660","2014-15","Westlake High School","Fulton County","09,10,11,12",1,0,97,1,1,0,0,61,7.9,0,,,,,302,14.9,160,7.9,0,0,0,0,1143,56.5,9,0.4,176,8.7
"District","ALL","660","2014-15","All Column Values","Fulton County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",10,0,43,14,3,31,0,45,10,8,2400,11.2,7401,17.2,3684,12.8,9374,10,5121,5.5,497,23.8,14215,49.3,636,0.7,16586,17.8
"School","0103","661","2014-15","Mountain View Elementary","Gilmer County","KK,01,02,03,04",0,0,0,19,2,78,1,71,7.6,18,,,135,27.1,,,38,7.6,85,17,0,0,,,0,0,11,2.2
"School","0107","661","2014-15","Clear Creek Middle School","Gilmer County","07,08",0,0,0,23,0,76,1,67,8.9,10,33,4.9,,,,,60,8.9,55,8.2,0,0,,,5,0.7,66,9.8
"School","0112","661","2014-15","Gilmer Middle school","Gilmer County","05,06",0,0,0,26,0,73,2,75,8.6,16,30,10.3,89,28.5,,,52,8.6,53,8.8,0,0,,,0,0,43,7.1
"School","0113","661","2014-15","Ellijay Primary School","Gilmer County","PK,KK,01",0,0,0,30,0,68,1,83,6.5,31,,,205,44.6,,,30,6.5,134,29.1,13,8.3,,,0,0,,
"School","0196","661","2014-15","Gilmer High School","Gilmer County","09,10,11,12",0,0,0,20,1,79,1,60,9.2,5,,,,,23,1.9,111,9.2,39,3.2,0,0,576,47.6,11,0.9,151,12.5
"School","0212","661","2014-15","Ellijay Elementary School","Gilmer County","02,03,04",0,0,0,28,1,70,2,76,8.6,24,,,222,31.7,,,60,8.6,141,20.1,0,0,,,0,0,23,3.3
"District","ALL","661","2014-15","All Column Values","Gilmer County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,0,24,1,75,1,70,8.5,15,63,6.5,651,33,23,1.9,351,8.5,507,12.2,13,8.3,576,47.6,16,0.4,294,7.1
"School","0196","662","2014-15","Glascock County Consolidated School","Glascock County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,7,0,1,91,0,58,7,0,41,29.3,51,21.1,89,47.3,40,7,0,0,2,5.4,142,75.5,3,0.5,39,6.8
"District","ALL","662","2014-15","All Column Values","Glascock County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,7,0,1,91,0,58,7,0,41,29.3,51,21.1,89,47.3,40,7,0,0,2,5.4,142,75.5,3,0.5,39,6.8
"School","0106","663","2014-15","Sterling Elementary School","Glynn County","PK,KK,01,02,03,04,05",1,0,26,16,4,52,0,75,8.4,13,,,249,32.8,,,64,8.4,92,12.1,7,11.7,,,0,0,54,7.1
"School","0107","663","2014-15","Morningstar Treatment Services, Inc. Youth Estate","Glynn County","03,04,05,06,07,08,09,10,11,12",0,0,37,6,4,53,0,96,100,0,0,0,0,0,0,0,49,100,0,0,0,0,0,0,0,0,,
"School","0112","663","2014-15","Glynn Middle","Glynn County","06,07,08",1,0,30,13,3,53,0,51,11.5,8,193,24.8,,,,,89,11.5,21,2.7,0,0,,,12,1.5,192,24.7
"School","0114","663","2014-15","Jane Macon Middle","Glynn County","06,07,08",1,0,33,8,4,53,0,69,13.4,5,450,57.9,,,,,104,13.4,17,2.2,0,0,,,7,0.9,110,14.2
"School","0116","663","2014-15","Risley Middle School","Glynn County","06,07,08",0,0,35,4,3,57,0,59,16.3,2,353,55.9,,,,,103,16.3,7,1.1,0,0,,,10,1.6,97,15.3
"School","0178","663","2014-15","Glyndale Elementary School","Glynn County","PK,KK,01,02,03,04,05",1,0,31,20,5,43,0,88,9.9,19,,,163,26.4,,,61,9.9,93,15.1,8,11.6,,,0,0,38,6.2
"School","0190","663","2014-15","Golden Isles Elementary School","Glynn County","PK,KK,01,02,03,04,05",2,0,35,9,4,51,0,73,11.7,7,,,210,28.9,,,85,11.7,34,4.7,5,20,,,0,0,36,5
"School","0195","663","2014-15","Oglethorpe Point Elementary School","Glynn County","PK,KK,01,02,03,04,05",1,0,14,9,4,71,0,29,9,5,,,82,13.9,,,53,9,25,4.3,5,11.4,,,0,0,168,28.6
"School","0198","663","2014-15","Satilla Marsh Elementary School","Glynn County","PK,KK,01,02,03,04,05",1,0,13,4,3,78,0,49,10.1,1,,,132,18.5,,,72,10.1,7,1,4,7,,,0,0,53,7.4
"School","0199","663","2014-15","Needwood Middle School","Glynn County","06,07,08",4,0,42,13,4,37,0,70,16.8,7,302,44.2,,,,,115,16.8,19,2.8,0,0,,,17,2.5,98,14.3
"School","0298","663","2014-15","Greer Elementary School","Glynn County","PK,KK,01,02,03,04,05",3,0,25,9,4,59,0,49,9.3,5,,,170,25.1,,,63,9.3,30,4.4,7,11.5,,,0,0,94,13.9
"School","1052","663","2014-15","Altama Elementary School","Glynn County","PK,KK,01,02,03,04,05",3,0,63,17,6,11,0,92,10.5,14,,,159,29.8,,,56,10.5,56,10.5,8,17,,,1,0.2,4,0.8
"School","1056","663","2014-15","St. Simons Elementary School","Glynn County","PK,KK,01,02,03,04,05",0,0,19,17,2,61,0,56,9.4,15,,,167,33.3,,,47,9.4,63,12.6,11,15.5,,,0,0,55,11
"School","3552","663","2014-15","Brunswick High School","Glynn County","09,10,11,12",3,0,41,7,3,45,0,63,14.1,2,,,,,103,5.9,245,14.1,26,1.5,0,0,714,41.1,50,2.9,210,12.1
"School","4052","663","2014-15","Burroughs-Molette Elementary School","Glynn County","PK,KK,01,02,03,04,05",0,0,82,13,2,3,0,95,19.5,11,,,182,35.1,,,101,19.5,55,10.6,7,13.7,,,0,0,3,0.6
"School","4752","663","2014-15","Glynn Academy","Glynn County","09,10,11,12",2,0,25,8,3,62,0,41,9.7,2,,,,,55,3.1,173,9.7,25,1.4,0,0,542,30.3,20,1.1,321,17.9
"School","5052","663","2014-15","Goodyear Elementary School","Glynn County","PK,KK,01,02,03,04,05",0,0,75,13,3,9,0,96,14,11,,,210,37.7,,,78,14,52,9.3,9,19.6,,,0,0,6,1.1
"District","ALL","663","2014-15","All Column Values","Glynn County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",2,0,35,10,3,49,0,63,12.3,7,1298,45,1724,27.8,158,4.4,1558,12.3,622,4.9,71,13.4,1256,35.3,117,0.9,1531,12.1
"School","0106","664","2014-15","Sonoraville High School","Gordon County","09,10,11,12",0,2,1,3,2,91,0,50,9.5,4,,,,,354,32.6,103,9.5,7,0.6,0,0,632,58.2,5,0.5,128,11.8
"School","0110","664","2014-15","Sonoraville Elementary","Gordon County","PK,KK,01,02,03,04,05",1,0,2,13,2,83,0,57,10.5,11,,,69,12,,,60,10.5,40,7,0,0,,,0,0,14,2.4
"School","0115","664","2014-15","Red Bud Middle School","Gordon County","06,07",1,1,2,5,3,88,0,57,10,6,71,12.9,,,,,55,10,10,1.8,0,0,,,0,0,82,14.9
"School","0176","664","2014-15","Tolbert Elementary School","Gordon County","PK,KK,01,02,03,04,05",1,1,2,25,3,69,1,81,8,14,,,111,19.8,,,45,8,54,9.6,1,1.5,,,0,0,40,7.1
"School","0190","664","2014-15","Red Bud Elementary School","Gordon County","PK,KK,01,02,03,04,05",1,0,2,15,2,79,0,72,7.8,14,,,71,12.3,,,45,7.8,64,11.1,0,0,,,0,0,41,7.1
"School","0192","664","2014-15","Sonoraville East Middle School","Gordon County","08",1,0,2,3,2,91,0,62,12.4,4,7,2.4,,,,,36,12.4,5,1.7,0,0,,,0,0,30,10.3
"School","0274","664","2014-15","Swain Elementary School","Gordon County","PK,KK,01,02,03,04,05",0,1,2,20,4,73,0,74,12.2,16,,,52,11.6,,,55,12.2,53,11.8,0,0,,,0,0,20,4.4
"School","0286","664","2014-15","Gordon Central High School","Gordon County","09,10,11,12",1,1,2,17,4,76,0,67,12.9,4,,,,,131,15.5,109,12.9,16,1.9,0,0,444,52.7,6,0.7,86,10.2
"School","0292","664","2014-15","Ashworth Middle School","Gordon County","06,07,08",1,1,1,19,3,76,0,75,14.8,11,90,13.6,,,,,98,14.8,29,4.4,0,0,,,1,0.2,58,8.8
"School","1050","664","2014-15","Belwood Elementary School","Gordon County","PK,KK,01,02,03,04,05",1,1,3,22,2,72,0,71,10.3,18,,,55,12.3,,,46,10.3,66,14.8,22,22.4,,,0,0,37,8.3
"School","2050","664","2014-15","Fairmount Elementary School","Gordon County","PK,KK,01,02,03,04,05",0,1,1,1,3,94,1,74,11.1,1,,,21,5.3,,,44,11.1,1,0.3,2,4.9,,,0,0,12,3
"District","ALL","664","2014-15","All Column Values","Gordon County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,1,2,13,3,81,0,66,10.8,9,168,11.2,379,12.6,485,25.2,696,10.8,345,5.4,25,6.7,1076,55.8,12,0.2,547,8.5
"School","0174","665","2014-15","Washington Middle School","Grady County","06,07,08",0,0,49,20,2,29,1,89,10.5,6,87,13.2,,,,,69,10.5,19,2.9,0,0,,,14,2.1,24,3.6
