"DETAIL_LVL_DESC","INSTN_NUMBER","SCHOOL_DSTRCT_CD","LONG_SCHOOL_YEAR","INSTN_NAME","SCHOOL_DSTRCT_NM","GRADES_SERVED_DESC","ENROLL_PERCENT_ASIAN","ENROLL_PERCENT_NATIVE","ENROLL_PERCENT_BLACK","ENROLL_PERCENT_HISPANIC","ENROLL_PERCENT_MULTIRACIAL","ENROLL_PERCENT_WHITE","ENROLL_PERCENT_MIGRANT","ENROLL_PERCENT_ED","ENROLL_PERCENT_SWD","ENROLL_PERCENT_LEP","ENROLL_COUNT_REMEDIAL_GR_6_8","ENROLL_PCT_REMEDIAL_GR_6_8","ENROLL_COUNT_EIP_K_5","ENROLL_PERCENT_EIP_K_5","ENROLL_COUNT_REMEDIAL_GR_9_12","ENROLL_PCT_REMEDIAL_GR_9_12","ENROLL_COUNT_SPECIAL_ED_K12","ENROLL_PCT_SPECIAL_ED_K12","ENROLL_COUNT_ESOL","ENROLL_PCT_ESOL","ENROLL_COUNT_SPECIAL_ED_PK","ENROLL_PCT_SPECIAL_ED_PK","ENROLL_COUNT_VOCATION_9_12","ENROLL_PCT_VOCATION_9_12","ENROLL_COUNT_ALT_PROGRAMS","ENROLL_PCT_ALT_PROGRAMS","ENROLL_COUNT_GIFTED","ENROLL_PCT_GIFTED"
"School","0291","644","2014-15","Salem Middle School","DeKalb County","06,07,08",0,0,96,2,1,0,0,84,13.2,0,105,9.6,,,,,144,13.2,4,0.4,0,0,,,7,0.6,57,5.2
"School","0293","644","2014-15","Shadow Rock Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,96,3,1,1,0,99,9.6,1,,,89,14,,,61,9.6,5,0.8,0,0,,,0,0,46,7.2
"School","0297","644","2014-15","Edward L. Bouie, Sr. Elementary School","DeKalb County","PK,KK,01,02,03,04,05",1,0,96,2,2,0,0,64,3.9,1,,,0,0,,,27,3.9,5,0.7,3,6.8,,,0,0,114,16.5
"School","0301","644","2014-15","Columbia Middle School","DeKalb County","06,07,08",0,0,97,1,1,0,0,99,12.2,1,96,10.2,,,,,114,12.2,0,0,0,0,,,6,0.6,90,9.6
"School","0305","644","2014-15","Oakview Elementary","DeKalb County","PK,KK,01,02,03,04,05",0,1,96,2,1,0,0,95,8.9,1,,,171,22.3,,,68,8.9,4,0.5,1,2.3,,,0,0,23,3
"School","0309","644","2014-15","Wadsworth Magnet School for High Achievers","DeKalb County","04,05,06",3,0,93,2,0,1,0,51,1.2,1,0,0,0,0,,,3,1.2,0,0,0,0,,,0,0,184,75.4
"School","0311","644","2014-15","Leadership Preparatory Academy","DeKalb County","KK,01,02,03,04,05,06,07,08",1,0,97,2,0,0,0,57,2,0,0,0,0,0,,,11,2,0,0,0,0,,,0,0,70,12.5
"School","0314","644","2014-15","The GLOBE Academy Charter School","DeKalb County","KK,01,02,03,04,05",5,0,22,11,7,54,0,5,3.9,2,,,11,2.5,,,17,3.9,4,0.9,0,0,,,0,0,61,13.9
"School","0315","644","2014-15","Tapestry Public Charter School","DeKalb County","06,07,08,09",1,1,39,3,4,51,0,0,48.9,2,0,0,,,,,45,48.9,0,0,0,0,,,0,0,18,19.6
"School","0375","644","2014-15","Fairington Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,98,1,1,0,0,100,6.2,1,,,142,20.5,,,43,6.2,6,0.9,3,15.8,,,0,0,33,4.8
"School","0397","644","2014-15","Stephenson Middle School","DeKalb County","06,07,08",0,0,95,3,1,1,0,90,10.3,1,15,1.5,,,,,104,10.3,7,0.7,0,0,,,2,0.2,108,10.7
"School","0399","644","2014-15","Robert Shaw Theme School","DeKalb County","PK,KK,01,02,03,04,05",3,0,94,2,1,1,0,89,3.1,33,,,13,2.8,,,14,3.1,90,19.7,0,0,,,0,0,62,13.6
"School","0401","644","2014-15","Mary McLeod Bethune Middle School","DeKalb County","06,07,08",1,0,93,5,1,0,0,100,11.8,3,141,15.6,,,,,106,11.8,11,1.2,0,0,,,21,2.3,66,7.3
"School","0406","644","2014-15","Chamblee Middle School","DeKalb County","06,07,08",12,1,25,19,3,41,0,33,7.2,8,0,0,,,,,64,7.2,36,4,0,0,,,1,0.1,462,51.9
"School","0407","644","2014-15","Dekalb Early College Academy","DeKalb County","09,10,11,12",2,0,90,6,1,1,0,59,0.3,1,,,,,0,0,1,0.3,0,0,0,0,0,0,335,100,44,13.1
"School","0409","644","2014-15","Ronald E McNair Discover Learning Academy Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,96,3,0,1,0,98,6.9,3,,,348,40.6,,,59,6.9,13,1.5,0,0,,,0,0,48,5.6
"School","0410","644","2014-15","DeKalb School of the Arts","DeKalb County","08,09,10,11,12",2,0,61,3,3,31,0,27,3,0,0,0,,,0,0,11,3,0,0,0,0,56,18.9,0,0,196,53
"School","0475","644","2014-15","Bob Mathis Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,95,1,2,1,0,89,16.5,1,,,62,14.7,,,70,16.5,4,0.9,15,40.5,,,0,0,12,2.8
"School","0497","644","2014-15","Stephenson High School","DeKalb County","09,10,11,12",0,0,95,2,2,1,0,67,9.9,1,,,,,0,0,159,9.9,5,0.3,0,0,606,37.9,9,0.6,84,5.3
"School","0500","644","2014-15","DeKalb Alternative School","DeKalb County","06,07,08,09,10,11,12",4,0,87,6,2,2,0,99,24.4,4,0,0,,,0,0,38,24.4,9,5.8,0,0,34,27.6,153,98.1,,
"School","0503","644","2014-15","East DeKalb Special Education Center","DeKalb County","PK,KK,01,02,03,04,05,06,07,08,10,12",3,0,45,0,0,53,0,0,94.7,0,0,0,0,0,0,0,36,94.7,0,0,240,91.6,0,0,0,0,,
"School","0506","644","2014-15","Stone Mountain Middle School","DeKalb County","06,07,08",6,0,83,9,0,1,0,96,14.9,11,0,0,,,,,137,14.9,50,5.4,0,0,,,23,2.5,66,7.2
"School","0507","644","2014-15","The Champion Middle Theme School","DeKalb County","06,07,08",1,0,98,1,0,0,0,58,2.8,3,0,0,,,,,22,2.8,0,0,0,0,,,1,0.1,178,22.6
"School","0510","644","2014-15","Margaret Harris Comprehensive School","DeKalb County","KK,01,02,03,04,05,06,07,08,09,10,11,12",5,2,66,11,0,17,0,56,100,5,0,0,0,0,0,0,64,100,0,0,0,0,0,0,0,0,,
"School","0575","644","2014-15","Stone Mill Elementary School","DeKalb County","PK,KK,01,02,03,04,05",1,0,80,14,2,2,0,98,7.8,17,,,93,17.6,,,41,7.8,58,11,0,0,,,0,0,11,2.1
"School","0597","644","2014-15","Miller Grove Middle School","DeKalb County","06,07,08",0,0,97,2,1,0,0,93,12.3,2,0,0,,,,,120,12.3,1,0.1,0,0,,,0,0,68,7
"School","0605","644","2014-15","Tucker Middle School","DeKalb County","06,07,08",13,0,64,11,2,9,0,78,9,19,22,1.7,,,,,113,9,128,10.2,0,0,,,0,0,210,16.7
"School","0606","644","2014-15","Gateway to College Academy","DeKalb County","10,11,12",1,0,90,3,0,6,0,26,8.1,0,,,,,0,0,7,8.1,0,0,0,0,1,1.2,86,100,,
"School","0610","644","2014-15","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","DeKalb County","09,10,11,12",0,0,97,2,1,0,0,51,2.9,0,,,,,0,0,37,2.9,3,0.2,0,0,1036,80.4,33,2.6,316,24.5
"School","0675","644","2014-15","Woodridge Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,94,4,2,0,0,85,9.9,3,,,129,23.2,,,55,9.9,10,1.8,8,27.6,,,0,0,17,3.1
"School","0705","644","2014-15","DeKalb PATH Academy Charter School","DeKalb County","05,06,07,08",5,0,10,84,0,1,0,98,4.3,37,0,0,35,39.8,,,16,4.3,78,21.2,0,0,,,0,0,45,12.2
"School","0707","644","2014-15","UHS of Laurel Heights","DeKalb County","02,03,04,05,06,07,08,09,11",0,0,59,4,0,37,0,11,77.8,0,0,0,0,0,0,0,21,77.8,0,0,0,0,0,0,0,0,,
"School","0797","644","2014-15","Henderson Middle School","DeKalb County","06,07,08",6,0,26,36,2,30,0,57,8.7,15,113,7.2,,,,,138,8.7,114,7.2,0,0,,,3,0.2,498,31.6
"School","0805","644","2014-15","International Community School","DeKalb County","KK,01,02,03,04,05",33,0,37,5,5,20,0,63,3,42,,,60,15,,,12,3,125,31.2,0,0,,,0,0,37,9.2
"School","0810","644","2014-15","Elizabeth Andrews High School","DeKalb County","10,11,12",6,0,78,13,1,2,0,58,8.2,18,,,,,326,56.6,47,8.2,71,12.3,0,0,82,14.2,576,100,,
"School","0897","644","2014-15","Druid Hills Middle School","DeKalb County","06,07,08",14,0,44,14,3,25,0,58,13,16,0,0,,,,,117,13,106,11.8,0,0,,,12,1.3,191,21.2
"School","1010","644","2014-15","DeKalb Academy of Technology and the Environment Charter School","DeKalb County","KK,01,02,03,04,05,06,07,08",1,0,94,4,1,0,0,38,1.5,2,0,0,23,4.7,,,11,1.5,0,0,0,0,,,0,0,163,21.8
"School","1050","644","2014-15","DeKalb Elementary School of the Arts","DeKalb County","KK,01,02,03,04,05,06,07",0,0,98,1,1,1,0,69,3,1,0,0,0,0,,,16,3,0,0,0,0,,,0,0,149,28
"School","1052","644","2014-15","Brockett Elementary School","DeKalb County","PK,KK,01,02,03,04,05",17,1,33,29,4,16,0,77,7,35,,,84,18.3,,,32,7,125,27.2,0,0,,,0,0,64,13.9
"School","1053","644","2014-15","Chapel Hill Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,95,3,1,0,0,91,8.7,1,,,151,24.8,,,53,8.7,0,0,0,0,,,0,0,27,4.4
"School","1054","644","2014-15","Columbia Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,98,1,0,0,0,98,8.3,1,,,227,40,,,47,8.3,2,0.4,6,21.4,,,0,0,19,3.4
"School","1055","644","2014-15","Dresden Elementary School","DeKalb County","PK,KK,01,02,03,04,05",2,0,2,94,0,1,0,90,4.2,88,,,0,0,,,49,4.2,728,62.7,0,0,,,0,0,53,4.6
"School","1056","644","2014-15","Evansdale Elementary School","DeKalb County","PK,KK,01,02,03,04,05",6,1,25,39,2,28,0,58,7.8,29,,,68,11.8,,,45,7.8,117,20.2,1,4.5,,,0,0,164,28.4
"School","1057","644","2014-15","McNair Middle School","DeKalb County","06,07,08",0,0,94,3,1,1,0,99,15.4,2,132,18.9,,,,,107,15.4,9,1.3,0,0,,,5,0.7,33,4.7
"School","1059","644","2014-15","Idlewood Elementary School","DeKalb County","PK,KK,01,02,03,04,05",16,0,77,3,1,2,0,100,5.2,37,,,468,52.1,,,47,5.2,208,23.2,12,21.8,,,0,0,34,3.8
"School","1061","644","2014-15","Livsey Elementary School","DeKalb County","PK,KK,01,02,03,04,05",7,0,25,21,5,42,0,41,13.3,17,,,0,0,,,46,13.3,39,11.3,6,21.4,,,0,0,91,26.4
"School","1070","644","2014-15","Tucker High School","DeKalb County","09,10,11,12",12,0,66,10,2,10,0,63,8.1,15,,,,,76,4.1,150,8.1,172,9.3,0,0,1050,57,3,0.2,266,14.4
"School","1071","644","2014-15","Woodward Elementary School","DeKalb County","PK,KK,01,02,03,04,05",1,0,2,96,0,1,0,85,4.8,87,,,191,19.5,,,47,4.8,742,75.9,1,1.5,,,0,0,15,1.5
"School","1100","644","2014-15","International Student Center","DeKalb County","07,08,09",27,0,20,47,0,6,1,100,0,100,0,0,,,,,0,0,288,99.3,0,0,,,0,0,,
"School","2050","644","2014-15","Allgood Elementary School","DeKalb County","PK,KK,01,02,03,04,05",2,0,91,4,1,2,0,84,9.6,14,,,84,14.1,,,57,9.6,27,4.5,11,20.8,,,0,0,34,5.7
"School","2054","644","2014-15","Columbia High School","DeKalb County","09,10,11,12",0,0,98,1,0,0,0,88,12.9,1,,,,,0,0,156,12.9,8,0.7,0,0,550,45.4,15,1.2,74,6.1
"School","2055","644","2014-15","Druid Hills High School","DeKalb County","09,10,11,12",12,0,51,10,4,23,0,54,11.3,13,,,,,70,5.1,156,11.3,113,8.2,0,0,483,34.8,5,0.4,237,17.1
"School","2056","644","2014-15","Fernbank Elementary School","DeKalb County","PK,KK,01,02,03,04,05",15,0,19,4,5,57,0,12,9.9,5,,,61,10.5,,,58,9.9,24,4.1,0,0,,,0,0,247,42.4
"School","2058","644","2014-15","Henderson Mill Elementary School","DeKalb County","PK,KK,01,02,03,04,05",7,1,27,44,3,18,0,67,8.4,34,,,165,28.4,,,49,8.4,115,19.8,0,0,,,0,0,139,23.9
"School","2059","644","2014-15","Indian Creek Elementary School","DeKalb County","PK,KK,01,02,03,04,05",61,0,31,4,0,5,0,100,3.4,86,,,87,8.4,,,35,3.4,809,78.2,9,17.3,,,0,0,9,0.9
"School","2060","644","2014-15","Knollwood Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,92,3,3,2,0,98,22.8,1,,,19,5.6,,,78,22.8,0,0,17,45.9,,,0,0,11,3.2
"School","2061","644","2014-15","McLendon Elementary School","DeKalb County","PK,KK,01,02,03,04,05",25,1,45,12,3,14,0,90,8.8,45,,,271,76.8,,,31,8.8,122,34.6,0,0,,,0,0,2,0.6
"School","2062","644","2014-15","Midvale Elementary School","DeKalb County","PK,KK,01,02,03,04,05",5,1,46,13,4,31,0,59,19.5,18,,,55,13.2,,,81,19.5,48,11.5,0,0,,,0,0,73,17.5
"School","2065","644","2014-15","Cary Reynolds Elementary School","DeKalb County","PK,KK,01,02,03,04,05",9,0,5,84,0,2,0,94,6.1,76,,,77,6.9,,,68,6.1,727,65.1,1,2.3,,,0,0,42,3.8
"School","2068","644","2014-15","Stone Mountain Elementary School","DeKalb County","PK,KK,01,02,03,04,05",1,0,87,7,2,3,0,100,6.1,7,,,166,30,,,34,6.1,23,4.2,0,0,,,0,0,14,2.5
"School","3050","644","2014-15","Ashford Park Elementary School","DeKalb County","PK,KK,01,02,03,04,05",6,1,12,27,6,48,0,36,11.2,16,,,1,0.2,,,60,11.2,59,11,16,42.1,,,0,0,108,20.1
"School","3051","644","2014-15","Briarlake Elementary School","DeKalb County","PK,KK,01,02,03,04,05",9,0,26,8,7,50,0,31,15.6,9,,,0,0,,,59,15.6,22,5.8,0,0,,,0,0,87,23
"School","3052","644","2014-15","Canby Lane Elementary School","DeKalb County","PK,KK,01,02,03,04,05",2,0,92,5,1,0,0,89,9.5,4,,,101,16.3,,,59,9.5,25,4,2,4.9,,,0,0,34,5.5
"School","3053","644","2014-15","Chesnut Elementary School","DeKalb County","PK,KK,01,02,03",6,0,37,16,3,38,0,32,9.8,11,,,1,0.2,,,42,9.8,30,7,0,0,,,0,0,122,28.4
"School","3055","644","2014-15","Dunaire Elementary School","DeKalb County","PK,KK,01,02,03,04,05",3,0,91,3,1,1,0,88,7.7,12,,,0,0,,,63,7.7,47,5.8,5,11.9,,,0,0,25,3.1
"School","3056","644","2014-15","Flat Shoals Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,98,1,0,0,0,96,7.3,1,,,182,33,,,40,7.3,3,0.5,9,30,,,0,0,21,3.8
"School","3057","644","2014-15","Hambrick Elementary School","DeKalb County","PK,KK,01,02,03,04,05",11,0,77,10,1,1,0,96,8.9,13,,,67,10.7,,,56,8.9,52,8.3,0,0,,,0,0,48,7.6
"School","3059","644","2014-15","Jolly Elementary School","DeKalb County","PK,KK,01,02,03,04,05",39,0,52,4,2,3,0,97,6.2,61,,,154,18.3,,,52,6.2,380,45.2,12,21.8,,,0,0,32,3.8
"School","3060","644","2014-15","Lakeside High School","DeKalb County","09,10,11,12",8,0,28,27,1,35,0,42,7.7,8,,,,,0,0,158,7.7,96,4.7,0,0,920,44.9,6,0.3,504,24.6
"School","3061","644","2014-15","Meadowview Elementary School","DeKalb County","PK,KK,01,02,03,04,05",1,0,95,2,1,1,0,98,7.9,3,,,0,0,,,29,7.9,5,1.4,3,12,,,0,0,21,5.7
"School","3062","644","2014-15","Midway Elementary School","DeKalb County","PK,KK,01,02,03,04,05",2,0,91,5,1,1,0,100,8.9,7,,,175,31.6,,,49,8.9,34,6.1,1,4.5,,,0,0,19,3.4
"School","3063","644","2014-15","Oak Grove Elementary School","DeKalb County","PK,KK,01,02,03,04,05",12,0,10,7,4,66,0,7,12.7,3,,,0,0,,,77,12.7,4,0.7,3,13.6,,,0,0,218,36
"School","3064","644","2014-15","Pleasantdale Elementary School","DeKalb County","PK,KK,01,02,03,04,05",2,1,26,66,3,2,0,98,8.2,53,,,171,23.9,,,59,8.2,192,26.8,6,22.2,,,0,0,32,4.5
"School","3065","644","2014-15","Rock Chapel Elementary School","DeKalb County","PK,KK,01,02,03,04,05",2,0,91,4,1,1,0,82,8.7,2,,,236,50,,,41,8.7,5,1.1,6,22.2,,,0,0,29,6.1
"School","3067","644","2014-15","Smoke Rise Elementary School","DeKalb County","PK,KK,01,02,03,04,05",6,0,59,25,4,7,0,81,10.2,31,,,58,14,,,42,10.2,95,23,7,25.9,,,0,0,43,10.4
"School","3069","644","2014-15","Toney Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,99,0,1,0,0,99,7.2,1,,,156,38.5,,,29,7.2,0,0,0,0,,,0,0,21,5.2
"School","3070","644","2014-15","McNair High School","DeKalb County","09,10,11,12",0,0,96,2,0,1,0,91,16.8,1,,,,,74,9.2,136,16.8,3,0.4,0,0,371,45.9,7,0.9,13,1.6
"School","4051","644","2014-15","Briar Vista Elementary School","DeKalb County","PK,KK,01,02,03,04,05",10,0,27,36,2,25,0,52,11.4,41,,,56,13.9,,,46,11.4,141,35.1,12,22.2,,,0,0,51,12.7
"School","4052","644","2014-15","Murphy Candler Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,96,2,1,1,0,89,8.6,1,,,48,9.6,,,43,8.6,7,1.4,3,12.5,,,0,0,32,6.4
"School","4053","644","2014-15","Clarkston High School","DeKalb County","09,10,11,12",30,0,63,3,1,3,0,84,8.8,40,,,,,55,3.6,136,8.8,485,31.4,0,0,607,39.3,3,0.2,56,3.6
"School","4054","644","2014-15","Cross Keys High School","DeKalb County","09,10,11,12",7,0,8,83,0,1,0,91,6,40,,,,,72,5.5,79,6,346,26.3,0,0,474,36,1,0.1,72,5.5
"School","4058","644","2014-15","Hightower Elementary School","DeKalb County","PK,KK,01,02,03,04,05",4,0,10,83,1,2,0,100,7.2,70,,,542,66.9,,,58,7.2,504,62.2,1,4.5,,,0,0,23,2.8
"School","4059","644","2014-15","Kelley Lake Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,98,1,1,0,0,99,13,2,,,153,45.3,,,44,13,4,1.2,0,0,,,0,0,15,4.4
"School","4060","644","2014-15","Laurel Ridge Elementary School","DeKalb County","PK,KK,01,02,03,04,05",11,0,24,18,3,43,0,45,15.3,20,,,30,7.1,,,65,15.3,63,14.8,0,0,,,0,0,63,14.8
"School","4062","644","2014-15","Montclair Elementary School","DeKalb County","PK,KK,01,02,03,04,05",1,0,5,93,0,1,0,95,7.7,87,,,64,6,,,82,7.7,744,70.3,1,1.5,,,0,0,12,1.1
"School","4063","644","2014-15","Oakcliff Elementary School","DeKalb County","PK,KK,01,02,03,04,05",14,0,11,71,1,3,0,94,6.9,47,,,185,27,,,47,6.9,241,35.2,0,0,,,0,0,82,12
"School","4064","644","2014-15","Rainbow Elementary School","DeKalb County","PK,KK,01,02,03,04,05",1,0,97,1,1,0,0,98,11.1,2,,,182,45,,,45,11.1,6,1.5,1,4.5,,,0,0,55,13.6
"School","4065","644","2014-15","Rowland Elementary School","DeKalb County","PK,KK,01,02,03,04,05",1,0,91,5,1,1,0,100,10.2,7,,,162,27.6,,,60,10.2,37,6.3,4,16,,,0,0,28,4.8
"School","4067","644","2014-15","Snapfinger Elementary School","DeKalb County","PK,KK,01,02,03,04,05",1,0,97,1,1,1,0,98,7.8,1,,,96,12.2,,,62,7.8,4,0.5,2,4.5,,,0,0,19,2.4
"School","4068","644","2014-15","Stoneview Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,88,9,2,0,0,99,8.3,8,,,137,16.7,,,68,8.3,50,6.1,5,18.5,,,0,0,22,2.7
"School","4069","644","2014-15","Towers High School","DeKalb County","09,10,11,12",1,0,95,3,1,0,0,81,14.5,3,,,,,288,28.8,145,14.5,15,1.5,0,0,416,41.6,22,2.2,62,6.2
"School","5016","644","2014-15","Coralwood Education Center","DeKalb County","PK,KK",7,0,12,4,7,70,0,10,51.2,2,,,0,0,,,43,51.2,0,0,63,42,,,0,0,,
"School","5050","644","2014-15","Avondale Elementary School","DeKalb County","PK,KK,01,02,03,04,05",7,0,86,4,3,1,0,100,5.8,13,,,129,27.7,,,27,5.8,40,8.6,0,0,,,0,0,18,3.9
"School","5052","644","2014-15","Chamblee Charter High School","DeKalb County","09,10,11,12",12,0,42,14,4,28,0,37,6.6,4,,,,,18,1.4,86,6.6,28,2.1,0,0,529,40.4,3,0.2,673,51.4
"School","5053","644","2014-15","Clifton Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,92,6,1,1,0,100,7.2,5,,,299,85.7,,,25,7.2,12,3.4,1,4.5,,,0,0,20,5.7
"School","5055","644","2014-15","Dunwoody High School","DeKalb County","09,10,11,12",8,1,19,24,2,46,0,31,8.8,7,,,,,50,3,148,8.8,83,5,0,0,490,29.2,5,0.3,551,32.9
"School","5057","644","2014-15","Hawthorne Elementary School","DeKalb County","PK,KK,01,02,03,04,05",5,0,28,28,4,35,0,51,19.7,24,,,167,44.4,,,74,19.7,70,18.6,0,0,,,0,0,85,22.6
"School","5058","644","2014-15","Huntley Hills Elementary School","DeKalb County","PK,KK,01,02,03,04,05",15,1,31,30,3,19,0,66,10.6,33,,,117,26.5,,,47,10.6,101,22.9,14,27.5,,,0,0,95,21.5
"School","5059","644","2014-15","Kingsley Elementary School","DeKalb County","PK,KK,01,02,03,04,05",4,1,7,46,4,36,0,51,10.1,33,,,122,22.8,,,54,10.1,98,18.3,7,24.1,,,0,0,123,23
"School","5062","644","2014-15","Montgomery Elementary School","DeKalb County","PK,KK,01,02,03,04,05",7,0,14,8,6,65,0,9,4.2,4,,,48,6.6,,,31,4.2,8,1.1,0,0,,,0,0,199,27.3
"School","5064","644","2014-15","Redan Elementary School","DeKalb County","PK,KK,01,02,03,04,05",0,0,96,3,0,1,0,98,11.9,3,,,87,17.9,,,58,11.9,11,2.3,1,5,,,0,0,25,5.1
"School","5065","644","2014-15","Sagamore Hills Elementary School","DeKalb County","PK,KK,01,02,03,04,05",4,1,13,31,4,46,0,39,11.7,19,,,75,19.1,,,46,11.7,69,17.6,21,48.8,,,0,0,122,31.1
"School","5067","644","2014-15","Southwest DeKalb High School","DeKalb County","09,10,11,12",0,0,97,1,1,0,0,64,9.2,1,,,,,0,0,117,9.2,2,0.2,0,0,379,29.7,22,1.7,178,14
"District","ALL","644","2014-15","All Column Values","DeKalb County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",6,0,66,16,2,11,0,74,9.1,16,1382,6.4,9289,18.9,1287,4.7,8900,9.1,10892,11.1,590,20.7,11018,39.9,1590,1.6,12524,12.7
"School","0103","645","2014-15","Dodge County High School","Dodge County","09,10,11,12",1,0,36,3,1,60,0,65,15.2,1,,,,,155,17.3,136,15.2,0,0,0,0,698,77.9,20,2.2,110,12.3
"School","0180","645","2014-15","Dodge County Middle School","Dodge County","06,07,08",1,0,34,4,2,58,1,71,17.5,1,0,0,,,,,127,17.5,0,0,0,0,,,5,0.7,115,15.8
"School","0191","645","2014-15","South Dodge Elementary School","Dodge County","PK,KK,01,02,03,04,05",0,0,38,4,3,55,0,79,13.4,3,,,162,20.9,,,104,13.4,9,1.2,10,6.2,,,4,0.5,87,11.2
"School","0291","645","2014-15","North Dodge Elementary School","Dodge County","KK,01,02,03,04,05",0,0,30,6,3,61,1,74,12.5,5,,,261,35.8,,,91,12.5,26,3.6,0,0,,,0,0,75,10.3
"District","ALL","645","2014-15","All Column Values","Dodge County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,34,4,3,58,0,72,14.6,2,0,0,423,28.1,155,17.3,458,14.6,35,1.1,10,6.2,698,77.9,29,0.9,387,12.4
"School","0104","646","2014-15","Dooly County Elementary School","Dooly County","PK,KK,01,02,03,04,05",0,3,66,16,3,12,2,100,11,12,,,268,39.9,,,74,11,67,10,33,26.6,,,0,0,8,1.2
"School","0182","646","2014-15","Dooly County High School","Dooly County","09,10,11,12",1,0,74,15,2,8,1,100,7.3,1,,,,,127,35.7,26,7.3,0,0,0,0,313,87.9,0,0,,
"School","0204","646","2014-15","Dooly County Middle School","Dooly County","06,07,08",1,1,76,9,2,11,1,100,11.5,2,0,0,,,,,32,11.5,2,0.7,0,0,,,5,1.8,9,3.2
"District","ALL","646","2014-15","All Column Values","Dooly County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,2,70,14,3,10,1,100,10.1,7,0,0,268,39.9,127,35.7,132,10.1,69,5.3,33,26.6,313,87.9,5,0.4,17,1.3
"School","0101","647","2014-15","Albany Middle School","Dougherty County","06,07,08",1,0,92,1,1,5,0,100,14.2,1,20,3.2,,,,,89,14.2,0,0,0,0,,,28,4.5,,
"School","0102","647","2014-15","Live Oak Elementary School","Dougherty County","PK,KK,01,02,03,04,05",0,0,94,1,1,3,0,100,11.2,0,,,222,34.1,,,73,11.2,0,0,10,32.3,,,3,0.5,16,2.5
"School","0103","647","2014-15","Robert A. Cross Middle Magnet","Dougherty County","06,07,08",1,4,80,1,2,12,0,100,0.8,3,0,0,,,,,4,0.8,0,0,0,0,,,2,0.4,,
"School","0105","647","2014-15","Jackson Heights Elementary School","Dougherty County","PK,KK,01,02,03,04,05",0,0,99,0,1,0,0,100,9.9,0,,,297,44.5,,,66,9.9,0,0,4,8,,,9,1.3,,
"School","0106","647","2014-15","Radium Springs Middle School","Dougherty County","06,07,08",0,1,88,3,1,7,0,100,9.6,4,121,17.4,,,,,67,9.6,14,2,0,0,,,32,4.6,,
"School","0199","647","2014-15","Lamar Reese School of the Arts","Dougherty County","KK,01,02,03,04,05",0,0,99,0,0,1,0,100,3.7,0,,,268,49.4,,,20,3.7,0,0,0,0,,,0,0,9,1.7
"School","0205","647","2014-15","Lincoln Elementary Magnet School","Dougherty County","KK,01,02,03,04,05",0,1,91,1,0,6,0,100,2.3,1,,,301,36.3,,,19,2.3,8,1,0,0,,,0,0,,
"School","0299","647","2014-15","Alice Coachman Elementary School","Dougherty County","PK,KK,01,02,03,04,05",0,0,91,1,0,8,0,100,8.6,1,,,296,55.6,,,46,8.6,0,0,11,39.3,,,6,1.1,2,0.4
"School","0399","647","2014-15","Martin Luther King, Jr. Elementary School","Dougherty County","PK,KK,01,02,03,04,05",0,0,98,0,1,1,0,100,13.3,0,,,320,60.6,,,70,13.3,0,0,7,17.1,,,4,0.8,3,0.6
"School","1050","647","2014-15","Albany High School","Dougherty County","09,10,11,12",1,2,88,1,1,7,0,100,9,3,,,,,284,34.2,75,9,9,1.1,0,0,619,74.5,90,10.8,28,3.4
"School","1058","647","2014-15","Monroe High School","Dougherty County","09,10,11,12",0,0,97,0,0,2,0,100,7.4,0,,,,,261,24.2,80,7.4,0,0,0,0,880,81.7,144,13.4,3,0.3
"School","2052","647","2014-15","Dougherty Comprehensive High School","Dougherty County","09,10,11,12",0,0,93,1,1,4,0,100,7.5,1,,,,,111,12.5,67,7.5,0,0,0,0,489,54.9,148,16.6,3,0.3
"School","2058","647","2014-15","Morningside Elementary School","Dougherty County","PK,KK,01,02,03,04,05",0,0,95,3,0,2,0,100,11.2,3,,,198,56.7,,,39,11.2,10,2.9,7,25.9,,,3,0.9,2,0.6
"School","3058","647","2014-15","Northside Elementary School","Dougherty County","PK,KK,01,02,03,04,05",0,0,83,2,4,11,0,100,15.5,1,,,218,51.2,,,66,15.5,0,0,11,36.7,,,1,0.2,1,0.2
