LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,NUMBER_OF_GRADUATES,HOPE_ELIGIBLE,HOPE_ELIGIBLE_PCT
2014-15,625,Savannah-Chatham County,5070,Windsor Forest High School,225,60,26.67
2014-15,625,Savannah-Chatham County,ALL,All Schools,1735,532,30.66
2014-15,626,Chattahoochee County,206,Chattahoochee County High School,85,26,30.59
2014-15,626,Chattahoochee County,ALL,All Schools,85,26,30.59
2014-15,627,Chattooga County,1050,Chattooga High School,172,81,47.09
2014-15,627,Chattooga County,ALL,All Schools,172,81,47.09
2014-15,628,Cherokee County,106,Creekview High School,376,229,60.9
2014-15,628,Cherokee County,115,River Ridge High School,328,196,59.76
2014-15,628,Cherokee County,176,Etowah High School,538,286,53.16
2014-15,628,Cherokee County,191,Sequoyah High School,352,165,46.88
2014-15,628,Cherokee County,197,Woodstock High School,420,216,51.43
2014-15,628,Cherokee County,5050,Cherokee High School,462,211,45.67
2014-15,628,Cherokee County,ALL,All Schools,2476,1303,52.63
2014-15,629,Clarke County,102,Cedar Shoals High School,277,119,42.96
2014-15,629,Clarke County,104,Classic City High School,50,TFS,12
2014-15,629,Clarke County,5556,Clarke Central High School,264,105,39.77
2014-15,629,Clarke County,ALL,All Schools,591,230,38.92
2014-15,631,Clayton County,104,Mundy's Mill High School,376,80,21.28
2014-15,631,Clayton County,114,Elite Scholars Academy School,37,13,35.14
2014-15,631,Clayton County,115,Charles R. Drew High School,237,61,25.74
2014-15,631,Clayton County,190,Lovejoy High School,374,98,26.2
2014-15,631,Clayton County,215,Martha Ellen Stilwell School for the Performing Arts,62,37,59.68
2014-15,631,Clayton County,290,Mount Zion High School,223,56,25.11
2014-15,631,Clayton County,377,Riverdale High School,236,57,24.15
2014-15,631,Clayton County,1054,Forest Park High School,283,70,24.73
2014-15,631,Clayton County,1056,Jonesboro High School,273,87,31.87
2014-15,631,Clayton County,2052,North Clayton High School,138,26,18.84
2014-15,631,Clayton County,4058,Morrow High School,361,89,24.65
2014-15,631,Clayton County,ALL,All Schools,2600,674,25.92
2014-15,632,Clinch County,1050,Clinch County High School,81,37,45.68
2014-15,632,Clinch County,ALL,All Schools,81,37,45.68
2014-15,633,Cobb County,101,Kennesaw Mountain High School,493,302,61.26
2014-15,633,Cobb County,103,Kell High School,351,180,51.28
2014-15,633,Cobb County,175,Walton High School,606,424,69.97
2014-15,633,Cobb County,188,Pope High School,407,265,65.11
2014-15,633,Cobb County,192,Harrison High School,447,280,62.64
2014-15,633,Cobb County,209,Allatoona High School,432,230,53.24
2014-15,633,Cobb County,373,Sprayberry High School,378,188,49.74
2014-15,633,Cobb County,381,Lassiter High School,464,320,68.97
2014-15,633,Cobb County,707,Hillgrove High School,523,307,58.7
2014-15,633,Cobb County,807,Devereux Ackerman Academy,,,
2014-15,633,Cobb County,1054,Campbell High School,471,218,46.28
2014-15,633,Cobb County,1064,McEachern High School,462,148,32.03
2014-15,633,Cobb County,1069,Wheeler High School,423,180,42.55
2014-15,633,Cobb County,2056,North Cobb High School,608,320,52.63
2014-15,633,Cobb County,2066,Osborne High School,345,99,28.7
2014-15,633,Cobb County,3056,South Cobb High School,414,154,37.2
2014-15,633,Cobb County,4066,Pebblebrook High School,378,108,28.57
2014-15,633,Cobb County,ALL,All Schools,7203,3723,51.69
2014-15,634,Coffee County,114,Wiregrass Regional College and Career Academy,38,TFS,5.26
2014-15,634,Coffee County,195,Coffee County High School,384,185,48.18
2014-15,634,Coffee County,ALL,All Schools,422,187,44.31
2014-15,635,Colquitt County,112,Colquitt County Achievement Center,51,11,21.57
2014-15,635,Colquitt County,1554,Colquitt County High School,486,192,39.51
2014-15,635,Colquitt County,ALL,All Schools,537,203,37.8
2014-15,636,Columbia County,112,Grovetown High School,320,107,33.44
2014-15,636,Columbia County,183,Harlem High School,124,59,47.58
2014-15,636,Columbia County,189,Lakeside High School,351,191,54.42
2014-15,636,Columbia County,197,Greenbrier High School,425,249,58.59
2014-15,636,Columbia County,4050,Evans High School,365,152,41.64
2014-15,636,Columbia County,ALL,All Schools,1585,758,47.82
2014-15,637,Cook County,111,Cook High School,201,79,39.3
2014-15,637,Cook County,ALL,All Schools,201,79,39.3
2014-15,638,Coweta County,196,Northgate High School,382,195,51.05
2014-15,638,Coweta County,389,East Coweta High School,602,293,48.67
2014-15,638,Coweta County,5054,Newnan High School,442,235,53.17
2014-15,638,Coweta County,ALL,All Schools,1426,723,50.7
2014-15,639,Crawford County,193,Crawford County High School,75,29,38.67
2014-15,639,Crawford County,ALL,All Schools,75,29,38.67
2014-15,640,Crisp County,196,Crisp County High School,227,85,37.44
2014-15,640,Crisp County,ALL,All Schools,227,85,37.44
2014-15,641,Dade County,195,Dade County High School,135,60,44.44
2014-15,641,Dade County,ALL,All Schools,135,60,44.44
2014-15,642,Dawson County,198,Dawson County High School,247,142,57.49
2014-15,642,Dawson County,ALL,All Schools,247,142,57.49
2014-15,643,Decatur County,116,New Beginning Learning Center,,,
2014-15,643,Decatur County,3050,Bainbridge High School,309,149,48.22
2014-15,643,Decatur County,ALL,All Schools,317,150,47.32
2014-15,644,DeKalb County,103,"Martin Luther King, Jr. High School",284,58,20.42
2014-15,644,DeKalb County,105,Miller Grove High School,277,57,20.58
2014-15,644,DeKalb County,112,Destiny Achievers Academy of Excellence,67,TFS,1.49
2014-15,644,DeKalb County,172,Cedar Grove High School,158,39,24.68
2014-15,644,DeKalb County,176,Redan High School,242,53,21.9
2014-15,644,DeKalb County,202,Lithonia High School,228,56,24.56
2014-15,644,DeKalb County,276,Stone Mountain High School,196,57,29.08
2014-15,644,DeKalb County,407,Dekalb Early College Academy,85,45,52.94
2014-15,644,DeKalb County,410,DeKalb School of the Arts,55,50,90.91
2014-15,644,DeKalb County,497,Stephenson High School,330,62,18.79
2014-15,644,DeKalb County,500,DeKalb Alternative School,,,
2014-15,644,DeKalb County,606,Gateway to College Academy,25,TFS,12
2014-15,644,DeKalb County,610,"Arabia Mountain High School - Academy of Engineering, Medicine and Environm",274,138,50.36
2014-15,644,DeKalb County,810,Elizabeth Andrews High School,184,,
2014-15,644,DeKalb County,1070,Tucker High School,328,118,35.98
2014-15,644,DeKalb County,2054,Columbia High School,220,59,26.82
2014-15,644,DeKalb County,2055,Druid Hills High School,349,165,47.28
2014-15,644,DeKalb County,3060,Lakeside High School,403,246,61.04
2014-15,644,DeKalb County,3070,McNair High School,123,23,18.7
2014-15,644,DeKalb County,4053,Clarkston High School,253,87,34.39
2014-15,644,DeKalb County,4054,Cross Keys High School,193,67,34.72
2014-15,644,DeKalb County,4069,Towers High School,202,52,25.74
2014-15,644,DeKalb County,5052,Chamblee Charter High School,215,128,59.53
2014-15,644,DeKalb County,5055,Dunwoody High School,320,198,61.88
2014-15,644,DeKalb County,5067,Southwest DeKalb High School,256,62,24.22
2014-15,644,DeKalb County,ALL,All Schools,5276,1824,34.57
2014-15,645,Dodge County,103,Dodge County High School,205,105,51.22
2014-15,645,Dodge County,ALL,All Schools,205,105,51.22
2014-15,646,Dooly County,182,Dooly County High School,64,,
2014-15,646,Dooly County,ALL,All Schools,64,,
2014-15,647,Dougherty County,1050,Albany High School,154,36,23.38
2014-15,647,Dougherty County,1058,Monroe High School,200,33,16.5
2014-15,647,Dougherty County,2052,Dougherty Comprehensive High School,140,19,13.57
2014-15,647,Dougherty County,4062,Westover High School,238,104,43.7
2014-15,647,Dougherty County,ALL,All Schools,732,192,26.23
2014-15,648,Douglas County,100,Chapel Hill High School,268,72,26.87
2014-15,648,Douglas County,175,Lithia Springs Comprehensive High School,283,81,28.62
2014-15,648,Douglas County,187,Alexander High School,393,163,41.48
2014-15,648,Douglas County,212,New Manchester High School,398,97,24.37
2014-15,648,Douglas County,4050,Douglas County High School,420,154,36.67
2014-15,648,Douglas County,ALL,All Schools,1762,567,32.18
2014-15,649,Early County,2050,Early County High School,136,68,50
2014-15,649,Early County,ALL,All Schools,136,68,50
2014-15,650,Echols County,1050,Echols County High School,58,33,56.9
2014-15,650,Echols County,ALL,All Schools,58,33,56.9
2014-15,651,Effingham County,197,South Effingham High School,340,188,55.29
2014-15,651,Effingham County,390,Effingham County High School,371,160,43.13
2014-15,651,Effingham County,ALL,All Schools,711,348,48.95
2014-15,652,Elbert County,176,Elbert County High School,165,80,48.48
2014-15,652,Elbert County,ALL,All Schools,165,80,48.48
2014-15,653,Emanuel County,189,Swainsboro High School,184,64,34.78
2014-15,653,Emanuel County,2050,Emanuel County Institute,76,33,43.42
2014-15,653,Emanuel County,ALL,All Schools,260,97,37.31
2014-15,654,Evans County,2050,Claxton High School,96,41,42.71
2014-15,654,Evans County,ALL,All Schools,96,41,42.71
2014-15,655,Fannin County,176,Fannin County High School,180,84,46.67
2014-15,655,Fannin County,ALL,All Schools,180,84,46.67
2014-15,656,Fayette County,105,Whitewater High School,338,218,64.5
2014-15,656,Fayette County,182,McIntosh High School,361,234,64.82
2014-15,656,Fayette County,192,Sandy Creek High School,268,121,45.15
2014-15,656,Fayette County,198,Starrs Mill High School,360,266,73.89
2014-15,656,Fayette County,398,Fayette County High School,327,117,35.78
2014-15,656,Fayette County,ALL,All Schools,1654,956,57.8
2014-15,657,Floyd County,107,Pepperell High School,140,66,47.14
2014-15,657,Floyd County,111,Model High,144,84,58.33
2014-15,657,Floyd County,401,Armuchee High School,136,80,58.82
2014-15,657,Floyd County,5050,Coosa High School,159,91,57.23
2014-15,657,Floyd County,ALL,All Schools,579,321,55.44
2014-15,658,Forsyth County,107,West Forsyth High School,517,344,66.54
2014-15,658,Forsyth County,190,South Forsyth High School,579,405,69.95
2014-15,658,Forsyth County,195,North Forsyth High School,500,297,59.4
2014-15,658,Forsyth County,214,Lambert High School,592,463,78.21
2014-15,658,Forsyth County,219,Forsyth Virtual Academy,27,20,74.07
2014-15,658,Forsyth County,5050,Forsyth Central High School,378,220,58.2
2014-15,658,Forsyth County,ALL,All Schools,2593,1749,67.45
2014-15,659,Franklin County,3050,Franklin County High School,201,108,53.73
2014-15,659,Franklin County,ALL,All Schools,201,108,53.73
2014-15,660,Fulton County,106,Milton High School,485,310,63.92
2014-15,660,Fulton County,118,Hapeville Charter Career Academy,149,51,34.23
2014-15,660,Fulton County,119,Cambridge High School,317,203,64.04
2014-15,660,Fulton County,176,Banneker High School,210,44,20.95
2014-15,660,Fulton County,191,Roswell High School,492,295,59.96
2014-15,660,Fulton County,198,Centennial High School,374,195,52.14
2014-15,660,Fulton County,203,Northview High School,459,343,74.73
2014-15,660,Fulton County,205,Alpharetta High School,476,296,62.18
2014-15,660,Fulton County,291,Creekside High School,272,48,17.65
2014-15,660,Fulton County,383,McClarin High School,154,TFS,2.6
2014-15,660,Fulton County,386,Independence High School,151,10,6.62
2014-15,660,Fulton County,392,Chattahoochee High School,471,294,62.42
2014-15,660,Fulton County,506,Fulton Science Academy High School,44,28,63.64
2014-15,660,Fulton County,691,Tri-Cities High School,323,89,27.55
2014-15,660,Fulton County,910,Johns Creek High School,488,342,70.08
2014-15,660,Fulton County,1110,Langston Hughes High School,378,74,19.58
2014-15,660,Fulton County,3066,Riverwood International Charter School,354,160,45.2
2014-15,660,Fulton County,4062,North Springs High School,331,125,37.76
2014-15,660,Fulton County,5069,Westlake High School,388,98,25.26
2014-15,660,Fulton County,ALL,All Schools,6316,3009,47.64
2014-15,661,Gilmer County,196,Gilmer High School,255,114,44.71
2014-15,661,Gilmer County,ALL,All Schools,255,114,44.71
2014-15,662,Glascock County,196,Glascock County Consolidated School,41,20,48.78
2014-15,662,Glascock County,ALL,All Schools,41,20,48.78
2014-15,663,Glynn County,107,"Morningstar Treatment Services, Inc. Youth Estate",,,
2014-15,663,Glynn County,3552,Brunswick High School,364,138,37.91
2014-15,663,Glynn County,4752,Glynn Academy,397,155,39.04
2014-15,663,Glynn County,ALL,All Schools,762,293,38.45
2014-15,664,Gordon County,106,Sonoraville High School,224,103,45.98
2014-15,664,Gordon County,286,Gordon Central High School,174,90,51.72
2014-15,664,Gordon County,ALL,All Schools,398,193,48.49
2014-15,665,Grady County,1050,Cairo High School,244,90,36.89
2014-15,665,Grady County,ALL,All Schools,244,90,36.89
2014-15,666,Greene County,401,Greene County High School,114,44,38.6
2014-15,666,Greene County,ALL,All Schools,114,44,38.6
2014-15,667,Gwinnett County,101,Grayson High School,578,300,51.9
2014-15,667,Gwinnett County,103,Norcross High School,715,289,40.42
2014-15,667,Gwinnett County,105,Mill Creek High School,774,437,56.46
2014-15,667,Gwinnett County,176,Parkview High School,598,354,59.2
2014-15,667,Gwinnett County,182,Brookwood High School,753,389,51.66
2014-15,667,Gwinnett County,185,Shiloh High School,343,90,26.24
2014-15,667,Gwinnett County,187,Meadowcreek High School,517,131,25.34
2014-15,667,Gwinnett County,189,Phoenix High School,167,TFS,1.8
2014-15,667,Gwinnett County,195,Collins Hill High School,592,327,55.24
2014-15,667,Gwinnett County,805,Peachtree Ridge High School,730,378,51.78
2014-15,667,Gwinnett County,1018,Lanier High School,312,124,39.74
2014-15,667,Gwinnett County,1019,"Gwinnett School of Mathematics, Science and Technology",183,112,61.2
2014-15,667,Gwinnett County,1050,Berkmar High School,547,196,35.83
2014-15,667,Gwinnett County,1214,Gwinnett Online Campus,28,TFS,28.57
2014-15,667,Gwinnett County,1410,Mountain View High School,430,201,46.74
2014-15,667,Gwinnett County,1710,Archer High School,490,253,51.63
2014-15,667,Gwinnett County,2558,South Gwinnett High School,444,125,28.15
2014-15,667,Gwinnett County,3750,Central Gwinnett High School,452,130,28.76
2014-15,667,Gwinnett County,4052,Dacula High School,360,116,32.22
2014-15,667,Gwinnett County,4556,North Gwinnett High School,545,360,66.06
2014-15,667,Gwinnett County,5550,Duluth High School,492,243,49.39
2014-15,667,Gwinnett County,ALL,All Schools,10050,4566,45.43
2014-15,668,Habersham County,114,Habersham Success Academy,14,TFS,7.14
2014-15,668,Habersham County,2052,Habersham Central High School,350,197,56.29
2014-15,668,Habersham County,ALL,All Schools,364,198,54.4
2014-15,669,Hall County,102,Chestatee High School,237,123,51.9
2014-15,669,Hall County,105,Lanier Career Academy,119,10,8.4
2014-15,669,Hall County,189,West Hall High School,201,88,43.78
2014-15,669,Hall County,202,Flowery Branch High,392,244,62.24
2014-15,669,Hall County,1552,East Hall High School,193,63,32.64
2014-15,669,Hall County,1556,North Hall High School,235,141,60
2014-15,669,Hall County,4752,Johnson High School,279,133,47.67
2014-15,669,Hall County,ALL,All Schools,1656,802,48.43
2014-15,670,Hancock County,288,Hancock Central High School,60,22,36.67
2014-15,670,Hancock County,ALL,All Schools,60,22,36.67
2014-15,671,Haralson County,3050,Haralson County High School,212,93,43.87
2014-15,671,Haralson County,ALL,All Schools,212,93,43.87
2014-15,672,Harris County,299,Harris County High School,363,177,48.76
2014-15,672,Harris County,ALL,All Schools,363,177,48.76
2014-15,673,Hart County,3050,Hart County High School,217,110,50.69
2014-15,673,Hart County,ALL,All Schools,217,110,50.69
2014-15,674,Heard County,110,Heard County High School,121,62,51.24
2014-15,674,Heard County,ALL,All Schools,121,62,51.24
2014-15,675,Henry County,101,Union Grove High,416,218,52.4
2014-15,675,Henry County,104,Luella High School,382,125,32.72
2014-15,675,Henry County,105,Dutchtown High,317,116,36.59
2014-15,675,Henry County,195,Patrick Henry High School,90,TFS,4.44
2014-15,675,Henry County,214,Locust Grove High,281,104,37.01
2014-15,675,Henry County,295,Stockbridge High School,281,60,21.35
2014-15,675,Henry County,307,Ola High School,366,142,38.8
2014-15,675,Henry County,391,Eagle's Landing High School,198,45,22.73
2014-15,675,Henry County,408,Woodland High School,353,104,29.46
2014-15,675,Henry County,3050,Henry County High School,223,63,28.25
2014-15,675,Henry County,ALL,All Schools,2907,981,33.75
2014-15,676,Houston County,111,Veterans High School,319,191,59.87
2014-15,676,Houston County,116,Houston County Crossroads Center,16,TFS,12.5
2014-15,676,Houston County,192,Houston County High School,400,253,63.25
2014-15,676,Houston County,300,Houston County Career Academy,36,TFS,2.78
2014-15,676,Houston County,1054,Perry High School,260,124,47.69
2014-15,676,Houston County,2052,Northside High School,386,137,35.49
2014-15,676,Houston County,4056,Warner Robins High School,328,134,40.85
2014-15,676,Houston County,ALL,All Schools,1745,842,48.25
2014-15,677,Irwin County,2050,Irwin County High School,95,54,56.84
2014-15,677,Irwin County,ALL,All Schools,95,54,56.84
2014-15,678,Jackson County,107,East Jackson Comprehensive High School,203,112,55.17
2014-15,678,Jackson County,191,Jackson County High School,221,110,49.77
2014-15,678,Jackson County,ALL,All Schools,424,222,52.36
2014-15,679,Jasper County,108,Jasper County High School,121,41,33.88
2014-15,679,Jasper County,ALL,All Schools,121,41,33.88
2014-15,680,Jeff Davis County,199,Jeff Davis High School,165,84,50.91
2014-15,680,Jeff Davis County,ALL,All Schools,165,84,50.91
2014-15,681,Jefferson County,196,Jefferson County High School,181,72,39.78
2014-15,681,Jefferson County,ALL,All Schools,181,72,39.78
2014-15,682,Jenkins County,201,Jenkins County High School,77,33,42.86
2014-15,682,Jenkins County,ALL,All Schools,77,33,42.86
2014-15,683,Johnson County,201,Johnson County High School,74,32,43.24
2014-15,683,Johnson County,ALL,All Schools,74,32,43.24
2014-15,684,Jones County,192,Jones County High School,316,113,35.76
2014-15,684,Jones County,ALL,All Schools,316,113,35.76
2014-15,685,Lamar County,175,Lamar County High School,158,53,33.54
2014-15,685,Lamar County,ALL,All Schools,158,53,33.54
2014-15,686,Lanier County,201,Lanier County High School,81,25,30.86
2014-15,686,Lanier County,ALL,All Schools,81,25,30.86
2014-15,687,Laurens County,110,West Laurens High School,268,130,48.51
2014-15,687,Laurens County,197,East Laurens High School,137,70,51.09
2014-15,687,Laurens County,ALL,All Schools,405,200,49.38
2014-15,688,Lee County,193,Lee County High School,409,169,41.32
2014-15,688,Lee County,ALL,All Schools,409,169,41.32
2014-15,689,Liberty County,105,Bradwell Institute,342,100,29.24
2014-15,689,Liberty County,192,Liberty County High School,240,97,40.42
2014-15,689,Liberty County,ALL,All Schools,582,197,33.85
2014-15,690,Lincoln County,110,Lincoln County High School,74,29,39.19
2014-15,690,Lincoln County,ALL,All Schools,74,29,39.19
2014-15,691,Long County,205,Long County High School,145,48,33.1
2014-15,691,Long County,ALL,All Schools,145,48,33.1
2014-15,692,Lowndes County,5050,Lowndes High School,624,321,51.44
2014-15,692,Lowndes County,ALL,All Schools,624,321,51.44
2014-15,693,Lumpkin County,101,Lumpkin County High School,216,98,45.37
2014-15,693,Lumpkin County,ALL,All Schools,216,98,45.37
2014-15,694,Macon County,2060,Macon County High School,102,32,31.37
2014-15,694,Macon County,ALL,All Schools,102,32,31.37
2014-15,695,Madison County,5050,Madison County High School,288,101,35.07
2014-15,695,Madison County,ALL,All Schools,288,101,35.07
2014-15,696,Marion County,275,Marion County Middle/High School,96,40,41.67
2014-15,696,Marion County,ALL,All Schools,96,40,41.67
2014-15,697,McDuffie County,192,Thomson High School,233,106,45.49
2014-15,697,McDuffie County,ALL,All Schools,233,106,45.49
2014-15,698,McIntosh County,104,McIntosh Academy,109,53,48.62
2014-15,698,McIntosh County,ALL,All Schools,109,53,48.62
2014-15,699,Meriwether County,300,Greenville High School,88,23,26.14
2014-15,699,Meriwether County,4050,Manchester High School,89,46,51.69
2014-15,699,Meriwether County,ALL,All Schools,177,69,38.98
2014-15,700,Miller County,210,Miller County High School,61,36,59.02
2014-15,700,Miller County,ALL,All Schools,61,36,59.02
2014-15,701,Mitchell County,105,Baconton Community Charter School,47,32,68.09
2014-15,701,Mitchell County,282,Mitchell County High School,61,13,21.31
2014-15,701,Mitchell County,ALL,All Schools,108,45,41.67
2014-15,702,Monroe County,184,Mary Persons High School,258,109,42.25
2014-15,702,Monroe County,ALL,All Schools,258,109,42.25
2014-15,703,Montgomery County,114,Z - Montgomery Academy,45,12,26.67
2014-15,703,Montgomery County,201,Montgomery County High School,72,33,45.83
2014-15,703,Montgomery County,ALL,All Schools,117,45,38.46
2014-15,704,Morgan County,1050,Morgan County High School,232,120,51.72
2014-15,704,Morgan County,ALL,All Schools,232,120,51.72
2014-15,705,Murray County,108,Pleasant Valley Innovative School,50,,
2014-15,705,Murray County,112,North Murray High School,217,137,63.13
2014-15,705,Murray County,190,Murray County High School,160,78,48.75
2014-15,705,Murray County,ALL,All Schools,427,215,50.35
2014-15,706,Muscogee County,112,Early College Academy of Columbus at Waverly Terrace,46,13,28.26
2014-15,706,Muscogee County,203,Northside High School,309,168,54.37
2014-15,706,Muscogee County,278,Shaw High School,316,101,31.96
2014-15,706,Muscogee County,378,Spencer High School,165,32,19.39
2014-15,706,Muscogee County,1064,Kendrick High School,152,15,9.87
2014-15,706,Muscogee County,2062,Hardaway High School,345,94,27.25
2014-15,706,Muscogee County,3054,Columbus High School,263,242,92.02
2014-15,706,Muscogee County,5052,Carver High School,267,55,20.6
2014-15,706,Muscogee County,5062,Jordan Vocational High School,130,31,23.85
2014-15,706,Muscogee County,ALL,All Schools,1993,751,37.68
2014-15,707,Newton County,173,Newton High School,451,139,30.82
2014-15,707,Newton County,206,Alcovy High School,398,162,40.7
2014-15,707,Newton County,295,Eastside High School,267,124,46.44
2014-15,707,Newton County,ALL,All Schools,1116,425,38.08
2014-15,708,Oconee County,105,North Oconee High School,293,211,72.01
2014-15,708,Oconee County,293,Oconee County High School,245,169,68.98
2014-15,708,Oconee County,ALL,All Schools,538,380,70.63
2014-15,709,Oglethorpe County,2050,Oglethorpe County High School,149,55,36.91
2014-15,709,Oglethorpe County,ALL,All Schools,149,55,36.91
2014-15,710,Paulding County,101,Hiram High School,323,96,29.72
2014-15,710,Paulding County,106,South Paulding High School,362,176,48.62
2014-15,710,Paulding County,109,North Paulding High School,428,232,54.21
2014-15,710,Paulding County,292,East Paulding High School,346,150,43.35
2014-15,710,Paulding County,2552,Paulding County High School,321,122,38.01
2014-15,710,Paulding County,ALL,All Schools,1780,776,43.6
2014-15,711,Peach County,2052,Peach County High School,203,71,34.98
2014-15,711,Peach County,ALL,All Schools,203,71,34.98
2014-15,712,Pickens County,198,Pickens County High School,254,140,55.12
2014-15,712,Pickens County,ALL,All Schools,254,140,55.12
2014-15,713,Pierce County,182,Pierce County High School,235,122,51.91
2014-15,713,Pierce County,ALL,All Schools,235,122,51.91
2014-15,714,Pike County,194,Pike County High School,224,101,45.09
2014-15,714,Pike County,ALL,All Schools,224,101,45.09
2014-15,715,Polk County,102,Rockmart High School,195,87,44.62
2014-15,715,Polk County,207,Harpst Academy,,,
2014-15,715,Polk County,5050,Cedartown High School,218,102,46.79
