"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","SUBGRP_DESC","TEST_CMPNT_TYP_CD","NATIONAL_NUM_TESTED_CNT","STATE_NUM_TESTED_CNT","DSTRCT_NUM_TESTED_CNT","INSTN_NUM_TESTED_CNT","STATE_AVG_SCORE_VAL","DSTRCT_AVG_SCORE_VAL","INSTN_AVG_SCORE_VAL"
"2015-16","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Reading Test  Score - New",,27919,87,35,276,277,285
"2015-16","616","Bulloch County","0203","Southeast Bulloch High School","All Students","WritLang Test  Score - New",,27919,87,35,274,279,282
"2015-16","616","Bulloch County","2054","Statesboro High School","All Students","Combined Test Score",,27919,87,40,1080,1094,1089
"2015-16","616","Bulloch County","2054","Statesboro High School","All Students","Essay Analysis Score - New",,15889,52,24,4,4,4
"2015-16","616","Bulloch County","2054","Statesboro High School","All Students","Essay Reading Score - New",,15889,52,24,5,5,5
"2015-16","616","Bulloch County","2054","Statesboro High School","All Students","Essay Total",,15889,52,24,14,13,14
"2015-16","616","Bulloch County","2054","Statesboro High School","All Students","Essay Writing Score - New",,15889,52,24,5,5,5
"2015-16","616","Bulloch County","2054","Statesboro High School","All Students","Evidence Based Reading and Writing - New",,27919,87,40,550,556,552
"2015-16","616","Bulloch County","2054","Statesboro High School","All Students","Math Section Score - New",,27919,87,40,530,537,537
"2015-16","616","Bulloch County","2054","Statesboro High School","All Students","Reading Test  Score - New",,27919,87,40,276,277,274
"2015-16","616","Bulloch County","2054","Statesboro High School","All Students","WritLang Test  Score - New",,27919,87,40,274,279,279
"2015-16","616","Bulloch County","4052","Portal Middle/High School","All Students","Combined Test Score",,27919,87,12,1080,1094,1043
