SystemId,SystemName,SingleScore,Third_Grade_Reading,Fifth_Grade_Reading,Eighth_Grade_Reading,College_Readiness,Accelerated_Course_Taking,Four_Year_Graduation_Rate,CollegeEnrollment,total_enroll
633,Cobb County,82.90000000000001,,,,69.90000000000001,55.3,83.60000000000001,,112383
634,Coffee County,76.80000000000001,,,,56.90000000000001,58.2,79.80000000000001,,7282
635,Colquitt County,69.7,,,,64,55.40000000000001,81.2,,9106
636,Columbia County,81.7,,,,76.40000000000001,60.2,89.5,,26462
637,Cook County,65.7,,,,53.40000000000001,35.7,86.40000000000001,,3079
638,Coweta County,77.80000000000001,,,,70.60000000000001,56.2,85.5,,21899
639,Crawford County,65.5,,,,53,16.2,79.5,,1600
640,Crisp County,63.7,,,,57.8,43.5,85.80000000000001,,3894
641,Dade County,76.10000000000001,,,,48.5,41.40000000000001,86.80000000000001,,2043
642,Dawson County,76.7,,,,72.10000000000001,38,96.7,,3360
643,Decatur County,67.3,,,,74.40000000000001,29.2,87.40000000000001,,4948
644,DeKalb County,69.90000000000001,,,,46.90000000000001,51,74,,98511
645,Dodge County,73.90000000000001,,,,75.8,24.5,89.30000000000001,,3057
646,Dooly County,58.1,,,,40.5,26.1,75.40000000000001,,1236
647,Dougherty County,64.2,,,,44.7,33.3,83.10000000000001,,14618
648,Douglas County,73.2,,,,53.6,52.90000000000001,87,,26126
649,Early County,68,,,,62,46,90.40000000000001,,2041
650,Echols County,77.5,,,,59,63.6,96.40000000000001,,778
651,Effingham County,84.60000000000001,,,,74.2,45.2,87.40000000000001,,11403
652,Elbert County,65.90000000000001,,,,55.3,52.3,82.80000000000001,,2893
653,Emanuel County,64.2,,,,62.6,29.5,79,,4129
654,Evans County,68.3,,,,41.7,42.6,74.7,,1738
655,Fannin County,79.7,,,,65.2,32.9,90.10000000000001,,2901
656,Fayette County,89.80000000000001,,,,78.80000000000001,55.2,89.30000000000001,,19784
657,Floyd County,77.7,,,,52.5,44.3,94.30000000000001,,9475
658,Forsyth County,92.5,,,,84.30000000000001,72.8,94.40000000000001,,45768
659,Franklin County,70.10000000000001,,,,53.1,31.9,89.2,,3671
660,Fulton County,78,,,,66.8,60.5,86.80000000000001,,93984
661,Gilmer County,75.2,,,,63,34.3,91.7,,4015
662,Glascock County,75.7,,,,61.8,52.5,83.30000000000001,,552
663,Glynn County,77.7,,,,67.10000000000001,47.40000000000001,90.90000000000001,,12866
664,Gordon County,77.40000000000001,,,,50.40000000000001,33.4,91.7,,6309
665,Grady County,62,,,,60.5,42.7,83.5,,4404
666,Greene County,73.90000000000001,,,,38.3,58.6,81.10000000000001,,2321
667,Gwinnett County,82.40000000000001,,,,65,61.2,80.90000000000001,,177029
668,Habersham County,80.60000000000001,,,,51.40000000000001,42.7,90.2,,6673
669,Hall County,73.60000000000001,,,,64.10000000000001,48.40000000000001,83.80000000000001,,26856
670,Hancock County,54.3,,,,36.7,15.2,95.2,,892
671,Haralson County,76.80000000000001,,,,55.6,37.1,93.2,,3300
672,Harris County,81.5,,,,69.7,50.8,92.5,,5042
673,Hart County,73.7,,,,46,51.8,96.5,,3382
674,Heard County,87,,,,55.2,49.3,93.5,,1927
675,Henry County,71.60000000000001,,,,57.8,44.6,86.30000000000001,,41660
676,Houston County,81,,,,68.90000000000001,56.40000000000001,87.60000000000001,,27875
677,Irwin County,76.80000000000001,,,,54.2,33,88.90000000000001,,1667
678,Jackson County,78.5,,,,60,52.1,94.7,,7305
679,Jasper County,73,,,,51.90000000000001,45.8,76.60000000000001,,2291
680,Jeff Davis County,72.60000000000001,,,,73.3,52.8,87.10000000000001,,2976
681,Jefferson County,62.90000000000001,,,,50.40000000000001,42.40000000000001,90.90000000000001,,2523
682,Jenkins County,69.40000000000001,,,,51.1,51.40000000000001,72.60000000000001,,1103
683,Johnson County,75.10000000000001,,,,70.5,42.5,87.7,,1099
684,Jones County,74.90000000000001,,,,53.90000000000001,40.8,85.40000000000001,,5119
685,Lamar County,71.2,,,,59,39.8,87.90000000000001,,2599
686,Lanier County,79.80000000000001,,,,58.8,41.8,79.7,,1674
687,Laurens County,80.5,,,,70.10000000000001,31.9,85.40000000000001,,6143
688,Lee County,83.7,,,,61.6,35.5,86.10000000000001,,6157
689,Liberty County,72,,,,53.2,42.1,82.10000000000001,,9549
690,Lincoln County,80.2,,,,63.8,54.90000000000001,82.2,,1126
691,Long County,71.5,,,,59.1,16.8,84.40000000000001,,3404
692,Lowndes County,82.60000000000001,,,,70.5,45.1,90,,10290
693,Lumpkin County,76.10000000000001,,,,66.7,44.5,89.7,,3806
694,Macon County,54.3,,,,50.90000000000001,27.5,87.10000000000001,,1360
695,Madison County,82.2,,,,59.7,43.7,89.80000000000001,,4756
696,Marion County,74.40000000000001,,,,69.5,46.8,89.2,,1393
697,McDuffie County,64.2,,,,55.1,29.5,75.7,,3985
698,McIntosh County,61.6,,,,65.7,37.5,75.7,,1341
699,Meriwether County,67.90000000000001,,,,41.90000000000001,39.5,86.60000000000001,,2628
700,Miller County,63.7,,,,67.40000000000001,32.8,77.80000000000001,,975
701,Mitchell County,71,,,,71.7,63.8,93.7,,2271
702,Monroe County,82.40000000000001,,,,62.8,49.1,86.80000000000001,,3846
703,Montgomery County,62.90000000000001,,,,48.90000000000001,30.1,90.7,,864
704,Morgan County,81.5,,,,65.7,70.2,91.80000000000001,,3056
705,Murray County,76,,,,53.2,43,85.5,,7161
706,Muscogee County,71,,,,56.90000000000001,47.2,87.80000000000001,,30491
707,Newton County,70.60000000000001,,,,49.6,52.3,83.5,,18950
708,Oconee County,91.5,,,,83.60000000000001,72.2,96,,7451
709,Oglethorpe County,76.10000000000001,,,,62.90000000000001,21.3,85.5,,2080
710,Paulding County,77.5,,,,54.3,40.6,84.80000000000001,,28807
711,Peach County,72.5,,,,52.90000000000001,95.90000000000001,83.30000000000001,,3548
712,Pickens County,73.5,,,,64.2,54.6,91.90000000000001,,4325
713,Pierce County,88.7,,,,73.60000000000001,50.8,88.80000000000001,,3503
714,Pike County,70.90000000000001,,,,75,53.5,83.30000000000001,,3232
715,Polk County,74.90000000000001,,,,57,49.90000000000001,82.30000000000001,,7431
716,Pulaski County,75.40000000000001,,,,71.2,47.6,85.60000000000001,,1283
717,Putnam County,75.40000000000001,,,,61.6,52.90000000000001,90.7,,2822
718,Quitman County,57.90000000000001,,,,,,80,,315
719,Rabun County,83.80000000000001,,,,63.3,61.7,91.80000000000001,,2138
720,Randolph County,51.7,,,,46.40000000000001,44.3,84.90000000000001,,871
721,Richmond County,64.5,,,,47.40000000000001,45.2,78.5,,29853
722,Rockdale County,69.8,,,,47.40000000000001,52.7,84,,16127
723,Schley County,80.5,,,,91.10000000000001,64.60000000000001,87.80000000000001,,1242
724,Screven County,75.2,,,,59.6,20.3,73,,2229
725,Seminole County,73.7,,,,69.8,41.3,96.40000000000001,,1467
726,Spalding County,65.40000000000001,,,,54.5,38.7,81.5,,9792
727,Stephens County,75.40000000000001,,,,59.5,47.2,84.60000000000001,,3914
728,Stewart County,72.40000000000001,,,,47.40000000000001,48.5,96.7,,484
729,Sumter County,59.5,,,,60.40000000000001,58.6,89.30000000000001,,4446
730,Talbot County,63.40000000000001,,,,25,43.3,75,,469
731,Taliaferro County,69.60000000000001,,,,,,,,145
732,Tattnall County,68.3,,,,61.2,32.8,80.30000000000001,,3544
733,Taylor County,65.7,,,,64.5,28.4,86.30000000000001,,1389
734,Telfair County,67,,,,59.7,32.1,85,,1627
735,Terrell County,60.3,,,,54.2,7.100000000000001,91.60000000000001,,1335
736,Thomas County,72.2,,,,66.5,45.3,87.80000000000001,,5497
737,Tift County,74.5,,,,65.60000000000001,60.6,84.5,,7431
738,Toombs County,73.40000000000001,,,,56.1,39.7,81,,2830
739,Towns County,83,,,,56.5,38.8,92.40000000000001,,1007
740,Treutlen County,61.3,,,,59.6,29.8,78.30000000000001,,1099
741,Troup County,71.60000000000001,,,,57.3,47.5,78,,11862
742,Turner County,59.40000000000001,,,,49.2,73.90000000000001,81.10000000000001,,1266
743,Twiggs County,65.10000000000001,,,,55.3,55.90000000000001,90,,808
744,Union County,87.60000000000001,,,,64.3,49.2,96.7,,2720
745,Thomaston-Upson County,76.5,,,,62.7,41.90000000000001,87.40000000000001,,4040
746,Walker County,71.5,,,,49,25.7,85.40000000000001,,8650
747,Walton County,74.7,,,,58.5,36.6,83.2,,13584
748,Ware County,82.40000000000001,,,,64.40000000000001,33.7,88.30000000000001,,5835
749,Warren County,60.90000000000001,,,,51.5,65.5,87.5,,581
750,Washington County,71.5,,,,51.1,37.6,87.90000000000001,,3030
751,Wayne County,74.90000000000001,,,,64.90000000000001,22.5,87.10000000000001,,5264
752,Webster County,68.40000000000001,,,,65.2,60.90000000000001,88,,354
753,Wheeler County,66,,,,56.7,38.7,87.10000000000001,,944
754,White County,85.7,,,,65.10000000000001,50.2,95,,3786
755,Whitfield County,75,,,,44,37.3,82.5,,12868
756,Wilcox County,74.5,,,,60.5,36.4,89.7,,1149
757,Wilkes County,73.90000000000001,,,,58.2,37,82.30000000000001,,1481
758,Wilkinson County,71.60000000000001,,,,47.7,41.8,93.30000000000001,,1386
759,Worth County,78.30000000000001,,,,51.5,37.6,78.30000000000001,,3184
761,Atlanta Public Schools,68.3,,,,44.2,55.3,77,,50669
763,Bremen City,87.60000000000001,,,,71.7,54.5,96,,2202
764,Buford City,91.90000000000001,,,,73.90000000000001,64.7,93.10000000000001,,4582
765,Calhoun City,73,,,,58.40000000000001,58.1,97.7,,3921
766,Carrollton City,74.2,,,,70.3,69.40000000000001,86.90000000000001,,4914
767,Cartersville City,79.60000000000001,,,,59,66,89.2,,4255
769,Chickamauga City,85,,,,58.1,53.7,100,,1298
771,Commerce City,78.30000000000001,,,,55.3,34.1,86.7,,1522
772,Dalton City,67.7,,,,42.90000000000001,51,83.30000000000001,,7777
773,Decatur City,90.30000000000001,,,,72.40000000000001,97.7,96,,5040
774,Dublin City,62.1,,,,45,22.1,81.10000000000001,,2349
776,Gainesville City,72.2,,,,53.90000000000001,43.6,87.80000000000001,,7712
779,Jefferson City,93.10000000000001,,,,78.60000000000001,43.90000000000001,95.30000000000001,,3500
781,Marietta City,76.40000000000001,,,,58.40000000000001,55.5,78.5,,8873
7820108,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7820110,Attendance Zone,77.80000000000001,,,,70.60000000000001,56.2,85.5,,21899
7820119,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7820120,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7820121,Attendance Zone,67.8,,,,42.1,39.5,69.60000000000001,,53488
7820212,Attendance Zone,81.80000000000001,,,,77.2,53,86.5,,41366
7820412,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7820612,Attendance Zone,69.40000000000001,,,,46,52.40000000000001,75,,149180
7820613,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7820614,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7820615,Attendance Zone,72.90000000000001,,,,61.90000000000001,47.2,83.60000000000001,,18174
7820616,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7820617,Attendance Zone,67.8,,,,42.1,39.5,69.60000000000001,,53488
7820618,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7830103,Attendance Zone,73.10000000000001,,,,72.5,54.2,82.5,,10047
7830110,Attendance Zone,77.90000000000001,,,,60.40000000000001,58.2,80.5,,369524
7830210,Attendance Zone,62.2,,,,56,43.8,88.80000000000001,,4012
7830310,Attendance Zone,78,,,,66.8,60.5,86.80000000000001,,93984
7830410,Attendance Zone,68.3,,,,44.2,55.3,77,,50669
7830610,Attendance Zone,77.80000000000001,,,,70.60000000000001,56.2,85.5,,21899
7830611,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7830612,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7830613,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7830614,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7830615,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7830616,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7830617,Attendance Zone,74.5,,,,58.6,58.6,83.30000000000001,,144653
7830618,Attendance Zone,75,,,,61.6,50.5,80.60000000000001,,1716305
7830619,Attendance Zone,82.90000000000001,,,,69.90000000000001,55.3,83.60000000000001,,112383
784,Pelham City,73.8,,,,64.40000000000001,37.1,85,,1415
785,Rome City,71.7,,,,53.2,39.90000000000001,88.5,,6072
786,Social Circle City,78,,,,45.5,52.40000000000001,97.10000000000001,,1664
789,Thomasville City,70.3,,,,70.5,61.40000000000001,74.90000000000001,,2737
791,Trion City,87.2,,,,56.5,64.8,92.60000000000001,,1323
792,Valdosta City,60.90000000000001,,,,51.2,49.7,75.7,,7884
793,Vidalia City,66.5,,,,61.7,37.9,91.7,,2379
7991893,State Schools- Atlanta Area School for the Deaf,36.4,,,,,0,0,,169
7991894,State Schools- Georgia Academy for the Blind,52.3,,,,,,,,96
7991895,State Schools- Georgia School for the Deaf,16.4,,,,,,,,87
