"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","COLLEGE","OUT_OF_STATE_ENR_RANK"
2012,"633","Cobb County","0175","Walton High School","University Of Alabama",1
2012,"633","Cobb County","0175","Walton High School","University Of Mississippi",3
2012,"633","Cobb County","0175","Walton High School","University Of South Carolina",5
2012,"633","Cobb County","0186","Oakwood High School","Columbia Clg-Grads",1
2012,"633","Cobb County","0186","Oakwood High School","Itt Technical Institute",1
2012,"633","Cobb County","0188","Pope High School","Auburn University",1
2012,"633","Cobb County","0188","Pope High School","University Of Alabama",2
2012,"633","Cobb County","0188","Pope High School","University Of Colorado Boulder",4
2012,"633","Cobb County","0188","Pope High School","University Of North Carolina-Chapel Hil",5
2012,"633","Cobb County","0188","Pope High School","University Of South Carolina",3
2012,"633","Cobb County","0192","Harrison High School","Auburn University",4
2012,"633","Cobb County","0192","Harrison High School","Jacksonville State University",2
2012,"633","Cobb County","0192","Harrison High School","Mississippi State University",3
2012,"633","Cobb County","0192","Harrison High School","Samford University",4
2012,"633","Cobb County","0192","Harrison High School","University Of Alabama",1
2012,"633","Cobb County","0209","Allatoona High School","Calhoun Community College",3
2012,"633","Cobb County","0209","Allatoona High School","Jacksonville State University",1
2012,"633","Cobb County","0209","Allatoona High School","Liberty University",3
2012,"633","Cobb County","0209","Allatoona High School","Stetson University",3
2012,"633","Cobb County","0209","Allatoona High School","University Of North Carolina-Wilmington",2
2012,"633","Cobb County","0373","Sprayberry High School","California University Of Pennsylvania",2
2012,"633","Cobb County","0373","Sprayberry High School","Furman University",2
2012,"633","Cobb County","0373","Sprayberry High School","Hinds Community College",2
2012,"633","Cobb County","0373","Sprayberry High School","Seton Hill University",5
2012,"633","Cobb County","0373","Sprayberry High School","University Of Alabama",1
2012,"633","Cobb County","0381","Lassiter High School","Auburn University",2
2012,"633","Cobb County","0381","Lassiter High School","Jacksonville State University",3
2012,"633","Cobb County","0381","Lassiter High School","University Of Alabama",1
2012,"633","Cobb County","0381","Lassiter High School","University Of Mississippi",4
2012,"633","Cobb County","0381","Lassiter High School","University Of South Carolina",4
2012,"633","Cobb County","0707","Hillgrove High School","Auburn University",4
2012,"633","Cobb County","0707","Hillgrove High School","Brigham Young University - Idaho Fall/W",2
2012,"633","Cobb County","0707","Hillgrove High School","Howard University",4
2012,"633","Cobb County","0707","Hillgrove High School","Jacksonville State University",2
2012,"633","Cobb County","0707","Hillgrove High School","University Of Alabama",1
2012,"633","Cobb County","1054","Campbell High School","Alabama A & M University",2
2012,"633","Cobb County","1054","Campbell High School","Harvard - Kennedy School Of Government",2
2012,"633","Cobb County","1054","Campbell High School","Howard University",2
2012,"633","Cobb County","1054","Campbell High School","Morris College",1
2012,"633","Cobb County","1054","Campbell High School","Tuskegee University",2
2012,"633","Cobb County","1064","McEachern High School","Ferrum College",4
2012,"633","Cobb County","1064","McEachern High School","Jacksonville State University",1
2012,"633","Cobb County","1064","McEachern High School","Old Dominion University",1
2012,"633","Cobb County","1064","McEachern High School","University Of Alabama",1
2012,"633","Cobb County","1064","McEachern High School","University Of South Carolina",4
2012,"633","Cobb County","1069","Wheeler High School","Bethune-Cookman University",4
2012,"633","Cobb County","1069","Wheeler High School","Louisiana State University - Ag",1
2012,"633","Cobb County","1069","Wheeler High School","Middle Tennessee State University",1
2012,"633","Cobb County","1069","Wheeler High School","Presbyterian College",4
2012,"633","Cobb County","1069","Wheeler High School","Yale University",1
2012,"633","Cobb County","2056","North Cobb High School","Brigham Young University - Idaho Fall/W",1
2012,"633","Cobb County","2056","North Cobb High School","Clemson University",2
2012,"633","Cobb County","2056","North Cobb High School","Dean College",2
2012,"633","Cobb County","2056","North Cobb High School","Jacksonville State University",2
2012,"633","Cobb County","2056","North Cobb High School","Western Kentucky University",2
2012,"633","Cobb County","2066","Osborne High School","Alabama State University",4
2012,"633","Cobb County","2066","Osborne High School","Cuny Kingsborough Community College",1
2012,"633","Cobb County","2066","Osborne High School","Devry University",1
2012,"633","Cobb County","2066","Osborne High School","Hampton University",1
2012,"633","Cobb County","2066","Osborne High School","Northeast Wisconsin Technical College",4
2012,"633","Cobb County","3056","South Cobb High School","Howard University",3
2012,"633","Cobb County","3056","South Cobb High School","Jacksonville State University",1
2012,"633","Cobb County","3056","South Cobb High School","University Of Mississippi",3
2012,"633","Cobb County","3056","South Cobb High School","University Of Virginia",2
2012,"633","Cobb County","3056","South Cobb High School","Wake Forest School Of Medicine - Md",3
2012,"633","Cobb County","4066","Pebblebrook High School","Alabama State University",1
2012,"633","Cobb County","4066","Pebblebrook High School","Howard University",3
2012,"633","Cobb County","4066","Pebblebrook High School","Middle Tennessee State University",4
2012,"633","Cobb County","4066","Pebblebrook High School","Syracuse University",1
2012,"633","Cobb County","4066","Pebblebrook High School","Wright State University",4
2012,"633","Cobb County","ALL","All Cobb County High Schools","Auburn University",2
2012,"633","Cobb County","ALL","All Cobb County High Schools","Jacksonville State University",2
2012,"633","Cobb County","ALL","All Cobb County High Schools","University Of Alabama",1
2012,"633","Cobb County","ALL","All Cobb County High Schools","University Of Mississippi",5
2012,"633","Cobb County","ALL","All Cobb County High Schools","University Of South Carolina",4
2012,"634","Coffee County","0195","Coffee County High School","Community College Of Rhode Island",2
2012,"634","Coffee County","0195","Coffee County High School","Embry-Riddle Aeronautical Univ.-Worldwi",2
2012,"634","Coffee County","0195","Coffee County High School","Florida State College At Jacksonville",2
2012,"634","Coffee County","0195","Coffee County High School","University Of Phoenix",1
2012,"634","Coffee County","0195","Coffee County High School","University Of The Virgin Islands",2
2012,"634","Coffee County","ALL","All Coffee County High Schools","Community College Of Rhode Island",2
2012,"634","Coffee County","ALL","All Coffee County High Schools","Converse College",2
2012,"634","Coffee County","ALL","All Coffee County High Schools","Lenoir-Rhyne University",2
2012,"634","Coffee County","ALL","All Coffee County High Schools","University Of Phoenix",1
2012,"634","Coffee County","ALL","All Coffee County High Schools","William Peace University",2
2012,"635","Colquitt County","0112","Colquitt County Achievement Center","College Of Southern Nevada",1
2012,"635","Colquitt County","0112","Colquitt County Achievement Center","Polk State College",1
2012,"635","Colquitt County","1554","Colquitt County High School","Arkansas State University",4
2012,"635","Colquitt County","1554","Colquitt County High School","Florida State University",1
2012,"635","Colquitt County","1554","Colquitt County High School","Huntingdon College",1
2012,"635","Colquitt County","1554","Colquitt County High School","Miles College",1
2012,"635","Colquitt County","1554","Colquitt County High School","Southeast Missouri State University",4
2012,"635","Colquitt County","ALL","All Colquitt County High Schools","Florida State University",1
2012,"635","Colquitt County","ALL","All Colquitt County High Schools","Huntingdon College",1
2012,"635","Colquitt County","ALL","All Colquitt County High Schools","Miles College",1
2012,"635","Colquitt County","ALL","All Colquitt County High Schools","Rochester Institute Of Technology",4
2012,"635","Colquitt County","ALL","All Colquitt County High Schools","Stevens-Henager - Independence Universi",4
2012,"636","Columbia County","0112","Grovetown High School","Devry University",2
2012,"636","Columbia County","0112","Grovetown High School","Johnson & Wales University",1
2012,"636","Columbia County","0112","Grovetown High School","New Mexico Military Institute",3
2012,"636","Columbia County","0112","Grovetown High School","South Puget Sound Community College",3
2012,"636","Columbia County","0112","Grovetown High School","Tidewater Community College",3
2012,"636","Columbia County","0183","Harlem High School","Aiken Technical College",2
2012,"636","Columbia County","0183","Harlem High School","Cochise College",1
2012,"636","Columbia County","0183","Harlem High School","North Greenville University",2
2012,"636","Columbia County","0183","Harlem High School","The Ohio State University",2
2012,"636","Columbia County","0183","Harlem High School","Virginia Intermont College",2
2012,"636","Columbia County","0189","Lakeside High School","Clemson University",3
2012,"636","Columbia County","0189","Lakeside High School","College Of Charleston",3
2012,"636","Columbia County","0189","Lakeside High School","Huntingdon College",3
2012,"636","Columbia County","0189","Lakeside High School","University Of Alabama",1
2012,"636","Columbia County","0189","Lakeside High School","University Of South Carolina",1
2012,"636","Columbia County","0197","Greenbrier High School","Howard University",2
2012,"636","Columbia County","0197","Greenbrier High School","Newberry College",2
2012,"636","Columbia County","0197","Greenbrier High School","Tri-County Technical College",2
2012,"636","Columbia County","0197","Greenbrier High School","University Of Alabama",2
2012,"636","Columbia County","0197","Greenbrier High School","University Of South Carolina",1
2012,"636","Columbia County","4050","Evans High School","Aiken Technical College",2
2012,"636","Columbia County","4050","Evans High School","Johnson & Wales University",2
2012,"636","Columbia County","4050","Evans High School","North Carolina State University",4
2012,"636","Columbia County","4050","Evans High School","Southern University And A&M College",4
2012,"636","Columbia County","4050","Evans High School","University Of South Carolina - Aiken",1
2012,"636","Columbia County","ALL","All Columbia County High Schools","Cochise College",5
2012,"636","Columbia County","ALL","All Columbia County High Schools","Johnson & Wales University",2
2012,"636","Columbia County","ALL","All Columbia County High Schools","University Of Alabama",2
2012,"636","Columbia County","ALL","All Columbia County High Schools","University Of South Carolina",1
2012,"636","Columbia County","ALL","All Columbia County High Schools","University Of South Carolina - Aiken",2
2012,"637","Cook County","0111","Cook High School","Altierus Career College- Tampa",1
2012,"637","Cook County","0111","Cook High School","Everest Univ - Tampa Brandon Campus",1
2012,"637","Cook County","0111","Cook High School","Sanford-Brown College - Jacksonville",1
2012,"637","Cook County","0111","Cook High School","Suny Jamestown Community College",1
2012,"637","Cook County","0111","Cook High School","Valencia College",1
2012,"637","Cook County","ALL","All Cook County High Schools","Altierus Career College- Tampa",1
2012,"637","Cook County","ALL","All Cook County High Schools","Austin Peay @ Fort Campbell",1
2012,"637","Cook County","ALL","All Cook County High Schools","Sanford-Brown College - Jacksonville",1
2012,"637","Cook County","ALL","All Cook County High Schools","Suny Jamestown Community College",1
2012,"637","Cook County","ALL","All Cook County High Schools","Valencia College",1
2012,"638","Coweta County","0196","Northgate High School","Auburn University",1
2012,"638","Coweta County","0196","Northgate High School","Brigham Young University",4
2012,"638","Coweta County","0196","Northgate High School","Brigham Young University - Idaho Fall/W",2
2012,"638","Coweta County","0196","Northgate High School","Florida College",2
2012,"638","Coweta County","0196","Northgate High School","Southern Union State Community College",4
2012,"638","Coweta County","0389","East Coweta High School","Auburn University",3
2012,"638","Coweta County","0389","East Coweta High School","Auburn University At Montgomery",4
2012,"638","Coweta County","0389","East Coweta High School","Jacksonville State University",1
2012,"638","Coweta County","0389","East Coweta High School","University Of Alabama",2
2012,"638","Coweta County","0389","East Coweta High School","University Of Minnesota-Twin Cities",5
2012,"638","Coweta County","5054","Newnan High School","Auburn University",3
2012,"638","Coweta County","5054","Newnan High School","Jacksonville State University",1
2012,"638","Coweta County","5054","Newnan High School","Lincoln University",5
2012,"638","Coweta County","5054","Newnan High School","University Of Alabama",2
2012,"638","Coweta County","5054","Newnan High School","University Of Mississippi",3
2012,"638","Coweta County","ALL","All Coweta County High Schools","Auburn University",2
2012,"638","Coweta County","ALL","All Coweta County High Schools","Auburn University At Montgomery",4
2012,"638","Coweta County","ALL","All Coweta County High Schools","Jacksonville State University",1
2012,"638","Coweta County","ALL","All Coweta County High Schools","University Of Alabama",3
2012,"638","Coweta County","ALL","All Coweta County High Schools","University Of Mississippi",4
2012,"639","Crawford County","0193","Crawford County High School","University Of North Florida",1
2012,"639","Crawford County","ALL","All Crawford County High Schools","University Of North Florida",1
2012,"640","Crisp County","0196","Crisp County High School","Auburn University",2
2012,"640","Crisp County","0196","Crisp County High School","Florida State College At Jacksonville",3
2012,"640","Crisp County","0196","Crisp County High School","Kent State University",3
2012,"640","Crisp County","0196","Crisp County High School","Liberty University",1
2012,"640","Crisp County","0196","Crisp County High School","University Of Phoenix",3
2012,"640","Crisp County","ALL","All Crisp County High Schools","Auburn University",2
2012,"640","Crisp County","ALL","All Crisp County High Schools","Benedict College",3
2012,"640","Crisp County","ALL","All Crisp County High Schools","Liberty University",1
2012,"640","Crisp County","ALL","All Crisp County High Schools","Miami University",3
2012,"640","Crisp County","ALL","All Crisp County High Schools","University Of Miami",3
2012,"641","Dade County","0195","Dade County High School","Chattanooga State Community College",1
2012,"641","Dade County","0195","Dade County High School","Liberty University",5
2012,"641","Dade County","0195","Dade County High School","Northeast Alabama Community College",2
2012,"641","Dade County","0195","Dade County High School","The University Of The South",3
2012,"641","Dade County","0195","Dade County High School","University Of Tennessee Chattanooga",3
2012,"641","Dade County","ALL","All Dade County High Schools","Chattanooga State Community College",1
2012,"641","Dade County","ALL","All Dade County High Schools","Liberty University",5
2012,"641","Dade County","ALL","All Dade County High Schools","Northeast Alabama Community College",2
2012,"641","Dade County","ALL","All Dade County High Schools","The University Of The South",3
2012,"641","Dade County","ALL","All Dade County High Schools","University Of Tennessee Chattanooga",3
2012,"642","Dawson County","0198","Dawson County High School","Austin Peay @ Fort Campbell",2
2012,"642","Dawson County","0198","Dawson County High School","Gulf Coast State College",2
2012,"642","Dawson County","0198","Dawson County High School","Lee University",1
2012,"642","Dawson County","0198","Dawson County High School","Tri-County Technical College",2
2012,"642","Dawson County","0198","Dawson County High School","Western Carolina University",2
2012,"642","Dawson County","ALL","All Dawson County High Schools","Austin Peay @ Fort Campbell",2
2012,"642","Dawson County","ALL","All Dawson County High Schools","Columbia College",2
2012,"642","Dawson County","ALL","All Dawson County High Schools","Lee University",1
2012,"642","Dawson County","ALL","All Dawson County High Schools","Tri-County Technical College",2
2012,"642","Dawson County","ALL","All Dawson County High Schools","University Of The Cumberlands",2
2012,"643","Decatur County","3050","Bainbridge High School","Dean College",3
2012,"643","Decatur County","3050","Bainbridge High School","Northwest Mississippi Community College",3
2012,"643","Decatur County","3050","Bainbridge High School","Tallahassee Community College",1
2012,"643","Decatur County","3050","Bainbridge High School","Troy University",2
2012,"643","Decatur County","3050","Bainbridge High School","Valencia College",3
2012,"643","Decatur County","ALL","All Decatur County High Schools","Altierus Career College- Tampa",3
2012,"643","Decatur County","ALL","All Decatur County High Schools","Everest University - Tempe",3
2012,"643","Decatur County","ALL","All Decatur County High Schools","Fresno City College",3
2012,"643","Decatur County","ALL","All Decatur County High Schools","Tallahassee Community College",1
2012,"643","Decatur County","ALL","All Decatur County High Schools","Troy University",2
2012,"644","DeKalb County","0103","Martin Luther King, Jr. High School","Alabama A & M University",2
2012,"644","DeKalb County","0103","Martin Luther King, Jr. High School","Alabama State University",5
2012,"644","DeKalb County","0103","Martin Luther King, Jr. High School","Benedict College",3
2012,"644","DeKalb County","0103","Martin Luther King, Jr. High School","Bethune-Cookman University",1
2012,"644","DeKalb County","0103","Martin Luther King, Jr. High School","Tennessee State University",3
2012,"644","DeKalb County","0105","Miller Grove High School","Alabama A & M University",4
2012,"644","DeKalb County","0105","Miller Grove High School","Benedict College",2
2012,"644","DeKalb County","0105","Miller Grove High School","Bethune-Cookman University",1
2012,"644","DeKalb County","0105","Miller Grove High School","Devry University",5
2012,"644","DeKalb County","0105","Miller Grove High School","Tennessee State University",3
2012,"644","DeKalb County","0112","Destiny Achievers Academy of Excellence","Stevens-Henager - Independence Universi",1
2012,"644","DeKalb County","0172","Cedar Grove High School","Benedict College",1
2012,"644","DeKalb County","0172","Cedar Grove High School","Florida A&M University",4
2012,"644","DeKalb County","0172","Cedar Grove High School","Miles College",2
2012,"644","DeKalb County","0172","Cedar Grove High School","Technical Career Institute",5
2012,"644","DeKalb County","0172","Cedar Grove High School","Tennessee State University",2
2012,"644","DeKalb County","0176","Redan High School","Alabama A & M University",2
2012,"644","DeKalb County","0176","Redan High School","Alabama State University",3
2012,"644","DeKalb County","0176","Redan High School","Bethune-Cookman University",1
2012,"644","DeKalb County","0176","Redan High School","Tennessee State University",4
2012,"644","DeKalb County","0176","Redan High School","Tuskegee University",4
2012,"644","DeKalb County","0202","Lithonia High School","Alabama State University",1
2012,"644","DeKalb County","0202","Lithonia High School","Central Carolina Technical College",4
2012,"644","DeKalb County","0202","Lithonia High School","Miles College",2
2012,"644","DeKalb County","0202","Lithonia High School","North Carolina A&T State University",4
2012,"644","DeKalb County","0202","Lithonia High School","Tennessee State University",2
2012,"644","DeKalb County","0276","Stone Mountain High School","Alabama State University",1
2012,"644","DeKalb County","0276","Stone Mountain High School","Bethune-Cookman University",3
2012,"644","DeKalb County","0276","Stone Mountain High School","Howard University",3
2012,"644","DeKalb County","0276","Stone Mountain High School","Mars Hill University",2
2012,"644","DeKalb County","0276","Stone Mountain High School","Tuskegee University",3
2012,"644","DeKalb County","0407","Dekalb Early College Academy","Clemson University",1
2012,"644","DeKalb County","0407","Dekalb Early College Academy","Howard University",1
2012,"644","DeKalb County","0410","DeKalb School of the Arts","Brandeis University",2
2012,"644","DeKalb County","0410","DeKalb School of the Arts","Colgate University",2
2012,"644","DeKalb County","0410","DeKalb School of the Arts","College Of William & Mary",2
2012,"644","DeKalb County","0410","DeKalb School of the Arts","Howard University",1
2012,"644","DeKalb County","0410","DeKalb School of the Arts","Webster University    Terms",2
2012,"644","DeKalb County","0497","Stephenson High School","Bethune-Cookman University",1
2012,"644","DeKalb County","0497","Stephenson High School","Howard University",1
2012,"644","DeKalb County","0497","Stephenson High School","Jackson State University",3
2012,"644","DeKalb County","0497","Stephenson High School","Tuskegee University",3
2012,"644","DeKalb County","0497","Stephenson High School","University Of Kentucky",5
2012,"644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Alabama A & M University",4
2012,"644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Hampton University",2
2012,"644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Johnson & Wales University",2
2012,"644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Tuskegee University",1
2012,"644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Voorhees College",4
2012,"644","DeKalb County","0810","Elizabeth Andrews High School","Central Texas College-Traditional",1
2012,"644","DeKalb County","0810","Elizabeth Andrews High School","College Of Southern Nevada",1
2012,"644","DeKalb County","0810","Elizabeth Andrews High School","Sinclair Community College",1
2012,"644","DeKalb County","0810","Elizabeth Andrews High School","Tallahassee Community College",1
2012,"644","DeKalb County","0810","Elizabeth Andrews High School","University Of The District Of Columbia",1
2012,"644","DeKalb County","1070","Tucker High School","Alabama State University",2
2012,"644","DeKalb County","1070","Tucker High School","Ellsworth Community College",2
2012,"644","DeKalb County","1070","Tucker High School","Mississippi State University",2
2012,"644","DeKalb County","1070","Tucker High School","Tennessee State University",2
2012,"644","DeKalb County","1070","Tucker High School","University Of Tennessee - Martin",1
2012,"644","DeKalb County","2054","Columbia High School","Alabama A & M University",5
2012,"644","DeKalb County","2054","Columbia High School","Alabama State University",1
2012,"644","DeKalb County","2054","Columbia High School","Bethune-Cookman University",2
2012,"644","DeKalb County","2054","Columbia High School","Howard University",2
2012,"644","DeKalb County","2054","Columbia High School","Jackson State University",2
2012,"644","DeKalb County","2055","Druid Hills High School","American University",2
2012,"644","DeKalb County","2055","Druid Hills High School","Carson-Newman Univ Masters",2
2012,"644","DeKalb County","2055","Druid Hills High School","Elizabeth City State University",2
2012,"644","DeKalb County","2055","Druid Hills High School","South Carolina State University",1
2012,"644","DeKalb County","2055","Druid Hills High School","Tuskegee University",2
2012,"644","DeKalb County","3060","Lakeside High School","Auburn University",3
2012,"644","DeKalb County","3060","Lakeside High School","The University Of The South",1
2012,"644","DeKalb County","3060","Lakeside High School","University Of Alabama",1
2012,"644","DeKalb County","3060","Lakeside High School","University Of Mississippi",3
2012,"644","DeKalb County","3060","Lakeside High School","University Of South Carolina",3
2012,"644","DeKalb County","3070","McNair High School","Alabama State University",3
2012,"644","DeKalb County","3070","McNair High School","Benedict College",1
2012,"644","DeKalb County","3070","McNair High School","Brown University",3
2012,"644","DeKalb County","3070","McNair High School","Miles College",1
2012,"644","DeKalb County","3070","McNair High School","Newbury College",3
2012,"644","DeKalb County","4053","Clarkston High School","Benedict College",1
2012,"644","DeKalb County","4053","Clarkston High School","Devry University",3
2012,"644","DeKalb County","4053","Clarkston High School","Hiwassee College",3
2012,"644","DeKalb County","4053","Clarkston High School","Lane College",1
2012,"644","DeKalb County","4053","Clarkston High School","Long Beach City College",3
2012,"644","DeKalb County","4054","Cross Keys High School","Cochise College",1
2012,"644","DeKalb County","4054","Cross Keys High School","College Of Wooster",1
2012,"644","DeKalb County","4054","Cross Keys High School","Sacramento City College-Los Rios Cc Dis",1
2012,"644","DeKalb County","4054","Cross Keys High School","Scripps College",1
2012,"644","DeKalb County","4054","Cross Keys High School","The University Of The South",1
2012,"644","DeKalb County","4069","Towers High School","Alabama A & M University",2
2012,"644","DeKalb County","4069","Towers High School","Alabama State University",1
2012,"644","DeKalb County","4069","Towers High School","Benedict College",3
2012,"644","DeKalb County","4069","Towers High School","University Of Phoenix",4
2012,"644","DeKalb County","4069","Towers High School","University Of Southern Mississippi",4
2012,"644","DeKalb County","5052","Chamblee Charter High School","Auburn University",2
2012,"644","DeKalb County","5052","Chamblee Charter High School","Clemson University",4
2012,"644","DeKalb County","5052","Chamblee Charter High School","Florida A&M University",1
2012,"644","DeKalb County","5052","Chamblee Charter High School","Howard University",4
2012,"644","DeKalb County","5052","Chamblee Charter High School","North Carolina A&T State University",2
2012,"644","DeKalb County","5055","Dunwoody High School","Auburn University",2
2012,"644","DeKalb County","5055","Dunwoody High School","Benedict College",3
2012,"644","DeKalb County","5055","Dunwoody High School","Chattahoochee Valley Community College",3
2012,"644","DeKalb County","5055","Dunwoody High School","University Of Alabama",1
2012,"644","DeKalb County","5055","Dunwoody High School","University Of Tennessee",3
2012,"644","DeKalb County","5067","Southwest DeKalb High School","Alabama A & M University",1
2012,"644","DeKalb County","5067","Southwest DeKalb High School","Auburn University",2
2012,"644","DeKalb County","5067","Southwest DeKalb High School","Bethune-Cookman University",3
2012,"644","DeKalb County","5067","Southwest DeKalb High School","Howard University",5
2012,"644","DeKalb County","5067","Southwest DeKalb High School","Tennessee State University",4
2012,"644","DeKalb County","ALL","All DeKalb County High Schools","Alabama A & M University",3
2012,"644","DeKalb County","ALL","All DeKalb County High Schools","Alabama State University",1
2012,"644","DeKalb County","ALL","All DeKalb County High Schools","Benedict College",4
2012,"644","DeKalb County","ALL","All DeKalb County High Schools","Bethune-Cookman University",2
2012,"644","DeKalb County","ALL","All DeKalb County High Schools","Tuskegee University",5
2012,"645","Dodge County","0103","Dodge County High School","Everest University - Tempe",1
2012,"645","Dodge County","0103","Dodge County High School","University Of Louisville",1
2012,"645","Dodge County","ALL","All Dodge County High Schools","Everest University - Tempe",1
2012,"645","Dodge County","ALL","All Dodge County High Schools","University Of Louisville",1
2012,"646","Dooly County","0182","Dooly County High School","Benedict College",1
2012,"646","Dooly County","0182","Dooly County High School","Devry University",2
2012,"646","Dooly County","0182","Dooly County High School","Sierra College",2
2012,"646","Dooly County","ALL","All Dooly County High Schools","Benedict College",1
2012,"646","Dooly County","ALL","All Dooly County High Schools","Devry University",2
2012,"646","Dooly County","ALL","All Dooly County High Schools","Sierra College",2
2012,"647","Dougherty County","1050","Albany High School","Benedict College",3
2012,"647","Dougherty County","1050","Albany High School","Howard University",3
2012,"647","Dougherty County","1050","Albany High School","University Of Alabama, Birmingham-Denta",2
2012,"647","Dougherty County","1050","Albany High School","University Of Phoenix",1
2012,"647","Dougherty County","1050","Albany High School","Valencia College",3
2012,"647","Dougherty County","1058","Monroe High School","Alabama Southern Community College",3
2012,"647","Dougherty County","1058","Monroe High School","Altierus Career College- Tampa",2
2012,"647","Dougherty County","1058","Monroe High School","Benedict College",3
2012,"647","Dougherty County","1058","Monroe High School","Clemson University",3
2012,"647","Dougherty County","1058","Monroe High School","Tuskegee University",1
2012,"647","Dougherty County","2052","Dougherty Comprehensive High School","Barton Community College",1
2012,"647","Dougherty County","2052","Dougherty Comprehensive High School","Bethune-Cookman University",1
2012,"647","Dougherty County","2052","Dougherty Comprehensive High School","Everest University - Tempe",1
2012,"647","Dougherty County","2052","Dougherty Comprehensive High School","Florida A&M University",1
2012,"647","Dougherty County","2052","Dougherty Comprehensive High School","Lurleen B Wallace Community College",1
2012,"647","Dougherty County","4062","Westover High School","Auburn University",1
2012,"647","Dougherty County","4062","Westover High School","Chicago State University",5
2012,"647","Dougherty County","4062","Westover High School","Florida Gulf Coast University",1
2012,"647","Dougherty County","4062","Westover High School","Tallahassee Community College",1
2012,"647","Dougherty County","4062","Westover High School","University Of Phoenix",1
2012,"647","Dougherty County","ALL","All Dougherty County High Schools","Altierus Career College- Tampa",2
2012,"647","Dougherty County","ALL","All Dougherty County High Schools","Auburn University",2
2012,"647","Dougherty County","ALL","All Dougherty County High Schools","Tallahassee Community College",5
2012,"647","Dougherty County","ALL","All Dougherty County High Schools","Tuskegee University",2
2012,"647","Dougherty County","ALL","All Dougherty County High Schools","University Of Phoenix",1
2012,"648","Douglas County","0100","Chapel Hill High School","Barry University",5
2012,"648","Douglas County","0100","Chapel Hill High School","Birmingham-Southern College",2
2012,"648","Douglas County","0100","Chapel Hill High School","Jacksonville State University",1
2012,"648","Douglas County","0100","Chapel Hill High School","Southeastern University",2
2012,"648","Douglas County","0100","Chapel Hill High School","Tuskegee University",2
2012,"648","Douglas County","0175","Lithia Springs Comprehensive High School","Alabama State University",1
2012,"648","Douglas County","0175","Lithia Springs Comprehensive High School","Devry University",3
2012,"648","Douglas County","0175","Lithia Springs Comprehensive High School","El Camino College",4
2012,"648","Douglas County","0175","Lithia Springs Comprehensive High School","Jacksonville State University",2
2012,"648","Douglas County","0175","Lithia Springs Comprehensive High School","Palm Beach State College",4
2012,"648","Douglas County","0187","Alexander High School","Cochise College",1
2012,"648","Douglas County","0187","Alexander High School","Hamline University",4
2012,"648","Douglas County","0187","Alexander High School","Itt Technical Institute",1
2012,"648","Douglas County","0187","Alexander High School","Jacksonville State University",4
2012,"648","Douglas County","0187","Alexander High School","Mississippi State University",1
2012,"648","Douglas County","0212","New Manchester High School","Bethune-Cookman University",2
2012,"648","Douglas County","0212","New Manchester High School","Jacksonville State University",1
2012,"648","Douglas County","0212","New Manchester High School","Mississippi State University",4
2012,"648","Douglas County","0212","New Manchester High School","Tyler Junior College",4
2012,"648","Douglas County","0212","New Manchester High School","University Of Alabama",2
2012,"648","Douglas County","4050","Douglas County High School","Alabama A & M University",2
2012,"648","Douglas County","4050","Douglas County High School","Florida A&M University",4
2012,"648","Douglas County","4050","Douglas County High School","Jacksonville State University",1
2012,"648","Douglas County","4050","Douglas County High School","South Carolina State University",2
2012,"648","Douglas County","4050","Douglas County High School","University Of Florida",4
2012,"648","Douglas County","ALL","All Douglas County High Schools","Alabama A & M University",5
2012,"648","Douglas County","ALL","All Douglas County High Schools","Alabama State University",2
2012,"648","Douglas County","ALL","All Douglas County High Schools","Devry University",4
2012,"648","Douglas County","ALL","All Douglas County High Schools","Jacksonville State University",1
2012,"648","Douglas County","ALL","All Douglas County High Schools","Tuskegee University",3
2012,"649","Early County","2050","Early County High School","Auburn University",2
2012,"649","Early County","2050","Early County High School","Everest University - Tempe",2
2012,"649","Early County","2050","Early County High School","Liberty University",1
2012,"649","Early County","2050","Early County High School","University Of Alabama",2
2012,"649","Early County","2050","Early County High School","University Of Mississippi",2
2012,"649","Early County","ALL","All Early County High Schools","Dickinson College",2
2012,"649","Early County","ALL","All Early County High Schools","Enterprise State Community College",2
2012,"649","Early County","ALL","All Early County High Schools","Florida A&M University",2
2012,"649","Early County","ALL","All Early County High Schools","Liberty University",1
2012,"649","Early County","ALL","All Early County High Schools","University Of Alabama",2
2012,"650","Echols County","1050","Echols County High School","Florida Southwestern State College",1
2012,"650","Echols County","1050","Echols County High School","Lipscomb University",1
2012,"650","Echols County","ALL","All Echols County High Schools","Florida Southwestern State College",1
2012,"650","Echols County","ALL","All Echols County High Schools","Lipscomb University",1
2012,"651","Effingham County","0197","South Effingham High School","Anne Arundel Community College",4
2012,"651","Effingham County","0197","South Effingham High School","Murray State University",2
