"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","COLLEGE","OUT_OF_STATE_ENR_RANK"
2018,"660","Fulton County","0392","Chattahoochee High School","Clemson University",3
2018,"660","Fulton County","0392","Chattahoochee High School","University Of Alabama",1
2018,"660","Fulton County","0392","Chattahoochee High School","University Of South Carolina",4
2018,"660","Fulton County","0392","Chattahoochee High School","Vanderbilt University",5
2018,"660","Fulton County","0691","Tri-Cities High School","Alabama State University",2
2018,"660","Fulton County","0691","Tri-Cities High School","Hampton University",4
2018,"660","Fulton County","0691","Tri-Cities High School","Southern University And A&M College",4
2018,"660","Fulton County","0691","Tri-Cities High School","Talladega College",3
2018,"660","Fulton County","0691","Tri-Cities High School","Tennessee State University",1
2018,"660","Fulton County","0910","Johns Creek High School","Auburn University",1
2018,"660","Fulton County","0910","Johns Creek High School","Clemson University",3
2018,"660","Fulton County","0910","Johns Creek High School","University Of Alabama",1
2018,"660","Fulton County","0910","Johns Creek High School","University Of South Carolina",5
2018,"660","Fulton County","0910","Johns Creek High School","University Of Tennessee",3
2018,"660","Fulton County","1110","Langston Hughes High School","Academy Of Art University",2
2018,"660","Fulton County","1110","Langston Hughes High School","Alabama A & M University",1
2018,"660","Fulton County","1110","Langston Hughes High School","Alabama State University",2
2018,"660","Fulton County","1110","Langston Hughes High School","Jackson State University",5
2018,"660","Fulton County","1110","Langston Hughes High School","Xavier University Of Louisiana",2
2018,"660","Fulton County","1320","Skyview High School","American Public University System",1
2018,"660","Fulton County","3066","Riverwood International Charter School","College Of Charleston",1
2018,"660","Fulton County","3066","Riverwood International Charter School","Flagler College",1
2018,"660","Fulton County","3066","Riverwood International Charter School","University Of Colorado Boulder",3
2018,"660","Fulton County","3066","Riverwood International Charter School","University Of Kentucky",3
2018,"660","Fulton County","3066","Riverwood International Charter School","University Of Michigan",3
2018,"660","Fulton County","4062","North Springs High School","Florida A&M University",1
2018,"660","Fulton County","4062","North Springs High School","Florida State University",1
2018,"660","Fulton County","4062","North Springs High School","Grambling State University",4
2018,"660","Fulton County","4062","North Springs High School","Tuskegee University",1
2018,"660","Fulton County","4062","North Springs High School","University Of Tennessee",4
2018,"660","Fulton County","5069","Westlake High School","Alabama A & M University",1
2018,"660","Fulton County","5069","Westlake High School","Howard University",3
2018,"660","Fulton County","5069","Westlake High School","Mississippi State University",4
2018,"660","Fulton County","5069","Westlake High School","Tuskegee University",4
2018,"660","Fulton County","5069","Westlake High School","Xavier University Of Louisiana",2
2018,"660","Fulton County","ALL","All Fulton County High Schools","Auburn University",1
2018,"660","Fulton County","ALL","All Fulton County High Schools","Florida State University",5
2018,"660","Fulton County","ALL","All Fulton County High Schools","University Of Alabama",2
2018,"660","Fulton County","ALL","All Fulton County High Schools","University Of South Carolina",3
2018,"660","Fulton County","ALL","All Fulton County High Schools","University Of Tennessee",4
2018,"661","Gilmer County","0196","Gilmer High School","Cincinnati Christian University",2
2018,"661","Gilmer County","0196","Gilmer High School","Cochise College",1
2018,"661","Gilmer County","0196","Gilmer High School","East Tennessee State University",2
2018,"661","Gilmer County","0196","Gilmer High School","Johnson University",2
2018,"661","Gilmer County","0196","Gilmer High School","University Of Tennessee Chattanooga",2
2018,"661","Gilmer County","ALL","All Gilmer County High Schools","Baton Rouge Community College",2
2018,"661","Gilmer County","ALL","All Gilmer County High Schools","Bethel University",2
2018,"661","Gilmer County","ALL","All Gilmer County High Schools","Cincinnati Christian University",2
2018,"661","Gilmer County","ALL","All Gilmer County High Schools","Cochise College",1
2018,"661","Gilmer County","ALL","All Gilmer County High Schools","Millsaps College",2
2018,"663","Glynn County","3552","Brunswick High School","Asa College",1
2018,"663","Glynn County","3552","Brunswick High School","Concordia University - Irvine",1
2018,"663","Glynn County","3552","Brunswick High School","Fisk University",1
2018,"663","Glynn County","3552","Brunswick High School","Johnson & Wales- Charlotte",1
2018,"663","Glynn County","3552","Brunswick High School","Johnson & Wales- North Miami",1
2018,"663","Glynn County","4752","Glynn Academy","Auburn University",2
2018,"663","Glynn County","4752","Glynn Academy","The University Of The South",2
2018,"663","Glynn County","4752","Glynn Academy","University Of Alabama",2
2018,"663","Glynn County","4752","Glynn Academy","University Of Florida",2
2018,"663","Glynn County","4752","Glynn Academy","University Of Mississippi",1
2018,"663","Glynn County","ALL","All Glynn County High Schools","Fisk University",3
2018,"663","Glynn County","ALL","All Glynn County High Schools","Johnson & Wales- Charlotte",3
2018,"663","Glynn County","ALL","All Glynn County High Schools","Johnson & Wales- North Miami",2
2018,"663","Glynn County","ALL","All Glynn County High Schools","The University Of The South",3
2018,"663","Glynn County","ALL","All Glynn County High Schools","University Of Mississippi",1
2018,"664","Gordon County","0106","Sonoraville High School","Anderson University",4
2018,"664","Gordon County","0106","Sonoraville High School","Bryan College",1
2018,"664","Gordon County","0106","Sonoraville High School","Eckerd College",4
2018,"664","Gordon County","0106","Sonoraville High School","Jacksonville State University",1
2018,"664","Gordon County","0106","Sonoraville High School","Lee University",1
2018,"664","Gordon County","0286","Gordon Central High School","Bethany College",2
2018,"664","Gordon County","0286","Gordon Central High School","Calvin College",3
2018,"664","Gordon County","0286","Gordon Central High School","Jacksonville State University",1
2018,"664","Gordon County","0286","Gordon Central High School","Stanford University",3
2018,"664","Gordon County","0286","Gordon Central High School","University Of Alabama, Birmingham-Denta",3
2018,"664","Gordon County","ALL","All Gordon County High Schools","Bethany College",2
2018,"664","Gordon County","ALL","All Gordon County High Schools","Bryan College",2
2018,"664","Gordon County","ALL","All Gordon County High Schools","Jacksonville State University",1
2018,"664","Gordon County","ALL","All Gordon County High Schools","Lee University",2
2018,"664","Gordon County","ALL","All Gordon County High Schools","Loyola University In New Orleans",5
2018,"665","Grady County","1050","Cairo High School","Bluegrass Community And Technical Colle",3
2018,"665","Grady County","1050","Cairo High School","Colorado Technical University",1
2018,"665","Grady County","1050","Cairo High School","Dillard University",3
2018,"665","Grady County","1050","Cairo High School","Florida State University",1
2018,"665","Grady County","1050","Cairo High School","Mount San Jacinto College",3
2018,"665","Grady County","ALL","All Grady County High Schools","Bluegrass Community And Technical Colle",3
2018,"665","Grady County","ALL","All Grady County High Schools","Colorado Technical University",1
2018,"665","Grady County","ALL","All Grady County High Schools","Florida State University",1
2018,"665","Grady County","ALL","All Grady County High Schools","Liberty University",3
2018,"665","Grady County","ALL","All Grady County High Schools","Tallahassee Community College",3
2018,"666","Greene County","0109","LAKE OCONEE CHARTER","Auburn University",1
2018,"666","Greene County","0109","LAKE OCONEE CHARTER","Central Piedmont Community College",1
2018,"666","Greene County","0109","LAKE OCONEE CHARTER","Wake Forest School Of Medicine - Md",1
2018,"666","Greene County","0401","Greene County High School","Benedict College",1
2018,"666","Greene County","0401","Greene County High School","Oklahoma State University - Stillwater/",1
2018,"666","Greene County","0401","Greene County High School","Talladega College",1
2018,"666","Greene County","0401","Greene County High School","The University Of Memphis",1
2018,"666","Greene County","ALL","All Greene County High Schools","Auburn University",1
2018,"666","Greene County","ALL","All Greene County High Schools","Oklahoma State University - Stillwater/",1
2018,"666","Greene County","ALL","All Greene County High Schools","Talladega College",1
2018,"666","Greene County","ALL","All Greene County High Schools","The University Of Memphis",1
2018,"666","Greene County","ALL","All Greene County High Schools","Wake Forest School Of Medicine - Md",1
2018,"667","Gwinnett County","0101","Grayson High School","Auburn University",1
2018,"667","Gwinnett County","0101","Grayson High School","Howard University",2
2018,"667","Gwinnett County","0101","Grayson High School","Loyola Law School",3
2018,"667","Gwinnett County","0101","Grayson High School","Tuskegee University",3
2018,"667","Gwinnett County","0101","Grayson High School","University Of Alabama",3
2018,"667","Gwinnett County","0103","Norcross High School","Alabama A & M University",2
2018,"667","Gwinnett County","0103","Norcross High School","Allan Hancock College",2
2018,"667","Gwinnett County","0103","Norcross High School","Auburn University",1
2018,"667","Gwinnett County","0103","Norcross High School","Northwestern University",4
2018,"667","Gwinnett County","0103","Norcross High School","University Of Tennessee",4
2018,"667","Gwinnett County","0105","Mill Creek High School","Auburn University",1
2018,"667","Gwinnett County","0105","Mill Creek High School","Middle Tennessee State University",4
2018,"667","Gwinnett County","0105","Mill Creek High School","University Of Alabama",4
2018,"667","Gwinnett County","0105","Mill Creek High School","University Of South Carolina",2
2018,"667","Gwinnett County","0105","Mill Creek High School","University Of Tennessee",2
2018,"667","Gwinnett County","0176","Parkview High School","Auburn University",1
2018,"667","Gwinnett County","0176","Parkview High School","Howard University",1
2018,"667","Gwinnett County","0176","Parkview High School","Indiana University Bloomington",1
2018,"667","Gwinnett County","0176","Parkview High School","Troy University",1
2018,"667","Gwinnett County","0176","Parkview High School","University Of Alabama, Birmingham-Denta",1
2018,"667","Gwinnett County","0182","Brookwood High School","Alabama A & M University",2
2018,"667","Gwinnett County","0182","Brookwood High School","Auburn University",1
2018,"667","Gwinnett County","0182","Brookwood High School","Howard University",3
2018,"667","Gwinnett County","0182","Brookwood High School","Tennessee State University",5
2018,"667","Gwinnett County","0182","Brookwood High School","Tuskegee University",3
2018,"667","Gwinnett County","0185","Shiloh High School","Alabama A & M University",1
2018,"667","Gwinnett County","0185","Shiloh High School","Florida A&M University",3
2018,"667","Gwinnett County","0185","Shiloh High School","Hampton University",3
2018,"667","Gwinnett County","0185","Shiloh High School","Louisiana State University - Ag",3
2018,"667","Gwinnett County","0185","Shiloh High School","Tennessee State University",2
2018,"667","Gwinnett County","0187","Meadowcreek High School","Hampton University",1
2018,"667","Gwinnett County","0187","Meadowcreek High School","Harvard - Kennedy School Of Government",1
2018,"667","Gwinnett County","0187","Meadowcreek High School","Jacksonville University",1
2018,"667","Gwinnett County","0187","Meadowcreek High School","Northern Arizona University",1
2018,"667","Gwinnett County","0187","Meadowcreek High School","Northern Oklahoma College",1
2018,"667","Gwinnett County","0189","Phoenix High School","Colorado Technical University",1
2018,"667","Gwinnett County","0189","Phoenix High School","Modesto Junior College",1
2018,"667","Gwinnett County","0189","Phoenix High School","Strayer University-Washington",1
2018,"667","Gwinnett County","0189","Phoenix High School","Tyler Junior College",1
2018,"667","Gwinnett County","0195","Collins Hill High School","Limestone College",1
2018,"667","Gwinnett County","0195","Collins Hill High School","Louisiana State University - Ag",2
2018,"667","Gwinnett County","0195","Collins Hill High School","University Of Alabama",2
2018,"667","Gwinnett County","0195","Collins Hill High School","University Of Mississippi",4
2018,"667","Gwinnett County","0195","Collins Hill High School","University Of South Carolina",4
2018,"667","Gwinnett County","0805","Peachtree Ridge High School","Auburn University",1
2018,"667","Gwinnett County","0805","Peachtree Ridge High School","Louisiana State University - Ag",1
2018,"667","Gwinnett County","0805","Peachtree Ridge High School","Mississippi State University",4
2018,"667","Gwinnett County","0805","Peachtree Ridge High School","University Of Tennessee",1
2018,"667","Gwinnett County","0805","Peachtree Ridge High School","Vanderbilt University",4
2018,"667","Gwinnett County","1018","Lanier High School","Alabama A & M University",3
2018,"667","Gwinnett County","1018","Lanier High School","Central Community College - Columbus",1
2018,"667","Gwinnett County","1018","Lanier High School","Davenport University",3
2018,"667","Gwinnett County","1018","Lanier High School","Germanna Community College",3
2018,"667","Gwinnett County","1018","Lanier High School","New York University",1
2018,"667","Gwinnett County","1019","Gwinnett School of Mathematics, Science and Technology","Carnegie Mellon University",2
2018,"667","Gwinnett County","1019","Gwinnett School of Mathematics, Science and Technology","Grinnell College",2
2018,"667","Gwinnett County","1019","Gwinnett School of Mathematics, Science and Technology","Rice University",1
2018,"667","Gwinnett County","1019","Gwinnett School of Mathematics, Science and Technology","University Of Illinois - Global Campus",2
2018,"667","Gwinnett County","1019","Gwinnett School of Mathematics, Science and Technology","University Of Pennsylvania",2
2018,"667","Gwinnett County","1050","Berkmar High School","Alabama A & M University",2
2018,"667","Gwinnett County","1050","Berkmar High School","Lakeland Community College",2
2018,"667","Gwinnett County","1050","Berkmar High School","New York University",2
2018,"667","Gwinnett County","1050","Berkmar High School","South College",2
2018,"667","Gwinnett County","1050","Berkmar High School","Southern Vermont College",1
2018,"667","Gwinnett County","1214","Gwinnett Online Campus","Drexel University",1
2018,"667","Gwinnett County","1214","Gwinnett Online Campus","Liberty University",1
2018,"667","Gwinnett County","1214","Gwinnett Online Campus","Southeastern University",1
2018,"667","Gwinnett County","1214","Gwinnett Online Campus","University Of Alabama, Birmingham-Denta",1
2018,"667","Gwinnett County","1214","Gwinnett Online Campus","University Of Washington - Seattle",1
2018,"667","Gwinnett County","1410","Mountain View High School","Auburn University",2
2018,"667","Gwinnett County","1410","Mountain View High School","Lee University",3
2018,"667","Gwinnett County","1410","Mountain View High School","North Carolina A&T State University",3
2018,"667","Gwinnett County","1410","Mountain View High School","Owens Community College",5
2018,"667","Gwinnett County","1410","Mountain View High School","University Of Alabama",1
2018,"667","Gwinnett County","1710","Archer High School","Campbellsville University",4
2018,"667","Gwinnett County","1710","Archer High School","New York University",1
2018,"667","Gwinnett County","1710","Archer High School","Vanderbilt University",1
2018,"667","Gwinnett County","1710","Archer High School","Western Carolina University",1
2018,"667","Gwinnett County","1710","Archer High School","Wingate University",4
2018,"667","Gwinnett County","1814","Discovery High School","Alabama A & M University",2
2018,"667","Gwinnett County","1814","Discovery High School","Howard University",1
2018,"667","Gwinnett County","1814","Discovery High School","Johnson C. Smith University",2
2018,"667","Gwinnett County","1814","Discovery High School","Southeastern University",2
2018,"667","Gwinnett County","1814","Discovery High School","Stanford University",2
2018,"667","Gwinnett County","2558","South Gwinnett High School","Alabama A & M University",2
2018,"667","Gwinnett County","2558","South Gwinnett High School","Benedict College",3
2018,"667","Gwinnett County","2558","South Gwinnett High School","North Carolina Central University",3
2018,"667","Gwinnett County","2558","South Gwinnett High School","Tennessee State University",1
2018,"667","Gwinnett County","2558","South Gwinnett High School","University Of Alabama",3
2018,"667","Gwinnett County","3750","Central Gwinnett High School","Barry University",1
2018,"667","Gwinnett County","3750","Central Gwinnett High School","Brigham Young University - Idaho Fall/W",1
2018,"667","Gwinnett County","3750","Central Gwinnett High School","Cincinnati Christian University",1
2018,"667","Gwinnett County","3750","Central Gwinnett High School","Middle Tennessee State University",1
2018,"667","Gwinnett County","3750","Central Gwinnett High School","University Of Miami",1
2018,"667","Gwinnett County","4052","Dacula High School","Berklee College Of Music",1
2018,"667","Gwinnett County","4052","Dacula High School","Horry-Georgetown Technical College",1
2018,"667","Gwinnett County","4052","Dacula High School","Lee University",1
2018,"667","Gwinnett County","4052","Dacula High School","Pace University",1
2018,"667","Gwinnett County","4052","Dacula High School","Prairie View A&M University",1
2018,"667","Gwinnett County","4556","North Gwinnett High School","Auburn University",3
2018,"667","Gwinnett County","4556","North Gwinnett High School","Mars Hill University",5
2018,"667","Gwinnett County","4556","North Gwinnett High School","University Of Alabama",4
2018,"667","Gwinnett County","4556","North Gwinnett High School","University Of South Carolina",1
2018,"667","Gwinnett County","4556","North Gwinnett High School","University Of Tennessee",2
2018,"667","Gwinnett County","5550","Duluth High School","Alabama A & M University",3
2018,"667","Gwinnett County","5550","Duluth High School","Clemson University",1
2018,"667","Gwinnett County","5550","Duluth High School","East Tennessee State University",3
2018,"667","Gwinnett County","5550","Duluth High School","Tallahassee Community College",3
2018,"667","Gwinnett County","5550","Duluth High School","University Of South Carolina",1
2018,"667","Gwinnett County","ALL","All Gwinnett County High Schools","Alabama A & M University",3
2018,"667","Gwinnett County","ALL","All Gwinnett County High Schools","Auburn University",1
2018,"667","Gwinnett County","ALL","All Gwinnett County High Schools","University Of Alabama",2
2018,"667","Gwinnett County","ALL","All Gwinnett County High Schools","University Of South Carolina",4
2018,"667","Gwinnett County","ALL","All Gwinnett County High Schools","University Of Tennessee",4
2018,"668","Habersham County","2052","Habersham Central High School","Ecpi University - Charleston",3
2018,"668","Habersham County","2052","Habersham Central High School","Liberty University",1
2018,"668","Habersham County","2052","Habersham Central High School","Rocky Mountain College Of Art & Design",3
2018,"668","Habersham County","2052","Habersham Central High School","Tennessee Technological University",3
2018,"668","Habersham County","2052","Habersham Central High School","Western Carolina University",1
2018,"668","Habersham County","ALL","All Habersham County High Schools","Anderson University",3
2018,"668","Habersham County","ALL","All Habersham County High Schools","Columbia University",3
2018,"668","Habersham County","ALL","All Habersham County High Schools","Liberty University",1
2018,"668","Habersham County","ALL","All Habersham County High Schools","The Ohio State University",3
2018,"668","Habersham County","ALL","All Habersham County High Schools","Western Carolina University",1
2018,"669","Hall County","0102","Chestatee High School","Southeastern University",1
2018,"669","Hall County","0102","Chestatee High School","University Of Mississippi",4
2018,"669","Hall County","0102","Chestatee High School","University Of South Florida",4
2018,"669","Hall County","0102","Chestatee High School","University Of Tampa",2
2018,"669","Hall County","0102","Chestatee High School","University Of Tennessee",2
2018,"669","Hall County","0189","West Hall High School","Eastern Kentucky University",3
2018,"669","Hall County","0189","West Hall High School","Lee University",1
2018,"669","Hall County","0189","West Hall High School","Mississippi State University",3
2018,"669","Hall County","0189","West Hall High School","Wingate University",1
2018,"669","Hall County","0189","West Hall High School","Yale University",3
2018,"669","Hall County","0202","Flowery Branch High","College Of Wooster",4
2018,"669","Hall County","0202","Flowery Branch High","Nova  Southeastern University",2
2018,"669","Hall County","0202","Flowery Branch High","University Of Alabama",4
2018,"669","Hall County","0202","Flowery Branch High","University Of Mississippi",1
2018,"669","Hall County","0202","Flowery Branch High","Western Carolina University",2
2018,"669","Hall County","1552","East Hall High School","Southeastern University",1
2018,"669","Hall County","1552","East Hall High School","Southern Adventist University",1
2018,"669","Hall County","1552","East Hall High School","Southern Union State Community College",1
2018,"669","Hall County","1552","East Hall High School","Southern University And A&M College",1
2018,"669","Hall County","1552","East Hall High School","Stevens-Henager - Independence Universi",1
2018,"669","Hall County","1556","North Hall High School","Central Va Community College",1
2018,"669","Hall County","1556","North Hall High School","College Of Charleston",1
2018,"669","Hall County","1556","North Hall High School","The University Of The South",1
2018,"669","Hall County","1556","North Hall High School","Tulane Grad School Of Pub Hlth & Tropica",1
2018,"669","Hall County","1556","North Hall High School","University Of New England",1
2018,"669","Hall County","4752","Johnson High School","Boston University",1
2018,"669","Hall County","4752","Johnson High School","Christian Brothers University",1
2018,"669","Hall County","4752","Johnson High School","Cuny City College",1
2018,"669","Hall County","4752","Johnson High School","Southeastern University",1
2018,"669","Hall County","4752","Johnson High School","Western Carolina University",1
2018,"669","Hall County","ALL","All Hall County High Schools","Southeastern University",1
2018,"669","Hall County","ALL","All Hall County High Schools","University Of Alabama",5
2018,"669","Hall County","ALL","All Hall County High Schools","University Of Mississippi",2
2018,"669","Hall County","ALL","All Hall County High Schools","University Of Tennessee",3
2018,"669","Hall County","ALL","All Hall County High Schools","Western Carolina University",3
2018,"671","Haralson County","3050","Haralson County High School","George Mason University",3
2018,"671","Haralson County","3050","Haralson County High School","Harvard - Kennedy School Of Government",3
2018,"671","Haralson County","3050","Haralson County High School","Jacksonville State University",1
2018,"671","Haralson County","3050","Haralson County High School","Southern Union State Community College",2
2018,"671","Haralson County","3050","Haralson County High School","University Of Alabama",3
2018,"671","Haralson County","ALL","All Haralson County High Schools","Harvard - Kennedy School Of Government",3
2018,"671","Haralson County","ALL","All Haralson County High Schools","Huntingdon College",3
2018,"671","Haralson County","ALL","All Haralson County High Schools","Jacksonville State University",1
2018,"671","Haralson County","ALL","All Haralson County High Schools","Southern Union State Community College",2
2018,"671","Haralson County","ALL","All Haralson County High Schools","Western Carolina University",3
2018,"672","Harris County","0299","Harris County High School","Auburn University",1
2018,"672","Harris County","0299","Harris County High School","Chattahoochee Valley Community College",3
2018,"672","Harris County","0299","Harris County High School","Mississippi State University",2
2018,"672","Harris County","0299","Harris County High School","Union College",3
2018,"672","Harris County","0299","Harris County High School","University Of Montevallo",3
2018,"672","Harris County","ALL","All Harris County High Schools","Auburn University",1
2018,"672","Harris County","ALL","All Harris County High Schools","Chattahoochee Valley Community College",3
2018,"672","Harris County","ALL","All Harris County High Schools","Mississippi State University",2
2018,"672","Harris County","ALL","All Harris County High Schools","Union College",3
2018,"672","Harris County","ALL","All Harris County High Schools","University Of Montevallo",3
2018,"673","Hart County","3050","Hart County High School","Benedict College",2
2018,"673","Hart County","3050","Hart County High School","Catawba College",2
2018,"673","Hart County","3050","Hart County High School","University Of Maine, Orono",2
2018,"673","Hart County","3050","Hart County High School","University Of Mississippi",2
2018,"673","Hart County","3050","Hart County High School","University Of The Cumberlands",1
2018,"673","Hart County","ALL","All Hart County High Schools","Benedict College",2
2018,"673","Hart County","ALL","All Hart County High Schools","Catawba College",2
2018,"673","Hart County","ALL","All Hart County High Schools","East Tennessee State University",2
2018,"673","Hart County","ALL","All Hart County High Schools","Troy University",2
2018,"673","Hart County","ALL","All Hart County High Schools","University Of The Cumberlands",1
2018,"674","Heard County","0110","Heard County High School","Bluefield College",1
2018,"674","Heard County","0110","Heard County High School","Cowley County Community Junior",1
2018,"674","Heard County","0110","Heard County High School","Jacksonville State University",1
2018,"674","Heard County","0110","Heard County High School","Johnson & Wales- Charlotte",1
2018,"674","Heard County","0110","Heard County High School","Southern New Hampshire Univ Cfa",1
2018,"674","Heard County","ALL","All Heard County High Schools","Cowley County Community Junior",1
2018,"674","Heard County","ALL","All Heard County High Schools","Lee University",1
2018,"674","Heard County","ALL","All Heard County High Schools","Southern New Hampshire Univ Cfa",1
2018,"674","Heard County","ALL","All Heard County High Schools","Strayer University-Washington",1
2018,"674","Heard County","ALL","All Heard County High Schools","University Of Florida",1
2018,"675","Henry County","0101","Union Grove High","Alabama State University",1
2018,"675","Henry County","0101","Union Grove High","Dickinson School Of Law",4
2018,"675","Henry County","0101","Union Grove High","University Of Alabama",1
2018,"675","Henry County","0101","Union Grove High","University Of Mississippi",4
2018,"675","Henry County","0101","Union Grove High","Western Carolina University",1
2018,"675","Henry County","0104","Luella High School","Alabama A & M University",1
2018,"675","Henry County","0104","Luella High School","Alabama State University",2
2018,"675","Henry County","0104","Luella High School","Cuny Hunter College",2
2018,"675","Henry County","0104","Luella High School","Devry University",2
2018,"675","Henry County","0104","Luella High School","Southern New Hampshire Univ Cfa",2
2018,"675","Henry County","0105","Dutchtown High","Alabama State University",1
2018,"675","Henry County","0105","Dutchtown High","Bethune-Cookman University",2
2018,"675","Henry County","0105","Dutchtown High","Calhoun Community College",2
2018,"675","Henry County","0105","Dutchtown High","Grambling State University",4
2018,"675","Henry County","0105","Dutchtown High","University Of Alabama",4
2018,"675","Henry County","0214","Locust Grove High","Devry University",1
2018,"675","Henry County","0214","Locust Grove High","Heidelberg University",4
2018,"675","Henry County","0214","Locust Grove High","Lipscomb University",4
2018,"675","Henry County","0214","Locust Grove High","Southern Union State Community College",1
2018,"675","Henry County","0214","Locust Grove High","Tallahassee Community College",1
2018,"675","Henry County","0295","Stockbridge High School","Alabama A & M University",2
2018,"675","Henry County","0295","Stockbridge High School","Alabama State University",3
2018,"675","Henry County","0295","Stockbridge High School","Miles College",1
2018,"675","Henry County","0295","Stockbridge High School","Muskingum Univ - Map",3
2018,"675","Henry County","0295","Stockbridge High School","University Of Miami",3
2018,"675","Henry County","0307","Ola High School","Central Connecticut State University",1
2018,"675","Henry County","0307","Ola High School","Clemson University",1
2018,"675","Henry County","0307","Ola High School","Gardner-Webb University",1
2018,"675","Henry County","0307","Ola High School","Troy University",1
2018,"675","Henry County","0307","Ola High School","University Of Tennessee",1
2018,"675","Henry County","0315","Hampton High School","Alabama A & M University",1
2018,"675","Henry County","0315","Hampton High School","Faulkner University",3
2018,"675","Henry County","0315","Hampton High School","Strayer University-Washington",1
2018,"675","Henry County","0315","Hampton High School","Thomas Nelson Community College",3
2018,"675","Henry County","0315","Hampton High School","Wingate University",3
2018,"675","Henry County","0391","Eagle's Landing High School","Alabama A & M University",1
2018,"675","Henry County","0391","Eagle's Landing High School","Florida A&M University",1
2018,"675","Henry County","0391","Eagle's Landing High School","Mississippi State University",1
2018,"675","Henry County","0391","Eagle's Landing High School","North Carolina A&T State University",4
2018,"675","Henry County","0391","Eagle's Landing High School","Tuskegee University",4
2018,"675","Henry County","0408","Woodland High School","Embry-Riddle Aeronautical Univ.-Worldwi",2
2018,"675","Henry County","0408","Woodland High School","Michigan State University",2
2018,"675","Henry County","0408","Woodland High School","Southern Union State Community College",2
2018,"675","Henry County","0408","Woodland High School","Tennessee State University",1
2018,"675","Henry County","0408","Woodland High School","Tuskegee University",2
2018,"675","Henry County","0804","EXCEL Academy","East Tennessee State University",1
2018,"675","Henry County","0804","EXCEL Academy","University Of Phoenix",1
2018,"675","Henry County","3050","McDonough High School","Allan Hancock College",2
2018,"675","Henry County","3050","McDonough High School","Louisiana State University - Ag",2
2018,"675","Henry County","3050","McDonough High School","Mary Baldwin College",2
2018,"675","Henry County","3050","McDonough High School","Tennessee State University",2
2018,"675","Henry County","3050","McDonough High School","Western Carolina University",1
2018,"675","Henry County","ALL","All Henry County High Schools","Alabama A & M University",1
2018,"675","Henry County","ALL","All Henry County High Schools","Alabama State University",2
2018,"675","Henry County","ALL","All Henry County High Schools","Florida A&M University",4
2018,"675","Henry County","ALL","All Henry County High Schools","Tennessee State University",3
2018,"675","Henry County","ALL","All Henry County High Schools","Tuskegee University",4
2018,"676","Houston County","0111","Veterans High School","Alabama State University",2
2018,"676","Houston County","0111","Veterans High School","Auburn University",1
2018,"676","Houston County","0111","Veterans High School","University Of Alabama",2
2018,"676","Houston County","0111","Veterans High School","University Of Florida",2
2018,"676","Houston County","0111","Veterans High School","University Of South Florida",2
2018,"676","Houston County","0116","Houston County WIN Academy","Sam Houston State University",1
2018,"676","Houston County","0192","Houston County High School","Liberty University",2
2018,"676","Houston County","0192","Houston County High School","Limestone College",2
2018,"676","Houston County","0192","Houston County High School","Troy University",2
2018,"676","Houston County","0192","Houston County High School","University Of Alabama",1
2018,"676","Houston County","0192","Houston County High School","University Of South Carolina",5
2018,"676","Houston County","1054","Perry High School","Dickinson School Of Law",1
2018,"676","Houston County","1054","Perry High School","Louisiana Tech University",1
2018,"676","Houston County","1054","Perry High School","Mars Hill University",1
2018,"676","Houston County","1054","Perry High School","Tidewater Community College",1
2018,"676","Houston County","1054","Perry High School","University Of Central Florida",1
2018,"676","Houston County","2052","Northside High School","Auburn University",1
2018,"676","Houston County","2052","Northside High School","Huntingdon College",2
2018,"676","Houston County","2052","Northside High School","Indiana University Northwest",5
2018,"676","Houston County","2052","Northside High School","Kentucky Wesleyan College",2
2018,"676","Houston County","2052","Northside High School","Strayer University-Washington",2
2018,"676","Houston County","4056","Warner Robins High School","Alabama State University",1
2018,"676","Houston County","4056","Warner Robins High School","Highland Community College",1
2018,"676","Houston County","4056","Warner Robins High School","Lenoir-Rhyne University",3
2018,"676","Houston County","4056","Warner Robins High School","Montana State University - Bozeman",3
2018,"676","Houston County","4056","Warner Robins High School","University Of San Francisco",3
2018,"676","Houston County","ALL","All Houston County High Schools","Alabama State University",3
2018,"676","Houston County","ALL","All Houston County High Schools","Auburn University",1
2018,"676","Houston County","ALL","All Houston County High Schools","Highland Community College",4
2018,"676","Houston County","ALL","All Houston County High Schools","Limestone College",4
2018,"676","Houston County","ALL","All Houston County High Schools","University Of Alabama",2
2018,"677","Irwin County","2050","Irwin County High School","Vanderbilt University",1
2018,"677","Irwin County","ALL","All Irwin County High Schools","Vanderbilt University",1
2018,"678","Jackson County","0107","East Jackson Comprehensive High School","Clinton College",1
2018,"678","Jackson County","0107","East Jackson Comprehensive High School","St Clair County Community College",1
2018,"678","Jackson County","0191","Jackson County Comprehensive High School","Allegany College Of Maryland",2
2018,"678","Jackson County","0191","Jackson County Comprehensive High School","Barton College",2
2018,"678","Jackson County","0191","Jackson County Comprehensive High School","Brigham Young University",1
2018,"678","Jackson County","0191","Jackson County Comprehensive High School","Fort Scott Community College",2
2018,"678","Jackson County","0191","Jackson County Comprehensive High School","Webber International University",2
2018,"678","Jackson County","ALL","All Jackson County High Schools","Berklee College Of Music",2
