"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","GRADUATE_COUNT","LS_ENG_PCT","LS_MATH_PCT"
2016,"633","Cobb County","0209","Allatoona High School",417,12.9,17.5
2016,"633","Cobb County","0373","Sprayberry High School",408,8.4,17.8
2016,"633","Cobb County","0381","Lassiter High School",472,2.1,8.2
2016,"633","Cobb County","0707","Hillgrove High School",516,7.7,13.1
2016,"633","Cobb County","1054","Campbell High School",518,9.8,20.4
2016,"633","Cobb County","1064","McEachern High School",507,12.7,31.5
2016,"633","Cobb County","1069","Wheeler High School",446,9.5,15
2016,"633","Cobb County","2056","North Cobb High School",615,10.6,20.4
2016,"633","Cobb County","2066","Osborne High School",366,28.6,50.5
2016,"633","Cobb County","3056","South Cobb High School",424,22.7,39.5
2016,"633","Cobb County","4066","Pebblebrook High School",460,19.2,37.8
2016,"633","Cobb County","ALL","All Cobb County High Schools",7519,10,17.7
2016,"634","Coffee County","0114","Wiregrass Regional College and Career Academy",45,7.1,35.7
2016,"634","Coffee County","0195","Coffee County High School",396,26.1,40.1
2016,"634","Coffee County","ALL","All Coffee County High Schools",441,24.9,39.8
2016,"635","Colquitt County","0112","Colquitt County Achievement Center",21,0,0
2016,"635","Colquitt County","1554","Colquitt County High School",470,9.3,16
2016,"635","Colquitt County","ALL","All Colquitt County High Schools",491,9.2,15.8
2016,"636","Columbia County","0112","Grovetown High School",326,7.4,14.8
2016,"636","Columbia County","0183","Harlem High School",157,7.7,24.4
2016,"636","Columbia County","0189","Lakeside High School",326,3,5.5
2016,"636","Columbia County","0197","Greenbrier High School",395,0.8,5
2016,"636","Columbia County","4050","Evans High School",406,4.3,4.3
2016,"636","Columbia County","ALL","All Columbia County High Schools",1610,3.9,8.3
2016,"637","Cook County","0111","Cook High School",196,8.7,18.8
2016,"637","Cook County","ALL","All Cook County High Schools",196,8.7,18.8
2016,"638","Coweta County","0196","Northgate High School",390,3.7,11.9
2016,"638","Coweta County","0389","East Coweta High School",614,5.7,11.7
2016,"638","Coweta County","5054","Newnan High School",482,3.3,12
2016,"638","Coweta County","ALL","All Coweta County High Schools",1486,4.5,11.9
2016,"639","Crawford County","0193","Crawford County High School",90,8.1,18.9
2016,"639","Crawford County","ALL","All Crawford County High Schools",90,8.1,18.9
2016,"640","Crisp County","0196","Crisp County High School",233,20.6,17.5
2016,"640","Crisp County","ALL","All Crisp County High Schools",233,20.6,17.5
2016,"641","Dade County","0195","Dade County High School",146,6,16
2016,"641","Dade County","ALL","All Dade County High Schools",146,6,16
2016,"642","Dawson County","0198","Dawson County High School",246,5,14.9
2016,"642","Dawson County","ALL","All Dawson County High Schools",246,5,14.9
2016,"643","Decatur County","0116","New Beginning Learning Center",11,100,100
2016,"643","Decatur County","3050","Bainbridge High School",305,41.8,45.2
2016,"643","Decatur County","ALL","All Decatur County High Schools",316,42.5,45.8
2016,"644","DeKalb County","0103","Martin Luther King, Jr. High School",307,20.8,42.5
2016,"644","DeKalb County","0105","Miller Grove High School",256,13.5,34.4
2016,"644","DeKalb County","0112","Destiny Achievers Academy of Excellence",96,0,33.3
2016,"644","DeKalb County","0172","Cedar Grove High School",185,19.5,31.2
2016,"644","DeKalb County","0176","Redan High School",206,22.7,43.9
2016,"644","DeKalb County","0202","Lithonia High School",260,23,39.2
2016,"644","DeKalb County","0276","Stone Mountain High School",173,26.4,36.1
2016,"644","DeKalb County","0407","Dekalb Early College Academy",54,6.7,11.1
2016,"644","DeKalb County","0410","DeKalb School of the Arts",63,0,4.5
2016,"644","DeKalb County","0497","Stephenson High School",332,21.7,32.6
2016,"644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm",280,8.4,22.9
2016,"644","DeKalb County","0810","Elizabeth Andrews High School",190,44.4,55.6
2016,"644","DeKalb County","1070","Tucker High School",358,15.1,28.5
2016,"644","DeKalb County","2054","Columbia High School",231,16.5,41.8
2016,"644","DeKalb County","2055","Druid Hills High School",252,9.8,22
2016,"644","DeKalb County","3060","Lakeside High School",383,8.5,16
2016,"644","DeKalb County","3070","McNair High School",139,7.4,44.4
2016,"644","DeKalb County","4053","Clarkston High School",260,20.8,28.7
2016,"644","DeKalb County","4054","Cross Keys High School",211,24.4,35.6
2016,"644","DeKalb County","4069","Towers High School",194,37,74.1
2016,"644","DeKalb County","5052","Chamblee Charter High School",266,5.2,11.8
2016,"644","DeKalb County","5055","Dunwoody High School",321,8.1,18.6
2016,"644","DeKalb County","5067","Southwest DeKalb High School",265,17,27.3
2016,"644","DeKalb County","ALL","All DeKalb County High Schools",5282,14.7,28
2016,"645","Dodge County","0103","Dodge County High School",183,4.2,8.3
2016,"645","Dodge County","ALL","All Dodge County High Schools",183,4.2,8.3
2016,"646","Dooly County","0182","Dooly County High School",67,37,37
2016,"646","Dooly County","ALL","All Dooly County High Schools",67,37,37
2016,"647","Dougherty County","1050","Albany High School",171,15.4,12.1
2016,"647","Dougherty County","1058","Monroe High School",247,33,28.2
2016,"647","Dougherty County","2052","Dougherty Comprehensive High School",174,17.9,26.9
2016,"647","Dougherty County","4062","Westover High School",278,26.5,23.1
2016,"647","Dougherty County","ALL","All Dougherty County High Schools",870,24.1,22.7
2016,"648","Douglas County","0100","Chapel Hill High School",291,8.3,21.1
2016,"648","Douglas County","0175","Lithia Springs Comprehensive High School",306,20,31.4
2016,"648","Douglas County","0187","Alexander High School",386,10.2,30.1
2016,"648","Douglas County","0212","New Manchester High School",414,18.5,37.6
2016,"648","Douglas County","4050","Douglas County High School",403,10.3,24.3
2016,"648","Douglas County","ALL","All Douglas County High Schools",1800,13,28.9
2016,"649","Early County","2050","Early County High School",143,30.8,24.4
2016,"649","Early County","ALL","All Early County High Schools",143,30.8,24.4
2016,"650","Echols County","1050","Echols County High School",56,0,9.1
2016,"650","Echols County","ALL","All Echols County High Schools",56,0,9.1
2016,"651","Effingham County","0197","South Effingham High School",339,4.4,12.8
2016,"651","Effingham County","0390","Effingham County High School",428,7.4,9.8
2016,"651","Effingham County","ALL","All Effingham County High Schools",767,6.1,11.1
2016,"652","Elbert County","0176","Elbert County High School",149,10.5,25.6
2016,"652","Elbert County","ALL","All Elbert County High Schools",149,10.5,25.6
2016,"653","Emanuel County","0189","Swainsboro High School",141,18.7,17.3
2016,"653","Emanuel County","2050","Emanuel County Institute",60,11.4,17.1
2016,"653","Emanuel County","ALL","All Emanuel County High Schools",201,16.4,17.3
2016,"654","Evans County","2050","Claxton High School",84,13.9,33.3
2016,"654","Evans County","ALL","All Evans County High Schools",84,13.9,33.3
2016,"655","Fannin County","0176","Fannin County High School",162,9.3,16.7
2016,"655","Fannin County","ALL","All Fannin County High Schools",162,9.3,16.7
2016,"656","Fayette County","0105","Whitewater High School",333,1.6,8.9
2016,"656","Fayette County","0182","McIntosh High School",373,1.9,2.9
2016,"656","Fayette County","0192","Sandy Creek High School",237,8.4,9.5
2016,"656","Fayette County","0198","Starrs Mill High School",337,1.8,5.3
2016,"656","Fayette County","0398","Fayette County High School",308,3.7,13.3
2016,"656","Fayette County","ALL","All Fayette County High Schools",1588,2.9,7.4
2016,"657","Floyd County","0107","Pepperell High School",168,26.6,40.5
2016,"657","Floyd County","0111","Model High",147,23.9,32.4
2016,"657","Floyd County","0401","Armuchee High School",139,9.2,32.3
2016,"657","Floyd County","5050","Coosa High School",176,21.5,47.7
2016,"657","Floyd County","ALL","All Floyd County High Schools",630,20.7,38.2
2016,"658","Forsyth County","0107","West Forsyth High School",501,4.4,9.5
2016,"658","Forsyth County","0190","South Forsyth High School",582,2.9,6.4
2016,"658","Forsyth County","0195","North Forsyth High School",485,4.2,9.5
2016,"658","Forsyth County","0214","Lambert High School",687,2.1,5.8
2016,"658","Forsyth County","0219","Forsyth Virtual Academy",25,6.7,26.7
2016,"658","Forsyth County","5050","Forsyth Central High School",414,2.5,13.2
2016,"658","Forsyth County","ALL","All Forsyth County High Schools",2694,3.2,8.5
2016,"659","Franklin County","3050","Franklin County High School",235,12.9,20.4
2016,"659","Franklin County","ALL","All Franklin County High Schools",235,12.9,20.4
2016,"660","Fulton County","0106","Milton High School",447,3.3,4.6
2016,"660","Fulton County","0118","Hapeville Charter Career Academy",150,19.1,46.8
2016,"660","Fulton County","0119","Cambridge High School",462,1.2,5.5
2016,"660","Fulton County","0176","Banneker High School",242,13.2,30.3
2016,"660","Fulton County","0191","Roswell High School",395,4.8,12
2016,"660","Fulton County","0198","Centennial High School",408,4.2,11.6
2016,"660","Fulton County","0203","Northview High School",505,3.1,5.5
2016,"660","Fulton County","0205","Alpharetta High School",497,6.1,9.5
2016,"660","Fulton County","0291","Creekside High School",294,10.3,24.1
2016,"660","Fulton County","0383","McClarin High School",166,16.7,75
2016,"660","Fulton County","0386","Independence High School",119,10.5,31.6
2016,"660","Fulton County","0392","Chattahoochee High School",416,5.2,4.4
2016,"660","Fulton County","0691","Tri-Cities High School",351,14.2,40.6
2016,"660","Fulton County","0910","Johns Creek High School",491,4.5,5.4
2016,"660","Fulton County","1110","Langston Hughes High School",373,16.1,25.9
2016,"660","Fulton County","3066","Riverwood International Charter School",387,10.1,24.3
2016,"660","Fulton County","4062","North Springs High School",324,10,20.7
2016,"660","Fulton County","5069","Westlake High School",373,12.9,30.6
2016,"660","Fulton County","ALL","All Fulton County High Schools",6400,6.7,14.1
2016,"661","Gilmer County","0196","Gilmer High School",238,4.1,20.5
2016,"661","Gilmer County","ALL","All Gilmer County High Schools",238,4.1,20.5
2016,"662","Glascock County","0196","Glascock County Middle/High School",49,16.7,12.5
2016,"662","Glascock County","ALL","All Glascock County High Schools",49,16.7,12.5
2016,"663","Glynn County","3552","Brunswick High School",324,11.6,15.5
2016,"663","Glynn County","4752","Glynn Academy",387,9.1,12.4
2016,"663","Glynn County","ALL","All Glynn County High Schools",711,10.2,13.7
2016,"664","Gordon County","0106","Sonoraville High School",256,30.6,39.6
2016,"664","Gordon County","0286","Gordon Central High School",186,16.7,20.4
2016,"664","Gordon County","ALL","All Gordon County High Schools",442,26.1,33.3
2016,"665","Grady County","1050","Cairo High School",270,21.1,30.1
2016,"665","Grady County","ALL","All Grady County High Schools",270,21.1,30.1
2016,"666","Greene County","0401","Greene County High School",111,14.9,40.4
2016,"666","Greene County","ALL","All Greene County High Schools",111,14.9,40.4
2016,"667","Gwinnett County","0101","Grayson High School",628,6.6,17.6
2016,"667","Gwinnett County","0103","Norcross High School",618,8.3,19.2
2016,"667","Gwinnett County","0105","Mill Creek High School",868,6.3,8.8
2016,"667","Gwinnett County","0176","Parkview High School",588,6.4,9.1
2016,"667","Gwinnett County","0182","Brookwood High School",783,5.6,9.5
2016,"667","Gwinnett County","0185","Shiloh High School",345,14.2,22.2
2016,"667","Gwinnett County","0187","Meadowcreek High School",449,18.7,32.6
2016,"667","Gwinnett County","0189","Phoenix High School",215,37.8,32.4
2016,"667","Gwinnett County","0195","Collins Hill High School",685,5.3,9.4
2016,"667","Gwinnett County","0805","Peachtree Ridge High School",728,5.9,16.7
2016,"667","Gwinnett County","1018","Lanier High School",362,7.3,20.1
2016,"667","Gwinnett County","1019","Gwinnett School of Mathematics, Science and Technology",196,0,0
2016,"667","Gwinnett County","1050","Berkmar High School",497,10.3,25.3
2016,"667","Gwinnett County","1214","Gwinnett Online Campus",67,15,15
2016,"667","Gwinnett County","1410","Mountain View High School",437,4,8
2016,"667","Gwinnett County","1710","Archer High School",531,9.6,12.4
2016,"667","Gwinnett County","1814","Discovery High School",222,15.8,37.9
2016,"667","Gwinnett County","2558","South Gwinnett High School",471,15.4,32
2016,"667","Gwinnett County","3750","Central Gwinnett High School",396,10.6,33
2016,"667","Gwinnett County","4052","Dacula High School",405,10.3,15.7
2016,"667","Gwinnett County","4556","North Gwinnett High School",638,4.9,4.9
2016,"667","Gwinnett County","5550","Duluth High School",447,10.4,15.2
2016,"667","Gwinnett County","ALL","All Gwinnett County High Schools",10576,8.1,15.4
2016,"668","Habersham County","0114","Habersham Success Academy",24,33.3,33.3
2016,"668","Habersham County","2052","Habersham Central High School",366,14.1,24.9
2016,"668","Habersham County","ALL","All Habersham County High Schools",390,14.8,25.1
2016,"669","Hall County","0102","Chestatee High School",251,4.9,14.6
2016,"669","Hall County","0105","Lanier College and Career Academy",114,12.5,25
2016,"669","Hall County","0189","West Hall High School",226,14.4,25
2016,"669","Hall County","0202","Flowery Branch High",365,6.9,16.3
2016,"669","Hall County","1552","East Hall High School",196,13.6,22.2
2016,"669","Hall County","1556","North Hall High School",250,6.8,15.2
2016,"669","Hall County","4752","Johnson High School",263,12.1,29.5
2016,"669","Hall County","ALL","All Hall County High Schools",1665,9.2,19.9
2016,"670","Hancock County","0288","Hancock Central High School",67,9.1,18.2
2016,"670","Hancock County","ALL","All Hancock County High Schools",67,9.1,18.2
2016,"671","Haralson County","3050","Haralson County High School",248,1.1,18
2016,"671","Haralson County","ALL","All Haralson County High Schools",248,1.1,18
2016,"672","Harris County","0299","Harris County High School",398,7.3,18.9
2016,"672","Harris County","ALL","All Harris County High Schools",398,7.3,18.9
2016,"673","Hart County","3050","Hart County High School",202,3,13.6
2016,"673","Hart County","ALL","All Hart County High Schools",202,3,13.6
2016,"674","Heard County","0110","Heard County High School",149,10.2,11.9
2016,"674","Heard County","ALL","All Heard County High Schools",149,10.2,11.9
2016,"675","Henry County","0101","Union Grove High",348,3.6,14.2
2016,"675","Henry County","0104","Luella High School",247,13.3,20
2016,"675","Henry County","0105","Dutchtown High",332,13.1,21.3
2016,"675","Henry County","0214","Locust Grove High",287,5.2,20.9
2016,"675","Henry County","0295","Stockbridge High School",326,15.8,30.2
2016,"675","Henry County","0307","Ola High School",364,4.1,14.9
2016,"675","Henry County","0315","Hampton High School",240,10.6,31
2016,"675","Henry County","0391","Eagle's Landing High School",276,11.9,22.2
2016,"675","Henry County","0408","Woodland High School",359,9.8,20.9
2016,"675","Henry County","0804","EXCEL Academy",67,28.6,35.7
2016,"675","Henry County","3050","McDonough High School",237,10.1,37.1
2016,"675","Henry County","ALL","All Henry County High Schools",3083,9.5,22.1
2016,"676","Houston County","0111","Veterans High School",335,3.9,8.3
2016,"676","Houston County","0116","Houston County WIN Academy",14,16.7,16.7
2016,"676","Houston County","0192","Houston County High School",392,3.1,12.8
2016,"676","Houston County","1054","Perry High School",306,8.7,13.4
2016,"676","Houston County","2052","Northside High School",378,13.4,14.8
2016,"676","Houston County","4056","Warner Robins High School",359,13.8,15.2
2016,"676","Houston County","ALL","All Houston County High Schools",1784,7.9,12.7
2016,"677","Irwin County","2050","Irwin County High School",85,6.5,19.6
2016,"677","Irwin County","ALL","All Irwin County High Schools",85,6.5,19.6
2016,"678","Jackson County","0107","East Jackson Comprehensive High School",206,7.1,26.5
2016,"678","Jackson County","0191","Jackson County Comprehensive High School",203,4.9,10.8
2016,"678","Jackson County","ALL","All Jackson County High Schools",409,6,18.5
2016,"679","Jasper County","0108","Jasper County High School",131,8.3,16.7
2016,"679","Jasper County","ALL","All Jasper County High Schools",131,8.3,16.7
2016,"680","Jeff Davis County","0199","Jeff Davis High School",165,6,8.4
2016,"680","Jeff Davis County","ALL","All Jeff Davis County High Schools",165,6,8.4
2016,"681","Jefferson County","0196","Jefferson County High School",202,20.5,32.5
2016,"681","Jefferson County","ALL","All Jefferson County High Schools",202,20.5,32.5
2016,"682","Jenkins County","0201","Jenkins County High School",78,13.3,16.7
2016,"682","Jenkins County","ALL","All Jenkins County High Schools",78,13.3,16.7
2016,"683","Johnson County","0201","Johnson County High School",71,5.7,5.7
2016,"683","Johnson County","ALL","All Johnson County High Schools",71,5.7,5.7
2016,"684","Jones County","0192","Jones County High School",333,9.1,15.8
2016,"684","Jones County","ALL","All Jones County High Schools",333,9.1,15.8
2016,"685","Lamar County","0175","Lamar County High School",167,17.5,20
2016,"685","Lamar County","ALL","All Lamar County High Schools",167,17.5,20
2016,"686","Lanier County","0201","Lanier County High School",67,0,0
2016,"686","Lanier County","ALL","All Lanier County High Schools",67,0,0
2016,"687","Laurens County","0110","West Laurens High School",251,2,10.1
2016,"687","Laurens County","0197","East Laurens High School",134,7.9,15.9
2016,"687","Laurens County","ALL","All Laurens County High Schools",385,3.8,11.8
2016,"688","Lee County","0193","Lee County High School",399,22.3,17
2016,"688","Lee County","ALL","All Lee County High Schools",399,22.3,17
2016,"689","Liberty County","0105","Bradwell Institute",345,8.5,27.1
2016,"689","Liberty County","0192","Liberty County High School",229,15.2,25
2016,"689","Liberty County","ALL","All Liberty County High Schools",574,11.6,26.1
2016,"690","Lincoln County","0110","Lincoln County High School",75,5.7,8.6
2016,"690","Lincoln County","ALL","All Lincoln County High Schools",75,5.7,8.6
2016,"691","Long County","0205","Long County High School",178,11,20.5
2016,"691","Long County","ALL","All Long County High Schools",178,11,20.5
2016,"692","Lowndes County","5050","Lowndes High School",626,2.1,11.4
2016,"692","Lowndes County","ALL","All Lowndes County High Schools",626,2.1,11.4
2016,"693","Lumpkin County","0101","Lumpkin County High School",221,8.4,20.6
2016,"693","Lumpkin County","ALL","All Lumpkin County High Schools",221,8.4,20.6
2016,"694","Macon County","2060","Macon County High School",102,8.8,11.8
2016,"694","Macon County","ALL","All Macon County High Schools",102,8.8,11.8
2016,"695","Madison County","5050","Madison County High School",268,5.6,25.8
2016,"695","Madison County","ALL","All Madison County High Schools",268,5.6,25.8
2016,"696","Marion County","0275","Marion County Middle/High School",93,11.4,15.9
2016,"696","Marion County","ALL","All Marion County High Schools",93,11.4,15.9
2016,"697","McDuffie County","0192","Thomson High School",242,15.8,27.2
2016,"697","McDuffie County","ALL","All McDuffie County High Schools",242,15.8,27.2
2016,"698","McIntosh County","0104","McIntosh Academy",90,7.7,19.2
2016,"698","McIntosh County","ALL","All McIntosh County High Schools",90,7.7,19.2
2016,"699","Meriwether County","0300","Greenville High School",75,21.1,21.1
2016,"699","Meriwether County","4050","Manchester High School",116,12.8,34
2016,"699","Meriwether County","ALL","All Meriwether County High Schools",191,15.2,30.3
2016,"700","Miller County","0210","Miller County High School",64,22.9,28.6
2016,"700","Miller County","ALL","All Miller County High Schools",64,22.9,28.6
2016,"701","Mitchell County","0105","Baconton Community Charter School",57,5.1,2.6
2016,"701","Mitchell County","0282","Mitchell County High School",85,23.7,21.1
2016,"701","Mitchell County","ALL","All Mitchell County High Schools",142,14.3,11.7
2016,"702","Monroe County","0184","Mary Persons High School",256,9.6,10.4
2016,"702","Monroe County","ALL","All Monroe County High Schools",256,9.6,10.4
2016,"703","Montgomery County","0114","Z - Montgomery Academy",61,14.3,35.7
2016,"703","Montgomery County","0201","Montgomery County High School",73,20,34.3
2016,"703","Montgomery County","ALL","All Montgomery County High Schools",134,18.4,34.7
2016,"704","Morgan County","1050","Morgan County High School",208,2.9,6.7
2016,"704","Morgan County","ALL","All Morgan County High Schools",208,2.9,6.7
2016,"705","Murray County","0108","Pleasant Valley Innovative School",78,0,0
2016,"705","Murray County","0112","North Murray High School",222,8,28.4
2016,"705","Murray County","0190","Murray County High School",225,12.5,15
2016,"705","Murray County","ALL","All Murray County High Schools",525,10,21.8
2016,"706","Muscogee County","0112","Early College Academy of Columbus at Waverly Terrace",33,5,35
2016,"706","Muscogee County","0203","Northside High School",325,6.8,19.3
2016,"706","Muscogee County","0278","Shaw High School",267,13.8,21.3
2016,"706","Muscogee County","0378","Spencer High School",147,23.5,23.5
2016,"706","Muscogee County","1064","Kendrick High School",173,25,47.2
2016,"706","Muscogee County","2062","Hardaway High School",274,3.3,17.9
2016,"706","Muscogee County","3054","Columbus High School",283,0,0.5
2016,"706","Muscogee County","5052","Carver High School",277,11.8,36.8
2016,"706","Muscogee County","5062","Jordan Vocational High School",137,13.8,37.9
2016,"706","Muscogee County","ALL","All Muscogee County High Schools",1916,7.2,18.6
2016,"707","Newton County","0173","Newton High School",509,12.9,27.2
2016,"707","Newton County","0206","Alcovy High School",373,15.8,35.7
2016,"707","Newton County","0295","Eastside High School",299,14.1,21.2
2016,"707","Newton County","ALL","All Newton County High Schools",1181,14.2,28
2016,"708","Oconee County","0105","North Oconee High School",256,3,10.1
2016,"708","Oconee County","0293","Oconee County High School",249,1.1,7.2
2016,"708","Oconee County","ALL","All Oconee County High Schools",505,2,8.6
2016,"709","Oglethorpe County","2050","Oglethorpe County High School",144,9.3,21.3
2016,"709","Oglethorpe County","ALL","All Oglethorpe County High Schools",144,9.3,21.3
2016,"710","Paulding County","0101","Hiram High School",313,21.5,31.5
2016,"710","Paulding County","0106","South Paulding High School",354,18.2,30
2016,"710","Paulding County","0109","North Paulding High School",451,16.1,27.3
2016,"710","Paulding County","0292","East Paulding High School",381,24,33.5
2016,"710","Paulding County","2552","Paulding County High School",335,21.2,32.1
2016,"710","Paulding County","ALL","All Paulding County High Schools",1834,19.8,30.5
2016,"711","Peach County","2052","Peach County High School",198,20.2,24
2016,"711","Peach County","ALL","All Peach County High Schools",198,20.2,24
2016,"712","Pickens County","0198","Pickens County High School",265,10.5,25
2016,"712","Pickens County","ALL","All Pickens County High Schools",265,10.5,25
2016,"713","Pierce County","0182","Pierce County High School",226,21.3,25.2
2016,"713","Pierce County","ALL","All Pierce County High Schools",226,21.3,25.2
2016,"714","Pike County","0194","Pike County High School",249,6.8,19
2016,"714","Pike County","ALL","All Pike County High Schools",249,6.8,19
2016,"715","Polk County","0102","Rockmart High School",185,21.8,27.3
2016,"715","Polk County","5050","Cedartown High School",217,19.5,28.7
2016,"715","Polk County","ALL","All Polk County High Schools",402,20.4,28.2
2016,"716","Pulaski County","2050","Hawkinsville High School",86,5.8,1.9
2016,"716","Pulaski County","ALL","All Pulaski County High Schools",86,5.8,1.9
2016,"717","Putnam County","0114","Putnam County High School",148,8.9,10.7
2016,"717","Putnam County","ALL","All Putnam County High Schools",148,8.9,10.7
2016,"718","Quitman County","0110","Quitman County High School",14,0,0
2016,"718","Quitman County","ALL","All Quitman County High Schools",14,0,0
2016,"719","Rabun County","0177","Rabun County High School",147,16.9,21.5
2016,"719","Rabun County","ALL","All Rabun County High Schools",147,16.9,21.5
2016,"720","Randolph County","0201","Randolph Clay High School",80,19.4,12.9
2016,"720","Randolph County","ALL","All Randolph County High Schools",80,19.4,12.9
2016,"721","Richmond County","0100","Cross Creek High School",229,21,34.6
2016,"721","Richmond County","0213","Richmond County Technical Career Magnet School",98,13.7,35.3
2016,"721","Richmond County","0391","Alternative Education Center at Lamar",13,0,0
2016,"721","Richmond County","0392","Performance Learning Center",34,66.7,100
2016,"721","Richmond County","1052","Butler High School",132,24,48
2016,"721","Richmond County","2056","Hephzibah High School",188,26.8,41.1
2016,"721","Richmond County","2574","Westside High School",155,21.3,33.7
2016,"721","Richmond County","3054","Glenn Hills High School",132,37.5,45.8
2016,"721","Richmond County","3556","Johnson Magnet",75,2.1,6.3
2016,"721","Richmond County","3756","Josey High School",113,24.2,39.4
2016,"721","Richmond County","4060","Academy of Richmond County High School",289,15.6,28.4
2016,"721","Richmond County","4562","Davidson Magnet School",96,0,6.8
2016,"721","Richmond County","5566","Laney High School",144,17.8,33.3
2016,"721","Richmond County","ALL","All Richmond County High Schools",1698,17.1,30.1
2016,"722","Rockdale County","0176","Heritage High School",409,15,26.2
2016,"722","Rockdale County","0192","Salem High School",303,19.7,33.1
2016,"722","Rockdale County","3052","Rockdale County High School",437,13.8,28.2
2016,"722","Rockdale County","ALL","All Rockdale County High Schools",1149,15.7,28.6
2016,"723","Schley County","0101","Schley Middle High School",86,1.3,7.9
2016,"723","Schley County","ALL","All Schley County High Schools",86,1.3,7.9
2016,"724","Screven County","4052","Screven County High School",147,12.7,15.5
2016,"724","Screven County","ALL","All Screven County High Schools",147,12.7,15.5
2016,"725","Seminole County","0196","Seminole County Middle/High School",97,31.1,26.7
2016,"725","Seminole County","ALL","All Seminole County High Schools",97,31.1,26.7
2016,"726","Griffin-Spalding County","0101","Spalding High School",226,6.9,17.6
2016,"726","Griffin-Spalding County","0187","Griffin High School",261,19.6,33
2016,"726","Griffin-Spalding County","0208","AZ Kelsey Academy",28,66.7,66.7
2016,"726","Griffin-Spalding County","ALL","All Griffin-Spalding County High Schools",515,14.3,26.3
2016,"727","Stephens County","5050","Stephens County High School",230,8.8,28
2016,"727","Stephens County","ALL","All Stephens County High Schools",230,8.8,28
2016,"728","Stewart County","0201","Stewart County High School",24,6.7,26.7
2016,"728","Stewart County","ALL","All Stewart County High Schools",24,6.7,26.7
2016,"729","Sumter County","0105","Americus Sumter High School (Old Americus-Sumter HS S)",280,20.5,19.9
2016,"729","Sumter County","ALL","All Sumter County High Schools",280,20.5,19.9
2016,"730","Talbot County","0190","Central Elementary/High School",30,30,20
2016,"730","Talbot County","ALL","All Talbot County High Schools",30,30,20
2016,"731","Taliaferro County","0102","Taliaferro County School",14,0,0
2016,"731","Taliaferro County","ALL","All Taliaferro County High Schools",14,0,0
2016,"732","Tattnall County","0194","Tattnall County High School",180,9.5,20
2016,"732","Tattnall County","ALL","All Tattnall County High Schools",180,9.5,20
2016,"733","Taylor County","0201","Taylor County High School",80,10.6,14.9
2016,"733","Taylor County","ALL","All Taylor County High Schools",80,10.6,14.9
2016,"734","Telfair County","0201","Telfair County High School",91,2.3,15.9
2016,"734","Telfair County","ALL","All Telfair County High Schools",91,2.3,15.9
2016,"735","Terrell County","0105","Terrell High School",87,22.9,22.9
2016,"735","Terrell County","ALL","All Terrell County High Schools",87,22.9,22.9
2016,"736","Thomas County","0100","Bishop Hall Charter School",65,36.8,47.4
2016,"736","Thomas County","0191","Thomas County Central High School",290,13.3,12.7
2016,"736","Thomas County","ALL","All Thomas County High Schools",355,16,16.6
2016,"737","Tift County","0199","Tift County High School",476,10.2,22.4
2016,"737","Tift County","ALL","All Tift County High Schools",476,10.2,22.4
2016,"738","Toombs County","0192","Toombs County High School",143,8.2,31.5
2016,"738","Toombs County","ALL","All Toombs County High Schools",143,8.2,31.5
2016,"739","Towns County","0204","Towns County High School",68,8.3,20.8
2016,"739","Towns County","ALL","All Towns County High Schools",68,8.3,20.8
2016,"740","Treutlen County","0213","Treutlen Middle/High School",70,18.4,21.1
2016,"740","Treutlen County","ALL","All Treutlen County High Schools",70,18.4,21.1
2016,"741","Troup County","0201","Callaway High School",159,6.9,20.7
2016,"741","Troup County","0387","Troup County High School",272,6.3,12.5
2016,"741","Troup County","1052","LaGrange High School",253,8.2,20
2016,"741","Troup County","ALL","All Troup County High Schools",684,7.2,17.4
2016,"742","Turner County","3050","Turner County High School",96,11.9,23.8
2016,"742","Turner County","ALL","All Turner County High Schools",96,11.9,23.8
2016,"743","Twiggs County","0201","Twiggs County High School",55,11.5,23.1
2016,"743","Twiggs County","ALL","All Twiggs County High Schools",55,11.5,23.1
2016,"744","Union County","0101","Union County High School",164,8.2,21.9
2016,"744","Union County","ALL","All Union County High Schools",164,8.2,21.9
2016,"745","Thomaston-Upson County","0195","Upson-Lee High School",276,8.9,21
2016,"745","Thomaston-Upson County","ALL","All Thomaston-Upson County High Schools",276,8.9,21
2016,"746","Walker County","0190","Ridgeland High School",255,7.1,28.6
2016,"746","Walker County","0198","LaFayette High School",288,9.7,26.9
2016,"746","Walker County","ALL","All Walker County High Schools",543,8.9,27.4
2016,"747","Walton County","0111","Walnut Grove High School",258,5,18.4
2016,"747","Walton County","0199","Loganville High School",293,7.9,21.7
2016,"747","Walton County","0205","Monroe Area High School",213,5.7,23
2016,"747","Walton County","ALL","All Walton County High Schools",764,6.3,20.8
2016,"748","Ware County","0195","Ware County High School",336,26.2,30.5
2016,"748","Ware County","ALL","All Ware County High Schools",336,26.2,30.5
2016,"749","Warren County","0205","Warren County High School",35,4.5,13.6
2016,"749","Warren County","ALL","All Warren County High Schools",35,4.5,13.6
2016,"750","Washington County","1052","Washington County High School",188,13.1,15.5
