"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","COLLEGE","INSTATE_ENR_RANK"
2007,"628","Cherokee County","0191","Sequoyah High School","Georgia Institute Of Technology",4
2007,"628","Cherokee County","0191","Sequoyah High School","Georgia Southern University",2
2007,"628","Cherokee County","0191","Sequoyah High School","Kennesaw State University",1
2007,"628","Cherokee County","0191","Sequoyah High School","Reinhardt University",5
2007,"628","Cherokee County","0191","Sequoyah High School","University Of Georgia",3
2007,"628","Cherokee County","0194","Polaris Evening School","Appalachian Technical College",3
2007,"628","Cherokee County","0194","Polaris Evening School","Georgia Highlands College",2
2007,"628","Cherokee County","0194","Polaris Evening School","Kennesaw State University",3
2007,"628","Cherokee County","0194","Polaris Evening School","North Metro Technical College",1
2007,"628","Cherokee County","0194","Polaris Evening School","Reinhardt University",5
2007,"628","Cherokee County","0197","Woodstock High School","Georgia Highlands College",2
2007,"628","Cherokee County","0197","Woodstock High School","Georgia Southern University",3
2007,"628","Cherokee County","0197","Woodstock High School","Kennesaw State University",1
2007,"628","Cherokee County","0197","Woodstock High School","North Metro Technical College",3
2007,"628","Cherokee County","0197","Woodstock High School","University Of Georgia",5
2007,"628","Cherokee County","5050","Cherokee High School","Appalachian Technical College",4
2007,"628","Cherokee County","5050","Cherokee High School","Georgia Highlands College",2
2007,"628","Cherokee County","5050","Cherokee High School","Kennesaw State University",1
2007,"628","Cherokee County","5050","Cherokee High School","Reinhardt University",3
2007,"628","Cherokee County","5050","Cherokee High School","University Of North Georgia",5
2007,"628","Cherokee County","ALL","All Cherokee County High Schools","Georgia Highlands College",2
2007,"628","Cherokee County","ALL","All Cherokee County High Schools","Kennesaw State University",1
2007,"628","Cherokee County","ALL","All Cherokee County High Schools","North Metro Technical College",3
2007,"628","Cherokee County","ALL","All Cherokee County High Schools","Reinhardt University",5
2007,"628","Cherokee County","ALL","All Cherokee County High Schools","University Of Georgia",4
2007,"629","Clarke County","0102","Cedar Shoals High School","Athens Technical College",2
2007,"629","Clarke County","0102","Cedar Shoals High School","Gainesville State College",3
2007,"629","Clarke County","0102","Cedar Shoals High School","Georgia Institute Of Technology",5
2007,"629","Clarke County","0102","Cedar Shoals High School","Paine College",4
2007,"629","Clarke County","0102","Cedar Shoals High School","University Of Georgia",1
2007,"629","Clarke County","0104","Classic City High School","Athens Technical College",1
2007,"629","Clarke County","5556","Clarke Central High School","Athens Technical College",2
2007,"629","Clarke County","5556","Clarke Central High School","Gainesville State College",3
2007,"629","Clarke County","5556","Clarke Central High School","Georgia College & State University",4
2007,"629","Clarke County","5556","Clarke Central High School","Middle Georgia State University",5
2007,"629","Clarke County","5556","Clarke Central High School","University Of Georgia",1
2007,"629","Clarke County","ALL","All Clarke County High Schools","Athens Technical College",2
2007,"629","Clarke County","ALL","All Clarke County High Schools","Gainesville State College",3
2007,"629","Clarke County","ALL","All Clarke County High Schools","Georgia College & State University",4
2007,"629","Clarke County","ALL","All Clarke County High Schools","Middle Georgia State University",4
2007,"629","Clarke County","ALL","All Clarke County High Schools","University Of Georgia",1
2007,"631","Clayton County","0104","Mundy's Mill High School","Clayton State University",3
2007,"631","Clayton County","0104","Mundy's Mill High School","Georgia Perimeter College",5
2007,"631","Clayton County","0104","Mundy's Mill High School","Gordon State College",4
2007,"631","Clayton County","0104","Mundy's Mill High School","Middle Georgia State University",2
2007,"631","Clayton County","0104","Mundy's Mill High School","Valdosta State University",1
2007,"631","Clayton County","0190","Lovejoy High School","Clayton State University",5
2007,"631","Clayton County","0190","Lovejoy High School","Georgia State University",2
2007,"631","Clayton County","0190","Lovejoy High School","Gordon State College",1
2007,"631","Clayton County","0190","Lovejoy High School","University Of West Georgia",4
2007,"631","Clayton County","0190","Lovejoy High School","Valdosta State University",3
2007,"631","Clayton County","0290","Mount Zion High School","Clayton State University",5
2007,"631","Clayton County","0290","Mount Zion High School","Georgia Perimeter College",2
2007,"631","Clayton County","0290","Mount Zion High School","Georgia State University",1
2007,"631","Clayton County","0290","Mount Zion High School","Gordon State College",2
2007,"631","Clayton County","0290","Mount Zion High School","University Of West Georgia",2
2007,"631","Clayton County","0377","Riverdale High School","Atlanta Technical College",5
2007,"631","Clayton County","0377","Riverdale High School","Fort Valley State University",2
2007,"631","Clayton County","0377","Riverdale High School","Georgia Perimeter College",2
2007,"631","Clayton County","0377","Riverdale High School","Georgia State University",2
2007,"631","Clayton County","0377","Riverdale High School","Gordon State College",1
2007,"631","Clayton County","1054","Forest Park High School","Atlanta Metropolitan State College",5
2007,"631","Clayton County","1054","Forest Park High School","Clayton State University",1
2007,"631","Clayton County","1054","Forest Park High School","Georgia Perimeter College",2
2007,"631","Clayton County","1054","Forest Park High School","Georgia State University",3
2007,"631","Clayton County","1054","Forest Park High School","University Of West Georgia",4
2007,"631","Clayton County","1056","Jonesboro High School","Clayton State University",2
2007,"631","Clayton County","1056","Jonesboro High School","Georgia Perimeter College",4
2007,"631","Clayton County","1056","Jonesboro High School","Georgia Southern University",3
2007,"631","Clayton County","1056","Jonesboro High School","Georgia State University",1
2007,"631","Clayton County","1056","Jonesboro High School","Gordon State College",4
2007,"631","Clayton County","2052","North Clayton High School","Clayton State University",2
2007,"631","Clayton County","2052","North Clayton High School","Georgia Perimeter College",1
2007,"631","Clayton County","2052","North Clayton High School","Georgia State University",5
2007,"631","Clayton County","2052","North Clayton High School","Gordon State College",4
2007,"631","Clayton County","2052","North Clayton High School","Valdosta State University",2
2007,"631","Clayton County","4058","Morrow High School","Atlanta Metropolitan State College",3
2007,"631","Clayton County","4058","Morrow High School","Clayton State University",2
2007,"631","Clayton County","4058","Morrow High School","Fort Valley State University",3
2007,"631","Clayton County","4058","Morrow High School","Georgia Perimeter College",1
2007,"631","Clayton County","4058","Morrow High School","Georgia State University",3
2007,"631","Clayton County","ALL","All Clayton County High Schools","Clayton State University",3
2007,"631","Clayton County","ALL","All Clayton County High Schools","Georgia Perimeter College",2
2007,"631","Clayton County","ALL","All Clayton County High Schools","Georgia State University",1
2007,"631","Clayton County","ALL","All Clayton County High Schools","Gordon State College",4
2007,"631","Clayton County","ALL","All Clayton County High Schools","Valdosta State University",5
2007,"632","Clinch County","1050","Clinch County High School","Abraham Baldwin Agricultural College",2
2007,"632","Clinch County","1050","Clinch County High School","East Georgia State College",4
2007,"632","Clinch County","1050","Clinch County High School","Okefenokee Technical College",5
2007,"632","Clinch County","1050","Clinch County High School","Valdosta State University",1
2007,"632","Clinch County","1050","Clinch County High School","Valdosta Technical College",3
2007,"632","Clinch County","ALL","All Clinch County High Schools","Abraham Baldwin Agricultural College",2
2007,"632","Clinch County","ALL","All Clinch County High Schools","East Georgia State College",4
2007,"632","Clinch County","ALL","All Clinch County High Schools","Okefenokee Technical College",5
2007,"632","Clinch County","ALL","All Clinch County High Schools","Valdosta State University",1
2007,"632","Clinch County","ALL","All Clinch County High Schools","Valdosta Technical College",3
2007,"633","Cobb County","0101","Kennesaw Mountain High School","Georgia Highlands College",2
2007,"633","Cobb County","0101","Kennesaw Mountain High School","Georgia Institute Of Technology",4
2007,"633","Cobb County","0101","Kennesaw Mountain High School","Georgia Southern University",5
2007,"633","Cobb County","0101","Kennesaw Mountain High School","Kennesaw State University",1
2007,"633","Cobb County","0101","Kennesaw Mountain High School","University Of Georgia",3
2007,"633","Cobb County","0103","Kell High School","Chattahoochee Tech College - Marietta",3
2007,"633","Cobb County","0103","Kell High School","Georgia Highlands College",2
2007,"633","Cobb County","0103","Kell High School","Georgia Southern University",5
2007,"633","Cobb County","0103","Kell High School","Kennesaw State University",1
2007,"633","Cobb County","0103","Kell High School","University Of Georgia",4
