"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","COLLEGE","INSTATE_ENR_RANK"
2011,"736","Thomas County","ALL","All Thomas County High Schools","Valdosta State University",2
2011,"737","Tift County","0199","Tift County High School","Abraham Baldwin Agricultural College",1
2011,"737","Tift County","0199","Tift County High School","Darton State College",5
2011,"737","Tift County","0199","Tift County High School","Moultrie Technical College",2
2011,"737","Tift County","0199","Tift County High School","University Of Georgia",4
2011,"737","Tift County","0199","Tift County High School","Valdosta State University",3
2011,"737","Tift County","ALL","All Tift County High Schools","Abraham Baldwin Agricultural College",1
2011,"737","Tift County","ALL","All Tift County High Schools","Darton State College",5
2011,"737","Tift County","ALL","All Tift County High Schools","Moultrie Technical College",2
2011,"737","Tift County","ALL","All Tift County High Schools","University Of Georgia",4
2011,"737","Tift County","ALL","All Tift County High Schools","Valdosta State University",3
2011,"738","Toombs County","0192","Toombs County High School","Brewton-Parker College",3
2011,"738","Toombs County","0192","Toombs County High School","East Georgia State College",1
2011,"738","Toombs County","0192","Toombs County High School","Georgia Southern University",4
2011,"738","Toombs County","0192","Toombs County High School","Southeastern Technical College",2
2011,"738","Toombs County","0192","Toombs County High School","Valdosta State University",5
2011,"738","Toombs County","ALL","All Toombs County High Schools","Brewton-Parker College",3
2011,"738","Toombs County","ALL","All Toombs County High Schools","East Georgia State College",1
2011,"738","Toombs County","ALL","All Toombs County High Schools","Georgia Southern University",4
2011,"738","Toombs County","ALL","All Toombs County High Schools","Southeastern Technical College",2
2011,"738","Toombs County","ALL","All Toombs County High Schools","Valdosta State University",5
2011,"739","Towns County","0204","Towns County High School","Kennesaw State University",5
2011,"739","Towns County","0204","Towns County High School","North Georgia Technical College",1
2011,"739","Towns County","0204","Towns County High School","University Of North Georgia",3
2011,"739","Towns County","0204","Towns County High School","Valdosta State University",3
2011,"739","Towns County","0204","Towns County High School","Young Harris College",2
2011,"739","Towns County","ALL","All Towns County High Schools","Kennesaw State University",5
2011,"739","Towns County","ALL","All Towns County High Schools","North Georgia Technical College",1
2011,"739","Towns County","ALL","All Towns County High Schools","University Of North Georgia",3
2011,"739","Towns County","ALL","All Towns County High Schools","Valdosta State University",3
2011,"739","Towns County","ALL","All Towns County High Schools","Young Harris College",2
2011,"740","Treutlen County","3050","Treutlen Middle/High School","Armstrong State University",5
2011,"740","Treutlen County","3050","Treutlen Middle/High School","East Georgia State College",2
2011,"740","Treutlen County","3050","Treutlen Middle/High School","Georgia Southern University",1
2011,"740","Treutlen County","3050","Treutlen Middle/High School","Middle Georgia State University",3
2011,"740","Treutlen County","3050","Treutlen Middle/High School","Southeastern Technical College",4
2011,"740","Treutlen County","ALL","All Treutlen County High Schools","Armstrong State University",5
2011,"740","Treutlen County","ALL","All Treutlen County High Schools","East Georgia State College",2
2011,"740","Treutlen County","ALL","All Treutlen County High Schools","Georgia Southern University",1
2011,"740","Treutlen County","ALL","All Treutlen County High Schools","Middle Georgia State University",3
2011,"740","Treutlen County","ALL","All Treutlen County High Schools","Southeastern Technical College",4
2011,"741","Troup County","0201","Callaway High School","Columbus State University",1
2011,"741","Troup County","0201","Callaway High School","Savannah State University",5
2011,"741","Troup County","0201","Callaway High School","University Of West Georgia",3
2011,"741","Troup County","0201","Callaway High School","Valdosta State University",3
2011,"741","Troup County","0201","Callaway High School","West Georgia Technical College",2
2011,"741","Troup County","0387","Troup County High School","Columbus State University",2
2011,"741","Troup County","0387","Troup County High School","Kennesaw State University",5
2011,"741","Troup County","0387","Troup County High School","Lagrange College",4
2011,"741","Troup County","0387","Troup County High School","University Of West Georgia",3
2011,"741","Troup County","0387","Troup County High School","West Georgia Technical College",1
2011,"741","Troup County","1052","LaGrange High School","Columbus State University",3
2011,"741","Troup County","1052","LaGrange High School","Georgia Southern University",4
2011,"741","Troup County","1052","LaGrange High School","Lagrange College",5
2011,"741","Troup County","1052","LaGrange High School","University Of Georgia",2
2011,"741","Troup County","1052","LaGrange High School","West Georgia Technical College",1
2011,"741","Troup County","ALL","All Troup County High Schools","Columbus State University",2
2011,"741","Troup County","ALL","All Troup County High Schools","Lagrange College",5
2011,"741","Troup County","ALL","All Troup County High Schools","University Of Georgia",3
2011,"741","Troup County","ALL","All Troup County High Schools","University Of West Georgia",4
2011,"741","Troup County","ALL","All Troup County High Schools","West Georgia Technical College",1
2011,"742","Turner County","3050","Turner County High School","Abraham Baldwin Agricultural College",1
2011,"742","Turner County","3050","Turner County High School","Moultrie Technical College",3
2011,"742","Turner County","3050","Turner County High School","South Georgia State College",4
2011,"742","Turner County","3050","Turner County High School","South Georgia Technical College",4
2011,"742","Turner County","3050","Turner County High School","Valdosta State University",2
2011,"742","Turner County","ALL","All Turner County High Schools","Abraham Baldwin Agricultural College",1
2011,"742","Turner County","ALL","All Turner County High Schools","Moultrie Technical College",3
2011,"742","Turner County","ALL","All Turner County High Schools","South Georgia State College",4
2011,"742","Turner County","ALL","All Turner County High Schools","South Georgia Technical College",4
2011,"742","Turner County","ALL","All Turner County High Schools","Valdosta State University",2
2011,"743","Twiggs County","0201","Twiggs County High School","Central Georgia Tech College - Macon",1
2011,"743","Twiggs County","0201","Twiggs County High School","East Georgia State College",3
2011,"743","Twiggs County","0201","Twiggs County High School","Fort Valley State University",2
2011,"743","Twiggs County","0201","Twiggs County High School","Macon State College",5
2011,"743","Twiggs County","0201","Twiggs County High School","Middle Georgia State University",4
2011,"743","Twiggs County","ALL","All Twiggs County High Schools","Central Georgia Tech College - Macon",1
2011,"743","Twiggs County","ALL","All Twiggs County High Schools","East Georgia State College",3
2011,"743","Twiggs County","ALL","All Twiggs County High Schools","Fort Valley State University",2
2011,"743","Twiggs County","ALL","All Twiggs County High Schools","Macon State College",5
2011,"743","Twiggs County","ALL","All Twiggs County High Schools","Middle Georgia State University",4
2011,"744","Union County","0101","Union County High School","Dalton State College",5
2011,"744","Union County","0101","Union County High School","Gainesville State College",4
2011,"744","Union County","0101","Union County High School","North Georgia Technical College",1
2011,"744","Union County","0101","Union County High School","University Of Georgia",3
2011,"744","Union County","0101","Union County High School","Young Harris College",2
2011,"744","Union County","3050","Woody Gap High/Elementary School","Covenant College",4
2011,"744","Union County","3050","Woody Gap High/Elementary School","North Georgia Technical College",1
2011,"744","Union County","3050","Woody Gap High/Elementary School","University Of North Georgia",2
2011,"744","Union County","3050","Woody Gap High/Elementary School","Young Harris College",2
2011,"744","Union County","ALL","All Union County High Schools","Gainesville State College",4
2011,"744","Union County","ALL","All Union County High Schools","North Georgia Technical College",1
2011,"744","Union County","ALL","All Union County High Schools","University Of Georgia",3
2011,"744","Union County","ALL","All Union County High Schools","University Of North Georgia",4
2011,"744","Union County","ALL","All Union County High Schools","Young Harris College",2
2011,"745","Thomaston-Upson County","0195","Upson-Lee High School","Albany State University",5
2011,"745","Thomaston-Upson County","0195","Upson-Lee High School","Gordon State College",1
2011,"745","Thomaston-Upson County","0195","Upson-Lee High School","Southern Crescent Technical College",2
2011,"745","Thomaston-Upson County","0195","Upson-Lee High School","University Of Georgia",3
2011,"745","Thomaston-Upson County","0195","Upson-Lee High School","Valdosta State University",4
2011,"745","Thomaston-Upson County","ALL","All Thomaston-Upson County High Schools","Albany State University",5
2011,"745","Thomaston-Upson County","ALL","All Thomaston-Upson County High Schools","Gordon State College",1
2011,"745","Thomaston-Upson County","ALL","All Thomaston-Upson County High Schools","Southern Crescent Technical College",2
2011,"745","Thomaston-Upson County","ALL","All Thomaston-Upson County High Schools","University Of Georgia",3
2011,"745","Thomaston-Upson County","ALL","All Thomaston-Upson County High Schools","Valdosta State University",4
2011,"746","Walker County","0190","Ridgeland High School","Dalton State College",2
2011,"746","Walker County","0190","Ridgeland High School","Georgia Northwestern Tech College",1
2011,"746","Walker County","0190","Ridgeland High School","Georgia Southern University",4
2011,"746","Walker County","0190","Ridgeland High School","University Of Georgia",3
2011,"746","Walker County","0190","Ridgeland High School","University Of West Georgia",4
2011,"746","Walker County","0198","LaFayette High School","Berry College",5
2011,"746","Walker County","0198","LaFayette High School","Dalton State College",2
2011,"746","Walker County","0198","LaFayette High School","Georgia Northwestern Tech College",1
2011,"746","Walker County","0198","LaFayette High School","Shorter University",4
2011,"746","Walker County","0198","LaFayette High School","University Of West Georgia",3
2011,"746","Walker County","ALL","All Walker County High Schools","Dalton State College",2
2011,"746","Walker County","ALL","All Walker County High Schools","Georgia Northwestern Tech College",1
2011,"746","Walker County","ALL","All Walker County High Schools","Shorter University",5
2011,"746","Walker County","ALL","All Walker County High Schools","University Of Georgia",4
2011,"746","Walker County","ALL","All Walker County High Schools","University Of West Georgia",3
2011,"747","Walton County","0111","Walnut Grove High School","Athens Technical College",2
2011,"747","Walton County","0111","Walnut Grove High School","Georgia Gwinnett College",3
2011,"747","Walton County","0111","Walnut Grove High School","Georgia Perimeter College",1
2011,"747","Walton County","0111","Walnut Grove High School","Georgia State University",4
2011,"747","Walton County","0111","Walnut Grove High School","Valdosta State University",5
2011,"747","Walton County","0199","Loganville High School","Athens Technical College",3
2011,"747","Walton County","0199","Loganville High School","Georgia Gwinnett College",2
2011,"747","Walton County","0199","Loganville High School","Georgia Perimeter College",1
2011,"747","Walton County","0199","Loganville High School","Georgia Southern University",5
2011,"747","Walton County","0199","Loganville High School","University Of Georgia",3
2011,"747","Walton County","0205","Monroe Area High School","Athens Technical College",4
2011,"747","Walton County","0205","Monroe Area High School","Gainesville State College",2
2011,"747","Walton County","0205","Monroe Area High School","Georgia Gwinnett College",2
2011,"747","Walton County","0205","Monroe Area High School","Georgia Perimeter College",1
2011,"747","Walton County","0205","Monroe Area High School","University Of Georgia",5
2011,"747","Walton County","ALL","All Walton County High Schools","Athens Technical College",3
2011,"747","Walton County","ALL","All Walton County High Schools","Gainesville State College",4
2011,"747","Walton County","ALL","All Walton County High Schools","Georgia Gwinnett College",2
2011,"747","Walton County","ALL","All Walton County High Schools","Georgia Perimeter College",1
2011,"747","Walton County","ALL","All Walton County High Schools","University Of Georgia",5
2011,"748","Ware County","0195","Ware County High School","Abraham Baldwin Agricultural College",5
2011,"748","Ware County","0195","Ware County High School","College Of Coastal Georgia",3
2011,"748","Ware County","0195","Ware County High School","Okefenokee Technical College",2
2011,"748","Ware County","0195","Ware County High School","South Georgia State College",4
2011,"748","Ware County","0195","Ware County High School","Waycross College",1
2011,"748","Ware County","ALL","All Ware County High Schools","Albany State University",5
2011,"748","Ware County","ALL","All Ware County High Schools","College Of Coastal Georgia",3
2011,"748","Ware County","ALL","All Ware County High Schools","Okefenokee Technical College",2
2011,"748","Ware County","ALL","All Ware County High Schools","South Georgia State College",4
2011,"748","Ware County","ALL","All Ware County High Schools","Waycross College",1
2011,"749","Warren County","0205","Warren County High School","Albany State University",2
2011,"749","Warren County","0205","Warren County High School","Augusta Technical College",2
2011,"749","Warren County","0205","Warren County High School","Fort Valley State University",1
2011,"749","Warren County","0205","Warren County High School","Georgia State University",2
2011,"749","Warren County","0205","Warren County High School","Paine College",2
2011,"749","Warren County","ALL","All Warren County High Schools","Albany State University",2
2011,"749","Warren County","ALL","All Warren County High Schools","Augusta Technical College",2
2011,"749","Warren County","ALL","All Warren County High Schools","Fort Valley State University",1
2011,"749","Warren County","ALL","All Warren County High Schools","Georgia State University",2
2011,"749","Warren County","ALL","All Warren County High Schools","Paine College",2
2011,"750","Washington County","1052","Washington County High School","Albany State University",3
2011,"750","Washington County","1052","Washington County High School","Armstrong State University",4
2011,"750","Washington County","1052","Washington County High School","East Georgia State College",2
2011,"750","Washington County","1052","Washington County High School","Georgia College & State University",5
2011,"750","Washington County","1052","Washington County High School","Oconee Fall Line Technical College",1
2011,"750","Washington County","ALL","All Washington County High Schools","Albany State University",3
2011,"750","Washington County","ALL","All Washington County High Schools","Armstrong State University",4
2011,"750","Washington County","ALL","All Washington County High Schools","East Georgia State College",2
2011,"750","Washington County","ALL","All Washington County High Schools","Middle Georgia State University",5
2011,"750","Washington County","ALL","All Washington County High Schools","Oconee Fall Line Technical College",1
2011,"751","Wayne County","0101","Wayne County High School","Altamaha Technical College",2
2011,"751","Wayne County","0101","Wayne County High School","College Of Coastal Georgia",1
2011,"751","Wayne County","0101","Wayne County High School","East Georgia State College",4
2011,"751","Wayne County","0101","Wayne County High School","Georgia Southern University",3
2011,"751","Wayne County","0101","Wayne County High School","Waycross College",4
2011,"751","Wayne County","ALL","All Wayne County High Schools","Altamaha Technical College",2
2011,"751","Wayne County","ALL","All Wayne County High Schools","College Of Coastal Georgia",1
2011,"751","Wayne County","ALL","All Wayne County High Schools","Georgia Southern University",3
2011,"751","Wayne County","ALL","All Wayne County High Schools","Valdosta State University",4
2011,"751","Wayne County","ALL","All Wayne County High Schools","Waycross College",4
2011,"752","Webster County","0108","Webster County High School","Abraham Baldwin Agricultural College",2
2011,"752","Webster County","0108","Webster County High School","Columbus Technical College",1
2011,"752","Webster County","0108","Webster County High School","Fort Valley State University",2
2011,"752","Webster County","0108","Webster County High School","Georgia Southwestern State University",2
2011,"752","Webster County","0108","Webster County High School","South Georgia State College",2
2011,"752","Webster County","ALL","All Webster County High Schools","Abraham Baldwin Agricultural College",2
2011,"752","Webster County","ALL","All Webster County High Schools","Columbus Technical College",1
2011,"752","Webster County","ALL","All Webster County High Schools","Fort Valley State University",2
2011,"752","Webster County","ALL","All Webster County High Schools","Georgia Southwestern State University",2
2011,"752","Webster County","ALL","All Webster County High Schools","Georgia State University",2
2011,"753","Wheeler County","3052","Wheeler County High School","Brewton-Parker College",4
2011,"753","Wheeler County","3052","Wheeler County High School","East Georgia State College",1
2011,"753","Wheeler County","3052","Wheeler County High School","Georgia Southern University",1
2011,"753","Wheeler County","3052","Wheeler County High School","Middle Georgia State University",1
2011,"753","Wheeler County","3052","Wheeler County High School","Southeastern Technical College",4
2011,"753","Wheeler County","ALL","All Wheeler County High Schools","Brewton-Parker College",4
2011,"753","Wheeler County","ALL","All Wheeler County High Schools","East Georgia State College",1
2011,"753","Wheeler County","ALL","All Wheeler County High Schools","Georgia Southern University",1
2011,"753","Wheeler County","ALL","All Wheeler County High Schools","Middle Georgia State University",1
2011,"753","Wheeler County","ALL","All Wheeler County High Schools","Southeastern Technical College",4
2011,"754","White County","0105","White County High School","Gainesville State College",1
2011,"754","White County","0105","White County High School","North Georgia Technical College",1
2011,"754","White County","0105","White County High School","Piedmont College",5
2011,"754","White County","0105","White County High School","University Of Georgia",4
2011,"754","White County","0105","White County High School","University Of North Georgia",3
2011,"754","White County","ALL","All White County High Schools","Gainesville State College",1
2011,"754","White County","ALL","All White County High Schools","North Georgia Technical College",1
2011,"754","White County","ALL","All White County High Schools","Piedmont College",5
2011,"754","White County","ALL","All White County High Schools","University Of Georgia",4
2011,"754","White County","ALL","All White County High Schools","University Of North Georgia",3
2011,"755","Whitfield County","0105","Whitfield County Career Academy","Chattahoochee Technical College",4
2011,"755","Whitfield County","0105","Whitfield County Career Academy","Dalton State College",1
2011,"755","Whitfield County","0105","Whitfield County Career Academy","Georgia Northwestern Tech College",2
2011,"755","Whitfield County","0105","Whitfield County Career Academy","Georgia Southern University",4
2011,"755","Whitfield County","0105","Whitfield County Career Academy","University Of North Georgia",3
2011,"755","Whitfield County","0175","Northwest Whitfield County High School","Dalton State College",1
2011,"755","Whitfield County","0175","Northwest Whitfield County High School","Georgia Northwestern Tech College",3
2011,"755","Whitfield County","0175","Northwest Whitfield County High School","Kennesaw State University",2
2011,"755","Whitfield County","0175","Northwest Whitfield County High School","University Of Georgia",3
2011,"755","Whitfield County","0175","Northwest Whitfield County High School","University Of West Georgia",5
2011,"755","Whitfield County","0191","Phoenix High School","Dalton State College",1
2011,"755","Whitfield County","0191","Phoenix High School","Georgia Northwestern Tech College",2
2011,"755","Whitfield County","0191","Phoenix High School","Middle Georgia State University",3
2011,"755","Whitfield County","0275","Southeast Whitfield County High School","Dalton State College",1
2011,"755","Whitfield County","0275","Southeast Whitfield County High School","Georgia Northwestern Tech College",2
2011,"755","Whitfield County","0275","Southeast Whitfield County High School","Kennesaw State University",4
2011,"755","Whitfield County","0275","Southeast Whitfield County High School","University Of Georgia",3
2011,"755","Whitfield County","0275","Southeast Whitfield County High School","University Of North Georgia",5
2011,"755","Whitfield County","ALL","All Whitfield County High Schools","Dalton State College",1
2011,"755","Whitfield County","ALL","All Whitfield County High Schools","Georgia Northwestern Tech College",2
2011,"755","Whitfield County","ALL","All Whitfield County High Schools","Kennesaw State University",3
2011,"755","Whitfield County","ALL","All Whitfield County High Schools","University Of Georgia",4
2011,"755","Whitfield County","ALL","All Whitfield County High Schools","University Of West Georgia",5
2011,"756","Wilcox County","0201","Wilcox County High School","Abraham Baldwin Agricultural College",5
2011,"756","Wilcox County","0201","Wilcox County High School","Darton State College",1
2011,"756","Wilcox County","0201","Wilcox County High School","Middle Georgia State University",1
2011,"756","Wilcox County","0201","Wilcox County High School","Valdosta State University",1
2011,"756","Wilcox County","0201","Wilcox County High School","Wiregrass Georgia Technical College",1
2011,"756","Wilcox County","ALL","All Wilcox County High Schools","Abraham Baldwin Agricultural College",5
2011,"756","Wilcox County","ALL","All Wilcox County High Schools","Darton State College",1
2011,"756","Wilcox County","ALL","All Wilcox County High Schools","Middle Georgia State University",1
2011,"756","Wilcox County","ALL","All Wilcox County High Schools","Valdosta State University",1
2011,"756","Wilcox County","ALL","All Wilcox County High Schools","Wiregrass Georgia Technical College",1
2011,"757","Wilkes County","0110","Washington-Wilkes Comprehensive High School","Athens Technical College",1
2011,"757","Wilkes County","0110","Washington-Wilkes Comprehensive High School","Augusta University",2
2011,"757","Wilkes County","0110","Washington-Wilkes Comprehensive High School","East Georgia State College",3
2011,"757","Wilkes County","0110","Washington-Wilkes Comprehensive High School","Georgia College & State University",3
2011,"757","Wilkes County","0110","Washington-Wilkes Comprehensive High School","Valdosta State University",5
2011,"757","Wilkes County","ALL","All Wilkes County High Schools","Athens Technical College",1
2011,"757","Wilkes County","ALL","All Wilkes County High Schools","Augusta University",2
2011,"757","Wilkes County","ALL","All Wilkes County High Schools","East Georgia State College",3
2011,"757","Wilkes County","ALL","All Wilkes County High Schools","Georgia College & State University",3
2011,"757","Wilkes County","ALL","All Wilkes County High Schools","Valdosta State University",5
2011,"758","Wilkinson County","3050","Wilkinson County High School","Albany State University",2
2011,"758","Wilkinson County","3050","Wilkinson County High School","Central Georgia Tech College - Macon",1
2011,"758","Wilkinson County","3050","Wilkinson County High School","Fort Valley State University",4
2011,"758","Wilkinson County","3050","Wilkinson County High School","Middle Georgia State University",2
2011,"758","Wilkinson County","3050","Wilkinson County High School","Oconee Fall Line Technical College",4
2011,"758","Wilkinson County","ALL","All Wilkinson County High Schools","Albany State University",2
2011,"758","Wilkinson County","ALL","All Wilkinson County High Schools","Central Georgia Tech College - Macon",1
2011,"758","Wilkinson County","ALL","All Wilkinson County High Schools","Fort Valley State University",4
2011,"758","Wilkinson County","ALL","All Wilkinson County High Schools","Middle Georgia State University",2
2011,"758","Wilkinson County","ALL","All Wilkinson County High Schools","Oconee Fall Line Technical College",4
2011,"759","Worth County","0176","Worth County High School","Abraham Baldwin Agricultural College",2
2011,"759","Worth County","0176","Worth County High School","Albany Technical College",4
2011,"759","Worth County","0176","Worth County High School","Darton State College",1
2011,"759","Worth County","0176","Worth County High School","Georgia Southern University",5
2011,"759","Worth County","0176","Worth County High School","Moultrie Technical College",3
2011,"759","Worth County","ALL","All Worth County High Schools","Abraham Baldwin Agricultural College",2
2011,"759","Worth County","ALL","All Worth County High Schools","Albany Technical College",4
2011,"759","Worth County","ALL","All Worth County High Schools","Darton State College",1
2011,"759","Worth County","ALL","All Worth County High Schools","Georgia Southern University",5
2011,"759","Worth County","ALL","All Worth County High Schools","Moultrie Technical College",3
2011,"761","Atlanta Public Schools","0106","Early College High School at Carver","Atlanta Metropolitan State College",3
2011,"761","Atlanta Public Schools","0106","Early College High School at Carver","Clark Atlanta University",5
2011,"761","Atlanta Public Schools","0106","Early College High School at Carver","Georgia State University",2
2011,"761","Atlanta Public Schools","0106","Early College High School at Carver","University Of Georgia",4
2011,"761","Atlanta Public Schools","0106","Early College High School at Carver","University Of West Georgia",1
2011,"761","Atlanta Public Schools","0108","South Atlanta School of Health and Medical Science","Atlanta Metropolitan State College",3
2011,"761","Atlanta Public Schools","0108","South Atlanta School of Health and Medical Science","Columbus State University",1
2011,"761","Atlanta Public Schools","0108","South Atlanta School of Health and Medical Science","Fort Valley State University",3
2011,"761","Atlanta Public Schools","0108","South Atlanta School of Health and Medical Science","Georgia Perimeter College",1
2011,"761","Atlanta Public Schools","0108","South Atlanta School of Health and Medical Science","Georgia Southern University",5
2011,"761","Atlanta Public Schools","0182","Mays High School","Atlanta Metropolitan State College",3
2011,"761","Atlanta Public Schools","0182","Mays High School","Georgia Perimeter College",2
2011,"761","Atlanta Public Schools","0182","Mays High School","Savannah State University",5
2011,"761","Atlanta Public Schools","0182","Mays High School","University Of West Georgia",1
2011,"761","Atlanta Public Schools","0182","Mays High School","Valdosta State University",4
2011,"761","Atlanta Public Schools","0186","Maynard H. Jackson, Jr. High School","Atlanta Metropolitan State College",4
2011,"761","Atlanta Public Schools","0186","Maynard H. Jackson, Jr. High School","Fort Valley State University",3
2011,"761","Atlanta Public Schools","0186","Maynard H. Jackson, Jr. High School","Georgia Perimeter College",1
2011,"761","Atlanta Public Schools","0186","Maynard H. Jackson, Jr. High School","Savannah State University",2
2011,"761","Atlanta Public Schools","0186","Maynard H. Jackson, Jr. High School","University Of West Georgia",4
2011,"761","Atlanta Public Schools","0192","North Atlanta High School","Atlanta Technical College",5
2011,"761","Atlanta Public Schools","0192","North Atlanta High School","Georgia Perimeter College",1
2011,"761","Atlanta Public Schools","0192","North Atlanta High School","Georgia State University",2
2011,"761","Atlanta Public Schools","0192","North Atlanta High School","University Of Georgia",3
2011,"761","Atlanta Public Schools","0192","North Atlanta High School","Valdosta State University",4
2011,"761","Atlanta Public Schools","0205","Tech High School","Georgia Perimeter College",1
2011,"761","Atlanta Public Schools","0205","Tech High School","Georgia State University",3
2011,"761","Atlanta Public Schools","0205","Tech High School","Morehouse College",3
2011,"761","Atlanta Public Schools","0205","Tech High School","University Of West Georgia",2
2011,"761","Atlanta Public Schools","0205","Tech High School","Young Harris College",3
2011,"761","Atlanta Public Schools","0208","South Atlanta Law and Social Justice School","Atlanta Metropolitan State College",3
2011,"761","Atlanta Public Schools","0208","South Atlanta Law and Social Justice School","Clark Atlanta University",2
2011,"761","Atlanta Public Schools","0208","South Atlanta Law and Social Justice School","Georgia Gwinnett College",4
2011,"761","Atlanta Public Schools","0208","South Atlanta Law and Social Justice School","Georgia State University",5
2011,"761","Atlanta Public Schools","0208","South Atlanta Law and Social Justice School","Savannah State University",1
2011,"761","Atlanta Public Schools","0306","School of Technology at Carver","Atlanta Metropolitan State College",1
2011,"761","Atlanta Public Schools","0306","School of Technology at Carver","Atlanta Technical College",1
2011,"761","Atlanta Public Schools","0306","School of Technology at Carver","Clark Atlanta University",4
2011,"761","Atlanta Public Schools","0306","School of Technology at Carver","Georgia Gwinnett College",1
2011,"761","Atlanta Public Schools","0306","School of Technology at Carver","Paine College",4
2011,"761","Atlanta Public Schools","0406","School of Health Sciences and Research at Carver","Albany State University",1
2011,"761","Atlanta Public Schools","0406","School of Health Sciences and Research at Carver","Atlanta Technical College",2
2011,"761","Atlanta Public Schools","0406","School of Health Sciences and Research at Carver","Fort Valley State University",2
2011,"761","Atlanta Public Schools","0406","School of Health Sciences and Research at Carver","Savannah State University",2
2011,"761","Atlanta Public Schools","0406","School of Health Sciences and Research at Carver","Spelman College",2
2011,"761","Atlanta Public Schools","0408","South Atlanta School of Computer Animation and Design","Albany State University",4
2011,"761","Atlanta Public Schools","0408","South Atlanta School of Computer Animation and Design","Atlanta Technical College",2
2011,"761","Atlanta Public Schools","0408","South Atlanta School of Computer Animation and Design","Georgia Perimeter College",2
2011,"761","Atlanta Public Schools","0408","South Atlanta School of Computer Animation and Design","Morehouse College",4
2011,"761","Atlanta Public Schools","0408","South Atlanta School of Computer Animation and Design","Savannah State University",1
2011,"761","Atlanta Public Schools","0506","The School of the Arts at Carver","Atlanta Metropolitan State College",4
2011,"761","Atlanta Public Schools","0506","The School of the Arts at Carver","Clark Atlanta University",4
2011,"761","Atlanta Public Schools","0506","The School of the Arts at Carver","Georgia Perimeter College",1
2011,"761","Atlanta Public Schools","0506","The School of the Arts at Carver","Savannah State University",1
2011,"761","Atlanta Public Schools","0506","The School of the Arts at Carver","University Of West Georgia",3
2011,"761","Atlanta Public Schools","0508","Therrell School of Law, Government and Public Policy - C","Atlanta Metropolitan State College",2
2011,"761","Atlanta Public Schools","0508","Therrell School of Law, Government and Public Policy - C","Clark Atlanta University",5
2011,"761","Atlanta Public Schools","0508","Therrell School of Law, Government and Public Policy - C","Georgia Gwinnett College",2
2011,"761","Atlanta Public Schools","0508","Therrell School of Law, Government and Public Policy - C","Savannah State University",1
2011,"761","Atlanta Public Schools","0508","Therrell School of Law, Government and Public Policy - C","Spelman College",4
2011,"761","Atlanta Public Schools","0608","Therrell School of Engineering, Math, and Science - C","Atlanta Metropolitan State College",2
2011,"761","Atlanta Public Schools","0608","Therrell School of Engineering, Math, and Science - C","Atlanta Technical College",1
2011,"761","Atlanta Public Schools","0608","Therrell School of Engineering, Math, and Science - C","Georgia Gwinnett College",4
2011,"761","Atlanta Public Schools","0608","Therrell School of Engineering, Math, and Science - C","Georgia State University",4
2011,"761","Atlanta Public Schools","0608","Therrell School of Engineering, Math, and Science - C","Savannah State University",3
2011,"761","Atlanta Public Schools","0708","Therrell School of Health and Science - C","Atlanta Metropolitan State College",3
2011,"761","Atlanta Public Schools","0708","Therrell School of Health and Science - C","Atlanta Technical College",2
2011,"761","Atlanta Public Schools","0708","Therrell School of Health and Science - C","Fort Valley State University",3
2011,"761","Atlanta Public Schools","0708","Therrell School of Health and Science - C","Georgia Gwinnett College",3
2011,"761","Atlanta Public Schools","0708","Therrell School of Health and Science - C","Savannah State University",1
2011,"761","Atlanta Public Schools","2664","Crim High School","Albany State University",3
2011,"761","Atlanta Public Schools","2664","Crim High School","Atlanta Technical College",1
2011,"761","Atlanta Public Schools","2664","Crim High School","Fort Valley State University",3
2011,"761","Atlanta Public Schools","2664","Crim High School","Georgia Perimeter College",2
2011,"761","Atlanta Public Schools","2664","Crim High School","Gordon State College",5
2011,"761","Atlanta Public Schools","4058","Douglass High School","Albany State University",4
2011,"761","Atlanta Public Schools","4058","Douglass High School","Atlanta Metropolitan State College",4
2011,"761","Atlanta Public Schools","4058","Douglass High School","Georgia Gwinnett College",1
2011,"761","Atlanta Public Schools","4058","Douglass High School","Georgia Perimeter College",3
2011,"761","Atlanta Public Schools","4058","Douglass High School","Savannah State University",2
2011,"761","Atlanta Public Schools","4560","Grady High School","Albany State University",5
2011,"761","Atlanta Public Schools","4560","Grady High School","Georgia Perimeter College",3
2011,"761","Atlanta Public Schools","4560","Grady High School","Georgia State University",2
2011,"761","Atlanta Public Schools","4560","Grady High School","Savannah State University",4
2011,"761","Atlanta Public Schools","4560","Grady High School","University Of Georgia",1
2011,"761","Atlanta Public Schools","4568","Washington High School Senior Academy","Albany State University",5
2011,"761","Atlanta Public Schools","4568","Washington High School Senior Academy","Atlanta Metropolitan State College",2
2011,"761","Atlanta Public Schools","4568","Washington High School Senior Academy","Atlanta Technical College",4
2011,"761","Atlanta Public Schools","4568","Washington High School Senior Academy","Georgia Perimeter College",3
2011,"761","Atlanta Public Schools","4568","Washington High School Senior Academy","Savannah State University",1
2011,"761","Atlanta Public Schools","ALL","All Atlanta Public  High Schools","Atlanta Metropolitan State College",3
2011,"761","Atlanta Public Schools","ALL","All Atlanta Public  High Schools","Atlanta Technical College",5
