object_id,nces_sch_id,nces_sys_id,orig_state_id,sys_id,sch_id,shape_length,shape_area,sspi,sys_name,sch_name,cluster,n_stu_19,title_i,grade,star_rtg,asian,native,black,hisp,multi,white,frpl,swd,lep,mobility,ccrpi,climate,student,staff,parent,overall,grd_3_la,grd_3_ma,grd_4_la,grd_4_ma,grd_5_la,grd_5_ma,fiscal_year,sys_sch,system_id,system_name,school_id,school_name,direct_cert_perc,k12_poverty_student_ct,k12_student_count
1815,130213002555,1302130,GA-656-0103,656,0103,0.539640449356,0.00640338914414,1.56584857057251,Fayette County,Sara Harp Minter Elementary School,E,746,Y,B,5,4,1,20,9,6,61,6,11,4,4.7,85.1,87.572,81.2,90.76,90.755,100.5,68,71.5,66.9,67.7,77.3,63.1,2024,656103,656,Fayette County,103,Sara Harp Minter Elementary School,21.5,149,694
480,130213002876,1302130,GA-656-0104,656,0104,0.33047466506,0.0038164063008,1.79747885199261,Fayette County,Crabapple Lane Elementary School,E,584,Y,B,5,5,0,16,8,8,63,6.8000002,9,5,10.6,87.8,86.277,82.679,87.126,89.026,99.3,66,75.5,67.6,80.6,64.9,47.9,2024,656104,656,Fayette County,104,Crabapple Lane Elementary School,20.2999992370605,116,571
988,130213003802,1302130,GA-656-0111,656,0111,0.595760353844,0.00710063230198,1.36737498453383,Fayette County,Inman Elementary School,E,653,Y,C,5,2,0,27,10,7,54,13.3,10,4,8,79.1,87.34,83.242,89.237,89.542,99.5,59.1,63.5,57.5,74.3,57.2,42.8,2024,656111,656,Fayette County,111,Inman Elementary,36.0999984741211,229,634
364,130222000268,1302220,GA-658-0194,658,0194,0.43134084105,0.00768659428699,2.06782373926091,Forsyth County,Chattahoochee Elementary School,E,792,Y,C,5,1,0,2,23,4,69,16.5,23,16,9.4,79.8,81.002,72.463,83.065,87.478,98,41.6,49.3,50.4,66.2,56,59.7,2024,658194,658,Forsyth County,194,Chattahoochee Elementary School,46.4000015258789,364,784
1357,130222000953,1302220,GA-658-1052,658,1052,0.238736295444,0.00216027018807,1.43021130779966,Forsyth County,Midway Elementary School,E,694,N,A,4,41,1,5,17,4,32,6.5,10,22,11.5,91.8,82.112,77.566,87.371,81.398,94.7,75.2,86.6,69.3,79.5,72.5,65.7,2024,6581052,658,Forsyth County,1052,Midway Elementary School,12.3999996185303,88,707
173,130222000954,1302220,GA-658-1050,658,1050,0.216084546428,0.000997968880311,1.73499311793939,Forsyth County,Big Creek Elementary School,E,726,N,A,4,57,0,3,6,2,31,1.4,11,12,11,94.7,87.383,81.639,92.351,88.158,95.4,85.6,93.9,93.1,96.1,86.5,93.7,2024,6581050,658,Forsyth County,1050,Big Creek Elementary School,10.3000001907349,67,648
1303,130222000955,1302220,GA-658-0176,658,0176,0.304146987472,0.00282062604308,2.26832173800384,Forsyth County,Mashburn Elementary School,E,681,Y,B,5,15,1,3,20,5,56,9.3999996,18,17,13.4,89.8,84.673,77.886,90.61,85.523,99.9,72.5,84.4,70.9,80.5,67.5,73.8,2024,658176,658,Forsyth County,176,Mashburn Elementary School,22.2999992370605,242,1084
505,130222000957,1302220,GA-658-0103,658,0103,0.356277951239,0.0037511600462,0.647607219637037,Forsyth County,Cumming Elementary School,E,930,Y,C,5,1,1,4,55,2,38,24.4,24,44,12.4,79.1,84.758,74.752,90.943,88.579,99.5,39.6,43.9,38.8,47.9,46.3,49.7,2024,658103,658,Forsyth County,103,Cumming Elementary School,49.2000007629395,452,918
519,130222001610,1302220,GA-658-0197,658,0197,0.172839501825,0.000734967916848,1.43672527681623,Forsyth County,Daves Creek Elementary School,E,1203,N,A,4,74,1,3,3,2,17,1.4,12,12,17.6,99.2,87.405,82.121,93.143,86.951,96,87.8,96.6,95.9,96.7,91.6,90.8,2024,658197,658,Forsyth County,197,Daves Creek Elementary School,6.69999980926514,67,1004
423,130222001895,1302220,GA-658-0182,658,0182,0.279998440164,0.00225892441179,1.27419425029479,Forsyth County,Coal Mountain Elementary School,E,748,N,A,4,5,0,7,11,4,71,7.4000001,14,10,13.1,90,83.925,77.105,88.585,86.086,94.2,65.3,70.1,63.4,70,70.7,72.1,2024,658182,658,Forsyth County,182,Coal Mountain Elementary School,26.2999992370606,197,750
2126,130222002169,1302220,GA-658-0198,658,0198,0.254103341516,0.00209184772473,2.78003813330691,Forsyth County,Vickery Creek Elementary School,E,1222,N,A,4,20,0,3,7,5,64,2.3,11,5,11.3,96.8,83.122,77.35,88.594,83.423,94.6,76.1,89.5,78.8,82.7,74.6,83.5,2024,658198,658,Forsyth County,198,Vickery Creek Elementary School,8.30000019073486,92,1111
1825,130222002173,1302220,GA-658-0203,658,0203,0.437701934626,0.00488491655733,3.04296036074843,Forsyth County,Sawnee Elementary School,E,1423,Y,B,5,7,0,4,18,4,66,7.9000001,13,13,10.1,83,80.419,74.736,83.48,83.042,98.8,56.3,64.4,70.1,74.6,57.6,53.4,2024,658203,658,Forsyth County,203,Sawnee Elementary School,17.2999992370605,309,1789
1844,130222002320,1302220,GA-658-0100,658,0100,0.182040279972,0.00105623837716,2.56412221885032,Forsyth County,Settles Bridge Elementary School,E,1034,N,A,4,49,1,6,6,4,34,2.5999999,15,12,14.8,96.3,86.138,78.227,92.155,88.032,95.7,77,84.5,83.4,89.4,78.7,84.9,2024,658100,658,Forsyth County,100,Settles Bridge Elementary School,11,89,811
1309,130222002487,1302220,GA-658-0102,658,0102,0.488199964086,0.00755320675816,1.78041077357387,Forsyth County,Matt Elementary School,E,1206,Y,B,5,1,0,2,15,3,78,9.5,19,8,8.2,89.7,83.123,73.058,88.985,87.326,98.1,57.7,65.3,55.4,74.6,65.1,57.2,2024,658102,658,Forsyth County,102,Matt Elementary School,17.8999996185303,199,1112
1848,130222002880,1302220,GA-658-0104,658,0104,0.227835392034,0.00123825404923,2.41452154460699,Forsyth County,Sharon Elementary School,E,933,N,A,4,26,1,4,6,4,61,1.9,16,5,5.6,93.5,86.694,80.217,94.19,85.677,95.7,92.2,94.4,83,88.9,88.4,88.4,2024,658104,658,Forsyth County,104,Sharon Elementary School,12.8999996185303,111,862
380,130222002881,1302220,GA-658-0204,658,0204,0.522733771339,0.0105540207847,2.32714638741798,Forsyth County,Chestatee Elementary School,E,1224,Y,B,5,1,0,2,18,3,76,17.5,20,12,8.4,89.4,82.72,76.408,83.697,88.057,99,46.5,61.3,58.6,70.3,69.2,57.3,2024,658204,658,Forsyth County,204,Chestatee Elementary,38.9000015258789,464,1192
1856,130222003353,1302220,GA-658-0106,658,0106,0.294956818039,0.00197351210973,2.87696482461503,Forsyth County,Shiloh Point Elementary School,E,1284,N,A,4,46,1,3,10,4,36,2.0999999,13,13,11.8,96.7,85.409,77.424,89.565,89.237,94.8,71.9,88.1,80.3,87.2,77.7,83.7,2024,658106,658,Forsyth County,106,Shiloh Point Elementary,10.6000003814697,111,1048
1861,130222003356,1302220,GA-658-0307,658,0307,0.345917096442,0.00374019067416,1.18617401416481,Forsyth County,Silver City Elementary School,E,1078,Y,A,5,3,0,5,10,4,78,6.5,19,5,9.9,90.2,84.016,78.849,88.432,84.767,99.4,57.6,66.3,59.3,73.4,63.4,61.4,2024,658307,658,Forsyth County,307,Silver City Elementary School,23.2999992370605,257,1102
1050,130222003685,1302220,GA-658-0108,658,0108,0.233707092654,0.00165821786043,3.06723840259288,Forsyth County,Johns Creek Elementary School,E,1008,N,A,4,69,0,4,5,4,18,1.2,10,16,12.2,97.3,85.217,78.038,90.642,86.971,95.3,81.8,93.6,82.6,91,92.3,93.9,2024,658108,658,Forsyth County,108,Johns Creek Elementary,13.6999998092651,130,950
780,130222003853,1302220,GA-658-0213,658,0213,0.203401160589,0.00137251026986,1.21376280906146,Forsyth County,Whitlow Elementary School,E,1314,N,A,4,21,1,8,23,3,44,11,13,24,13.3,92.5,82.667,74.541,88.432,85.026,94.5,68.7,72.7,71.1,71.1,72.9,75.1,2024,658213,658,Forsyth County,213,George W. Whitlow Elementary,24.3999996185303,295,1211
237,130222003923,1302220,GA-658-0211,658,0211,0.177325486149,0.000920614424023,2.68217135673548,Forsyth County,Brookwood Elementary School,E,1047,N,A,4,39,1,4,7,4,46,1.6,15,12,7.5,96.8,84.607,75.62,92.261,85.94,95.2,81,91.5,82.7,90.3,85.7,89.6,2024,658211,658,Forsyth County,211,Brookwood Elementary,10.3000001907349,87,842
895,130222003825,1302220,GA-658-0215,658,0215,0.245827602613,0.00179032211933,1.99999796948232,Forsyth County,Haw Creek Elementary School,E,1038,N,A,4,21,1,2,7,5,64,2.5999999,18,8,8.9,90.4,84.04,76.153,90.306,85.66,95.1,72.4,83.8,70.8,81.8,72.6,78.6,2024,658215,658,Forsyth County,215,Haw Creek Elementary,12.8000001907349,105,819
176,130228003874,1302280,GA-660-1210,660,1210,0.314207666819,0.00391678107116,1.32694255795368,Fulton County,Birmingham Falls Elementary School,E,717,Y,A,5,4,0,3,4,3,86,1.7,10,1,5.6,93,83.546,70.552,90.258,89.829,99.8,84.8,88.4,81.1,83.8,80.8,71.3,2024,6601210,660,Fulton County,1210,Birmingham Falls Elementary School,3.59999990463257,27,742
414,130228003940,1302280,GA-660-1010,660,1010,0.4211374473,0.00404562409622,0.154105928365522,Fulton County,Cliftondale Elementary School,E,655,Y,B,3,0,0,98,1,1,1,31.5,9,0,23,81.2,75.851,65.797,78.089,83.668,89.6,40.2,42.8,35.6,42.7,46.7,25.4,2024,6601010,660,Fulton County,1010,Cliftondale Elementary School,64.6999969482422,412,637
1002,130228003842,1302280,GA-660-1310,660,1310,0.177469353363,0.00112449062351,-0.381960380634766,Fulton County,Ison Springs Elementary School,E,606,Y,D,4,3,0,46,36,6,9,33.299999,12,31,25.6,66.1,78.05,69.605,81.37,83.175,94.5,29,38.5,35.6,22.8,29.9,21.5,2024,6601310,660,Fulton County,1310,Ison Springs Elementary School,64.3000030517578,277,431
708,130228004002,1302280,GA-660-0114,660,0114,0.179980938991,0.0015218422659,-0.878369821679811,Fulton County,Feldwood Elementary School,E,722,Y,D,4,0,0,95,3,0,1,56,8,1,36.1,69,77.124,71.447,72.92,87.004,92.5,24.2,32,19.5,21.8,32.5,13.2,2024,660114,660,Fulton County,114,Feldwood Elementary School,81.5,512,628
479,130228000035,1302280,GA-660-0193,660,0193,0.309445375074,0.00169417176793,1.3281064370244,Fulton County,Crabapple Crossing Elementary School,E,766,Y,A,5,18,0,3,7,5,66,0.5,7,9,5.5,93.1,86.24,78.871,91.782,88.067,100.4,82.8,87.3,82.1,87.3,81.3,73.3,2024,660193,660,Fulton County,193,Crabapple Crossing Elementary School,3.79999995231628,24,624
453,130228000217,1302280,GA-660-5052,660,5052,0.123043837555,0.000324011777306,-0.776012110503545,Fulton County,Conley Hills Elementary School,E,568,Y,F,3,0,1,60,35,1,2,62.299999,11,32,35,49.2,74.491,64.764,75.029,83.681,89.6,12,26.5,14.2,16.5,14.6,6.1,2024,6605052,660,Fulton County,5052,Conley Hills Elementary School,81,290,358
1469,130228000927,1302280,GA-660-0195,660,0195,0.162321802018,0.00093184135821,2.11557176170647,Fulton County,New Prospect Elementary School,E,557,Y,B,5,29,0,11,14,6,39,5.4000001,11,21,14.4,87.9,83.538,73.451,90.146,87.018,97.6,71.4,81,59.5,69.7,73.1,74.1,2024,660195,660,Fulton County,195,New Prospect Elementary School,12.1000003814697,71,589
714,130228000948,1302280,GA-660-0295,660,0295,0.119858196959,0.000554820949679,2.32200143284649,Fulton County,Findley Oaks Elementary School,E,559,Y,A,5,34,0,10,11,6,40,2.0999999,8,11,9.1,97,82.188,73.327,89.542,83.694,99.5,78.5,85.3,68.9,81.6,91.3,90.3,2024,660295,660,Fulton County,295,Findley Oaks Elementary School,15.1000003814697,82,542
562,130228000965,1302280,GA-660-0180,660,0180,0.213976519443,0.000918370470301,2.20993639816754,Fulton County,Dolvin Elementary School,E,805,Y,A,5,28,0,10,8,5,48,3.7,7,13,8,93.2,82.555,74.907,88.492,84.265,99.6,73.7,73.7,82,78.8,85.2,78.8,2024,660180,660,Fulton County,180,Dolvin Elementary School,17,114,669
1015,130228000968,1302280,GA-660-0175,660,0175,0.204420828233,0.000781256044242,0.235523244708644,Fulton County,Esther Jackson Elementary School,E,596,Y,D,4,2,1,19,55,4,20,31,13,42,20.5,65.7,82.633,74.11,86.263,87.524,94.2,24.1,43.1,28.1,26.1,37.8,35.1,2024,660175,660,Fulton County,175,Jackson Elementary School,56.0999984741211,273,487
841,130228000969,1302280,GA-660-0276,660,0276,0.166378747643,0.000993549367278,-0.809339584082564,Fulton County,Gullatt Elementary School,E,659,Y,D,3,0,0,81,16,1,2,62.099998,9,13,39.4,65.9,78.775,70.711,80.072,85.543,91.7,16.2,25.7,17,23.3,29.3,14.1,2024,660276,660,Fulton County,276,Gullatt Elementary School,82.0999984741211,564,687
1479,130228000970,1302280,GA-660-0275,660,0275,0.161080644167,0.000899305263942,-0.686852394892944,Fulton County,Love T. Nolan Elementary School,E,697,Y,D,3,0,0,94,4,1,0,62.400002,11,0,29.3,62.4,78.914,74.925,76.87,84.946,90.3,9.1,28,23,31.4,20,20,2024,660275,660,Fulton County,275,Nolan Elementary School,83.1999969482422,505,607
1793,130228000971,1302280,GA-660-0273,660,0273,0.195867245531,0.00115729943395,-0.313490105758054,Fulton County,S. L. Lewis Elementary School,E,608,Y,D,3,0,0,94,4,1,1,60.900002,10,0,34.3,64.1,76.395,67.42,80.325,81.441,91.2,15.4,25,24.5,29.7,25.4,11.4,2024,660273,660,Fulton County,273,S. L. Lewis Elementary School,77.6999969482422,390,502
26,130228000974,1302280,GA-660-1050,660,1050,0.168696559146,0.000709988533984,1.27406194000701,Fulton County,Alpharetta Elementary School,E,515,Y,B,5,14,0,11,11,3,61,6.4000001,24,14,13.6,88.7,82.81,73.313,87.671,87.446,98.7,69.6,81,68.1,81.9,77.2,68.3,2024,6601050,660,Fulton County,1050,Alpharetta Elementary School,19.3999996185303,92,474
1427,130228000976,1302280,GA-660-0373,660,0373,0.309589922915,0.00218981663597,3.7063996979605,Fulton County,Mountain Park Elementary School,E,798,Y,A,5,4,0,6,9,4,78,1.6,10,5,6.6,91.8,87.985,84.29,90.257,89.408,101,71.7,80.8,79.1,80.4,84.2,74.3,2024,660373,660,Fulton County,373,Mountain Park Elementary School,11.6999998092651,89,763
1781,130228000978,1302280,GA-660-1067,660,1067,0.281314524569,0.00172486928353,2.93484406688694,Fulton County,Roswell North Elementary School,E,825,Y,B,5,2,0,9,12,5,71,7.1999998,12,4,7.9,89.6,82.588,76.02,88.506,83.238,97.7,68.1,82.6,68.8,73.6,69.2,62.3,2024,6601067,660,Fulton County,1067,Roswell North Elementary School,14,117,833
1691,130228000986,1302280,GA-660-0390,660,0390,0.465230356621,0.00335929358735,-1.87312577766518,Fulton County,A. Philip Randolph Elementary School,E,523,Y,D,4,0,0,96,1,2,0,44.400002,8,0,34.4,66,75.072,65.253,76.934,83.031,94.4,36.7,40.2,28.5,35.2,42.9,24.7,2024,660390,660,Fulton County,390,Randolph Elementary School,67.6999969482422,315,465
1581,130228000988,1302280,GA-660-3064,660,3064,0.193010811877,0.000901179282527,-2.19594955687348,Fulton County,Parklane Elementary School,E,409,Y,D,4,0,0,63,33,0,3,70.900002,9,30,27.5,69.2,79.776,79.149,72.083,88.095,92.3,15,26,19.5,18.1,10.1,13,2024,6603064,660,Fulton County,3064,Parklane Elementary School,87.1999969482422,246,282
1177,130228000991,1302280,GA-660-3058,660,3058,0.243180561144,0.00201003812618,-0.99579735723872,Fulton County,Seaborn Lee Elementary School,E,446,Y,C,4,0,0,93,4,2,0,52.900002,7,1,22.2,70.8,82.658,73.379,84.882,89.713,94.8,33.3,48,41.3,37.5,33.9,20,2024,6603058,660,Fulton County,3058,Lee Elementary School,76.6999969482422,359,468
236,130228000997,1302280,GA-660-2550,660,2550,0.100629104968,0.000296348405742,-0.781035901706551,Fulton County,Brookview Elementary School,E,460,Y,D,4,0,0,95,3,2,0,66.699997,6,0,43.1,67.4,89.566,93.779,89.467,85.453,96.2,12.3,13.5,14.4,19.3,30.2,13.5,2024,6602550,660,Fulton County,2550,Brookview Elementary School,89.5,350,391
295,130228000998,1302280,GA-660-2070,660,2070,0.181582716694,0.000893287805528,-0.168999865594325,Fulton County,Campbell Elementary School,E,678,Y,D,3,0,0,71,26,2,1,46.5,16,19,24.4,66,81.719,76.169,80.969,88.02,91.4,21.5,35.3,25.5,30.4,28.9,25.9,2024,6602070,660,Fulton County,2070,Campbell Elementary School,75.6999969482422,445,588
169,130228001006,1302280,GA-660-2058,660,2058,0.189904699145,0.000890642761839,-0.997900678736713,Fulton County,Mary M. Bethune Elementary School,E,570,Y,F,4,2,0,95,3,0,0,62.5,6,2,34.5,53.2,76.242,80.131,65.348,83.245,92.1,12,20.4,17.2,21.2,20.4,13.6,2024,6602058,660,Fulton County,2058,Bethune Elementary School,82.5,392,475
1576,130228001013,1302280,GA-660-0292,660,0292,0.789871611643,0.0191877664526,-0.237290714698298,Fulton County,Palmetto Elementary School,E,394,Y,B,4,0,0,75,16,3,5,57.099998,11,9,34.5,83.2,78.715,78.7,80.46,76.984,92.9,25,48.6,42.5,48,35.4,37.1,2024,660292,660,Fulton County,292,Palmetto Elementary School,77.1999969482422,288,373
2265,130228001015,1302280,GA-660-0702,660,0702,0.216706438473,0.00107288009449,2.46937806375429,Fulton County,Woodland Elementary School,E,1010,Y,B,5,35,0,34,14,4,13,17,7,32,34.1,86.3,85.167,75.602,89.779,90.119,96.7,57.7,78,59.2,53.2,69.2,55.1,2024,660702,660,Fulton County,702,Woodland Elementary School,37.9000015258789,346,913
1375,130228001025,1302280,GA-660-4060,660,4060,0.0946155323301,0.00037164397172,-1.82286127588827,Fulton County,Mimosa Elementary School,E,724,Y,C,4,1,0,12,80,1,5,29.700001,13,75,20.7,78.7,82.566,72.987,85.858,88.854,92,10,27,28,43.4,30.1,45.2,2024,6604060,660,Fulton County,4060,Mimosa Elementary School,70.4000015258789,375,533
934,130228001026,1302280,GA-660-4056,660,4056,0.215510623392,0.00162467931846,2.6818510964696,Fulton County,High Point Elementary School,E,677,Y,B,5,4,0,22,34,5,35,20.799999,8,27,15.6,89.4,87.463,80.75,88.204,93.434,98.6,44.9,49,51.6,54.9,52,53,2024,6604056,660,Fulton County,4056,High Point Elementary School,45.0999984741211,280,621
1921,130228001032,1302280,GA-660-0104,660,0104,0.142424134874,0.000768397521437,1.41039592801411,Fulton County,Spalding Drive Elementary School,E,376,Y,A,4,10,0,19,18,6,46,13.6,11,13,16.8,90.1,81.335,75.165,90.154,78.685,95.4,66.7,81.1,82,75.4,67.9,66,2024,660104,660,Fulton County,104,Spalding Drive Elementary,29.1000003814697,88,302
601,130228001043,1302280,GA-660-4069,660,4069,0.371693691502,0.00441780652336,-0.187145469216371,Fulton County,Evoline C. West Elementary School,E,783,Y,C,4,1,1,84,11,3,1,42,9,7,21.4,78,78.625,68.142,83.639,84.095,92.3,37.6,30.9,43.2,37.6,38.7,31,2024,6604069,660,Fulton County,4069,E. C. West Elementary School,63.5,390,614
1533,130228001615,1302280,GA-660-0197,660,0197,0.19071743761,0.00127636387253,1.34007892624615,Fulton County,Northwood Elementary School,E,701,Y,A,5,9,0,12,20,4,55,7.0999999,10,18,9,94.8,88.094,82.459,94.236,87.585,99.6,66.9,73.7,69.4,69.5,72.9,71.1,2024,660197,660,Fulton County,197,Northwood Elementary School,25.2000007629395,146,580
1939,130228001620,1302280,GA-660-0297,660,0297,0.178432811924,0.00101464839082,1.7390857949634,Fulton County,State Bridge Crossing Elementary School,E,731,Y,A,5,28,0,11,6,5,49,3.4000001,7,10,7.7,97.6,83.614,75.593,89.986,85.263,98.2,76.7,85.3,84.8,87.3,84.2,80.2,2024,660297,660,Fulton County,297,State Bridge Crossing Elementary School,19,119,627
1729,130228001623,1302280,GA-660-0397,660,0397,0.215873842248,0.00112797991074,1.61558619248889,Fulton County,River Eves Elementary School,E,631,Y,A,5,7,0,22,25,4,42,13.8,7,17,13.9,91.1,87.736,77.152,93.727,92.328,98.6,44.4,51.6,68.9,74.7,62.8,58.6,2024,660397,660,Fulton County,397,River Eves Elementary School,26.6000003814697,142,534
127,130228001979,1302280,GA-660-0187,660,0187,0.195304540713,0.00123013359459,2.31370105680835,Fulton County,Barnwell Elementary School,E,697,Y,A,5,17,0,11,11,6,55,3,10,8,7.5,93.5,88.161,81.393,92.261,90.829,98.7,75.2,84,80.3,83.1,79.5,71.5,2024,660187,660,Fulton County,187,Barnwell Elementary School,17.2000007629395,111,647
911,130228002001,1302280,GA-660-3056,660,3056,0.303369226001,0.00302902780055,5.09120777043387,Fulton County,Heards Ferry Elementary School,E,748,Y,A,5,4,0,6,5,5,80,2.0999999,12,1,5.9,94.2,84.81,74.65,88.957,90.823,99.9,79,79.8,88.9,87.3,85.2,80.5,2024,6603056,660,Fulton County,3056,Heards Ferry Elementary School,9.10000038146973,58,639
1134,130228002078,1302280,GA-660-0190,660,0190,0.142375778363,0.000548347783421,0.929557854621056,Fulton County,Lake Windward Elementary School,E,736,Y,A,5,36,0,11,10,5,39,2.9000001,16,15,12.5,93.5,86.576,80.214,89.857,89.657,99.1,72.6,87.6,77.4,86.5,82.8,88.8,2024,660190,660,Fulton County,190,Lake Windward Elementary School,11.6000003814697,75,648
1341,130228002122,1302280,GA-660-0491,660,0491,0.225054775944,0.00102284983543,2.00824016041781,Fulton County,Medlock Bridge Elementary School,E,601,Y,A,5,39,0,12,7,5,36,3.7,7,25,21.5,93.6,84.623,78.639,89.445,85.786,99.4,70.1,80.2,78,90.8,77.8,68.7,2024,660491,660,Fulton County,491,Medlock Bridge Elementary School,14.1000003814697,85,601
870,130228002170,1302280,GA-660-0192,660,0192,0.104779290132,0.000507517050018,-0.652720952906022,Fulton County,Hapeville Elementary School,E,580,Y,D,3,1,0,32,61,2,4,56.200001,11,45,20.2,68,77.923,74.365,75.862,83.542,89.6,27.1,36.5,24,39.6,26.4,14.2,2024,660192,660,Fulton County,192,Hapeville Elementary School,68.4000015258789,331,484
1991,130228002189,1302280,GA-660-0298,660,0298,0.315404763747,0.00157744040604,2.85685583416874,Fulton County,Sweet Apple Elementary School,E,731,Y,A,4,4,0,4,6,4,82,1,10,3,4.2,90.5,81.545,70.09,86.927,87.617,94.8,80.4,80.3,80.9,90.4,81,74.2,2024,660298,660,Fulton County,298,Sweet Apple Elementary School,8.39999961853027,66,782
1846,130228002190,1302280,GA-660-0398,660,0398,0.215690177362,0.00124500855575,1.24902986387904,Fulton County,Shakerag Elementary School,E,617,Y,A,5,60,0,8,5,5,22,2.0999999,7,18,13.8,92.8,85.365,76.261,89.114,90.72,98.9,73.4,81.4,78.9,87.8,83.2,76.7,2024,660398,660,Fulton County,398,Shakerag Elementary School,13.1000003814697,83,636
1965,130228002264,1302280,GA-660-0199,660,0199,0.372571069234,0.00317408679975,0.0193224874389088,Fulton County,Stonewall Tell Elementary School,E,657,Y,C,4,0,1,93,2,3,1,28.9,8,0,16.5,75.4,79.792,70.662,79.529,89.187,91.9,51.5,60.9,56.9,57.7,55.5,40.8,2024,660199,660,Fulton County,199,Stonewall Tell Elementary School,53,275,519
1277,130228002265,1302280,GA-660-0299,660,0299,0.255155518703,0.0017518436761,1.08308312510903,Fulton County,Manning Oaks Elementary School,E,875,Y,C,4,30,0,22,21,5,23,9.1000004,8,37,24.9,72.8,80.634,75.305,79.84,86.757,95.8,50,67.1,50.4,62.2,49.1,40.5,2024,660299,660,Fulton County,299,Manning Oaks Elementary School,24.3999996185303,171,701
1975,130228002321,1302280,GA-660-0100,660,0100,0.549888541088,0.00369779427993,1.93302944962481,Fulton County,Summit Hill Elementary School,E,717,Y,B,5,6,0,6,5,4,79,2.4000001,8,1,7,82,81.146,76.026,89.163,78.249,98.9,78.2,82.6,73.1,76.9,77.2,60.1,2024,660100,660,Fulton County,100,Summit Hill Elementary,6.80000019073486,45,663
4,130228002378,1302280,GA-660-0101,660,0101,0.11758195915,0.000433383751474,0.928914726151876,Fulton County,Abbotts Hill Elementary School,E,613,Y,B,5,32,0,13,10,7,38,3.0999999,9,15,11.3,87.9,83.966,74.296,89.146,88.456,97.5,71.4,78.5,86.7,90,72.9,68.4,2024,660101,660,Fulton County,101,Abbotts Hill Elementary School,15.3000001907349,85,554
923,130228002379,1302280,GA-660-0301,660,0301,0.0978389484813,0.000485262708702,-0.818664731721948,Fulton County,Heritage Elementary School,E,445,Y,D,3,0,0,93,6,1,0,68.800003,13,6,48.9,61.8,78.731,71.104,72.153,92.937,89.1,27.5,29,6.7,11.7,21.1,21,2024,660301,660,Fulton County,301,Heritage Elementary School,85.8000030517578,363,423
595,130228002380,1302280,GA-660-0207,660,0207,0.289004225441,0.00194213631702,4.589887126787,Fulton County,Dunwoody Springs Elementary School,E,530,Y,C,4,1,0,50,27,8,13,29.799999,11,25,28.6,78.8,83.865,74.15,85.657,91.787,95.4,39,36.8,43.3,41.1,57,47.8,2024,660207,660,Fulton County,207,Dunwoody Springs Elementary School,56,277,495
1548,130228002382,1302280,GA-660-0701,660,0701,0.192231843837,0.00054650745067,1.06703631150326,Fulton County,Ocee Elementary School,E,695,Y,B,4,31,0,8,12,6,43,4,8,14,11.4,86.6,80.51,69.513,85.632,86.386,93.5,65.5,73.1,69.4,76.1,77,70.8,2024,660701,660,Fulton County,701,Ocee Elementary School,16.2999992370605,114,699
486,130228002489,1302280,GA-660-0102,660,0102,0.204240209387,0.00152964180183,2.2208925385503,Fulton County,Creek View Elementary School,E,924,Y,A,5,53,0,7,8,5,26,1.2,4,17,23.8,97.4,85.686,76.912,90.74,89.406,96.7,84.1,94.3,73.9,76.1,82,82,2024,660102,660,Fulton County,102,Creek View Elementary School,5.30000019073486,44,825
912,130228002490,1302280,GA-660-0103,660,0103,0.193453820738,0.00106971578348,0.400671583088712,Fulton County,Hembree Springs Elementary School,E,567,Y,A,5,10,0,10,38,4,38,15.9,12,32,11.5,91.7,83.258,72.815,88.646,88.312,96.4,57.7,65.4,55.2,60.4,68,53.5,2024,660103,660,Fulton County,103,Hembree Springs Elementary School,41,212,517
945,130228002491,1302280,GA-660-0202,660,0202,0.16804020222,0.000649302715214,0.746735378496677,Fulton County,Hillside Elementary School,E,443,Y,C,4,3,0,25,23,6,43,12.2,13,16,18.7,77.1,80.829,70.956,82.829,88.702,93.6,60.8,60.8,66.7,70,47.9,59.1,2024,660202,660,Fulton County,202,Hillside Elementary School,31.6000003814697,150,475
1196,130228002561,1302280,GA-660-0503,660,0503,0.212943186807,0.00121033334064,-0.32112603681814,Fulton County,Liberty Point Elementary School,E,683,Y,B,5,0,0,91,7,2,0,46.900002,14,1,27.4,83.5,85.806,81.417,85.904,90.096,97.8,33.3,43.8,44.5,52.1,46.5,37.5,2024,660503,660,Fulton County,503,Liberty Point Elementary School,72.4000015258789,496,685
858,130228002887,1302280,GA-660-0501,660,0501,0.420815752245,0.00137891593697,-2.50341255487751,Fulton County,Hamilton E. Holmes Elementary School,E,641,Y,C,4,0,0,82,16,1,1,66,10,15,43.1,71,80.195,76.215,74.008,90.363,92.4,24.8,40.6,19.8,25.2,21,15.3,2024,660501,660,Fulton County,501,Hamilton E. Holmes Elementary,87.4000015258789,473,541
1701,130228003363,1302280,GA-660-0109,660,0109,0.370247231576,0.00320930235264,0.0714313296109479,Fulton County,Renaissance Elementary School,E,581,Y,C,4,0,0,93,3,3,1,43.900002,10,1,29.9,78.7,73.134,67.922,72.166,79.315,92.8,30.4,38.4,32,34,32.7,25.5,2024,660109,660,Fulton County,109,Renaissance ES,67.8000030517578,442,652
